DATES,STX
26/06/2026,2286.19
25/06/2026,2261.53
24/06/2026,2270.97
23/06/2026,2347.07
22/06/2026,2393.3
19/06/2026,2502.96
18/06/2026,2406.14
17/06/2026,2377.03
16/06/2026,2371.18
12/06/2026,2386.78
11/06/2026,2350.77
10/06/2026,2262.54
09/06/2026,2252.33
05/06/2026,2192.97
04/06/2026,2228.19
03/06/2026,2238.99
02/06/2026,2264.61
01/06/2026,2254.58
29/05/2026,2176.9
28/05/2026,2182.57
27/05/2026,2194.76
26/05/2026,2228.3
25/05/2026,2132.79
22/05/2026,2083.39
21/05/2026,2101.35
20/05/2026,2089.76
19/05/2026,2110.01
15/05/2026,2101.08
14/05/2026,2121.95
13/05/2026,2073.46
12/05/2026,2088.66
11/05/2026,2109.15
08/05/2026,2122.7
07/05/2026,2165.94
06/05/2026,2187.45
05/05/2026,2171.54
04/05/2026,2169.52
30/04/2026,2178.0
29/04/2026,2144.99
28/04/2026,2167.42
27/04/2026,2189.86
24/04/2026,2232.9
23/04/2026,2252.07
22/04/2026,2283.62
21/04/2026,2282.09
20/04/2026,2287.02
17/04/2026,2301.86
16/04/2026,2332.74
15/04/2026,2324.59
14/04/2026,2359.48
13/04/2026,2347.51
10/04/2026,2301.93
09/04/2026,2294.37
08/04/2026,2286.05
07/04/2026,2276.32
06/04/2026,2300.66
01/04/2026,2280.95
31/03/2026,2286.41
30/03/2026,2194.95
27/03/2026,2212.65
26/03/2026,2233.4
25/03/2026,2273.65
24/03/2026,2237.66
20/03/2026,2230.71
19/03/2026,2199.95
18/03/2026,2178.92
17/03/2026,2184.49
16/03/2026,2185.52
13/03/2026,2180.75
12/03/2026,2172.32
11/03/2026,2275.37
10/03/2026,2272.65
09/03/2026,2225.68
06/03/2026,2175.41
05/03/2026,2182.36
04/03/2026,2170.53
03/03/2026,2149.33
02/03/2026,2148.11
27/02/2026,2222.92
26/02/2026,2283.91
25/02/2026,2382.41
24/02/2026,2395.81
23/02/2026,2468.58
20/02/2026,2417.81
19/02/2026,2386.38
18/02/2026,2366.46
17/02/2026,2362.45
16/02/2026,2361.44
13/02/2026,2368.57
12/02/2026,2328.23
11/02/2026,2375.82
10/02/2026,2418.04
09/02/2026,2396.01
06/02/2026,2370.1
05/02/2026,2320.55
04/02/2026,2381.04
03/02/2026,2436.73
02/02/2026,2422.51
30/01/2026,2474.76
29/01/2026,2493.35
28/01/2026,2506.43
27/01/2026,2496.18
26/01/2026,2521.54
23/01/2026,2482.72
22/01/2026,2433.78
21/01/2026,2444.98
20/01/2026,2402.01
19/01/2026,2377.57
16/01/2026,2345.4
15/01/2026,2287.47
14/01/2026,2261.62
13/01/2026,2236.51
09/01/2026,2213.35
