DATES,rEER
199001,87.29244651331501
199002,86.07255439955995
199003,86.32922534111371
199004,85.94069841858243
199005,84.49455145938353
199006,84.00490219405742
199007,82.14492027197441
199008,79.8733210559172
199009,79.31357764615622
199010,78.08349730322526
199011,77.9445106154369
199012,79.03284394533398
199101,80.37629939676994
199102,78.63365387608462
199103,81.61235491472227
199104,83.55405238939198
199105,83.99462746831979
199106,85.0088626298032
199107,85.09750704736557
199108,84.08627299790695
199109,82.47190536713171
199110,82.0498423160525
199111,80.27678880725287
199112,87.75950934039389
199201,88.18218347452819
199202,92.16679968573521
199203,94.49303985561471
199204,94.71656828795982
199205,93.90623387261265
199206,92.19874386101579
199207,88.47751654453516
199208,89.97829842087447
199209,90.72887683825397
199210,92.25961144212557
199211,94.34346302529308
199212,93.87953140613637
199301,95.25937511731598
199302,96.77472193308387
199303,95.85491692049507
199304,94.28864185369152
199305,94.62374095004363
199306,96.15976370127453
199307,97.81227596483849
199308,97.88093990132731
199309,97.32970641992851
199310,98.92544333257396
199311,101.98047023361033
199312,104.5583388217822
199401,105.93
199402,108.65
199403,109.9
199404,110.94
199405,110.17
199406,111.67
199407,113.05
199408,114.05
199409,112.08
199410,111.05
199411,113.57
199412,116.63
199501,116.79
199502,119.1
199503,118.22
199504,116.92
199505,117.97
199506,119.19
199507,117.58
199508,114.47
199509,112.79
199510,110.54
199511,110.31
199512,113.04
199601,113.16
199602,115.2
199603,115.4
199604,116.78
199605,116.95
199606,117.73
199607,119.88
199608,122.65
199609,124.85
199610,129.72
199611,132.41
199612,133.61
199701,133.63
199702,133.04
199703,136.91
199704,139.31
199705,138.68
199706,139.07
199707,138.5
199708,137.4
199709,128.14
199710,124.76
199711,123.4
199712,126.45
199801,127.46
199802,128.36
199803,130.39
199804,133.42
199805,132.75
199806,135.61
199807,137.55
199808,136.52
199809,123.43
199810,116.36
199811,118.89
199812,122.64
199901,122.85
199902,127.54
199903,130.74
199904,128.56
199905,123.57
199906,121.17
199907,113.2
199908,108.94
199909,103.43
199910,103.3
199911,105.9
199912,109.56
200001,108.51
200002,109.75
200003,110.72
200004,110.4
200005,108.98
200006,104.34
200007,102.23
200008,101.88
200009,101.5
200010,104.16
200011,106.79
200012,103.84
200101,101.63
200102,103.7
200103,104.32
200104,103.93
200105,103.28
200106,105.93
200107,106.57
200108,106.32
200109,104.72
200110,105.82
200111,106.42
200112,106.71
200201,109.34
200202,111.41
200203,111.62
200204,112.6
200205,110.58
200206,108.3
200207,101.29
200208,96.71
200209,93.6
200210,92.5
200211,95.22
200212,92.18
200301,88.73
200302,88.07
200303,88.03
200304,89.04
200305,89.58
200306,90.35
200307,89.64
200308,90.39
200309,90.39
200310,88.08
200311,89.22
200312,89.92
200401,91.1
200402,93.16
200403,95.97
200404,97.61
200405,95.91
200406,96.01
200407,97.85
200408,99.74
200409,101.09
200410,98.8
200411,99.24
200412,103.04
200501,106.2
200502,107.52
200503,107.06
200504,107.47
200505,108.18
200506,109.77
200507,110.07
200508,109.59
200509,109.86
200510,110.73
200511,111.93
200512,111.88
200601,111.17
200602,112.15
200603,112.52
200604,108.41
200605,103.78
200606,100.13
200607,100.91
200608,105.84
200609,105.9
200610,107.53
200611,110.32
200612,110.79
200701,113.32
200702,114.22
200703,116.04
200704,118.65
200705,125.99
200706,131.44
200707,128.29
200708,122.16
200709,117.4
200710,121.75
200711,117.71
200712,120.22
200801,122.07
200802,127.19
200803,129.7
200804,132.72
200805,135.33
200806,138.79
200807,134.18
200808,131.55
200809,120.21
200810,115.48
200811,116.61
200812,121.42
200901,122.18
200902,112.07
200903,114.35
200904,116.68
200905,121.73
200906,128.18
200907,130.44
200908,130.82
200909,132.42
200910,135.85
200911,129.67
200912,127.22
201001,130.35
201002,134.71
201003,136.82
201004,134.69
201005,134.49
201006,139.59
201007,141.54
201008,144.61
201009,144.13
201010,140.19
201011,136.41
201012,133.29
