countryname,bankname,date,lt_borrow,st_borrow,tot_asset,cash_and_st_investments,net_income,net_rev,prof_margin,equity_book,bonds,total_liab
india,axis_bank,2014-05-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2014-08-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2014-11-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2015-02-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2015-05-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2015-08-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2015-11-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2016-02-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2016-05-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2016-08-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2016-11-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2017-02-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2017-05-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2017-08-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2017-11-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2018-02-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2018-05-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2018-08-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2018-11-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2019-02-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2019-05-27,502909.425,2947334.592,3832448.882,170413.196,18423.2,101786.3,0.1809988181120642,382204.865,502909.425,3450244.017
india,axis_bank,2019-08-27,1405687.4,5741043.9,7869609.0,284280.8,12614.0,194090.9,0.06499016697846216,722877.7,1405687.4,7146731.3
india,axis_bank,2019-11-27,1187531.8,6174643.1,8212766.6,464599.8,-215.8,198863.6,-0.0010851659127160526,850591.7,1187531.8,7362174.899999999
india,axis_bank,2020-02-27,1196231.1,6245884.0,8317297.5,319595.2,18757.2,199759.9,0.09389872541986656,875182.4,1196231.1,7442115.1
india,axis_bank,2020-05-27,1551801.659,6862376.552000001,9278718.058,849592.711,-12624.3,207862.3,-0.060733957047526176,864539.847,1551801.659,8414178.211000001
india,axis_bank,2020-08-27,1517556.5,6697153.6,9090460.7,518019.2,10995.2,194617.7,0.05649640294793331,875750.6,1517556.5,8214710.1
india,axis_bank,2020-11-27,1385010.3,6715424.199999999,9093725.2,429539.8,18366.6,201267.3,0.09125476418673077,993290.7,1385010.3,8100434.499999999
india,axis_bank,2021-02-27,1433778.6,7056166.700000001,9503179.5,614348.5,13348.4,199109.3,0.06704056515692637,1013234.2,1433778.6,8489945.3
india,axis_bank,2021-05-27,1522487.2,7449883.7,10010045.4,518085.7,29414.1,198501.1,0.14818104282545536,1037674.5,1522487.2,8972370.9
india,axis_bank,2021-08-27,1611225.1,7600194.300000001,10273987.1,674297.5,23569.1,202854.1,0.11618744703705766,1062567.7,1611225.1,9211419.4
india,axis_bank,2021-11-27,1701516.7,7869922.8,10669496.2,819328.6,33877.0,209666.1,0.16157595338492967,1098056.7,1701516.7,9571439.5
india,axis_bank,2022-02-27,1918823.4,8250254.700000001,11307838.3,841459.5,39569.5,220911.9,0.17911891573066005,1138760.2,1918823.4,10169078.100000001
india,axis_bank,2022-05-27,1997781.6,8774789.8,11957791.5,940345.1,44177.3,230006.9,0.19206945530764513,1185220.1,1997781.6,10772571.4
india,axis_bank,2022-08-27,1869655.6,8646486.1,11748987.0,491438.6,43805.9,226158.8,0.1936953149733727,1232845.3,1869655.6,10516141.7
india,axis_bank,2022-11-27,1994403.0,8814914.6,12097903.0,533644.5,56123.3,252588.0,0.2221930574690801,1288585.4,1994403.0,10809317.6
india,axis_bank,2023-02-27,2010867.3,9123767.6,12488391.6,479721.9,61873.8,280839.4,0.22031737712016192,1353756.7,2010867.3,11134634.9
india,axis_bank,2023-05-27,2062135.7,10080292.9,13444179.6,661177.6,-53618.5,301255.5,-0.177983472500917,1301751.0,2062135.7,12142428.6
india,axis_bank,2023-08-27,1938518.2,10007656.700000001,13312049.0,626869.9,60913.5,318942.0,0.1909861354102,1365874.1,1938518.2,11946174.9
india,axis_bank,2023-11-27,2098508.9,10207862.999999998,13734691.7,528932.5,62041.5,331222.3,0.18731075775996966,1428319.8,2098508.9,12306371.899999999
india,axis_bank,2024-02-27,2230433.4,10626174.5,14353375.3,559324.4,64916.6,351368.3,0.18475371853408518,1496767.4,2230433.4,12856607.9
india,axis_bank,2024-05-27,2281995.5,11325160.200000001,15182385.3,860774.9,75990.4,378361.0,0.20084099576859135,1575229.6,2281995.5,13607155.700000001
india,axis_bank,2024-08-27,2240367.1,11239696.0,15134755.1,632904.5,64364.3,377958.8,0.17029448712399342,1654692.0,2240367.1,13480063.1
india,axis_bank,2024-11-27,2252174.6,11540183.9,15522224.0,621182.0,74012.6,392037.7,0.18878949652036017,1729865.5,2252174.6,13792358.5
india,axis_bank,2025-02-27,2250208.1,11666989.0,15717938.5,563220.8,67422.9,389591.7,0.1730604117079496,1800741.4,2250208.1,13917197.1
india,axis_bank,2025-05-27,523023.5,14167896.4,16569626.1,736384.4,74751.3,399580.4,0.1870744911412071,1878706.2,523023.5,14690919.9
india,axis_bank,2025-08-27,2199916.4,12389577.8,16534896.8,656061.2,62437.2,404010.0,0.15454369941338084,1945402.6,2199916.4,14589494.200000001
