quarter,net_income,net_rev,prof_margin_system
2010Q1,552.396,3741.0110000000004,0.14765954978480414
2010Q2,457.41200000000003,3654.0029999999997,0.12518106854318403
2010Q3,471.786,3600.876,0.13101978518560484
2010Q4,826.3910000000001,4388.017,0.18832903336518525
2011Q1,888.3620000000001,5299.301,0.16763758088095015
2011Q2,718.773,5188.825,0.13852326875545043
2011Q3,715.397,5386.465,0.13281382130952304
2011Q4,756.2769999999999,6043.008,0.12514909793268517
2012Q1,1241.763,7668.948,0.16192090492724684
2012Q2,937.7230000000001,7878.99,0.1190156352527418
2012Q3,1050.298,8334.74,0.12601448875429827
2012Q4,1271.089,8960.712,0.14185133949177253
2013Q1,1160.608,9712.696,0.11949390776772999
2013Q2,1188.766,10422.628999999999,0.11405625202624023
2013Q3,1126.0919999999999,11012.06,0.10225988597955332
2013Q4,1792.1019999999999,12847.678,0.13948839626896004
2014Q1,2557.491,14562.541,0.17562120511798046
2014Q2,3464.947,18040.086,0.19206931718618195
2014Q3,1908.886,17763.728,0.10745976295065991
2014Q4,2657.154,17720.492,0.1499480939919727
2015Q1,2353.75,18858.682,0.12480988862318161
2015Q2,3088.109,21123.436999999998,0.14619349114445723
2015Q3,2476.155,22146.071,0.1118101265005427
2015Q4,3457.018,23416.136,0.14763400759202971
2016Q1,4785.6,29076.172,0.1645883784151504
2016Q2,4095.612,30703.716,0.13339141099403082
2016Q3,4311.438,33740.154,0.1277835898437215
2016Q4,4486.775,34529.004,0.12994220742654491
2017Q1,4619.860000000001,36239.27,0.12748214850906217
2017Q2,4280.037,38425.578,0.11138510395341353
2017Q3,5939.903,41272.201,0.1439201897664726
2017Q4,7187.991,43498.375,0.16524734544681266
2018Q1,7933.823,41957.569,0.18909157963846762
2018Q2,8815.286,54880.797999999995,0.16062605357888565
2018Q3,8291.921,61431.179,0.1349790307622128
2018Q4,11915.782000000001,81776.085,0.14571230696602802
2019Q1,13314.481,105488.031,0.12621793082856955
2019Q2,18122.94,184908.662,0.09801022734132378
2019Q3,22368.152000000002,194370.899,0.1150797373222007
2019Q4,17265.222999999998,202739.127,0.08515979749680977
2020Q1,12560.739999999998,266124.86,0.04719867208196934
2020Q2,23465.632999999998,218638.421,0.10732620960521846
2020Q3,25582.608,230961.397,0.11076573112345697
2020Q4,21489.228,262306.358,0.08192415984060897
2021Q1,19117.061,379524.71,0.050371057526135785
2021Q2,11681.717,336786.268,0.03468584710823186
2021Q3,33455.832,411183.52,0.0813647200646563
2021Q4,36551.991,506143.039,0.07221672172399471
2022Q1,61479.956000000006,851151.584,0.07223150042331355
2022Q2,30921.908,775024.674,0.0398979658807611
2022Q3,32237.165,931723.748,0.03459948838826849
2022Q4,69912.80099999999,1793436.388,0.0389825931199964
2023Q1,339396.755,7571984.052,0.04482269807612109
2023Q2,168631.485,4659603.112,0.03619009622637577
2023Q3,514269.403,6626087.338,0.07761283194242133
2023Q4,249719.19499999998,8457155.077,0.02952756485205456
2024Q1,913189.9550000001,13604226.323,0.06712546037668563
2024Q2,742999.552,9209937.855,0.08067367703210197
2024Q3,435711.3119999999,6744608.94,0.06460141957466846
2024Q4,492578.69700000004,6219871.317,0.07919435497864659
2025Q1,1140861.058,9017795.754,0.1265121864723928
2025Q2,367581.112,7183940.9520000005,0.0511670564187566
2025Q3,445330.70200000005,6819063.586999999,0.06530672376321399
2025Q4,-135992.877,6685959.009000001,-0.020340070409785548
2026Q1,97484.18400000001,10167349.703,0.0095879641054577
2026Q2,268087.809,7961987.619,0.033670965320299125
2026Q3,363946.444,7896078.139,0.046092051977349356
