quarter,net_income,net_rev,prof_margin_system
2010Q1,6387.6797,50279.8225,0.1270426064053826
2010Q2,9335.3528,52134.568100000004,0.17906262850578789
2010Q3,8598.4573,52059.4965,0.16516597120757784
2010Q4,10644.4407,56588.2389,0.18810340994725672
2011Q1,12114.733400000001,55679.3352,0.21758042470305933
2011Q2,10264.0463,52663.6939,0.19489795606608598
2011Q3,11878.9269,57623.0481,0.20614888124948044
2011Q4,11408.3022,56107.386,0.20332977551297793
2012Q1,12542.8163,79150.4745,0.15846798619002594
2012Q2,15166.1551,64587.8237,0.23481446240462195
2012Q3,14589.6343,59913.5732,0.24351133675999814
2012Q4,13604.3132,60712.1651,0.22407886751513661
2013Q1,15417.6774,59200.9775,0.26042943969970767
2013Q2,32795.4095,87073.6812,0.37663974978469156
2013Q3,16159.5367,64401.3376,0.2509192712792351
2013Q4,13771.0124,61788.1506,0.22287464936683182
2014Q1,11296.0248,62628.5876,0.18036531291662083
2014Q2,17353.697,70443.72099999999,0.2463483863948641
2014Q3,16639.343,70613.193,0.2356407109362694
2014Q4,18424.646,73864.218,0.24943939702983117
2015Q1,20820.884,69168.43,0.3010171547915718
2015Q2,20685.341,79627.801,0.2597753641344434
2015Q3,16843.059,75686.848,0.22253613996450217
2015Q4,16917.982,76437.00899999999,0.22133233915523828
2016Q1,20635.61,74316.756,0.2776710275136337
2016Q2,20103.08,83582.315,0.24051834410185935
2016Q3,22985.807,94654.99,0.2428377732647798
2016Q4,17646.883,85029.414,0.20753857012351046
2017Q1,20646.071,90073.762,0.22921293106420934
2017Q2,21930.327,95960.182,0.22853569619115563
2017Q3,21367.463,99791.35800000001,0.21412137712365834
2017Q4,20355.208,103318.446,0.1970142679072041
2018Q1,22834.771,103106.962,0.22146682005818386
2018Q2,21824.735,108283.48300000001,0.2015518377812062
2018Q3,21209.176,114548.56,0.18515445327291763
2018Q4,24337.718,122928.851,0.19798214822653798
2019Q1,27141.444,136197.852,0.19927953048774952
2019Q2,27478.322,144899.125,0.1896375978805945
2019Q3,28607.626,151042.704,0.18940091273789697
2019Q4,34023.207,156261.10700000002,0.21773304728988
2020Q1,31113.537,144389.72400000002,0.21548304226968393
2020Q2,26378.977,150343.898,0.17545758325356178
2020Q3,8810.203,161226.582,0.05464485378719993
2020Q4,23776.596,145954.161,0.16290454370807558
2021Q1,23232.307,134261.805,0.17303735042143967
2021Q2,28388.629,134151.574,0.21161607093778864
2021Q3,26903.238,129871.632,0.2071525365909008
2021Q4,26743.888,129445.705,0.20660313140555725
2022Q1,28796.547,120710.938,0.23855789274042424
2022Q2,35319.908,137442.535,0.2569794569053896
2022Q3,40983.785,148022.492,0.2768753886402615
2022Q4,40909.351,158815.607,0.25759024426358806
2023Q1,41885.059,151501.53100000002,0.2764662424434509
2023Q2,46488.407,188021.601,0.24725035183590421
2023Q3,50499.258,202451.344,0.24943898618919516
2023Q4,51061.113,206282.846,0.24752961281133382
2024Q1,50403.45,201186.815,0.25053058273227297
2024Q2,54289.141,221036.088,0.24561211470590272
2024Q3,56202.717,237061.895,0.23708034983859383
2024Q4,60659.436,250414.183,0.24223642316617508
2025Q1,57095.408,239755.06100000002,0.23814057464255153
2025Q2,57922.861000000004,249877.012,0.2318054811700726
2025Q3,59373.651,256604.024,0.23138238471271985
2025Q4,62843.465000000004,268597.76,0.23396868611264665
2026Q1,62974.566,277863.451,0.22663853692654237
2026Q2,59125.907,268235.957,0.2204249857523762
2026Q3,59887.594,279304.265,0.2144170408568591
