DATES,CPI
31/01/2011,83.1
28/02/2011,83.43
31/03/2011,83.84
30/04/2011,84.99
31/05/2011,85.28
30/06/2011,85.39
31/07/2011,85.55
31/08/2011,85.92
30/09/2011,85.62
31/10/2011,85.79
30/11/2011,85.98
31/12/2011,85.57
31/01/2012,85.9
29/02/2012,86.22
31/03/2012,86.73
30/04/2012,87.09
31/05/2012,87.43
30/06/2012,87.58
31/07/2012,87.88
31/08/2012,88.23
30/09/2012,88.52
31/10/2012,88.64
30/11/2012,88.32
31/12/2012,88.67
31/01/2013,88.81
28/02/2013,89
31/03/2013,89.06
30/04/2013,89.2
31/05/2013,89.42
30/06/2013,89.55
31/07/2013,89.64
31/08/2013,89.63
30/09/2013,89.78
31/10/2013,89.93
30/11/2013,90.02
31/12/2013,90.15
31/01/2014,90.52
28/02/2014,90.75
31/03/2014,90.93
30/04/2014,91.39
31/05/2014,91.76
30/06/2014,91.66
31/07/2014,91.58
31/08/2014,91.51
30/09/2014,91.35
31/10/2014,91.26
30/11/2014,91.15
31/12/2014,90.69
31/01/2015,90.16
28/02/2015,90.26
31/03/2015,90.42
30/04/2015,90.44
31/05/2015,90.59
30/06/2015,90.68
31/07/2015,90.62
31/08/2015,90.42
30/09/2015,90.37
31/10/2015,90.55
30/11/2015,90.26
31/12/2015,89.91
31/01/2016,89.68
29/02/2016,89.81
31/03/2016,90
30/04/2016,90.5
31/05/2016,91.01
30/06/2016,91.03
31/07/2016,90.72
31/08/2016,90.68
30/09/2016,90.72
31/10/2016,90.86
30/11/2016,90.81
31/12/2016,90.92
31/01/2017,91.07
28/02/2017,91.11
31/03/2017,90.69
30/04/2017,90.84
31/05/2017,90.97
30/06/2017,90.99
31/07/2017,90.87
31/08/2017,90.97
30/09/2017,91.5
31/10/2017,91.64
30/11/2017,91.7
31/12/2017,91.63
31/01/2018,91.69
28/02/2018,91.49
31/03/2018,91.4
30/04/2018,91.81
31/05/2018,92.32
30/06/2018,92.25
31/07/2018,92.2
31/08/2018,92.44
30/09/2018,92.71
31/10/2018,92.77
30/11/2018,92.56
31/12/2018,91.95
31/01/2019,91.93
28/02/2019,92.16
31/03/2019,92.54
30/04/2019,92.94
31/05/2019,93.38
30/06/2019,93.05
31/07/2019,93.1
31/08/2019,92.93
30/09/2019,93.01
31/10/2019,92.87
30/11/2019,92.75
31/12/2019,92.76
31/01/2020,92.91
29/02/2020,92.83
31/03/2020,92.04
30/04/2020,90.16
31/05/2020,90.17
30/06/2020,91.58
31/07/2020,92.19
31/08/2020,92.46
30/09/2020,92.36
31/10/2020,92.41
30/11/2020,92.37
31/12/2020,92.51
31/01/2021,92.59
28/02/2021,91.75
31/03/2021,91.96
30/04/2021,93.23
31/05/2021,92.37
30/06/2021,92.72
31/07/2021,92.61
31/08/2021,92.44
30/09/2021,93.91
31/10/2021,94.61
30/11/2021,94.87
31/12/2021,94.51
31/01/2022,95.58
28/02/2022,96.59
31/03/2022,97.23
30/04/2022,97.57
31/05/2022,98.93
30/06/2022,99.82
31/07/2022,99.66
31/08/2022,99.71
30/09/2022,99.93
31/10/2022,100.27
30/11/2022,100.14
31/12/2022,100.08
31/01/2023,100.38
28/02/2023,100.26
31/03/2023,99.99
30/04/2023,100.17
31/05/2023,99.46
30/06/2023,100.05
31/07/2023,100.04
31/08/2023,100.59
30/09/2023,100.23
31/10/2023,99.95
30/11/2023,99.7
31/12/2023,99.25
31/01/2024,99.26
29/02/2024,99.49
31/03/2024,99.51
30/04/2024,100.36
31/05/2024,100.99
30/06/2024,100.67
31/07/2024,100.87
31/08/2024,100.94
30/09/2024,100.84
31/10/2024,100.78
30/11/2024,100.65
31/12/2024,100.47
31/01/2025,100.57
28/02/2025,100.55
31/03/2025,100.35
30/04/2025,100.14
31/05/2025,100.4
30/06/2025,100.42
31/07/2025,100.15
31/08/2025,100.14
30/09/2025,100.11
31/10/2025,100
30/11/2025,100.15
31/12/2025,100.19
31/01/2026,99.91
28/02/2026,99.67
31/03/2026,100.27
30/04/2026,103.03
31/05/2026,103.2
30/06/2026,102.85
