DATES,CPI
28/02/2021,75.2
31/03/2021,75.32
30/04/2021,75.84
31/05/2021,75.95
30/06/2021,75.93
31/07/2021,76.47
31/08/2021,77.0
30/09/2021,77.14
31/10/2021,78.14
30/11/2021,78.97
31/12/2021,79.61
31/01/2022,80.56
28/02/2022,81.52
31/03/2022,83.22
30/04/2022,85.0
31/05/2022,86.13
30/06/2022,87.13
31/07/2022,87.85
31/08/2022,88.56
30/09/2022,89.19
31/10/2022,89.74
30/11/2022,90.3
31/12/2022,91.01
31/01/2023,92.07
28/02/2023,92.72
31/03/2023,93.27
30/04/2023,93.78
31/05/2023,93.55
30/06/2023,93.65
31/07/2023,94.73
31/08/2023,95.17
30/09/2023,94.86
31/10/2023,95.05
30/11/2023,95.27
31/12/2023,95.55
31/01/2024,95.65
29/02/2024,95.94
31/03/2024,96.18
30/04/2024,96.09
31/05/2024,96.09
30/06/2024,96.24
31/07/2024,97.37
31/08/2024,97.42
30/09/2024,96.32
31/10/2024,96.94
30/11/2024,97.22
31/12/2024,97.54
31/01/2025,99.28
28/02/2025,99.71
31/03/2025,100.02
30/04/2025,98.78
31/05/2025,98.83
30/06/2025,99.26
31/07/2025,100.69
31/08/2025,100.83
30/09/2025,100.22
31/10/2025,100.64
30/11/2025,100.8
31/12/2025,100.93
31/01/2026,101.58
28/02/2026,101.78
31/03/2026,102.82
30/04/2026,104.69
31/05/2026,105.02
