DATES,GDP
01/03/1997,-0.17124361706405045
01/06/1997,-0.1704026144854427
01/09/1997,-0.10947449393866016
01/12/1997,-0.12072504913736626
01/03/1998,0.08655152338443628
01/06/1998,0.026627654183762006
01/09/1998,0.011677384265924351
01/12/1998,0.031857996787707066
01/03/1999,-0.09467464428171701
01/06/1999,-0.05693723529599093
01/09/1999,-0.07214913667699696
01/12/1999,-0.10968114639664939
01/03/2000,-0.009272198201456527
01/06/2000,0.026658787776464576
01/09/2000,0.04475043029259895
01/12/2000,0.11495620201146317
01/03/2001,0.03466471964555362
01/06/2001,0.03532371852850735
01/09/2001,0.04045215065163843
01/12/2001,0.04482702877465239
01/03/2002,0.05290928919681814
01/06/2002,0.05897676191686396
01/09/2002,0.06078040980137023
01/12/2002,0.057462905945878884
01/03/2003,0.05588642975735314
01/06/2003,0.04993250337483124
01/09/2003,0.046701347836368035
01/12/2003,0.057325120341785274
01/03/2004,0.05515002885170217
01/06/2004,0.06550093572765325
01/09/2004,0.07515813848412978
01/12/2004,0.0682211305611291
01/03/2005,0.07771078572112167
01/06/2005,0.07159712538882324
01/09/2005,0.06324608979999224
01/12/2005,0.066221905563832
01/03/2006,0.060398086949902785
01/06/2006,0.06399829838346438
01/09/2006,0.07265046996776303
01/12/2006,0.07238752475488108
01/03/2007,0.0709671244676271
01/06/2007,0.07329578193534747
01/09/2007,0.06414877079854908
01/12/2007,0.06966521271172033
01/03/2008,0.07216264521894544
01/06/2008,0.06380927338066433
01/09/2008,0.06240261426592775
01/12/2008,0.04472853602220028
01/03/2009,-0.016180454261304322
01/06/2009,-0.027704539836862496
01/09/2009,-0.030483892323518225
01/12/2009,-0.0635765483540659
01/03/2010,-0.008281529647240826
01/06/2010,0.008251594178336097
01/09/2010,0.007343208320201633
01/12/2010,0.04897906155944831
01/03/2011,0.03476960862833045
01/06/2011,0.028260755371119384
01/09/2011,0.02152488815192566
01/12/2011,0.009784291464547401
01/03/2012,0.01672841353546417
01/06/2012,0.003902937420178887
01/09/2012,0.000724837422029001
01/12/2012,-0.0012980641468548493
01/03/2013,-0.010911268549156583
01/06/2013,-0.010167214549599679
01/09/2013,-0.0035807557332898643
01/12/2013,0.0012895170451638904
01/03/2014,0.003253050376101685
01/06/2014,0.011731682740751426
01/09/2014,0.011272306573976376
01/12/2014,0.01873524331285692
01/03/2015,0.0297860153021563
01/06/2015,0.03031534873321884
01/09/2015,0.037692105209873095
01/12/2015,0.034724591150797623
01/03/2016,0.03247049942389446
01/06/2016,0.03304334102700679
01/09/2016,0.02663492590027028
01/12/2016,0.03008794639827017
01/03/2017,0.028447736783876243
01/06/2017,0.026715807967001348
01/09/2017,0.029555152194779
01/12/2017,0.02546265790613167
01/03/2018,0.02520065106359093
01/06/2018,0.02615084162559289
01/09/2018,0.02131312478654568
01/12/2018,0.018900485592854732
01/03/2019,0.051242746085623514
01/06/2019,0.04048322488263745
01/09/2019,0.031975850911917236
01/12/2019,0.030027568064289634
01/03/2020,-0.005884803666284855
01/06/2020,-0.057660984766002676
01/09/2020,-0.024994745323337786
01/12/2020,-0.030910251812719225
01/03/2021,0.0204917317128539
01/06/2021,0.09304088215992379
01/09/2021,0.08298751459624532
01/12/2021,0.10086915710714184
01/03/2022,0.053627193470281664
01/06/2022,0.05002748298169224
01/09/2022,0.03583010558269528
01/12/2022,0.027924212735605414
01/03/2023,0.021737894745389896
01/06/2023,0.015124304386692433
01/09/2023,0.01434073457230034
01/12/2023,0.016852902001132763
01/03/2024,0.02248342949787796
01/06/2024,0.030932415171877503
01/09/2024,0.03517524471108313
01/12/2024,0.03841809682176134
01/03/2025,0.03514049201352454
01/06/2025,0.033428756117831915
01/09/2025,0.031211871644704736
01/12/2025,0.02921670821058986
01/03/2026,0.03053102661140139
