country,quarter,profit_margin
russia,2008Q2,4.563937015003628
russia,2008Q3,0.24796113261470087
russia,2008Q4,2.1803759336471558
russia,2009Q1,-0.034387036606117534
russia,2009Q2,-2.6227592715510615
russia,2009Q3,-0.0542722189867938
russia,2009Q4,2.2851333731302508
russia,2010Q1,1.4294018281830683
russia,2010Q2,3.1840388774871826
russia,2010Q3,1.718238936530219
russia,2010Q4,-3.5240942968262567
russia,2011Q1,2.7153240927943476
russia,2011Q2,0.36542962215564867
southafrica,1999Q2,9.479328427995954
southafrica,1999Q3,2.2767714091709683
southafrica,1999Q4,11.742714473179408
southafrica,2000Q1,1.574728557041713
southafrica,2000Q2,11.10788563319615
southafrica,2000Q4,23.429928915841238
southafrica,2001Q1,2.670442853655134
southafrica,2001Q2,0.9629001617431641
southafrica,2001Q3,2.3907713208879744
southafrica,2001Q4,14.1908141544887
southafrica,2002Q2,7.685971532549177
southafrica,2002Q3,2.51739992414202
southafrica,2002Q4,6.869328839438302
southafrica,2003Q1,2.89168575831822
southafrica,2003Q3,3.0388570513044084
southafrica,2003Q4,3.8450145721435547
southafrica,2004Q1,3.2541572025844028
southafrica,2004Q2,7.964700290134975
southafrica,2004Q3,3.204371316092355
southafrica,2004Q4,9.818071297236852
southafrica,2005Q1,3.771557126726423
southafrica,2005Q2,5.6061713354928155
southafrica,2005Q3,2.9136428833007812
southafrica,2005Q4,19.60095759800502
southafrica,2006Q2,10.769642966134208
southafrica,2006Q4,21.172457150050572
southafrica,2007Q2,22.369771276201522
southafrica,2007Q4,17.18521417890276
southafrica,2008Q2,19.799414498465403
southafrica,2008Q4,19.0540862764631
southafrica,2009Q2,12.887271336146764
southafrica,2010Q2,40.73637131282261
southafrica,2010Q4,14.077914237976074
southafrica,2011Q2,7.918628420148577
tunisia,2007Q4,3.052181937477805
tunisia,2009Q2,3.0413999557495117
tunisia,2009Q4,3.281654618003152
tunisia,2010Q2,4.33399079062722
tunisia,2010Q4,3.2509456114335493
turkey,1999Q1,300.9648976045496
turkey,1999Q2,19.65548829471364
turkey,1999Q3,19.243947197409238
turkey,1999Q4,-50.13395028955796
turkey,2000Q1,26.480705597821405
turkey,2000Q2,-3.110252520617317
turkey,2000Q3,17.461329151602353
turkey,2000Q4,13.956194154699059
turkey,2001Q1,19.871952954460593
turkey,2001Q2,0.4928237971137552
turkey,2001Q3,18.007547178689173
turkey,2001Q4,-18.031417106880863
turkey,2002Q1,31.079888091367835
turkey,2002Q2,-26.096792555907193
turkey,2002Q3,-24.566370290868424
turkey,2002Q4,27.48132341048297
turkey,2003Q1,-39.42088887270759
turkey,2003Q2,-42.91997769299675
turkey,2003Q3,14.812329460592832
turkey,2003Q4,14.33721761493122
turkey,2004Q1,6.3349644717048195
turkey,2004Q2,11.759358574362363
turkey,2004Q3,6.552558337940889
turkey,2004Q4,5.121282311046825
turkey,2005Q1,23.280082548365872
turkey,2005Q2,22.54138811896829
turkey,2005Q3,5.83325219855589
turkey,2005Q4,37.053812475765454
turkey,2006Q1,36.11848233727848
turkey,2006Q2,31.597711450913373
turkey,2006Q3,86.7017954938552
turkey,2006Q4,11.915353010682498
turkey,2007Q1,27.93990000556497
turkey,2007Q2,30.13387099434348
turkey,2007Q3,28.070241430226496
turkey,2007Q4,62.14085804539568
turkey,2008Q1,24.961911706363452
turkey,2008Q2,65.46918223885929
turkey,2008Q3,61.51382917516372
turkey,2008Q4,11.732864716473747
turkey,2009Q1,63.47848791234634
turkey,2009Q2,68.27252303852754
turkey,2009Q3,23.127152919769287
turkey,2009Q4,22.998576560441187
turkey,2010Q1,26.417594404781568
turkey,2010Q2,27.434335540322696
turkey,2010Q3,23.91825277665082
turkey,2010Q4,2.750840663909912
turkey,2011Q1,23.900488460765164
turkey,2011Q2,23.948135319878073
ukraine,2001Q4,0.09442727493517326
ukraine,2003Q4,0.035963636456113876
ukraine,2004Q4,0.5982636249426639
ukraine,2005Q4,0.9916606400952195
ukraine,2006Q4,0.7588272672710996
ukraine,2007Q4,2.312178785150701
ukraine,2008Q4,2.582448448195602
ukraine,2009Q1,-3.0523515686844336
ukraine,2009Q2,-6.159939375790683
ukraine,2009Q3,-5.865039209524791
ukraine,2009Q4,-17.42522695118731
venezuela,1999Q2,1.357800006866455
venezuela,1999Q4,1.4783900260925293
venezuela,2001Q2,3.136210060119629
venezuela,2001Q4,3.8557598114013674
venezuela,2002Q2,2.5780399322509764
venezuela,2002Q4,3.8456298828125
venezuela,2007Q2,14.3909197807312
venezuela,2007Q3,4.638609981536865
venezuela,2007Q4,12.273940181732177
venezuela,2008Q1,4.263840103149414
venezuela,2008Q2,13.379230308532716
venezuela,2008Q3,1.9986400604248047
venezuela,2008Q4,11.270439720153808
venezuela,2009Q1,1.089490032196045
venezuela,2009Q2,14.670189952850341
venezuela,2009Q3,5.059839916229248
venezuela,2009Q4,15.310669994354248
venezuela,2010Q1,2.1408899307250975
venezuela,2010Q2,11.102710056304932
venezuela,2010Q3,1.5845700263977052
venezuela,2010Q4,9.872979927062989
venezuela,2011Q1,1.0159500122070313
