country,quarter,EMBI_bps,JLoss,GaR,GaR_st,prob_neg,ES,skew,std,VIX,g_GDP,debt_gdp,fisc_bal,res_gdp,ca_gdp,infl_yoy,reer,JLoss_x_GaR,profit_margin,UST10Y_log,US_HY_spread_log,OnOffRun_spread_log,X_control_idx,X_control_idx_ncomp,debt_gdp_log,X_dom_idx,X_global_idx
peru,2013Q3,182.559796875,2.1738589463415767,0.0373881472350855,0.0373881472830338,0.0,0.0343047818026499,0.2705061787517155,0.0102769086266998,-0.40206448572139,0.274137016076779,18.687162688080875,0.713164590025205,32.304328446828414,-4.730263843816598,2.9289089451336774,98.27333333333333,0.0812765583541267,,1.310104897241458,,-0.1577362548366065,-0.6740080272679361,3,2.927836800851859,-2.0113315918265777,-0.005346244988615134
peru,2013Q4,177.60169354838712,2.1601395719528083,0.0574409657385629,0.0553302051164536,0.0,0.0549436569842812,0.3360263178351298,0.0105247777994938,-0.776145481890695,0.487922653343054,18.979904992627247,0.37158320275027,31.91740166939936,-4.608826100692925,3.089921229447336,97.50333333333332,0.1240805031430551,,1.320206252895385,,-0.1694308020593107,-0.6930469561579361,3,2.943380787512101,-1.9778063037642357,-0.05066728235478618
peru,2014Q1,175.4310163934426,2.161581459093857,0.0501122331761559,0.0501122329912559,0.0,0.046586806095,0.6398928030874258,0.0099817862468439,-0.755363204325733,0.238389871185163,19.272647297173624,0.0300018154753349,31.530099978584825,-4.487388357569253,3.2509335137609927,98.06333333333332,0.1083216741073666,,1.325856709528352,,-0.1509639651322601,-0.6027815227744977,3,2.9586868521900787,-1.9447941661031474,0.06822479888982702
peru,2014Q2,149.4590634920635,2.1600282669952224,0.0404821169760517,0.0405034783087946,0.0,0.0348896393782454,0.6899230019622328,0.0098228199979719,-1.05540733666986,-0.158601208477844,19.56538960172,-0.3115795717996,31.142422829211228,-4.36595061444558,3.41194579807465,98.74666666666668,0.0874425169760788,,1.2867370798968054,,-0.1168209964596294,-0.517794105404806,3,2.9737621686621685,-1.9122797064342847,0.1794486951099333
peru,2014Q3,151.16096875,2.1600011557525787,0.0198259092162824,0.0199471199365178,0.0,0.0105260110891094,0.1710186433780737,0.0119840849194874,-0.439732363807883,-0.176640588345316,20.39043081860925,-0.8361027948869149,31.45619828850957,-4.451658139944881,3.4084823354217577,98.62,0.0428239868210156,,1.2526290309547077,,-0.1026523837352352,-0.4834357666788452,3,3.0150657132797405,-1.8231961745472125,0.18644443725533846
peru,2014Q4,173.13769354838712,2.16069180883937,0.0113669856308611,0.0117632486565368,0.0,0.0062468289352126,0.1585335312991274,0.0125028661127787,-0.0643524752907675,-0.276175843450913,21.2154720354985,-1.3606260179742298,31.77879703759723,-4.53736566544418,3.4050188727688653,98.48666666666666,0.0245605527437964,,1.1866133191583028,,-0.0939952460876965,-0.5180514586445412,3,3.0547307284891767,-1.7376466247464013,0.09174612440638902
peru,2015Q1,189.67113114754096,2.160788735456973,0.0189001940382611,0.0191544521867718,0.0,0.0123176415407425,0.1591160602334113,0.0114866900786498,-0.572219383284511,-0.162742808797765,22.04051325238775,-1.8851492410615447,32.11059654681372,-4.62307319094348,3.4015554101159724,98.85666666666668,0.0408393263758256,,1.0881755007160565,,-0.0868212362462733,-0.6068128928928737,3,3.0928822713269875,-1.655361333873637,-0.08253867240249198
peru,2015Q2,173.387515625,2.161480498155769,0.0186738500639269,0.018964029727375,0.0,0.0097133027534855,0.2034481663892766,0.0119443184806959,-0.190345033028346,0.0020316846159254,22.865554469277,-2.40967246414886,32.45199612946624,-4.70878071644278,3.39809194746308,97.54333333333334,0.0403631627386628,,1.151955563742037,,-0.1050758397777041,-0.5574297516992793,3,3.1296316065110354,-1.5761003260592117,-0.04809446451931318
peru,2015Q3,212.54603125,2.320450488439693,0.0102126512401063,0.0103142211284337,0.0303870802590275,-0.0028051087045942,0.0507218664510263,0.0137521759939532,0.624060469048578,-6.86235201616034e-05,23.075729960518125,-2.248863030924385,32.389787117487224,-4.10515904549849,3.437863119488008,99.37333333333332,0.0236979515583689,,1.1703513858230865,,-0.0846323893227754,-0.4453743090410658,3,3.1387814141472035,-1.5563660105697277,0.11012154172326499
peru,2015Q4,227.4869838709677,2.172115496884242,0.0230083860873231,0.0232307411591742,0.0,0.0126638646038881,0.0271156167346638,0.0114598724362834,-0.192942817723966,0.193797641976446,23.28590545175925,-2.08805359769991,32.32791956602787,-3.5015373745542,3.477634291512935,98.08,0.0499768719785702,,1.1601725889828929,,-0.0947077849939548,-0.4924645028283971,3,3.1478482613025034,-1.5368106243394923,0.02970855792715039
peru,2016Q1,257.23021311475406,2.321422365979983,0.0257773306283334,0.0260007248938958,0.0,0.0200955456108051,-0.0040771659465982,0.009964078695072,-0.746270957891063,0.176320306337117,23.496080943000376,-1.927244164475435,32.2663906714067,-2.8979157036099097,3.5174054635378624,96.61666666666667,0.059840071855874,,1.0696167157612828,,-0.0910319677097433,-0.604133561944716,3,3.1568336388597573,-1.5174309518307443,-0.14748486700170194
peru,2016Q2,209.3465,2.369732317892143,0.021048119860939,0.0212733404373748,0.0,0.0138918238937737,0.0531077056399644,0.0109269789423414,-0.528057043458968,0.0783799481801282,23.7062564342415,-1.76643473125096,32.205197660552535,-2.29429403266562,3.55717663556279,98.17333333333332,0.0498784098653346,,1.0116577282462065,,-0.0631028972532469,-0.574991751683751,3,3.1657389978704424,-1.498223863414011,-0.11337569581862103
peru,2016Q3,171.467625,2.16059186639851,0.0300484061820891,0.030285724356734,0.0,0.0210430586802709,0.151475634932401,0.0091283912632286,-0.831997852846529,0.19245556504974,23.966777203682923,-2.17803220874824,31.679427169692865,-1.9589905399888536,3.4166075911957,97.72666666666667,0.0649223419952604,,0.9417147842143136,,-0.0463679469118103,-0.6049415790926955,3,3.1766685881629813,-1.4746509106722314,-0.17008691330292758
peru,2016Q4,159.75540983606558,2.161687171548446,0.0230001095208852,0.0230001100571485,0.0,0.0150845098999199,0.2118650276848611,0.0109866555787959,-0.734580926760772,-0.013717875266549,24.22729797312435,-2.58962968624552,31.178594030520483,-1.6236870473120877,3.2760385468286097,98.72333333333331,0.0497190416955068,,1.1438050453448958,,-0.0811975997114431,-0.4359286063471371,3,3.187480012849642,-1.4513328176432596,0.07177349930092415
peru,2017Q1,149.66409677419355,2.160425476259649,0.0239151920739392,0.0233263609087825,0.0,0.0171456837170071,0.2782366336026567,0.0106016883658054,-0.951495948845057,-0.11392678938499,24.48781874256577,-3.0012271637428,30.700965170971024,-1.2883835546353213,3.13546950246152,102.42,0.051666990226181,,1.2373919816132806,,-0.0776512199349575,-0.277912293876071,3,3.198175799727681,-1.4282641323711065,0.2972636253714467
peru,2017Q2,144.33588888888892,2.16078207084024,0.0254578968841531,0.0254578966764031,0.0,0.0183357492814195,0.0490038953089989,0.0090803712504146,-1.10606413823446,-0.0679365793191523,24.7483395120072,-3.41282464124008,30.244964474172075,-0.953080061958555,2.99490045809443,101.90666666666668,0.0550089671485776,,1.1820192941100636,,-0.0587462361680017,-0.2784865197702072,3,3.2087583963400848,-1.4054395759922813,0.2849900083408298
peru,2017Q3,147.47849206349207,2.160099218311692,0.0286650460056429,0.027914581845844,0.0,0.0226001536657908,0.0742403304932498,0.009110038562036,-1.32297916031874,-0.0457710975522113,24.993504873406973,-3.0857524223891573,29.427874337437977,-1.0344368331182112,2.623463901132677,100.14333333333332,0.0619193434696579,,1.1760141497364371,,-0.0456384627298356,-0.2297686154343533,3,3.2186159860492976,-1.3841787153247265,0.3474364345108332
peru,2017Q4,138.2982741935484,2.160679736182749,0.0204426135475843,0.0204426136154017,0.0,0.0177309353241869,0.0315267776479911,0.0096405238268029,-1.1242486311038,-0.109499922589719,25.238670234806747,-2.758680203538235,28.63262269125342,-1.1157936042778676,2.2520273441709246,99.22,0.0441699408468803,,1.2153433972885996,,-0.026676887500256,-0.0923968680028795,3,3.228377351451788,-1.3631253913510697,0.5429673936712159
peru,2018Q1,133.58786885245902,2.1602339035788,0.0099109140094536,0.0099109140763002,0.0,0.0044728947881158,0.0972473231080501,0.0130567776689075,0.0356622354906092,-0.0005324867963103,25.483835596206525,-2.4316079846873127,27.85834556049956,-1.1971503754375237,1.8805907872091725,96.56666666666666,0.0214098924586757,,1.3240264841612597,,-0.0197310945034736,0.1000001871520746,3,3.2380443529779983,-1.3422755914928235,0.8211380764745237
