country,quarter,EMBI_bps,embi_source,JLoss,GaR,prob_neg,ES,ER,mean,std,iqr_05_95,skew,kurt,n_train,JLoss_x_GaR,VIX_cboe,profit_margin,UST10Y_log,US_HY_spread_log,OnOffRun_spread_log,X_control_idx,X_control_idx_ncomp,X_dom_idx,X_global_idx
brazil,2013Q2,195.390625,Bloomberg,19.0414425354021,0.0061849223877106,0.0,0.0042663015340252,0.0586517222953659,0.0354060081021042,0.0163425345312642,0.051581422810923,-0.1800705723410464,1.2278569328118734,439,0.1177698442315133,14.83703125,,1.0940184196578822,,-0.0662466310531004,0.0017093918823749,2,,0.0017093918823749
brazil,2013Q3,236.71875,Bloomberg,23.81507493661195,0.0041943015717722,0.0,4.126151651956829e-05,0.0534608635321258,0.0288618196762729,0.0142557732601998,0.0479181500541818,-0.0053229154576122,1.2108533824989307,453,0.0998876062385042,14.2796875,,1.310104897241458,,-0.1577362548366065,0.2252379480711123,2,,0.2252379480711123
brazil,2013Q4,238.9672131147541,Bloomberg,27.57530023490861,0.0085968648514943,0.0,0.0048531244989329,0.0538184213687449,0.0294163609464908,0.0129134621206072,0.0442042748264315,-0.0333726713666485,1.1920927361400042,467,0.2370611293588883,14.2328125,,1.320206252895385,,-0.1694308020593107,0.2165922778964533,2,,0.2165922778964533
brazil,2014Q1,250.70491803278688,Bloomberg,34.358074608893034,0.0163382956854568,0.0,0.0132861241318507,0.0607339188388341,0.0365195368092111,0.0119353743376591,0.0421037145885322,-0.0008451841064105,1.2722941084441648,481,0.5613523821430799,14.828852459016392,,1.325856709528352,,-0.1509639651322601,0.2761338892592706,2,,0.2761338892592706
brazil,2014Q2,216.0,Bloomberg,34.640556401110445,-0.0076599568263358,0.2124327503183843,-0.019214994011293,0.0389780920857157,0.0110992254991496,0.0144552668113738,0.0462355738983481,-0.0869012253215534,1.0436064052002798,495,-0.2653451664727562,12.738253968253968,,1.2867370798968054,,-0.1168209964596294,0.2809219903340386,2,,0.2809219903340386
brazil,2014Q3,216.421875,Bloomberg,33.54064304434996,-0.0129781223148449,0.2946152494907676,-0.0219950691361703,0.0374828027179319,0.0075765752526702,0.0135820773508701,0.0458676797768647,-0.0587328938641316,1.2421713384263366,509,-0.4352945679481256,13.07265625,,1.2526290309547077,,-0.1026523837352352,0.2449377305395911,2,,0.2449377305395911
brazil,2014Q4,256.40983606557376,Bloomberg,31.678081708409763,-0.0199834236992436,0.3390098578175648,-0.033711876487399,0.0338907675667033,0.0050164331427902,0.0142356378154427,0.0518743761367701,-0.0739630824722151,1.3102889039208885,523,-0.6330365287584109,16.07234375,,1.1866133191583028,,-0.0939952460876965,0.1269823881524198,2,,0.1269823881524198
brazil,2015Q1,318.8196721311475,Bloomberg,41.36382906429272,-0.0243322100312943,0.5869586536770757,-0.038064424576035,0.0233120620708805,-0.0035090560907033,0.0140208254275921,0.0464291912640516,-0.0256269092954508,1.2454366931386855,537,-1.0064733764909262,16.564754098360655,,1.0881755007160565,,-0.0868212362462733,-0.0636669747134399,2,,-0.0636669747134399
brazil,2015Q2,293.28125,Bloomberg,43.18688285895041,-0.0249806350554031,0.7055561123652754,-0.0300788066162216,0.0250528799448775,-0.0059134186717513,0.0138041454714144,0.0445218898543337,0.0894915380709781,1.22396279767942,551,-1.078835759879884,13.740158730158733,,1.151955563742037,,-0.1050758397777041,0.0248328942033551,2,,0.0248328942033551
brazil,2015Q3,370.4375,Bloomberg,45.00993665361602,-0.0597545415843373,0.933848255654465,-0.070254854621367,0.00510534675027,-0.0263569110737049,0.0166399720708168,0.0636890745126275,0.0120914279483369,1.2625793835987875,565,-2.6895481314768865,19.3071875,,1.1703513858230865,,-0.0846323893227754,0.1165384724186558,2,,0.1165384724186558
brazil,2015Q4,462.3709677419355,Bloomberg,46.83299044827171,-0.0487908812181095,0.943755869785358,-0.061348890685266,0.0040438966356524,-0.0267913540739576,0.014203854604982,0.050691889972019,0.0817960538039094,1.2234451025427275,579,-2.285022874050481,17.03328125,,1.1601725889828929,,-0.0947077849939548,0.0689786197537783,2,,0.0689786197537783
brazil,2016Q1,515.7049180327868,Bloomberg,41.6890950218485,-0.0475582101900482,0.9548792884330508,-0.0547728571181793,0.0033426581217385,-0.0251278279580538,0.012916367965831,0.0467476129577002,-0.0200079809516725,1.2416514056950356,593,-1.9826587436819632,20.48622950819672,,1.0696167157612828,,-0.0910319677097433,-0.1139318650468922,2,,-0.1139318650468922
brazil,2016Q2,405.71875,Bloomberg,42.95274906938388,-0.0329474372310089,0.8267875001247197,-0.0381792920628576,0.0169041534324459,-0.0114757241967165,0.0123283301576921,0.0422624625953869,0.0059894852059908,1.207290507628553,607,-1.4151830038628013,15.6759375,,1.0116577282462065,,-0.0631028972532469,-0.1651613186913788,2,,-0.1651613186913788
brazil,2016Q3,328.625,Bloomberg,40.87254982350523,-0.0237680044991491,0.7222780863065924,-0.0284806757433446,0.0218567498167627,-0.0056258119940117,0.010657510419428,0.0371007272227824,0.0754464110112238,1.2500945031436967,621,-0.971458948096768,13.23390625,,0.9417147842143136,,-0.0463679469118103,-0.2706652895575301,2,,-0.2706652895575301
brazil,2016Q4,327.57377049180326,Bloomberg,36.41643267681334,-0.0243137667966734,0.7070509904208399,-0.027863643164395,0.0220804011068582,-0.0051902406811303,0.0103592451172177,0.0380239550640484,0.0430956246078712,1.290164294816505,636,-0.8854206516707965,14.097936507936508,,1.1438050453448958,,-0.0811975997114431,0.0689865600337581,2,,0.0689865600337581
brazil,2017Q1,282.758064516129,Bloomberg,18.546882798813822,-0.0071327804282111,0.1484196660716839,-0.0102328034729448,0.0367381176008032,0.0110417275625094,0.0097987308490704,0.0365760032106746,0.0942946945597612,1.4075175473815666,651,-0.1322908426317043,11.691935483870967,,1.2373919816132806,,-0.0776512199349575,0.2769277545741408,2,,0.2769277545741408
brazil,2017Q2,272.3333333333333,Bloomberg,20.95357797823539,-0.0040274212372397,0.0987732219732942,-0.0064146748169716,0.0383537106360345,0.0135743650700806,0.0100764402874302,0.0352823214338717,0.0980911654535103,1.3415872269617777,666,-0.0843888849457033,11.426349206349206,,1.1820192941100636,,-0.0587462361680017,0.207962377691933,2,,0.207962377691933
brazil,2017Q3,262.8253968253968,Bloomberg,4.704309137256169,0.0048954823547192,0.0,0.0043669417820409,0.0442374332502166,0.0204692261698941,0.0086335674684096,0.031818125198179,0.0568736338849603,1.5122776755902516,681,0.0230298623725818,10.944285714285714,,1.1760141497364371,,-0.0456384627298356,0.2289478392413341,2,,0.2289478392413341
brazil,2017Q4,236.1290322580645,Bloomberg,7.615028785641041,0.0096369719366893,0.0,0.0067179943689729,0.0509782160790603,0.025991912178273,0.0092380940075992,0.0345941665817282,0.0106961408274201,1.4368764396007756,696,0.0733858187043039,10.307936507936509,,1.2153433972885996,,-0.026676887500256,0.3613087662251286,2,,0.3613087662251286
brazil,2018Q1,226.21666666666667,Bloomberg,5.623224951033442,0.000624868873496,0.0467471645972692,-0.0041776249213902,0.0505023790651665,0.0206474653573833,0.0109387426166093,0.0432620993448492,0.0021627194020583,1.3887525085113617,711,0.0035137782405668,17.354754098360658,,1.3240264841612597,,-0.0197310945034736,0.6100704569391451,2,,0.6100704569391451
brazil,2018Q2,270.796875,Bloomberg,13.524662469265897,-0.0026430137858478,0.0778711002240375,-0.009111596496628,0.044584413625639,0.0172647834154061,0.0110611377198315,0.0411332655330762,-0.0092113473413953,1.350015363687536,726,-0.0357458693552081,15.3375,,1.3662510798688705,,-0.0031377239314521,0.7424858121710523,2,,0.7424858121710523
brazil,2018Q3,299.6825396825397,Bloomberg,11.707772698650777,0.0040378996168841,0.0305103902450186,-0.0011416546015528,0.0458307602326648,0.0214197471167898,0.0095920827932564,0.0360185238980624,0.00382788223269,1.3942612417784466,741,0.0472748108944481,12.856825396825396,,1.367062999192003,,0.0021469040303558,0.7578145069854852,2,,0.7578145069854852
brazil,2018Q4,262.27868852459017,Bloomberg,8.193307975496902,0.0023142939646692,0.0,0.000368706183288,0.0531280745131578,0.0194549248072544,0.0110453844129673,0.0432341116337898,0.0892932553980114,1.374698208616718,756,0.0189617231983685,21.0536507936508,,1.396528696437895,,0.0028385970670328,0.8221907201055463,2,,0.8221907201055463
brazil,2019Q1,242.39344262295083,Bloomberg,7.001459335284599,-0.0017474025788534,0.0789817305935521,-0.0053823029517151,0.039929773258405,0.014478872223652,0.008749943890514,0.0347059800574569,0.0422926644341204,1.4291428868590268,771,-0.0122343680982135,16.468688524590164,,1.2955352847255657,,0.0063437565346719,0.6166678739783068,2,,0.6166678739783068
brazil,2019Q2,246.0952380952381,Bloomberg,3.595638907570019,0.001635991596336,0.0407192518513312,-0.00277095806475,0.0433386484458792,0.0166798677468416,0.0086608127440481,0.0346732493738822,0.063264246428956,1.3833575457605554,786,0.0058824350362433,15.183015873015872,,1.2056380836449971,,-0.0126913063942683,0.3766934366747251,2,,0.3766934366747251
brazil,2019Q3,224.34375,Bloomberg,3.799004344672023,0.0018254983082679,0.0385886951673874,-0.0021738215220349,0.043697959703118,0.0161953125617945,0.0091822887853044,0.0346244442446263,0.0730288180644769,1.277402201302375,801,0.0069350760043011,15.96015625,,1.0288937074889963,,-0.0096227137732474,0.0091247478119913,2,,0.0091247478119913
brazil,2019Q4,228.79032258064515,Bloomberg,2.91359366684868,0.0068882412300337,0.0,0.0012859100394519,0.0464101125702775,0.020196221115623,0.0083423076898577,0.0322260141958805,0.0131183665936405,1.4544381013348546,816,0.0200695360235521,13.98578125,,1.026735077137072,,-0.0192206318240188,-0.0201682751039825,2,,-0.0201682751039825
brazil,2020Q1,262.4193548387097,Bloomberg,19.94328215835313,-0.0741974248327464,0.5554296113669863,-0.0774365167174924,0.0412678985301117,-0.006285829677608,0.0274569568525333,0.1126339891599598,-0.0341690528131998,1.3479153786767082,831,-1.4797401788626587,31.22451612903226,,0.8607780219438964,,-0.0398110775762607,-0.4257248451580214,2,,-0.4257248451580214
brazil,2020Q2,399.58730158730157,Bloomberg,12.51465523599608,-0.1375376421771681,1.0,-0.1453431280252796,-0.042494846209281,-0.0846813259536752,0.0178157768333873,0.0879351547008888,0.3065508429375156,1.481212234116933,846,-1.721236173819052,34.493650793650794,,0.5233186880134572,,-0.043683229443741,-1.1525764458353265,2,,-1.1525764458353265
brazil,2020Q3,328.84375,Bloomberg,3.426920198579731,-0.060609541883813,0.815855475989646,-0.0763789781634468,0.0363947048923958,-0.0185457360075111,0.0162175033422091,0.0819660847669322,0.1977162032020271,1.5988168725508671,861,-0.2077040633083029,25.80890625,,0.5011540040692596,,-0.0054853279870465,-1.1013316428503028,2,,-1.1013316428503028
brazil,2020Q4,278.80645161290323,Bloomberg,4.280203454450442,-0.0266312851119731,0.4050079145248809,-0.0449535211508105,0.0465129531328422,0.0037565986098527,0.013115847602641,0.0629742035359414,0.2100084988021665,1.4210413428273327,876,-0.1139873185327218,25.62171875,,0.6230015711931856,,-0.0071237021043871,-0.8467015971034151,2,,-0.8467015971034151
brazil,2021Q1,269.7704918032787,Bloomberg,4.621398803209881,-0.0113739017455289,0.0966284521603547,-0.0239392741986189,0.0550348850819099,0.0183958835585971,0.0118823422747739,0.0558121542528723,0.0950320773098342,1.4944287554128242,891,-0.052563335914614,23.20245901639344,,0.8483979576343862,,-0.0569867795824865,-0.496238850633484,2,,-0.496238850633484
brazil,2021Q2,254.53968253968253,Bloomberg,3.1656130040091184,0.0658141968038237,0.0,0.03884745774417,0.1156130721754645,0.0941396780779427,0.0046002975675501,0.0370164977623276,-0.5420125162887556,2.9374713450817174,906,0.2083422772505996,18.0,,0.9519594711536096,,-0.0977799459173772,-0.3812486392834333,2,,-0.3812486392834333
brazil,2021Q3,283.828125,Bloomberg,7.044263820847258,-0.0126971568427637,0.0814565477232245,-0.0279290680375313,0.0810728656456386,0.0336588537866069,0.0130894443077448,0.079781578817991,-0.0747274079823949,1.934188075810478,921,-0.0894421225751035,18.28734375,,0.8436528324799343,,-0.0561967440396722,-0.5042854463597604,2,,-0.5042854463597604
brazil,2021Q4,318.7741935483871,Bloomberg,18.76227620955332,-0.0170166188395254,0.1484933693228249,-0.0238480910135583,0.063934337105702,0.0155542653903852,0.012598372375885,0.0624171847005345,0.0478587224550375,1.620909596006625,936,-0.3192705028198642,19.27515625,,0.9295571808098492,,-0.0663690126697267,-0.3479798670804366,2,,-0.3479798670804366
brazil,2022Q1,308.9516129032258,Bloomberg,20.099042789977897,-0.0294557741333019,0.2045037142799655,-0.0374181329532173,0.0615201844032137,0.0127599556728974,0.0145166214207811,0.0750514222048301,-0.043610583009401,1.6789674054196668,951,-0.592032864717159,25.372903225806454,,1.082187819931383,,-0.0728204638793443,-0.0403456226744008,2,,-0.0403456226744008
brazil,2022Q2,300.30645161290323,Bloomberg,23.989245086402192,-0.041882363504296,0.1536632802465423,-0.0572990090840437,0.074708871559871,0.0233624768877651,0.0176175748038953,0.1033793076709291,-0.1872918680812069,1.8782795118973987,966,-1.0047262829023431,27.3984375,,1.3692958630919083,,-0.0692584597477831,0.5787435172991738,2,,0.5787435172991738
bulgaria,2010Q1,157.0,GFSR_real,2.162227919369369,,,,,,,,,,263,,20.149672131147543,28.657499885559083,1.5513571833246549,,-0.3860989243431428,0.2582631787773353,3,0.4750217950743634,0.1498838706288212
bulgaria,2010Q2,334.0,GFSR_real,2.2470577278618293,,,,,,,,,,276,,26.391428571428573,12.42262020111084,1.5024093396755769,,-0.3188029985454527,0.1667957220131175,3,0.0621132817665279,0.2191369421364122
bulgaria,2010Q3,256.0,GFSR_real,2.331887536354316,,,,,,,,,,289,,24.28359375,-0.5718795776367187,1.330922035098563,,-0.2596778730128791,-0.0847677684834766,3,-0.2683812885111578,0.0070389915303639
bulgaria,2010Q4,195.0,GFSR_real,2.416717344846574,,,,,,,,,,302,,19.3184375,7.0268596649169925,1.3554193705016715,,-0.2481657195954341,0.0341035950675624,3,-0.0751193620515288,0.088715073627108
bulgaria,2011Q1,185.0,GFSR_real,3.010526004293979,,,,,,,,,,315,,18.61483870967741,12.549600219726562,1.4945699785755024,,-0.2589734143346897,0.2594468902186926,3,0.0653428179088033,0.3564989263736373
bulgaria,2011Q2,198.0,GFSR_real,3.095355812786586,,,,,,,,,,328,,17.482380952380954,,1.4354246035105904,,-0.2498705778622153,0.2542859598151738,2,,0.2542859598151738
bulgaria,2011Q3,351.0,GFSR_real,3.889879414698953,,,,,,,,,,341,,30.58359375,,1.2279486967191036,,-0.1913572555557563,-0.0358395208496375,2,,-0.0358395208496375
bulgaria,2011Q4,340.0,GFSR_real,4.684403016613649,,,,,,,,,,354,,29.93952380952381,,1.1140660325699498,,-0.1254386989113021,-0.1080768006624656,2,,-0.1080768006624656
bulgaria,2012Q1,248.0,GFSR_real,2.9411554010703185,-0.0006943159327245,0.0561403927522848,-0.0050034937682332,0.0468562005564501,0.0201795360748796,0.0124204508401227,0.042468210922007,0.0124106153550071,1.2700546282851897,369,-0.0020420910555818,18.20403225806452,,1.1118575154181305,,-0.098174925320081,-0.0425850404141188,2,,-0.0425850404141188
bulgaria,2012Q2,292.0,GFSR_real,2.6921200274209696,-0.0155055733395933,0.3082865600690244,-0.0200302389232967,0.0345408661023888,0.0066061334614271,0.0146017486603216,0.0449806665835444,-0.1101351622604967,1.1502826194379443,383,-0.0417428645241637,20.035714285714285,,1.038784875038435,,-0.0569258922141058,-0.0916325216852709,2,,-0.0916325216852709
bulgaria,2012Q3,124.0,GFSR_real,2.44308465377253,0.001350998654861,0.0358532328653176,-0.0010364702311378,0.0390515679620598,0.0148726063348921,0.0124998108906586,0.0345885427840786,0.0256151962741165,1.0701910228003593,397,0.0033006040809582,16.19174603174603,,0.9712598019955756,,-0.0448861362275025,-0.2040866206567154,2,,-0.2040866206567154
bulgaria,2012Q4,94.0,GFSR_real,2.19404928012285,-0.0019419044732837,0.1482235159827629,-0.0084424541839608,0.0366911567964583,0.0117704434768742,0.0120384361071352,0.0350551495637114,0.1928948244612313,1.039624446033823,411,-0.0042606341116754,16.765,,0.9958591783015855,,-0.031236935565726,-0.1166924995304412,2,,-0.1166924995304412
bulgaria,2013Q1,99.0,GFSR_real,5.833819180777781,-0.0112609307283128,0.4606370881344386,-0.018253660078269,0.0284143056211508,0.0022812430130966,0.0136125647951477,0.037037705683954,0.0121010546380284,0.93505717435284,425,-0.0656942336762411,13.527,,1.0821440959608024,,-0.0611540265652253,-0.0104063238731664,2,,-0.0104063238731664
bulgaria,2013Q2,114.0,GFSR_real,2.1894697765092968,-0.0112661061196611,0.5205565318463777,-0.0150394646672028,0.030462197161682,0.0014908405618675,0.0126866417925623,0.035274647632976,0.2126040274388878,0.9705445780180216,439,-0.0246667988479444,14.83703125,,1.0940184196578822,,-0.0662466310531004,0.0017093918823749,2,,0.0017093918823749
bulgaria,2013Q3,65.0,GFSR_real,2.226007720137212,-0.0120235949469313,0.4852917351173432,-0.0150617249117508,0.0305697668246063,0.0021384018680627,0.0128947552047065,0.0367427096313688,0.1519107329044368,1.0598239486876653,453,-0.0267646151756718,14.2796875,,1.310104897241458,,-0.1577362548366065,0.2252379480711123,2,,0.2252379480711123
bulgaria,2013Q4,68.0,GFSR_real,2.933223776088198,-0.0043782143302976,0.3024400806848809,-0.0056272000936717,0.0354561141084042,0.0070844807370119,0.0116206626390793,0.0334940493545252,0.1135315441797669,1.097225057297005,467,-0.0128422823704389,14.2328125,,1.320206252895385,,-0.1694308020593107,0.2165922778964533,2,,0.2165922778964533
chile,2007Q4,133.91935483870967,Bloomberg,2.2229849551079788,0.0266512459664423,0.0,0.0241359559940532,0.0746872398513279,0.0465522484857862,0.008860401098766,0.0406222290212048,0.0726338309613667,1.4639081504160725,165,0.0592453188182834,22.02984375,19.641883850097656,1.6613874430644424,,-0.2061774066646915,0.646433340271302,3,0.2457238460835467,0.8467880873651796
chile,2008Q1,167.60655737704917,Bloomberg,3.285791709257601,0.0324446743889544,0.0,0.0284353732990142,0.0704837444093972,0.0499468466391361,0.0086969902092909,0.0364645896101121,0.2181276378003825,1.0804923195876903,175,0.1066064421167888,26.120163934426227,20.37126660346985,1.5401405449442342,,-0.3784058460241801,0.1853312151186533,3,0.2642745439748149,0.1458595506905725
chile,2008Q2,165.6875,Bloomberg,2.330828177025238,0.0279248105427236,0.0,0.0257928106894417,0.0654128338090909,0.0465232244854071,0.0080563731070446,0.0355629589691004,0.0496040993472617,1.297312038099744,185,0.0650879352510716,20.67296875,19.22753359874089,1.5854653530431908,,-0.364021071138336,0.264512107500162,3,0.2351855021227756,0.2791754101888553
chile,2008Q3,180.703125,Bloomberg,4.310753083362351,0.0152550536209738,0.0,0.0143062749012182,0.0633165617410237,0.0352450189411092,0.0089195019878664,0.047061642637093,0.2640651772919499,1.4744477847112485,195,0.0657607694334708,25.09296875,21.70080006122589,1.581488439527145,,-0.3356650752142703,0.3285111136199597,3,0.2980891267808057,0.3437221070395368
chile,2008Q4,336.01612903225805,Bloomberg,13.250496926217073,-0.0147769605272953,0.1888799747607865,-0.0258437123684835,0.0530353184784337,0.0168471638370398,0.0110702814692526,0.060233228408056,0.4351377427225917,2.3579996191207457,206,-0.1958020700457574,58.5878125,16.638333360354107,1.4433071550387766,,-1.0727322974290805,-1.1750292037648498,3,0.1693332850525932,-1.8472104481735712
chile,2009Q1,355.95081967213116,Bloomberg,3.5721975843837206,-0.0485008676613297,0.6404620733000288,-0.0536178724376704,0.0288330632499641,-0.0091213936210786,0.0227901235049978,0.0686310243763936,-0.2982869012388777,1.5957530566261393,217,-0.1732546823003165,45.0,17.985366741816204,1.3180769500099287,,-0.9816514743479056,-1.1846558742867803,3,0.2035929507677841,-1.8787802868140628
