country,time,quarter,EMBI,JLoss,D,HHI,HHI_anual,debt,growth_q,gfac
brazil,0,2007Q4,197.0483870967742,4.860112167475402,-0.0488095763567575,0.64919185,0.4800673,,,0.8467880873651796
brazil,1,2008Q1,257.88524590163934,5.724853446479616,-0.0410131769566399,0.64919185,0.5131218,,,0.1458595506905725
brazil,2,2008Q2,214.3125,4.4451942076872095,-0.0437127563004621,0.64919185,0.5131218,,,0.2791754101888553
brazil,3,2008Q3,252.5,8.83659952320885,-0.0432067386922647,0.64919185,0.5131218,,,0.3437221070395368
brazil,4,2008Q4,481.56451612903226,23.632048872232712,0.0193461852360913,0.64919185,0.5131218,,,-1.8472104481735712
brazil,5,2009Q1,429.88524590163934,12.613062624724868,0.0427039533200318,0.64919185,0.6640308,,,-1.8787802868140628
brazil,6,2009Q2,324.06349206349205,5.42865989146263,0.0365463037191302,0.64919185,0.6640308,,,-0.741476591187151
brazil,7,2009Q3,253.703125,2.7653110671846104,0.0185427848331629,0.64919185,0.6640308,,,-0.4857941418952642
brazil,8,2009Q4,215.8709677419355,4.709937416576495,-0.0307921596207882,0.64919185,0.6640308,,,-0.1996806426200117
brazil,9,2010Q1,203.39344262295083,6.386116338900138,-0.0618091814650133,0.64919185,0.6185835000000001,,,0.1498838706288212
brazil,10,2010Q2,212.23809523809524,6.625570470660924,-0.0439463001327915,0.64919185,0.6185835000000001,,,0.2191369421364122
brazil,11,2010Q3,211.203125,2.468044386947785,-0.0458589347208076,0.64919185,0.6185835000000001,,,0.0070389915303639
brazil,12,2010Q4,179.327868852459,2.4713791639716227,-0.0397165202892523,0.64919185,0.6185835000000001,,,0.088715073627108
brazil,13,2011Q1,173.32258064516128,3.567475817755501,-0.0314481207103018,0.64919185,0.6203946,,,0.3564989263736373
brazil,14,2011Q2,172.57142857142858,3.0209797701458587,-0.0277957013139861,0.64919185,0.6203946,,,0.2542859598151738
brazil,15,2011Q3,204.671875,18.655215000678545,0.0070761237497742,0.64919185,0.6203946,,,-0.0358395208496375
brazil,16,2011Q4,230.35,14.965791228148268,-0.0059520285891694,0.64919185,0.6203946,,,-0.1080768006624656
brazil,17,2012Q1,201.1935483870968,7.051399505076144,-0.0064204220210507,0.64919185,0.493904,,,-0.0425850404141188
brazil,18,2012Q2,205.7619047619048,12.05760373845852,0.0039370926637595,0.64919185,0.493904,,,-0.0916325216852709
brazil,19,2012Q3,177.65079365079364,7.750347718050947,-0.0132768799532237,0.64919185,0.493904,,,-0.2040866206567154
brazil,20,2012Q4,147.86666666666667,7.854454244444137,-0.0174949970397108,0.64919185,0.493904,,,-0.1166924995304412
brazil,21,2013Q1,161.18333333333334,14.781000120564933,-0.0169345407626054,0.64919185,0.610966,,,-0.0104063238731664
brazil,22,2013Q2,195.390625,19.0414425354021,-0.0061849223877106,0.64919185,0.610966,,,0.0017093918823749
brazil,23,2013Q3,236.71875,23.81507493661195,-0.0041943015717722,0.64919185,0.610966,,,0.2252379480711123
brazil,24,2013Q4,238.9672131147541,27.57530023490861,-0.0085968648514943,0.64919185,0.610966,,,0.2165922778964533
brazil,25,2014Q1,250.70491803278688,34.358074608893034,-0.0163382956854568,0.64919185,0.6343529,,,0.2761338892592706
brazil,26,2014Q2,216.0,34.640556401110445,0.0076599568263358,0.64919185,0.6343529,,,0.2809219903340386
brazil,27,2014Q3,216.421875,33.54064304434996,0.0129781223148449,0.64919185,0.6343529,,,0.2449377305395911
brazil,28,2014Q4,256.40983606557376,31.678081708409763,0.0199834236992436,0.64919185,0.6343529,,,0.1269823881524198
brazil,29,2015Q1,318.8196721311475,41.36382906429272,0.0243322100312943,0.64919185,0.738635,,,-0.0636669747134399
brazil,30,2015Q2,293.28125,43.18688285895041,0.0249806350554031,0.64919185,0.738635,,,0.0248328942033551
brazil,31,2015Q3,370.4375,45.00993665361602,0.0597545415843373,0.64919185,0.738635,,,0.1165384724186558
brazil,32,2015Q4,462.3709677419355,46.83299044827171,0.0487908812181095,0.64919185,0.738635,,,0.0689786197537783
brazil,33,2016Q1,515.7049180327868,41.6890950218485,0.0475582101900482,0.64919185,0.7525742,,,-0.1139318650468922
brazil,34,2016Q2,405.71875,42.95274906938388,0.0329474372310089,0.64919185,0.7525742,,,-0.1651613186913788
