date,country,GaR,prob_neg,ES,ER,mean,std,iqr_05_95,skew,kurt,n_train,quarter
01/03/2021,BRAZIL,-0.0113739017455289,0.0966284521603547,-0.0239392741986189,0.0550348850819099,0.0183958835585971,0.0118823422747739,0.0558121542528723,0.0950320773098342,1.4944287554128242,891,2021Q1
01/03/2022,BRAZIL,-0.0294557741333019,0.2045037142799655,-0.0374181329532173,0.0615201844032137,0.0127599556728974,0.0145166214207811,0.0750514222048301,-0.043610583009401,1.6789674054196668,951,2022Q1
01/03/2023,BRAZIL,-0.0003560363002265,0.0515002594157276,-0.0127104255285858,0.0819107172073564,0.0359247187092907,0.0121972821193177,0.0654852890605029,-0.0334427401637747,1.7880452684026675,1011,2023Q1
01/03/2024,BRAZIL,0.0127912268883073,0.0,0.0064605668431245,0.0748794663037924,0.0338221466641454,0.0094514896818455,0.044697877113752,0.194828256244768,1.5514462785081595,1071,2024Q1
01/03/2025,BRAZIL,-0.0026252175797933,0.0604850285156267,-0.0196976521941784,0.0837358146577919,0.0347973315096747,0.0126765964444432,0.0684163356140521,0.0264582580062818,1.837241810392085,1131,2025Q1
01/03/2026,BRAZIL,-0.031055093824012,0.1924770142066516,-0.0588869866915106,0.0786052834737371,0.0160771994096455,0.0165965275499705,0.0884635183223345,-0.0107969497729306,1.843538872505724,1190,2026Q1
01/06/2004,BRAZIL,,,,,,,,,,62,2004Q2
01/06/2005,BRAZIL,,,,,,,,,,86,2005Q2
01/06/2006,BRAZIL,,,,,,,,,,114,2006Q2
01/06/2007,BRAZIL,,,,,,,,,,145,2007Q2
01/06/2008,BRAZIL,0.0437127563004621,0.0,0.038902491270464,0.072737230155859,0.0573666740831743,0.0057291168271908,0.0262071946753884,-0.1806929483649646,1.4608996377047023,185,2008Q2
01/06/2009,BRAZIL,-0.0365463037191302,0.3515596242245639,-0.0400805960215709,0.0299994075109227,0.001752030584524,0.0129701858465553,0.0606217460585606,-0.1555988220874818,1.746859012435281,228,2009Q2
01/06/2010,BRAZIL,0.0439463001327915,0.0,0.0396641849414744,0.0963123727700407,0.0652740067505867,0.0205413168797645,0.0509411485139181,-0.0832465862319661,0.9250325583595288,276,2010Q2
01/06/2011,BRAZIL,0.0277957013139861,0.0,0.0254151195084193,0.0782377030154669,0.0510529589959884,0.0104413097784861,0.0451835778233831,-0.1640736175534163,1.575982486769115,328,2011Q2
01/06/2012,BRAZIL,-0.0039370926637595,0.0911952519417453,-0.0083709709554188,0.0496148988589904,0.0206771645815064,0.0164406522264903,0.0491805255685429,-0.1033145662353187,1.109697654375421,383,2012Q2
01/06/2013,BRAZIL,0.0061849223877106,0.0,0.0042663015340252,0.0586517222953659,0.0354060081021042,0.0163425345312642,0.051581422810923,-0.1800705723410464,1.2278569328118734,439,2013Q2
01/06/2014,BRAZIL,-0.0076599568263358,0.2124327503183843,-0.019214994011293,0.0389780920857157,0.0110992254991496,0.0144552668113738,0.0462355738983481,-0.0869012253215534,1.0436064052002798,495,2014Q2
01/06/2015,BRAZIL,-0.0249806350554031,0.7055561123652754,-0.0300788066162216,0.0250528799448775,-0.0059134186717513,0.0138041454714144,0.0445218898543337,0.0894915380709781,1.22396279767942,551,2015Q2
01/06/2016,BRAZIL,-0.0329474372310089,0.8267875001247197,-0.0381792920628576,0.0169041534324459,-0.0114757241967165,0.0123283301576921,0.0422624625953869,0.0059894852059908,1.207290507628553,607,2016Q2
01/06/2017,BRAZIL,-0.0040274212372397,0.0987732219732942,-0.0064146748169716,0.0383537106360345,0.0135743650700806,0.0100764402874302,0.0352823214338717,0.0980911654535103,1.3415872269617777,666,2017Q2
01/06/2018,BRAZIL,-0.0026430137858478,0.0778711002240375,-0.009111596496628,0.044584413625639,0.0172647834154061,0.0110611377198315,0.0411332655330762,-0.0092113473413953,1.350015363687536,726,2018Q2
01/06/2019,BRAZIL,0.001635991596336,0.0407192518513312,-0.00277095806475,0.0433386484458792,0.0166798677468416,0.0086608127440481,0.0346732493738822,0.063264246428956,1.3833575457605554,786,2019Q2
01/06/2020,BRAZIL,-0.1375376421771681,1.0,-0.1453431280252796,-0.042494846209281,-0.0846813259536752,0.0178157768333873,0.0879351547008888,0.3065508429375156,1.481212234116933,846,2020Q2
01/06/2021,BRAZIL,0.0658141968038237,0.0,0.03884745774417,0.1156130721754645,0.0941396780779427,0.0046002975675501,0.0370164977623276,-0.5420125162887556,2.9374713450817174,906,2021Q2
01/06/2022,BRAZIL,-0.041882363504296,0.1536632802465423,-0.0572990090840437,0.074708871559871,0.0233624768877651,0.0176175748038953,0.1033793076709291,-0.1872918680812069,1.8782795118973987,966,2022Q2
01/06/2023,BRAZIL,0.0071902231889145,0.0,0.0010213827183455,0.0758162845006815,0.0327459703317048,0.010225166434771,0.0503208953991519,0.0789595482548545,1.582199088342666,1026,2023Q2
01/06/2024,BRAZIL,-0.0046062970178115,0.0717401618924105,-0.0132319981892305,0.0704586377526232,0.0284198389224258,0.0121128827197072,0.0606851890019944,0.0034099017136118,1.694780494789021,1086,2024Q2
01/06/2025,BRAZIL,0.0024692661493681,0.0438946685441176,-0.0076418398864435,0.0710966591341548,0.0272761918075089,0.0105978105412247,0.0520943876504484,0.1265300091975028,1.6674755738513238,1146,2025Q2
01/09/2003,BRAZIL,,,,,,,,,,44,2003Q3
01/09/2004,BRAZIL,,,,,,,,,,68,2004Q3
01/09/2005,BRAZIL,,,,,,,,,,93,2005Q3
01/09/2006,BRAZIL,,,,,,,,,,121,2006Q3
01/09/2007,BRAZIL,0.0375529008200565,0.0,0.0335222992973895,0.0778332442688547,0.0540077423649764,0.0073507905523687,0.0329252248841129,-0.0292465593625607,1.3751887692774407,154,2007Q3
01/09/2008,BRAZIL,0.0432067386922647,0.0,0.0409072516008731,0.0793618441150241,0.0579590174000421,0.0060608364335242,0.0334813219452986,-0.2583859020018035,1.5083512081207304,195,2008Q3
01/09/2009,BRAZIL,-0.0185427848331629,0.2551304106376464,-0.0255520038305497,0.0344776266203941,0.0088656251489384,0.0136596691180849,0.0530188104973101,-0.143687564294172,1.4761885595281263,239,2009Q3
01/09/2010,BRAZIL,0.0458589347208076,0.0,0.0423610717356089,0.0910502855237083,0.065670457164308,0.0127410155831032,0.0390883962533668,-0.1164465430946792,1.3795397378628953,289,2010Q3
01/09/2011,BRAZIL,-0.0070761237497742,0.1060275232172654,-0.0089552510704764,0.0591747024912577,0.0276835908069138,0.0197455972938756,0.064677572256437,0.187388950975574,1.2753860178520244,341,2011Q3
01/09/2012,BRAZIL,0.0132768799532237,0.0,0.0105786139103205,0.0615601601312917,0.0339477682536963,0.013695021620803,0.0432934295892198,-0.012870444842999,1.147273744826808,397,2012Q3
01/09/2013,BRAZIL,0.0041943015717722,0.0,4.126151651956829e-05,0.0534608635321258,0.0288618196762729,0.0142557732601998,0.0479181500541818,-0.0053229154576122,1.2108533824989307,453,2013Q3
01/09/2014,BRAZIL,-0.0129781223148449,0.2946152494907676,-0.0219950691361703,0.0374828027179319,0.0075765752526702,0.0135820773508701,0.0458676797768647,-0.0587328938641316,1.2421713384263366,509,2014Q3
01/09/2015,BRAZIL,-0.0597545415843373,0.933848255654465,-0.070254854621367,0.00510534675027,-0.0263569110737049,0.0166399720708168,0.0636890745126275,0.0120914279483369,1.2625793835987875,565,2015Q3
01/09/2016,BRAZIL,-0.0237680044991491,0.7222780863065924,-0.0284806757433446,0.0218567498167627,-0.0056258119940117,0.010657510419428,0.0371007272227824,0.0754464110112238,1.2500945031436967,621,2016Q3
01/09/2017,BRAZIL,0.0048954823547192,0.0,0.0043669417820409,0.0442374332502166,0.0204692261698941,0.0086335674684096,0.031818125198179,0.0568736338849603,1.5122776755902516,681,2017Q3
01/09/2018,BRAZIL,0.0040378996168841,0.0305103902450186,-0.0011416546015528,0.0458307602326648,0.0214197471167898,0.0095920827932564,0.0360185238980624,0.00382788223269,1.3942612417784466,741,2018Q3
01/09/2019,BRAZIL,0.0018254983082679,0.0385886951673874,-0.0021738215220349,0.043697959703118,0.0161953125617945,0.0091822887853044,0.0346244442446263,0.0730288180644769,1.277402201302375,801,2019Q3
01/09/2020,BRAZIL,-0.060609541883813,0.815855475989646,-0.0763789781634468,0.0363947048923958,-0.0185457360075111,0.0162175033422091,0.0819660847669322,0.1977162032020271,1.5988168725508671,861,2020Q3
01/09/2021,BRAZIL,-0.0126971568427637,0.0814565477232245,-0.0279290680375313,0.0810728656456386,0.0336588537866069,0.0130894443077448,0.079781578817991,-0.0747274079823949,1.934188075810478,921,2021Q3
01/09/2022,BRAZIL,-0.0334455644437214,0.1250697951585301,-0.0587824502952729,0.0824430525564431,0.0300814729764737,0.0181758391683026,0.1047183125791505,-0.1527808140853821,2.002883905529881,981,2022Q3
01/09/2023,BRAZIL,-0.0049451124713919,0.0816353703207369,-0.0164568229420759,0.0706179088628789,0.0219220815541454,0.0118984036080273,0.0567752786338827,0.1033298050796361,1.5563528135422144,1041,2023Q3
01/09/2024,BRAZIL,-0.001567210955235,0.0617665569728276,-0.0120295444127612,0.0714121857345089,0.0253408696132719,0.0114621299400036,0.055151258873129,0.0942050436119284,1.6548715100072706,1101,2024Q3
01/09/2025,BRAZIL,-0.0003758628400882,0.0527601327068338,-0.0100356243844989,0.0644978647991837,0.0216060402340295,0.0106916586317394,0.0498359147435385,0.1449132061354282,1.5874358116787275,1161,2025Q3
01/12/2003,BRAZIL,,,,,,,,,,49,2003Q4
01/12/2004,BRAZIL,,,,,,,,,,74,2004Q4
01/12/2005,BRAZIL,,,,,,,,,,100,2005Q4
01/12/2006,BRAZIL,,,,,,,,,,129,2006Q4
01/12/2007,BRAZIL,0.0488095763567575,0.0,0.0411108249758878,0.0797705469894272,0.0627093832120071,0.0067634255215107,0.0305549512492351,-0.0254827486684073,1.3614076438144227,165,2007Q4
01/12/2008,BRAZIL,-0.0193461852360913,0.0878589803865325,-0.0261856507999919,0.039089867941936,0.0163154249759847,0.0078001996294247,0.0479591913006291,-0.0109079955585665,1.6366280290092086,206,2008Q4
01/12/2009,BRAZIL,0.0307921596207882,0.0,0.0228926221011825,0.0750596558351689,0.0517673734775626,0.0132134527600487,0.0428223017189594,-0.0152302485213702,1.2664267114899892,251,2009Q4
01/12/2010,BRAZIL,0.0397165202892523,0.0,0.0371617007435716,0.0820050420199324,0.060232558250312,0.0105420986066212,0.0395213507821135,-0.0914142655303634,1.5202326872853955,302,2010Q4
01/12/2011,BRAZIL,0.0059520285891694,0.0,0.0028510450106878,0.0611719845898091,0.0331220458593409,0.0131807041567324,0.0496989539733471,-0.0400172894695907,1.4000064369895933,354,2011Q4
01/12/2012,BRAZIL,0.0174949970397108,0.0,0.0110880595353349,0.0601800847720255,0.034753860461181,0.0133507987235494,0.0394625898304736,0.0985185408250823,1.1166955389575937,411,2012Q4
01/12/2013,BRAZIL,0.0085968648514943,0.0,0.0048531244989329,0.0538184213687449,0.0294163609464908,0.0129134621206072,0.0442042748264315,-0.0333726713666485,1.1920927361400042,467,2013Q4
01/12/2014,BRAZIL,-0.0199834236992436,0.3390098578175648,-0.033711876487399,0.0338907675667033,0.0050164331427902,0.0142356378154427,0.0518743761367701,-0.0739630824722151,1.3102889039208885,523,2014Q4
01/12/2015,BRAZIL,-0.0487908812181095,0.943755869785358,-0.061348890685266,0.0040438966356524,-0.0267913540739576,0.014203854604982,0.050691889972019,0.0817960538039094,1.2234451025427275,579,2015Q4
01/12/2016,BRAZIL,-0.0243137667966734,0.7070509904208399,-0.027863643164395,0.0220804011068582,-0.0051902406811303,0.0103592451172177,0.0380239550640484,0.0430956246078712,1.290164294816505,636,2016Q4
01/12/2017,BRAZIL,0.0096369719366893,0.0,0.0067179943689729,0.0509782160790603,0.025991912178273,0.0092380940075992,0.0345941665817282,0.0106961408274201,1.4368764396007756,696,2017Q4
01/12/2018,BRAZIL,0.0023142939646692,0.0,0.000368706183288,0.0531280745131578,0.0194549248072544,0.0110453844129673,0.0432341116337898,0.0892932553980114,1.374698208616718,756,2018Q4
01/12/2019,BRAZIL,0.0068882412300337,0.0,0.0012859100394519,0.0464101125702775,0.020196221115623,0.0083423076898577,0.0322260141958805,0.0131183665936405,1.4544381013348546,816,2019Q4
01/12/2020,BRAZIL,-0.0266312851119731,0.4050079145248809,-0.0449535211508105,0.0465129531328422,0.0037565986098527,0.013115847602641,0.0629742035359414,0.2100084988021665,1.4210413428273327,876,2020Q4
01/12/2021,BRAZIL,-0.0170166188395254,0.1484933693228249,-0.0238480910135583,0.063934337105702,0.0155542653903852,0.012598372375885,0.0624171847005345,0.0478587224550375,1.620909596006625,936,2021Q4
01/12/2022,BRAZIL,-0.0173824342448191,0.1112095499422555,-0.031200817310101,0.0729282980279305,0.0231879457516886,0.014308872271475,0.073769324142399,-0.0182830562955346,1.7357499387790607,996,2022Q4
01/12/2023,BRAZIL,0.0079523816927893,0.0,0.0016833370449748,0.0705184716275105,0.0249439498274264,0.0094074703192714,0.0413621436312986,0.2354246099325886,1.4637806068945742,1056,2023Q4
01/12/2024,BRAZIL,0.0002224852842964,0.0492841278855477,-0.0075472434076319,0.076901670126991,0.0394727224006563,0.0123128449536583,0.0656942982938857,-0.1080356251771293,1.797047085143079,1116,2024Q4
01/12/2025,BRAZIL,0.0019605222103013,0.0419576244999814,-0.0041338283031035,0.0624064396513942,0.022670085705077,0.0100772424285304,0.0466934146017171,0.1470067291874352,1.5796879023583654,1176,2025Q4
01/03/2004,BULGARIA,,,,,,,,,,56,2004Q1
01/03/2005,BULGARIA,,,,,,,,,,80,2005Q1
01/03/2006,BULGARIA,,,,,,,,,,107,2006Q1
01/03/2007,BULGARIA,,,,,,,,,,137,2007Q1
01/03/2008,BULGARIA,,,,,,,,,,175,2008Q1
01/03/2009,BULGARIA,,,,,,,,,,217,2009Q1
01/03/2010,BULGARIA,,,,,,,,,,263,2010Q1
01/03/2011,BULGARIA,,,,,,,,,,315,2011Q1
01/03/2012,BULGARIA,-0.0006943159327245,0.0561403927522848,-0.0050034937682332,0.0468562005564501,0.0201795360748796,0.0124204508401227,0.042468210922007,0.0124106153550071,1.2700546282851897,369,2012Q1
01/03/2013,BULGARIA,-0.0112609307283128,0.4606370881344386,-0.018253660078269,0.0284143056211508,0.0022812430130966,0.0136125647951477,0.037037705683954,0.0121010546380284,0.93505717435284,425,2013Q1
01/03/2014,BULGARIA,-0.0123898494026639,0.4406815180839638,-0.0158833442533702,0.0293456796230552,0.0030554958117887,0.0117380499937905,0.0383148798593609,0.0470888829917598,1.2013353542327907,481,2014Q1
01/03/2015,BULGARIA,-0.006802495151698,0.1530446136218735,-0.0194482540526839,0.0385758766074163,0.012069920465595,0.0111727795419667,0.0413781312653527,-0.0069214710170602,1.3175757058621564,537,2015Q1
01/03/2016,BULGARIA,-0.0069637528282332,0.1511931745046063,-0.0163631216759497,0.0410230528557172,0.0146858839086979,0.0113820800797424,0.0421808677815412,-0.0657372163852361,1.5579509671850031,593,2016Q1
01/03/2017,BULGARIA,0.0061643753328274,0.0,0.0035792892891463,0.0478111927267131,0.0228419227817121,0.0094156123999521,0.0354545955467993,0.1422216135556115,1.4491158241650086,651,2017Q1
01/03/2018,BULGARIA,0.0037009084831241,0.0284294222373604,-0.0005883930412121,0.0516630882153516,0.0224931192599577,0.0103839505054911,0.0414636992003002,-0.0011061141877889,1.410743123949782,711,2018Q1
01/03/2019,BULGARIA,0.0164595971518714,0.0,0.0121448317150706,0.0581807839126257,0.0331453270968985,0.0094721677198483,0.0369401440237685,-0.0200580373496608,1.3820015438569746,771,2019Q1
01/03/2020,BULGARIA,-0.0560671859225395,0.4569353294872872,-0.057460689215435,0.0464483042434336,-0.0003148104185994,0.0230675806197196,0.0995316399973293,0.0073664786092894,1.342144540434937,831,2020Q1
01/03/2021,BULGARIA,-0.0119780071012942,0.0980543783951555,-0.0222091053403366,0.0522834150701172,0.0181571943240937,0.0114946199835715,0.0546894192746174,0.0410222362704559,1.525085203136078,891,2021Q1
01/03/2022,BULGARIA,0.0009448183690494,0.0483176631589647,-0.0130954491030101,0.0857676563829743,0.0369157438080187,0.0119634547203249,0.0656508642507536,0.0623263906463101,1.7884377404223837,951,2022Q1
01/03/2023,BULGARIA,-0.0070738142874423,0.0879814500913036,-0.0182504343570942,0.0714237340228441,0.0224075265758162,0.0120942698071365,0.0595506162194216,0.0876770201484028,1.649103590716359,1011,2023Q1
01/03/2024,BULGARIA,0.0132911776734631,0.0,0.0060720604023458,0.0719276344951589,0.0276100872649608,0.0086277629651542,0.0379693410109202,0.3810172321130224,1.4616082949879825,1071,2024Q1
01/03/2025,BULGARIA,-0.0006072719679623,0.0531940118349936,-0.0180131784149442,0.0813594521752441,0.0303388361003484,0.0117828774136494,0.0616938004188406,0.1302551347970771,1.7799929153254457,1131,2025Q1
01/03/2026,BULGARIA,-0.0146271807362603,0.1017541399002097,-0.0442879009706601,0.0877249383324289,0.0267475959312157,0.014609176666919,0.0810787833163962,0.0347365568800671,1.9064247885974952,1190,2026Q1
01/06/2004,BULGARIA,,,,,,,,,,62,2004Q2
01/06/2005,BULGARIA,,,,,,,,,,86,2005Q2
01/06/2006,BULGARIA,,,,,,,,,,114,2006Q2
01/06/2007,BULGARIA,,,,,,,,,,145,2007Q2
01/06/2008,BULGARIA,,,,,,,,,,185,2008Q2
01/06/2009,BULGARIA,,,,,,,,,,228,2009Q2
01/06/2010,BULGARIA,,,,,,,,,,276,2010Q2
01/06/2011,BULGARIA,,,,,,,,,,328,2011Q2
01/06/2012,BULGARIA,-0.0155055733395933,0.3082865600690244,-0.0200302389232967,0.0345408661023888,0.0066061334614271,0.0146017486603216,0.0449806665835444,-0.1101351622604967,1.1502826194379443,383,2012Q2
01/06/2013,BULGARIA,-0.0112661061196611,0.5205565318463777,-0.0150394646672028,0.030462197161682,0.0014908405618675,0.0126866417925623,0.035274647632976,0.2126040274388878,0.9705445780180216,439,2013Q2
01/06/2014,BULGARIA,-0.0151224906971698,0.3342218538503408,-0.027246113238467,0.0296106905753401,0.0041729267672144,0.0124088788822176,0.0426546680610512,-0.1370589061669918,1.1055085395277355,495,2014Q2
01/06/2015,BULGARIA,-0.0053499919080593,0.1033781389616709,-0.0136437284192605,0.0431700396230272,0.0146831465864825,0.0112299418415233,0.0417670897954487,0.0460548102284813,1.377706310068871,551,2015Q2
01/06/2016,BULGARIA,0.0021028285588285,0.0384878178310845,-0.0024637004622862,0.0477802245451849,0.0208429791266958,0.0112921424613875,0.0384691636558171,0.0433758914895169,1.3197808086887055,607,2016Q2
01/06/2017,BULGARIA,0.0116861269107625,0.0,0.0113341690536227,0.0516923408288794,0.0259831932685259,0.007361468728279,0.0325015096274904,0.1781663896435383,1.6385812883725683,666,2017Q2
01/06/2018,BULGARIA,0.008285970718258,0.0,0.0075122654497362,0.0516923384244518,0.0249046530806163,0.0085825195612083,0.0368594337521406,0.0449343136210335,1.4731582944144512,726,2018Q2
01/06/2019,BULGARIA,0.0106379647227436,0.0,0.0051677045018469,0.0555377178734844,0.0290099759618441,0.0098437580317542,0.0395247425391073,-0.0164844986089077,1.3716004532127992,786,2019Q2
01/06/2020,BULGARIA,-0.1083842198902424,0.9700467640499836,-0.109079181592038,0.0006879011174564,-0.0351232104470788,0.021895647859911,0.1056001426666801,0.0122136768375953,1.4230951048322311,846,2020Q2
01/06/2021,BULGARIA,0.0311359575016953,0.0,0.0128870685848464,0.088863461713933,0.0547215051760169,0.0065618436628301,0.0409729455831597,-0.3889565640093322,2.099537359340786,906,2021Q2
01/06/2022,BULGARIA,-0.0126472673841135,0.083414243518994,-0.0366058575341575,0.0944821528166503,0.035071880254173,0.0143720631393152,0.0848828302441867,0.0189998620688646,1.940255309452026,966,2022Q2
01/06/2023,BULGARIA,-0.0055034789647769,0.0896353398782895,-0.0082795608572448,0.0620643009483504,0.0186732689979276,0.010704867795341,0.0497625060609488,0.0635125315164245,1.5353637159242737,1026,2023Q2
01/06/2024,BULGARIA,0.010882651533008,0.0302328335143296,-0.0028808936125457,0.080885204067464,0.0312770699586702,0.0099856021741735,0.046868005187404,0.2715642804502419,1.5841360046301691,1086,2024Q2
01/06/2025,BULGARIA,0.0110007446429343,0.0261175234745602,-0.0005147535835752,0.076650440057148,0.0319361241458509,0.009480077997981,0.0472481125490925,0.2048227015340183,1.6688745127271738,1146,2025Q2
01/09/2003,BULGARIA,,,,,,,,,,44,2003Q3
01/09/2004,BULGARIA,,,,,,,,,,68,2004Q3
01/09/2005,BULGARIA,,,,,,,,,,93,2005Q3
01/09/2006,BULGARIA,,,,,,,,,,121,2006Q3
01/09/2007,BULGARIA,,,,,,,,,,154,2007Q3
01/09/2008,BULGARIA,,,,,,,,,,195,2008Q3
01/09/2009,BULGARIA,,,,,,,,,,239,2009Q3
01/09/2010,BULGARIA,,,,,,,,,,289,2010Q3
01/09/2011,BULGARIA,,,,,,,,,,341,2011Q3
01/09/2012,BULGARIA,0.001350998654861,0.0358532328653176,-0.0010364702311378,0.0390515679620598,0.0148726063348921,0.0124998108906586,0.0345885427840786,0.0256151962741165,1.0701910228003593,397,2012Q3
01/09/2013,BULGARIA,-0.0120235949469313,0.4852917351173432,-0.0150617249117508,0.0305697668246063,0.0021384018680627,0.0128947552047065,0.0367427096313688,0.1519107329044368,1.0598239486876653,453,2013Q3
01/09/2014,BULGARIA,-0.0206788183675576,0.4054710083506095,-0.0302259785288333,0.0292308134694104,0.0023680540428348,0.0121620302712362,0.0457674607670277,-0.0480946839671855,1.2951035538686124,509,2014Q3
01/09/2015,BULGARIA,-0.0099618273194938,0.1275736324733601,-0.0169081058553736,0.0463063489047101,0.0155915291518412,0.0126403424025734,0.0497977001093039,0.0140710266726416,1.3631779566094406,565,2015Q3
01/09/2016,BULGARIA,0.005237317242127,0.0,0.0015129643067583,0.0473595275808214,0.0212017198939178,0.010138539013608,0.0353364753814305,0.0934396665708196,1.3228305625490868,621,2016Q3
01/09/2017,BULGARIA,0.0126239316805511,0.0,0.0124229077658958,0.0504824886137655,0.0264520971631785,0.007503035528359,0.0295042105339193,0.0764171497442205,1.7528654309776752,681,2017Q3
01/09/2018,BULGARIA,-0.00197731687756,0.0835115787181976,-0.0111270992309419,0.0408339164127165,0.017806521214906,0.0113517239377983,0.0388508980834308,-0.0722972132630067,1.3260523104440969,741,2018Q3
01/09/2019,BULGARIA,0.0038556551941376,0.0308053336345833,-0.0011661241907393,0.052408421730771,0.0248732058092632,0.010623569419903,0.0424127792167402,-0.0525117883565656,1.3523278310148796,801,2019Q3
01/09/2020,BULGARIA,-0.0807450947344825,0.7086073362307,-0.0823780771624326,0.029831296924449,-0.0144539989970239,0.0187755400791572,0.10096029605847,-0.1264172029989521,1.6988913851308978,861,2020Q3
01/09/2021,BULGARIA,0.0070975918622272,0.0402541645035958,-0.01110913824533,0.0951195940271833,0.0492400356524122,0.0104005353623632,0.0729181591913314,-0.027290876038167,2.1397787199092675,921,2021Q3
01/09/2022,BULGARIA,-0.02372394670982,0.1224119036059956,-0.0526367624097551,0.0840080411992316,0.0260337584490653,0.0170126894642224,0.0906187756304837,0.0075947876371516,1.9050478479322344,981,2022Q3
01/09/2023,BULGARIA,-0.0072717681620935,0.0984043147016108,-0.0168821517857763,0.0665723419073903,0.0190865124762858,0.0117387435791195,0.0555911828883126,0.0921432905698656,1.553804152241905,1041,2023Q3
01/09/2024,BULGARIA,0.0109333613336129,0.0286774895594726,-0.0018856748724053,0.0811657496160444,0.0325969819305401,0.0100847888780923,0.0484434927765431,0.1982952282844438,1.6452142792662503,1101,2024Q3
01/09/2025,BULGARIA,0.0020712097633946,0.043226256769565,-0.0055730487098545,0.0669972605438906,0.0280018670553704,0.0105811010578091,0.0521673169864952,0.0696960292586187,1.6804979359775811,1161,2025Q3
01/12/2003,BULGARIA,,,,,,,,,,49,2003Q4
01/12/2004,BULGARIA,,,,,,,,,,74,2004Q4
01/12/2005,BULGARIA,,,,,,,,,,100,2005Q4
01/12/2006,BULGARIA,,,,,,,,,,129,2006Q4
01/12/2007,BULGARIA,,,,,,,,,,165,2007Q4
01/12/2008,BULGARIA,,,,,,,,,,206,2008Q4
01/12/2009,BULGARIA,,,,,,,,,,251,2009Q4
01/12/2010,BULGARIA,,,,,,,,,,302,2010Q4
01/12/2011,BULGARIA,,,,,,,,,,354,2011Q4
01/12/2012,BULGARIA,-0.0019419044732837,0.1482235159827629,-0.0084424541839608,0.0366911567964583,0.0117704434768742,0.0120384361071352,0.0350551495637114,0.1928948244612313,1.039624446033823,411,2012Q4
01/12/2013,BULGARIA,-0.0043782143302976,0.3024400806848809,-0.0056272000936717,0.0354561141084042,0.0070844807370119,0.0116206626390793,0.0334940493545252,0.1135315441797669,1.097225057297005,467,2013Q4
