date,countryname,bankname,price,mktcap
2017-06-08,mexico,banco_bajio,16.44957160949707,19573866495.716156
2017-06-09,mexico,banco_bajio,16.515064239501953,19651798251.42393
2017-06-12,mexico,banco_bajio,16.64605140686035,19807664032.454063
2017-06-13,mexico,banco_bajio,16.591474533081055,19742721280.966675
2017-06-14,mexico,banco_bajio,16.640594482421875,19801170665.151154
2017-06-15,mexico,banco_bajio,16.635135650634766,19794675028.23367
2017-06-16,mexico,banco_bajio,16.7497501373291,19931058437.7405
2017-06-19,mexico,banco_bajio,16.89710807800293,20106404320.67935
2017-06-20,mexico,banco_bajio,17.000802993774414,20229794186.73664
2017-06-21,mexico,banco_bajio,17.000802993774414,20229794186.73664
2017-06-22,mexico,banco_bajio,17.066295623779297,20307725942.444416
2017-06-23,mexico,banco_bajio,17.224571228027344,20496063099.21824
2017-06-26,mexico,banco_bajio,17.399215698242188,20703878088.28621
2017-06-27,mexico,banco_bajio,17.486543655395508,20807792391.663925
2017-06-28,mexico,banco_bajio,17.366470336914062,20664913345.23961
2017-06-29,mexico,banco_bajio,17.27368927001953,20554510213.78814
2017-06-30,mexico,banco_bajio,17.45379638671875,20768825379.002747
2017-07-03,mexico,banco_bajio,17.344640731811523,20638937606.4134
2017-07-04,mexico,banco_bajio,17.410133361816406,20716869362.121178
2017-07-05,mexico,banco_bajio,17.459251403808594,20775316476.69108
2017-07-06,mexico,banco_bajio,17.459251403808594,20775316476.69108
2017-07-07,mexico,banco_bajio,17.42650604248047,20736351733.644478
2017-07-10,mexico,banco_bajio,17.59023666381836,20931179988.106632
2017-07-11,mexico,banco_bajio,17.650272369384766,21002618376.5115
2017-07-12,mexico,banco_bajio,17.857669830322266,21249407187.084377
2017-07-13,mexico,banco_bajio,17.748512268066406,21119517144.880455
2017-07-14,mexico,banco_bajio,17.49745750427246,20820779126.269737
2017-07-17,mexico,banco_bajio,17.732139587402344,21100034773.357155
2017-07-18,mexico,banco_bajio,17.901329040527344,21301358664.736794
2017-07-19,mexico,banco_bajio,17.874040603637695,21268887288.993103
2017-07-20,mexico,banco_bajio,17.857669830322266,21249407187.084377
2017-07-21,mexico,banco_bajio,18.397979736328125,21892339065.04074
2017-07-24,mexico,banco_bajio,18.74727439880371,22307975852.02041
2017-07-25,mexico,banco_bajio,18.807310104370117,22379414240.425278
2017-07-26,mexico,banco_bajio,19.041990280151367,22658667617.898117
2017-07-27,mexico,banco_bajio,19.35854148864746,23035341931.445763
2017-07-28,mexico,banco_bajio,19.789697647094727,23548388306.42736
2017-07-31,mexico,banco_bajio,20.160825729370117,23990005371.462387
2017-08-01,mexico,banco_bajio,20.2645206451416,24113395237.519676
2017-08-02,mexico,banco_bajio,19.9261417388916,23710747454.7604
2017-08-03,mexico,banco_bajio,19.647798538208008,23379538060.40599
2017-08-04,mexico,banco_bajio,19.997093200683594,23795174847.38566
2017-08-07,mexico,banco_bajio,19.860647201538086,23632813429.43804
2017-08-08,mexico,banco_bajio,19.816987991333008,23580861951.78563
2017-08-09,mexico,banco_bajio,19.636884689331055,23366551325.80017
2017-08-10,mexico,banco_bajio,19.593225479125977,23314599848.14776
2017-08-11,mexico,banco_bajio,19.598682403564453,23321093215.450665
2017-08-14,mexico,banco_bajio,19.615053176879883,23340573317.35939
2017-08-15,mexico,banco_bajio,19.620512008666992,23347068954.27687
2017-08-16,mexico,banco_bajio,19.707836151123047,23450978718.425434
2017-08-17,mexico,banco_bajio,19.47315216064453,23171720801.723442
2017-08-18,mexico,banco_bajio,19.713293075561523,23457472085.72834
2017-08-21,mexico,banco_bajio,19.778785705566406,23535403841.43612
2017-08-22,mexico,banco_bajio,19.9643497467041,23756212373.953636
2017-08-23,mexico,banco_bajio,20.171737670898438,24002989836.45363
2017-08-24,mexico,banco_bajio,20.029842376708984,23834144129.66141
2017-08-25,mexico,banco_bajio,19.986175537109375,23782183573.55069
2017-08-28,mexico,banco_bajio,20.248146057128906,24093910596.381798
2017-08-29,mexico,banco_bajio,20.22085952758789,24061441490.25268
2017-08-30,mexico,banco_bajio,20.16628646850586,23996503277.99445
2017-08-31,mexico,banco_bajio,20.040756225585938,23847130864.267227
2017-09-01,mexico,banco_bajio,19.90976905822754,23691265083.2371
2017-09-04,mexico,banco_bajio,19.91522789001465,23697760720.15458
2017-09-05,mexico,banco_bajio,19.969802856445312,23762701202.02739
2017-09-06,mexico,banco_bajio,19.947975158691406,23736727732.815758
2017-09-07,mexico,banco_bajio,19.882482528686523,23658795977.10798
2017-09-08,mexico,banco_bajio,19.773326873779297,23528908204.518635
2017-09-11,mexico,banco_bajio,20.040756225585938,23847130864.267227
2017-09-12,mexico,banco_bajio,19.582305908203125,23301606304.69821
2017-09-13,mexico,banco_bajio,19.91522789001465,23697760720.15458
2017-09-14,mexico,banco_bajio,19.920682907104492,23704251817.84291
2017-09-15,mexico,banco_bajio,19.91522789001465,23697760720.15458
2017-09-18,mexico,banco_bajio,19.52227210998535,23230170185.90792
2017-09-19,mexico,banco_bajio,19.462236404418945,23158731797.50305
2017-09-20,mexico,banco_bajio,19.74057960510254,23489941191.85746
2017-09-21,mexico,banco_bajio,19.718748092651367,23463963183.41667
2017-09-22,mexico,banco_bajio,19.7569522857666,23509423563.38076
2017-09-25,mexico,banco_bajio,19.500442504882812,23204194447.08171
2017-09-26,mexico,banco_bajio,19.271215438842773,22931429897.682625
2017-09-27,mexico,banco_bajio,19.140230178833008,22775566386.267075
2017-09-28,mexico,banco_bajio,19.031078338623047,22645683152.90688
2017-09-29,mexico,banco_bajio,19.249387741088867,22905456428.470993
2017-10-02,mexico,banco_bajio,19.855194091796875,23626324601.36429
2017-10-03,mexico,banco_bajio,19.56593132019043,23282121663.560333
2017-10-04,mexico,banco_bajio,19.516813278198242,23223674548.990433
2017-10-05,mexico,banco_bajio,19.451322555541992,23145745062.897232
2017-10-06,mexico,banco_bajio,19.451322555541992,23145745062.897232
2017-10-09,mexico,banco_bajio,19.702377319335938,23444483081.50795
2017-10-10,mexico,banco_bajio,19.587764739990234,23308101941.615696
2017-10-11,mexico,banco_bajio,19.243927001953125,22898958521.938934
2017-10-12,mexico,banco_bajio,19.151147842407227,22788557660.102043
2017-10-13,mexico,banco_bajio,18.63812255859375,22178092618.660217
2017-10-16,mexico,banco_bajio,18.752731323242188,22314469219.32332
2017-10-17,mexico,banco_bajio,18.829139709472656,22405389979.251488
2017-10-18,mexico,banco_bajio,19.009248733520508,22619707414.080673
2017-10-19,mexico,banco_bajio,19.36945343017578,23048326396.437004
2017-10-20,mexico,banco_bajio,19.293046951293945,22957407906.123413
2017-10-23,mexico,banco_bajio,19.3039608001709,22970394640.729225
2017-10-24,mexico,banco_bajio,19.320337295532227,22989881551.48168
2017-10-25,mexico,banco_bajio,19.636884689331055,23366551325.80017
2017-10-26,mexico,banco_bajio,19.27667236328125,22937923264.985535
2017-10-27,mexico,banco_bajio,18.960128784179688,22561258029.896194
2017-10-30,mexico,banco_bajio,18.9655818939209,22567746857.969948
2017-10-31,mexico,banco_bajio,18.960128784179688,22561258029.896194
2017-11-01,mexico,banco_bajio,18.911006927490234,22502806376.09714
2017-11-03,mexico,banco_bajio,18.916461944580078,22509297473.785473
2017-11-06,mexico,banco_bajio,18.840057373046875,22418381253.086456
2017-11-07,mexico,banco_bajio,18.840057373046875,22418381253.086456
