countryname,bankname,bankname_cnbv,pd_source,date,year,month,tot_asset,total_liab,equity,st_borrow,lt_borrow,net_income,net_rev,prof_margin
mexico,15,15,book,2012-12-31,2012,12,3700.13323,2427.388304,1272.744926,1661.355387,766.032917,-144.642064,248.80768,-0.5813408332090071
mexico,abc_capital,ABC Capital,book,2011-12-31,2011,12,4287.925939000001,3509.6620430000003,778.2638959999999,3509.6620430000003,0.0,,,
mexico,abc_capital,ABC Capital,book,2012-05-31,2012,5,4860.106513,3974.31239,885.794123,3859.251015,115.061375,7.530226,116.053885,0.0648856003398766
mexico,abc_capital,ABC Capital,book,2012-06-30,2012,6,4993.125481,4132.600794,860.524687,4019.878065,112.722729,9.964561,24.664110000000008,0.40401056433822247
mexico,abc_capital,ABC Capital,book,2012-07-31,2012,7,4980.098424,4133.644137,846.454287,4019.713107,113.93103,-14.070397,17.085813,-0.8235134611387821
mexico,abc_capital,ABC Capital,book,2012-08-31,2012,8,4875.086585,4026.302752,848.783833,3911.163422,115.13933,2.3295460000000006,47.399506,0.04914705229206398
mexico,abc_capital,ABC Capital,book,2012-09-30,2012,9,5168.327631,4315.805778,852.521853,4203.044071,112.761707,3.7380199999999997,28.475907000000007,0.13126956763835473
mexico,abc_capital,ABC Capital,book,2012-10-31,2012,10,5138.127104,4298.310145,839.816959,4184.3401380000005,113.970007,-12.704894,30.488136999999966,-0.4167159836627608
mexico,abc_capital,ABC Capital,book,2012-11-30,2012,11,6095.637124,5252.363783,843.273341,5137.224453,115.13933,6.878603999999999,30.721003999999994,0.22390557287776144
mexico,abc_capital,ABC Capital,book,2012-12-31,2012,12,5620.508105,4755.512781,864.995324,4642.7120970000005,112.800684,21.721983,48.94493,0.443804557489407
mexico,abc_capital,ABC Capital,book,2013-01-31,2013,1,5358.90846,4493.865682,865.042778,4379.856698,114.008984,,,
mexico,abc_capital,ABC Capital,book,2013-02-28,2013,2,5759.531958,4894.859584,864.672374,4779.759231999999,115.100352,,,
mexico,abc_capital,ABC Capital,book,2013-04-30,2013,4,5708.052925,4756.509275,951.54365,4642.617223,113.892052,,,
mexico,abc_capital,ABC Capital,book,2013-05-31,2013,5,6053.059687,5114.227525,938.832162,4999.127172,115.100353,-11.33371,39.59387000000001,-0.2862491087635535
mexico,abc_capital,ABC Capital,book,2013-06-30,2013,6,5923.424259,4960.840552,962.583707,4848.078845,112.761707,25.084878,37.13455299999998,0.6755131265482046
mexico,abc_capital,ABC Capital,book,2013-07-31,2013,7,5717.634308,4755.275419,962.358889,4641.305412,113.970007,1.1529599999999998,35.85051199999998,0.0321602101526472
mexico,abc_capital,ABC Capital,book,2013-08-31,2013,8,5588.838978,4644.126207,944.712771,4528.9479,115.178307,-16.268341,31.572013000000027,-0.5152772805459058
mexico,abc_capital,ABC Capital,book,2013-10-31,2013,10,5407.030458,4509.247937,897.782521,4395.27793,113.970007,,,
mexico,abc_capital,ABC Capital,book,2013-11-30,2013,11,5096.129464,4213.079095,883.050369,4097.939765,115.13933,-18.154375,23.121715999999992,-0.7851655560512899
mexico,abc_capital,ABC Capital,book,2013-12-31,2013,12,5132.650001,4336.084575,796.565426,4223.283891,112.800684,-47.331029,22.160874999999976,-2.135792426968703
