DATES,STX
12/08/2025,104031.29
11/08/2025,104190.64
08/08/2025,104286.14
07/08/2025,103272.78
06/08/2025,101103.82
05/08/2025,101786.08
04/08/2025,100945.26
01/08/2025,100518.47
31/07/2025,101244.52
30/07/2025,100843.67
29/07/2025,101068.22
28/07/2025,101306.73
25/07/2025,101380.77
24/07/2025,101371.24
23/07/2025,100868.31
22/07/2025,100310.98
21/07/2025,101339.2
18/07/2025,101262.87
17/07/2025,100655.18
16/07/2025,99833.93
15/07/2025,99787.2
14/07/2025,99454.88
11/07/2025,99921.45
10/07/2025,99997.81
09/07/2025,100049.9
08/07/2025,98986.44
07/07/2025,99459.34
04/07/2025,99589.8
03/07/2025,99899.53
02/07/2025,98186.74
01/07/2025,97451.68
30/06/2025,97667.46
27/06/2025,97975.3
26/06/2025,97715.24
25/06/2025,97837.36
24/06/2025,97958.26
23/06/2025,97181.78
20/06/2025,98560.68
19/06/2025,97441.89
18/06/2025,98545.6
17/06/2025,97304.12
16/06/2025,95797.5
13/06/2025,95317.22
12/06/2025,95003.24
11/06/2025,95831.94
10/06/2025,96708.8
06/06/2025,96520.82
05/06/2025,96558.99
04/06/2025,96646.64
03/06/2025,95951.81
02/06/2025,96182.18
30/05/2025,95698.3
29/05/2025,96171.93
28/05/2025,96852.66
27/05/2025,96023.77
26/05/2025,96059.9
23/05/2025,95426.77
22/05/2025,95457.93
21/05/2025,95822.72
20/05/2025,96192.85
19/05/2025,96394.92
16/05/2025,97065.84
15/05/2025,95696.59
14/05/2025,95473.35
13/05/2025,94132.71
12/05/2025,93731.95
09/05/2025,94061.67
08/05/2025,92728.02
07/05/2025,92823.26
06/05/2025,91925.59
05/05/2025,93056.72
30/04/2025,92196.43
29/04/2025,92882.06
28/04/2025,92985.05
25/04/2025,92964.32
24/04/2025,91147.31
23/04/2025,90786.49
22/04/2025,88670.9
17/04/2025,87062.04
16/04/2025,87106.98
15/04/2025,87215.22
14/04/2025,85957.65
11/04/2025,84947.5
10/04/2025,86253.25
09/04/2025,83392.57
08/04/2025,85694.51
07/04/2025,82400.87
04/04/2025,83028.96
03/04/2025,87225.64
02/04/2025,89731.32
01/04/2025,89897.98
31/03/2025,88686.46
28/03/2025,91415.63
27/03/2025,92720.24
26/03/2025,92221.62
25/03/2025,91632.37
24/03/2025,90914.74
21/03/2025,89971.53
20/03/2025,90294.63
19/03/2025,90023.53
18/03/2025,89701.64
17/03/2025,89265.59
14/03/2025,87872.68
13/03/2025,86674.79
12/03/2025,87053.77
11/03/2025,85192.62
10/03/2025,86851.38
07/03/2025,88229.7
06/03/2025,89239.75
05/03/2025,88060.57
04/03/2025,86464.18
03/03/2025,88923.09
28/02/2025,87146.64
27/02/2025,87986.28
26/02/2025,87725.81
25/02/2025,86262.72
24/02/2025,86635.86
21/02/2025,88019.38
20/02/2025,87980.76
19/02/2025,88606.94
18/02/2025,88670.9
17/02/2025,87759.96
14/02/2025,87542.1
13/02/2025,88383.58
12/02/2025,88050.2
11/02/2025,87713.73
10/02/2025,87600.75
07/02/2025,86717.67
06/02/2025,86995.74
05/02/2025,84192.98
04/02/2025,84940.65
03/02/2025,84716.35
31/01/2025,85492.62
30/01/2025,85250.83
29/01/2025,84993.42
28/01/2025,84950.95
27/01/2025,84963.95
24/01/2025,85171.51
23/01/2025,84384.39
22/01/2025,85643.97
21/01/2025,85032.38
20/01/2025,85903.48
17/01/2025,84878.97
16/01/2025,84091.42
15/01/2025,83929.63
14/01/2025,83083.44
13/01/2025,82628.01
10/01/2025,81761.77
09/01/2025,81178.25
08/01/2025,81066.68
07/01/2025,80677.32
06/01/2025,79973.37
03/01/2025,79775.14
02/01/2025,79787.75
30/12/2024,79326.66
23/12/2024,79492.85
20/12/2024,78741.84
19/12/2024,78665.14
18/12/2024,79243.31
17/12/2024,78829.2
16/12/2024,79720.35
13/12/2024,80165.64
12/12/2024,80540.07
11/12/2024,80530.65
10/12/2024,80340.08
09/12/2024,79818.38
06/12/2024,79173.14
05/12/2024,79279.54
04/12/2024,79047.81
03/12/2024,77690.26
02/12/2024,78204.33
29/11/2024,77936.21
28/11/2024,78374.08
27/11/2024,79034.0
26/11/2024,80056.08
25/11/2024,79471.58
22/11/2024,79551.8
21/11/2024,79229.24
20/11/2024,79096.82
19/11/2024,77965.78
18/11/2024,79253.01
15/11/2024,77771.12
14/11/2024,77766.32
13/11/2024,77123.76
12/11/2024,76966.7
11/11/2024,76890.1
08/11/2024,76250.51
07/11/2024,76478.67
06/11/2024,75906.74
05/11/2024,74343.85
04/11/2024,73837.78
31/10/2024,73865.96
30/10/2024,73883.03
29/10/2024,74225.68
28/10/2024,74122.77
25/10/2024,74263.78
24/10/2024,73715.29
22/10/2024,73846.09
21/10/2024,73990.26
18/10/2024,74228.2
17/10/2024,74127.83
16/10/2024,75170.39
15/10/2024,74736.55
14/10/2024,74428.1
11/10/2024,74264.68
10/10/2024,74336.17
09/10/2024,74011.67
08/10/2024,74175.47
07/10/2024,74032.43
04/10/2024,73411.75
03/10/2024,72649.8
02/10/2024,73059.71
01/10/2024,74189.72
30/09/2024,73896.18
27/09/2024,74510.83
26/09/2024,74905.79
25/09/2024,74378.07
24/09/2024,73557.89
23/09/2024,73060.07
20/09/2024,73119.59
19/09/2024,73084.05
18/09/2024,72768.53
17/09/2024,72685.08
16/09/2024,72750.5
13/09/2024,73003.59
12/09/2024,72340.83
11/09/2024,71805.06
10/09/2024,71742.77
09/09/2024,72075.48
06/09/2024,72297.19
05/09/2024,72415.44
04/09/2024,72243.41
03/09/2024,72982.36
02/09/2024,72789.23
30/08/2024,72865.31
29/08/2024,73193.79
28/08/2024,72838.51
27/08/2024,73315.37
26/08/2024,73467.13
23/08/2024,72949.64
22/08/2024,73239.7
21/08/2024,73141.98
16/08/2024,72282.1
15/08/2024,71673.12
14/08/2024,71644.35
13/08/2024,71832.47
12/08/2024,72352.07
09/08/2024,72028.77
08/08/2024,71925.82
07/08/2024,71554.39
06/08/2024,70321.83
05/08/2024,70008.9
02/08/2024,72218.86
01/08/2024,73550.81
31/07/2024,74051.15
30/07/2024,73475.88
29/07/2024,73745.69
26/07/2024,73174.1
25/07/2024,72745.29
24/07/2024,73164.07
23/07/2024,73622.19
22/07/2024,73375.88
19/07/2024,72940.89
18/07/2024,72899.65
17/07/2024,72539.74
16/07/2024,72294.66
15/07/2024,72730.44
12/07/2024,72253.66
11/07/2024,71941.67
10/07/2024,71511.7
09/07/2024,71169.33
08/07/2024,71150.53
05/07/2024,72132.83
04/07/2024,72351.87
03/07/2024,71738.76
02/07/2024,71456.0
01/07/2024,72288.23
28/06/2024,72094.79
27/06/2024,71492.81
26/06/2024,71013.43
25/06/2024,70647.04
24/06/2024,70373.63
21/06/2024,70378.92
20/06/2024,70327.34
19/06/2024,69661.21
18/06/2024,69832.54
17/06/2024,69711.91
14/06/2024,69536.56
13/06/2024,70022.97
12/06/2024,70237.82
11/06/2024,69782.02
10/06/2024,70248.97
07/06/2024,69879.43
06/06/2024,69669.74
05/06/2024,68935.5
04/06/2024,68385.55
03/06/2024,69458.84
31/05/2024,67906.51
30/05/2024,68095.19
29/05/2024,68485.5
28/05/2024,68546.85
27/05/2024,69803.67
24/05/2024,68846.13
23/05/2024,68319.51
22/05/2024,67957.08
21/05/2024,67866.13
17/05/2024,68088.24
16/05/2024,68854.65
15/05/2024,68673.84
14/05/2024,68864.24
13/05/2024,68917.55
10/05/2024,69201.95
09/05/2024,69016.26
08/05/2024,68900.51
07/05/2024,68882.55
06/05/2024,68568.49
03/05/2024,68002.24
02/05/2024,68123.99
30/04/2024,68142.02
29/04/2024,67885.92
26/04/2024,67039.3
25/04/2024,66129.26
24/04/2024,66376.55
23/04/2024,65939.26
22/04/2024,65125.52
19/04/2024,65045.06
18/04/2024,65674.41
17/04/2024,66115.42
16/04/2024,65428.99
15/04/2024,67407.86
12/04/2024,67289.07
11/04/2024,67205.07
10/04/2024,67271.28
09/04/2024,66343.66
08/04/2024,66544.12
05/04/2024,66527.41
04/04/2024,66625.06
03/04/2024,66839.15
02/04/2024,65811.24
28/03/2024,65384.6
27/03/2024,64830.3
26/03/2024,65005.38
25/03/2024,65095.72
22/03/2024,65236.93
21/03/2024,65841.44
20/03/2024,65982.86
19/03/2024,65933.87
18/03/2024,65450.33
14/03/2024,64988.33
13/03/2024,65600.63
12/03/2024,66455.07
11/03/2024,65599.49
08/03/2024,66093.62
07/03/2024,66201.33
06/03/2024,65986.52
05/03/2024,65840.02
04/03/2024,66319.5
01/03/2024,66169.03
29/02/2024,65938.65
28/02/2024,66080.19
27/02/2024,65541.56
26/02/2024,66038.2
23/02/2024,66263.18
22/02/2024,66185.37
21/02/2024,66344.17
20/02/2024,65940.94
19/02/2024,66000.08
16/02/2024,65769.75
15/02/2024,65660.8
14/02/2024,64999.45
13/02/2024,64756.5
12/02/2024,64763.57
09/02/2024,64982.98
08/02/2024,64442.63
07/02/2024,64345.88
06/02/2024,64991.89
05/02/2024,64830.41
02/02/2024,65290.31
01/02/2024,65320.88
31/01/2024,64044.46
30/01/2024,63213.55
29/01/2024,63192.77
26/01/2024,64092.56
25/01/2024,64543.96
24/01/2024,64128.4
23/01/2024,63825.73
22/01/2024,64709.34
19/01/2024,64580.87
18/01/2024,63571.82
17/01/2024,63019.94
16/01/2024,63292.9
15/01/2024,63787.07
12/01/2024,63628.13
11/01/2024,63066.57
10/01/2024,62804.52
09/01/2024,61921.62
08/01/2024,61374.1
05/01/2024,61454.62
04/01/2024,60838.3
03/01/2024,60685.11
02/01/2024,60744.59
29/12/2023,60620.01
28/12/2023,60739.46
27/12/2023,60288.49
22/12/2023,60294.4
21/12/2023,60551.62
20/12/2023,61061.16
19/12/2023,60864.82
18/12/2023,60538.62
15/12/2023,60369.18
14/12/2023,60475.92
13/12/2023,58883.03
12/12/2023,59004.86
11/12/2023,58300.25
08/12/2023,58669.83
07/12/2023,58424.86
06/12/2023,58447.63
05/12/2023,58432.29
04/12/2023,58509.85
01/12/2023,58010.99
30/11/2023,57878.43
29/11/2023,57346.69
28/11/2023,57176.11
27/11/2023,55887.95
24/11/2023,56091.37
23/11/2023,56511.84
22/11/2023,56827.95
21/11/2023,56450.22
20/11/2023,56895.03
17/11/2023,57010.75
16/11/2023,57565.67
15/11/2023,58011.31
14/11/2023,57678.77
13/11/2023,57093.66
10/11/2023,57529.95
09/11/2023,57302.85
08/11/2023,57283.77
07/11/2023,57271.67
06/11/2023,57400.67
03/11/2023,57337.64
02/11/2023,56539.76
31/10/2023,56035.15
30/10/2023,56434.91
27/10/2023,56314.97
26/10/2023,56594.23
25/10/2023,56909.3
24/10/2023,56022.62
20/10/2023,56338.5
19/10/2023,56392.94
18/10/2023,57075.3
17/10/2023,57049.23
16/10/2023,56328.87
13/10/2023,55929.69
12/10/2023,56171.26
11/10/2023,56211.2
10/10/2023,55948.02
09/10/2023,55055.6
06/10/2023,55087.04
05/10/2023,55488.58
04/10/2023,55961.13
03/10/2023,55959.41
02/10/2023,55649.46
29/09/2023,55838.55
28/09/2023,55379.72
27/09/2023,55977.01
26/09/2023,55571.74
25/09/2023,55356.93
22/09/2023,55376.1
21/09/2023,55589.52
20/09/2023,57379.38
19/09/2023,57699.78
18/09/2023,57669.19
15/09/2023,58020.37
14/09/2023,57689.26
13/09/2023,57191.42
12/09/2023,57316.65
11/09/2023,57206.92
08/09/2023,56856.01
07/09/2023,56590.98
06/09/2023,55884.54
05/09/2023,55722.95
04/09/2023,55663.5
01/09/2023,55504.98
31/08/2023,55775.02
30/08/2023,56232.14
29/08/2023,57069.99
28/08/2023,56787.05
25/08/2023,56912.43
24/08/2023,57228.33
23/08/2023,56926.62
22/08/2023,57081.18
21/08/2023,56656.6
18/08/2023,56232.21
17/08/2023,56470.09
16/08/2023,55229.73
15/08/2023,55404.67
14/08/2023,55928.79
11/08/2023,56114.41
10/08/2023,55825.1
09/08/2023,55235.51
08/08/2023,55076.08
07/08/2023,54490.58
04/08/2023,54012.06
03/08/2023,53999.23
02/08/2023,53698.15
01/08/2023,53823.23
31/07/2023,53375.9
28/07/2023,53339.84
27/07/2023,53235.03
26/07/2023,53551.27
25/07/2023,53758.66
24/07/2023,53550.25
21/07/2023,53404.17
20/07/2023,53175.92
19/07/2023,52662.59
18/07/2023,52391.65
17/07/2023,51971.31
14/07/2023,51854.65
13/07/2023,51566.07
12/07/2023,51376.25
11/07/2023,50549.4
10/07/2023,50118.04
07/07/2023,49891.95
06/07/2023,49605.16
05/07/2023,50074.4
04/07/2023,50206.79
03/07/2023,50351.4
30/06/2023,50505.73
29/06/2023,50616.25
28/06/2023,50499.45
27/06/2023,50060.44
26/06/2023,50087.41
23/06/2023,50407.86
22/06/2023,50162.98
21/06/2023,50120.79
20/06/2023,49829.16
19/06/2023,49586.71
16/06/2023,50083.93
15/06/2023,50234.91
14/06/2023,49959.57
13/06/2023,49866.76
12/06/2023,50009.74
09/06/2023,49320.7
08/06/2023,49342.4
07/06/2023,48800.45
06/06/2023,48287.25
05/06/2023,48117.93
02/06/2023,47869.61
01/06/2023,46850.16
31/05/2023,47262.34
30/05/2023,47515.68
26/05/2023,47573.35
25/05/2023,47138.99
24/05/2023,46303.67
23/05/2023,46490.46
22/05/2023,46562.45
19/05/2023,46587.39
18/05/2023,46371.53
17/05/2023,45859.3
16/05/2023,45848.12
15/05/2023,45929.11
12/05/2023,46044.03
11/05/2023,46073.98
10/05/2023,46252.72
09/05/2023,46741.15
08/05/2023,46638.6
05/05/2023,46330.72
04/05/2023,46322.5
03/05/2023,46518.24
02/05/2023,45490.01
28/04/2023,44822.21
27/04/2023,44671.82
26/04/2023,43367.52
25/04/2023,43476.92
24/04/2023,43666.91
21/04/2023,44100.87
20/04/2023,43538.96
19/04/2023,43263.82
18/04/2023,43751.6
17/04/2023,43827.04
14/04/2023,43285.23
13/04/2023,42687.24
12/04/2023,43375.43
11/04/2023,44408.12
06/04/2023,44217.85
05/04/2023,43878.66
04/04/2023,43666.52
03/04/2023,42991.44
31/03/2023,42318.34
30/03/2023,41603.82
29/03/2023,42333.82
28/03/2023,42119.85
27/03/2023,42096.72
24/03/2023,41818.92
23/03/2023,42906.06
22/03/2023,41962.45
21/03/2023,42150.58
20/03/2023,41343.62
17/03/2023,40771.24
16/03/2023,40852.89
14/03/2023,41807.29
13/03/2023,41797.81
10/03/2023,43077.69
09/03/2023,42816.43
08/03/2023,43161.43
07/03/2023,43391.02
06/03/2023,44337.44
03/03/2023,44440.48
02/03/2023,44300.61
01/03/2023,44631.03
28/02/2023,44780.07
27/02/2023,44940.03
24/02/2023,45268.11
23/02/2023,45388.94
22/02/2023,45063.48
21/02/2023,45092.89
20/02/2023,45225.86
17/02/2023,45626.92
16/02/2023,46039.34
15/02/2023,46265.42
14/02/2023,46386.22
13/02/2023,46233.47
10/02/2023,46007.11
09/02/2023,45936.46
08/02/2023,45883.27
07/02/2023,45217.19
06/02/2023,44793.85
03/02/2023,45396.33
02/02/2023,45643.29
01/02/2023,45209.7
31/01/2023,45339.18
30/01/2023,45642.32
27/01/2023,46645.41
26/01/2023,46817.92
25/01/2023,46249.05
24/01/2023,46901.76
23/01/2023,46777.3
20/01/2023,46440.14
19/01/2023,46691.8
18/01/2023,46855.58
17/01/2023,46313.7
16/01/2023,46621.13
13/01/2023,46097.83
12/01/2023,46151.47
11/01/2023,46277.27
10/01/2023,46042.13
09/01/2023,45832.49
06/01/2023,45419.78
05/01/2023,45228.81
04/01/2023,44937.01
03/01/2023,44614.96
02/01/2023,43551.73
30/12/2022,43793.76
29/12/2022,44033.27
28/12/2022,44155.5
27/12/2022,44220.76
23/12/2022,45007.8
22/12/2022,45538.06
21/12/2022,45589.3
20/12/2022,45481.08
19/12/2022,45270.04
16/12/2022,45069.12
15/12/2022,44809.64
14/12/2022,45084.89
13/12/2022,44928.04
12/12/2022,43950.53
09/12/2022,44182.0
08/12/2022,43842.37
07/12/2022,44614.88
06/12/2022,45333.63
05/12/2022,44666.01
02/12/2022,45804.29
01/12/2022,46368.37
30/11/2022,45984.19
29/11/2022,45780.62
28/11/2022,45588.74
25/11/2022,45715.33
24/11/2022,45276.59
23/11/2022,44930.52
22/11/2022,45335.11
21/11/2022,44592.9
18/11/2022,44495.1
17/11/2022,44037.15
16/11/2022,44277.83
15/11/2022,44308.29
14/11/2022,44157.71
11/11/2022,43698.34
10/11/2022,43164.34
09/11/2022,43973.77
08/11/2022,43840.56
07/11/2022,43812.28
04/11/2022,42629.68
03/11/2022,41768.7
02/11/2022,41414.05
28/10/2022,41053.71
27/10/2022,40990.22
26/10/2022,40553.56
25/10/2022,40588.89
24/10/2022,40091.49
21/10/2022,40431.97
20/10/2022,40451.17
19/10/2022,40070.72
18/10/2022,40910.44
17/10/2022,39855.56
14/10/2022,39603.36
13/10/2022,38787.95
12/10/2022,38817.3
11/10/2022,38718.68
10/10/2022,39091.49
07/10/2022,39537.63
06/10/2022,39256.29
05/10/2022,39385.3
04/10/2022,39911.2
03/10/2022,38420.33
30/09/2022,37838.3
29/09/2022,37035.79
28/09/2022,37731.27
27/09/2022,38549.03
26/09/2022,38528.86
23/09/2022,38657.41
22/09/2022,39548.71
21/09/2022,39241.07
20/09/2022,39691.46
19/09/2022,40261.73
16/09/2022,40057.18
15/09/2022,40690.91
14/09/2022,41178.24
13/09/2022,41575.55
12/09/2022,41624.9
09/09/2022,40910.81
08/09/2022,40863.94
07/09/2022,41292.35
06/09/2022,40851.24
05/09/2022,41130.96
02/09/2022,41941.27
01/09/2022,41447.57
31/08/2022,41877.22
30/08/2022,42362.17
29/08/2022,42631.81
26/08/2022,43343.38
25/08/2022,43428.43
24/08/2022,43097.98
23/08/2022,43004.14
22/08/2022,42705.36
19/08/2022,42990.47
18/08/2022,43099.47
17/08/2022,42980.64
16/08/2022,43528.08
15/08/2022,43034.16
12/08/2022,43662.95
11/08/2022,44148.98
10/08/2022,44130.61
09/08/2022,42733.39
08/08/2022,44034.83
05/08/2022,43468.28
04/08/2022,43332.83
03/08/2022,42931.04
02/08/2022,42182.66
01/08/2022,42265.24
29/07/2022,41805.28
28/07/2022,41771.13
27/07/2022,41653.18
26/07/2022,41174.99
25/07/2022,41725.26
22/07/2022,42327.67
21/07/2022,42030.31
20/07/2022,41139.32
19/07/2022,40740.51
18/07/2022,40355.51
15/07/2022,39659.23
14/07/2022,39246.42
13/07/2022,38902.62
12/07/2022,38519.66
11/07/2022,39151.31
08/07/2022,39846.64
07/07/2022,39689.27
06/07/2022,39352.08
05/07/2022,39256.26
04/07/2022,39707.19
01/07/2022,39331.33
30/06/2022,39240.53
29/06/2022,39900.32
28/06/2022,40481.51
27/06/2022,39501.86
24/06/2022,39412.74
23/06/2022,39614.0
22/06/2022,40035.72
21/06/2022,40936.77
20/06/2022,39691.12
17/06/2022,39299.75
16/06/2022,39224.77
15/06/2022,39318.71
14/06/2022,38706.29
13/06/2022,37942.09
10/06/2022,38950.67
09/06/2022,39663.15
08/06/2022,40350.43
07/06/2022,40330.91
03/06/2022,41304.36
02/06/2022,40812.33
01/06/2022,40512.77
31/05/2022,39397.41
30/05/2022,38751.18
27/05/2022,38644.57
26/05/2022,39234.2
25/05/2022,41517.26
24/05/2022,42978.09
23/05/2022,43457.58
20/05/2022,41779.48
19/05/2022,41473.45
18/05/2022,42896.59
17/05/2022,41906.58
16/05/2022,41248.02
13/05/2022,41255.7
12/05/2022,40000.21
11/05/2022,40929.35
10/05/2022,40663.48
09/05/2022,41562.1
06/05/2022,42108.63
05/05/2022,42515.32
04/05/2022,43170.67
03/05/2022,43592.87
02/05/2022,42703.38
29/04/2022,43469.84
28/04/2022,43549.19
27/04/2022,42116.04
26/04/2022,41848.66
25/04/2022,42280.37
22/04/2022,43176.64
21/04/2022,43265.66
20/04/2022,43208.44
19/04/2022,43026.8
14/04/2022,42999.39
13/04/2022,42651.63
12/04/2022,41766.96
11/04/2022,41972.84
08/04/2022,42191.13
07/04/2022,41807.97
06/04/2022,41616.26
05/04/2022,43787.0
04/04/2022,45397.52
01/04/2022,45034.79
31/03/2022,44726.28
30/03/2022,45890.18
29/03/2022,46707.52
28/03/2022,44310.12
25/03/2022,43983.38
24/03/2022,43817.63
23/03/2022,44612.73
22/03/2022,44338.45
21/03/2022,44256.7
18/03/2022,43935.56
17/03/2022,44596.58
16/03/2022,44126.44
11/03/2022,42905.55
10/03/2022,42028.33
09/03/2022,42909.74
08/03/2022,41515.5
07/03/2022,39883.29
04/03/2022,40246.7
03/03/2022,41651.26
02/03/2022,39976.11
01/03/2022,38913.62
28/02/2022,43731.25
25/02/2022,45769.16
24/02/2022,43102.34
23/02/2022,47762.14
22/02/2022,48177.46
21/02/2022,48470.72
18/02/2022,50237.2
17/02/2022,51305.38
16/02/2022,51756.19
15/02/2022,51295.36
14/02/2022,51262.0
11/02/2022,52141.58
10/02/2022,52566.76
09/02/2022,52930.3
08/02/2022,52861.48
07/02/2022,52054.67
04/02/2022,51806.4
03/02/2022,52284.64
02/02/2022,52910.14
01/02/2022,52959.27
31/01/2022,53442.24
28/01/2022,52838.78
27/01/2022,52866.56
26/01/2022,51958.75
25/01/2022,51134.63
24/01/2022,51325.34
21/01/2022,52169.8
20/01/2022,52349.65
19/01/2022,53121.9
18/01/2022,52545.64
17/01/2022,53509.01
14/01/2022,52675.9
13/01/2022,53736.16
12/01/2022,54405.84
11/01/2022,53599.36
10/01/2022,52416.01
07/01/2022,51956.74
06/01/2022,51668.96
05/01/2022,52097.34
04/01/2022,51785.29
03/01/2022,51924.62
30/12/2021,50720.71
29/12/2021,50342.57
28/12/2021,49718.15
27/12/2021,49654.12
23/12/2021,49762.24
22/12/2021,49083.56
21/12/2021,50571.05
20/12/2021,50471.14
17/12/2021,50887.3
16/12/2021,50672.47
15/12/2021,50131.61
14/12/2021,50153.0
13/12/2021,50581.29
10/12/2021,51076.61
09/12/2021,51262.82
08/12/2021,51261.63
07/12/2021,51268.65
06/12/2021,50723.42
03/12/2021,50904.91
02/12/2021,51420.71
01/12/2021,51860.19
30/11/2021,51464.6
29/11/2021,51579.66
26/11/2021,50961.25
25/11/2021,52364.37
24/11/2021,52535.97
23/11/2021,51424.26
22/11/2021,50483.99
19/11/2021,51472.91
18/11/2021,51992.3
17/11/2021,51549.36
16/11/2021,51818.41
15/11/2021,51789.8
12/11/2021,52306.67
11/11/2021,53073.34
10/11/2021,53389.23
09/11/2021,54099.27
08/11/2021,54132.14
