countryname,bankname,bankname_sbs,pd_source,date,year,month,tot_asset,total_liab,equity,st_borrow,lt_borrow,net_income,net_rev,prof_margin
peru,bcp,Banco de Crédito del Perú,market,2013-04-30,2013,4,87548212.62,80385616.528,7162596.091,76532641.294,3852975.234,149291.63749999995,414115.6571,0.360507106989073
peru,bcp,Banco de Crédito del Perú,market,2013-05-31,2013,5,88232647.135,80988130.966,7244516.168,77048626.323,3939504.643,144372.5438600001,408336.23872,0.3535628978524184
peru,bcp,Banco de Crédito del Perú,market,2013-06-30,2013,6,88412310.013,81094257.925,7318052.087,77132153.565,3962104.36,82330.48022999999,360966.1388500002,0.2280836659424514
peru,bcp,Banco de Crédito del Perú,market,2013-07-31,2013,7,91007937.249,83525359.499,7482577.749,79552611.705,3972747.794,147025.01978999993,412284.0167399999,0.3566110104208062
peru,bcp,Banco de Crédito del Perú,market,2013-08-31,2013,8,91415971.512,83874450.097,7541521.414,79890146.628,3984303.469,150583.4764200002,418295.0983499997,0.3599934042114991
peru,bcp,Banco de Crédito del Perú,market,2013-09-30,2013,9,88707216.905,80913743.865,7793473.04,77029272.359,3884471.506,120363.36945999996,357727.1484900005,0.3364669692195991
peru,bcp,Banco de Crédito del Perú,market,2013-10-31,2013,10,87959487.523,80017477.752,7942009.771,76148422.898,3869054.854,135302.11584999994,382767.40809,0.353483899073733
peru,bcp,Banco de Crédito del Perú,market,2013-11-30,2013,11,92230206.639,84144885.346,8085321.293,80249233.988,3895651.358,141932.10495000007,407721.99083,0.3481100066765316
peru,bcp,Banco de Crédito del Perú,market,2013-12-31,2013,12,90997656.498,82800751.784,8196904.714,78935057.802,3865693.982,152343.02749,445264.8019700004,0.342140287792755
peru,bcp,Banco de Crédito del Perú,market,2014-01-31,2014,1,91512270.297,83167573.014,8344697.282,79477896.294,3689676.72,189014.03772,446796.82,0.4230424865602221
peru,bcp,Banco de Crédito del Perú,market,2014-02-28,2014,2,93454766.211,84975932.684,8478833.526,81297152.846,3678779.838,105499.12648999997,370231.55278,0.2849544445842787
peru,bcp,Banco de Crédito del Perú,market,2014-03-31,2014,3,92749073.344,84391463.041,8357610.302,80758012.16499999,3633450.876,170624.21257000003,467087.0844200001,0.3652942208450714
peru,bcp,Banco de Crédito del Perú,market,2014-04-30,2014,4,93338390.765,84882977.06,8455413.704,81217407.441,3665569.619,120585.78277999996,430227.54485,0.2802837340924847
peru,bcp,Banco de Crédito del Perú,market,2014-05-31,2014,5,92762785.779,84168512.353,8594273.425,80482857.958,3685654.395,126448.9010800001,438650.4853100001,0.2882680067950613
peru,bcp,Banco de Crédito del Perú,market,2014-06-30,2014,6,95598971.449,86816170.126,8782801.322,83137403.031,3678767.095,155227.2453999999,456343.2910799999,0.3401545468820918
peru,bcp,Banco de Crédito del Perú,market,2014-07-31,2014,7,96591173.61,87639685.981,8951487.629,83182165.547,4457520.434,215504.2434400001,495602.5492399996,0.4348327985206557
peru,bcp,Banco de Crédito del Perú,market,2014-08-31,2014,8,97372576.802,88225285.098,9147291.704,83667344.341,4557940.757,194699.49509999997,498388.6484500007,0.3906579648343106
peru,bcp,Banco de Crédito del Perú,market,2014-09-30,2014,9,99559878.812,90191458.043,9368420.769,85770428.041,4421030.002,185123.46243000007,457892.77065999946,0.4042943551241615
peru,bcp,Banco de Crédito del Perú,market,2014-10-31,2014,10,99160304.783,89595842.256,9564462.526,85153881.59799999,4441960.658,189163.60671,496001.1196800009,0.3813773784060011
peru,bcp,Banco de Crédito del Perú,market,2014-11-30,2014,11,100687134.488,91028749.211,9658385.276,86513168.31,4515580.901,122045.54845999996,424888.78518999927,0.2872411621912411
peru,bcp,Banco de Crédito del Perú,market,2014-12-31,2014,12,101936509.899,92150518.506,9785991.392,87784214.695,4366303.811,140583.50010000006,500900.4867200004,0.2806615362276243
peru,bcp,Banco de Crédito del Perú,market,2015-01-31,2015,1,102594834.528,92688408.969,9906425.559,88006808.676,4681600.293,445864.71033,795910.34137,0.5601946439878307
peru,bcp,Banco de Crédito del Perú,market,2015-02-28,2015,2,106179099.729,96051604.891,10127494.838,91486750.572,4564854.319,172463.04682,524361.0057999999,0.32890135786676
peru,bcp,Banco de Crédito del Perú,market,2015-03-31,2015,3,107645209.476,97656502.535,9988706.941,93053084.276,4603418.259,221057.34695000004,544944.5710400001,0.4056510674620042
peru,bcp,Banco de Crédito del Perú,market,2015-04-30,2015,4,108142095.895,97954696.434,10187399.461,93347043.517,4607652.917,179858.20772000006,491529.0377199997,0.3659157321697372
peru,bcp,Banco de Crédito del Perú,market,2015-05-31,2015,5,109185247.42,98775008.852,10410238.568,94166385.127,4608623.725,225399.49174999996,535767.8002900002,0.4207036922114315
peru,bcp,Banco de Crédito del Perú,market,2015-06-30,2015,6,109896646.6,99290985.819,10605660.78,94748160.888,4542824.931,208263.43374999985,511477.5877,0.4071799796478156
peru,bcp,Banco de Crédito del Perú,market,2015-07-31,2015,7,111127570.173,100318135.475,10809434.697,95680111.065,4638024.41,212448.3343100003,516864.88472,0.4110326326871469
