countryname,bankname,bankname_cnbv,pd_source,date,year,month,tot_asset,total_liab,equity,st_borrow,lt_borrow,net_income,net_rev,prof_margin
mexico,banco_bajio,Banco del Bajío,market,2024-07-31,2024,7,339861.559446,298445.732105,41415.82734,298445.732105,0.0,873.2647870000001,1950.9188400000005,0.4476171786828405
mexico,banco_bajio,Banco del Bajío,market,2024-08-31,2024,8,345011.84994405,302753.47504524,42258.37489881,302753.47504524,0.0,849.0682972799996,1941.276966809999,0.4373761765047004
mexico,banco_bajio,Banco del Bajío,market,2024-09-30,2024,9,347044.17024664,303986.82766882,43057.34257782,303986.82766882,0.0,802.0230152599997,1874.9751909600016,0.4277512679244346
mexico,banco_bajio,Banco del Bajío,market,2024-10-31,2024,10,349788.60492773,305933.67168591,43854.93324182,305933.67168591,0.0,801.7325190199999,1917.0669440599995,0.4182078886207678
mexico,banco_bajio,Banco del Bajío,market,2024-11-30,2024,11,353542.22552644,308840.35732994,44701.8681965,308840.35732994,0.0,848.060581310001,1837.38251032,0.4615590801298648
mexico,banco_bajio,Banco del Bajío,market,2024-12-31,2024,12,363506.23097537,317931.10242672,45575.12854865,317931.10242672,0.0,889.6408624899996,1948.65841692,0.4565401790099999
mexico,banco_bajio,Banco del Bajío,market,2025-01-31,2025,1,366002.12934855,319579.13774114003,46422.99160741,319579.13774114003,0.0,861.7218054900001,1906.02926569,0.4521031345119713
mexico,banco_bajio,Banco del Bajío,market,2025-02-28,2025,2,365517.08333566,318362.76902391,47154.31431175,318362.76902391,0.0,745.6729317799999,1726.95385481,0.4317850935640889
mexico,banco_bajio,Banco del Bajío,market,2025-03-31,2025,3,375055.4083611,327074.11559562,47981.29276548,327074.11559562,0.0,883.7059412899998,1887.23362103,0.4682546619785724
mexico,banco_bajio,Banco del Bajío,market,2025-04-30,2025,4,366577.87839413,323219.14818423,43358.7302099,323219.14818423,0.0,724.16185731,1789.73590314,0.4046193944254541
