g,eta,a_priv,a_soc,A_priv,A_soc,L_priv,L_soc,S_priv,S_soc,S_gap,t_star
0.54,1.04,0.5966666666666667,0.032881002087682645,5.966666666666667,0.3288100208768264,5.4853555555555555,0.26521033729804155,5.704769777777778,0.2758187507899632,5.428951026987814,0.8456784968684761
0.55,1.05,0.5966666666666667,0.0286458333333333,5.966666666666667,0.28645833333333304,5.4853555555555555,0.23080783420138865,5.759623333333334,0.24234822591145808,5.5172751074218755,0.85203125
0.56,1.06,0.5966666666666667,0.02442827442827439,5.966666666666667,0.2442827442827439,5.4853555555555555,0.1966196766092813,5.81447688888889,0.2084168572058382,5.606060031683051,0.8583575883575885
0.5700000000000001,1.07,0.5966666666666667,0.020228215767634814,5.966666666666667,0.20228215767634813,5.4853555555555555,0.16264408756736248,5.8693304444444445,0.17402917369707788,5.6953012707473665,0.8646576763485478
0.58,1.08,0.5966666666666667,0.016045548654244263,5.966666666666667,0.16045548654244263,5.4853555555555555,0.12887930849718554,5.924184,0.1391896531769604,5.78499434682304,0.8709316770186336
0.59,1.0899999999999999,0.5966666666666667,0.011880165289256266,5.966666666666667,0.11880165289256267,5.4853555555555555,0.09532359896865024,5.979037555555554,0.10390272287582875,5.875134832679725,0.8771797520661156
0.6,1.1,0.5966666666666667,0.007731958762886548,5.966666666666667,0.07731958762886548,5.4853555555555555,0.061975236475714346,6.033891111111112,0.06817276012328578,5.965718350987826,0.8834020618556702
0.61,1.1099999999999999,0.5966666666666667,0.00360082304526755,5.966666666666667,0.0360082304526755,5.4853555555555555,0.028832516215347066,6.088744666666666,0.03200409299903524,6.056740573667631,0.8895987654320987
0.62,1.12,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.143598222222223,0.0,6.143598222222223,0.895
0.63,1.13,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.198451777777777,0.0,6.198451777777777,0.895
0.64,1.1400000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.253305333333334,0.0,6.253305333333334,0.895
0.65,1.15,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.308158888888888,0.0,6.308158888888888,0.895
0.66,1.1600000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.363012444444445,0.0,6.363012444444445,0.895
0.67,1.17,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.417865999999999,0.0,6.417865999999999,0.895
0.68,1.1800000000000002,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.472719555555557,0.0,6.472719555555557,0.895
0.6900000000000001,1.19,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.527573111111111,0.0,6.527573111111111,0.895
0.7000000000000001,1.2000000000000002,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.5824266666666675,0.0,6.5824266666666675,0.895
0.71,1.21,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.637280222222222,0.0,6.637280222222222,0.895
0.72,1.22,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.692133777777777,0.0,6.692133777777777,0.895
0.73,1.23,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.746987333333333,0.0,6.746987333333333,0.895
0.74,1.24,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.801840888888889,0.0,6.801840888888889,0.895
0.75,1.25,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.856694444444445,0.0,6.856694444444445,0.895
0.76,1.26,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.911548,0.0,6.911548,0.895
0.77,1.27,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,6.966401555555556,0.0,6.966401555555556,0.895
0.78,1.28,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.0212551111111114,0.0,7.0212551111111114,0.895
0.79,1.29,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.076108666666667,0.0,7.076108666666667,0.895
0.8,1.3,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.130962222222222,0.0,7.130962222222222,0.895
0.81,1.31,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.185815777777778,0.0,7.185815777777778,0.895
0.8200000000000001,1.32,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.240669333333334,0.0,7.240669333333334,0.895
0.8300000000000001,1.33,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.29552288888889,0.0,7.29552288888889,0.895
0.84,1.3399999999999999,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.350376444444444,0.0,7.350376444444444,0.895
0.85,1.35,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.40523,0.0,7.40523,0.895
0.86,1.3599999999999999,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.4600835555555545,0.0,7.4600835555555545,0.895
0.87,1.37,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.514937111111112,0.0,7.514937111111112,0.895
0.88,1.38,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.569790666666666,0.0,7.569790666666666,0.895
0.89,1.3900000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.624644222222223,0.0,7.624644222222223,0.895
0.9,1.4,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.679497777777777,0.0,7.679497777777777,0.895
0.91,1.4100000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.7343513333333345,0.0,7.7343513333333345,0.895
0.92,1.42,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.7892048888888885,0.0,7.7892048888888885,0.895
0.93,1.4300000000000002,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.844058444444445,0.0,7.844058444444445,0.895
0.9400000000000001,1.44,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.898911999999999,0.0,7.898911999999999,0.895
0.9500000000000001,1.4500000000000002,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,7.953765555555557,0.0,7.953765555555557,0.895
0.96,1.46,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.008619111111111,0.0,8.008619111111111,0.895
0.97,1.47,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.063472666666666,0.0,8.063472666666666,0.895
0.98,1.48,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.118326222222223,0.0,8.118326222222223,0.895
0.99,1.49,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.173179777777777,0.0,8.173179777777777,0.895
1.0,1.5,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.228033333333332,0.0,8.228033333333332,0.895
1.01,1.51,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.28288688888889,0.0,8.28288688888889,0.895
1.02,1.52,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.337740444444444,0.0,8.337740444444444,0.895
1.03,1.53,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.392594,0.0,8.392594,0.895
1.04,1.54,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.447447555555556,0.0,8.447447555555556,0.895
1.05,1.55,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.50230111111111,0.0,8.50230111111111,0.895
1.06,1.56,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.557154666666667,0.0,8.557154666666667,0.895
1.07,1.57,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.612008222222222,0.0,8.612008222222222,0.895
1.08,1.58,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.666861777777779,0.0,8.666861777777779,0.895
1.09,1.59,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.721715333333334,0.0,8.721715333333334,0.895
1.1,1.6,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.776568888888889,0.0,8.776568888888889,0.895
1.11,1.61,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.831422444444446,0.0,8.831422444444446,0.895
1.12,1.62,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.886276,0.0,8.886276,0.895
1.1300000000000001,1.6300000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.941129555555555,0.0,8.941129555555555,0.895
1.1400000000000001,1.6400000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,8.995983111111112,0.0,8.995983111111112,0.895
1.1500000000000001,1.6500000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.050836666666667,0.0,9.050836666666667,0.895
1.16,1.66,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.105690222222222,0.0,9.105690222222222,0.895
1.17,1.67,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.160543777777777,0.0,9.160543777777777,0.895
1.18,1.68,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.215397333333334,0.0,9.215397333333334,0.895
1.19,1.69,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.270250888888889,0.0,9.270250888888889,0.895
1.2,1.7,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.325104444444444,0.0,9.325104444444444,0.895
1.21,1.71,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.379958,0.0,9.379958,0.895
1.22,1.72,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.434811555555555,0.0,9.434811555555555,0.895
1.23,1.73,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.48966511111111,0.0,9.48966511111111,0.895
1.24,1.74,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.544518666666667,0.0,9.544518666666667,0.895
1.25,1.75,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.599372222222222,0.0,9.599372222222222,0.895
1.26,1.76,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.654225777777778,0.0,9.654225777777778,0.895
1.27,1.77,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.709079333333333,0.0,9.709079333333333,0.895
1.28,1.78,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.763932888888888,0.0,9.763932888888888,0.895
1.29,1.79,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.818786444444445,0.0,9.818786444444445,0.895
1.3,1.8,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.87364,0.0,9.87364,0.895
1.31,1.81,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.928493555555557,0.0,9.928493555555557,0.895
1.32,1.82,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,9.983347111111112,0.0,9.983347111111112,0.895
1.33,1.83,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.038200666666667,0.0,10.038200666666667,0.895
1.34,1.84,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.093054222222223,0.0,10.093054222222223,0.895
1.35,1.85,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.147907777777778,0.0,10.147907777777778,0.895
1.36,1.86,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.202761333333333,0.0,10.202761333333333,0.895
1.37,1.87,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.25761488888889,0.0,10.25761488888889,0.895
1.3800000000000001,1.8800000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.312468444444445,0.0,10.312468444444445,0.895
1.3900000000000001,1.8900000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.367322000000001,0.0,10.367322000000001,0.895
1.4000000000000001,1.9000000000000001,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.422175555555556,0.0,10.422175555555556,0.895
1.41,1.91,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.477029111111111,0.0,10.477029111111111,0.895
1.42,1.92,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.531882666666666,0.0,10.531882666666666,0.895
1.43,1.93,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.586736222222221,0.0,10.586736222222221,0.895
1.44,1.94,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.641589777777778,0.0,10.641589777777778,0.895
1.45,1.95,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.696443333333333,0.0,10.696443333333333,0.895
1.46,1.96,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.751296888888888,0.0,10.751296888888888,0.895
1.47,1.97,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.806150444444445,0.0,10.806150444444445,0.895
1.48,1.98,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.861004,0.0,10.861004,0.895
1.49,1.99,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.915857555555556,0.0,10.915857555555556,0.895
1.5,2.0,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,10.970711111111111,0.0,10.970711111111111,0.895
1.51,2.01,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.025564666666666,0.0,11.025564666666666,0.895
1.52,2.02,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.080418222222223,0.0,11.080418222222223,0.895
1.53,2.0300000000000002,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.13527177777778,0.0,11.13527177777778,0.895
1.54,2.04,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.190125333333334,0.0,11.190125333333334,0.895
1.55,2.05,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.244978888888888,0.0,11.244978888888888,0.895
1.56,2.06,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.299832444444444,0.0,11.299832444444444,0.895
1.57,2.0700000000000003,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.354686000000001,0.0,11.354686000000001,0.895
1.58,2.08,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.409539555555556,0.0,11.409539555555556,0.895
1.59,2.09,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.46439311111111,0.0,11.46439311111111,0.895
1.6,2.1,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.519246666666668,0.0,11.519246666666668,0.895
1.61,2.1100000000000003,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.574100222222224,0.0,11.574100222222224,0.895
1.62,2.12,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.62895377777778,0.0,11.62895377777778,0.895
1.6300000000000001,2.13,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.683807333333332,0.0,11.683807333333332,0.895
1.6400000000000001,2.14,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.738660888888889,0.0,11.738660888888889,0.895
1.6500000000000001,2.1500000000000004,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.793514444444446,0.0,11.793514444444446,0.895
1.6600000000000001,2.16,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.848368,0.0,11.848368,0.895
1.67,2.17,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.903221555555556,0.0,11.903221555555556,0.895
1.68,2.1799999999999997,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,11.958075111111109,0.0,11.958075111111109,0.895
1.69,2.19,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.012928666666665,0.0,12.012928666666665,0.895
1.7,2.2,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.067782222222224,0.0,12.067782222222224,0.895
1.71,2.21,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.122635777777777,0.0,12.122635777777777,0.895
1.72,2.2199999999999998,0.5966666666666667,0.0,5.966666666666667,0.0,5.4853555555555555,0.0,12.177489333333332,0.0,12.177489333333332,0.895
