h,beta_sev,se_sev,beta_ben,se_ben
0,-0.2480852497829249,0.5184947618937465,1.2819297623268264,0.5088680916683226
1,0.35245426829086357,0.756230371235829,2.745429300543384,1.0043281071822294
2,0.022834252074113603,0.7511198856758892,2.5538456601855417,0.9161663349877971
3,0.43049235113662954,0.7177458556187428,2.7638671536087407,0.6780836139725095
4,1.1315662566447007,0.5831359448312226,1.5467995259108664,0.6149479161598316
5,-0.47996425299571877,0.43779549470091006,1.9021871104642667,0.8151838989552842
6,-0.828142880671731,0.37843398480672763,2.0820691990292444,1.429061252714364
7,0.6043616296532215,0.3885012833143074,2.436076955379153,1.4861618436986688
8,0.6819512848665861,0.6243553397505999,3.4730462975034313,1.709450879607862
