date,country,GaR,prob_neg,ES,ER,mean,std,iqr_05_95,skew,kurt,GaR_st,mean_st,std_st,scale_st,alpha_st,nu_st,skew_st,sse_st,n_train,quarter
01/09/2010,BRAZIL,0.04223945374315961,0.0,0.03566843610691805,0.08855062865754869,0.06368171916640841,0.014283510463267687,0.04052959391883705,-0.18296710223127083,1.2017046914330534,0.04198985165425102,0.06271993857326302,0.012602072585379155,0.012603090716931553,-0.01596345498229037,3186018.546380267,-0.015961421372211935,3.187854206815982e-06,329,2010Q3
01/09/2011,BRAZIL,-0.00782336584063935,0.10604756960053537,-0.028254267650159464,0.05797521425637919,0.02677716119480171,0.02045997919305403,0.06520654274275672,-0.013060643616452301,1.2618942218961058,-0.006142772619886307,0.02657827238019467,0.01991179123383228,0.019913869668222475,-0.015962875574847886,74774788820755.23,-0.015960842186168132,1.3739725598699968e-05,385,2011Q3
01/09/2012,BRAZIL,0.01395052272897511,0.0,0.009735406352375237,0.06124959428553991,0.033569449830928605,0.014104233743388454,0.042029904966333326,-0.022057026105010896,1.0661252961642436,0.012638246783084462,0.03396722909332059,0.012966668868914615,0.0129677204532456,0.015962875957606995,4805765086.015113,0.01596084256878099,5.3562361771405345e-06,445,2012Q3
01/09/2013,BRAZIL,0.007766582789039016,0.0,0.0033875904426644682,0.054480277937741066,0.030099545050928996,0.012994923759437713,0.04423170184731481,-0.05199163882236271,1.320973789168475,0.00776658224235469,0.02999979967289917,0.0135325357429357,0.012881151218191726,-0.20491955847203547,17.175520736078038,-0.20074799381836883,4.400636579259735e-19,505,2013Q3
01/09/2014,BRAZIL,-0.014218296650917207,0.30375990764924016,-0.02456312213147613,0.03640352767061085,0.0068581864531664476,0.013224631016951203,0.04666350357538381,-0.01586360933834716,1.1748306286730723,-0.014218296970344073,0.0072497508295584516,0.014520052434845533,0.016049637090633694,1.2448807247318192,9.130143189294538,0.7796161270909947,4.954412402902699e-19,565,2014Q3
01/09/2015,BRAZIL,-0.056344447545926685,0.9296540097428624,-0.060899767503704065,0.010003762223045125,-0.02458293287675022,0.015295716320520533,0.06544562169549159,-0.047971747021831775,1.2830171137921758,-0.05634444793193795,-0.024204861943098,0.029263532393191304,0.013354014559241574,0.14615524482406134,2.5218927646414744,0.1446187801158967,3.0837480422542833e-19,625,2015Q3
01/09/2016,BRAZIL,-0.02515521159062816,0.7316984193922176,-0.029637751760738386,0.020707046105971696,-0.006290518991062457,0.01107362609368702,0.04014013205079512,-0.011368722757501495,1.2127594056213846,-0.025155211657414574,-0.0064982592147606166,0.012663966375721206,0.012288890848724478,0.9304031282184861,6.504118119686957,0.6811708866861265,6.949873723239947e-20,687,2016Q3
01/09/2017,BRAZIL,0.004202061099474384,0.0,0.0027011603239735643,0.04364134199885062,0.02012597233196127,0.009762803600149611,0.033393572621785356,-0.005762490250948319,1.1651604730174612,0.004202061080807608,0.019850186569185656,0.010248873826260352,0.012310149701380222,1.2885432832958528,17.75788304184343,0.7900055269529214,1.880841568544595e-20,755,2017Q3
01/09/2018,BRAZIL,0.0035368193545139565,0.0,0.0006401985293902693,0.045562846733007444,0.021478303414593176,0.010114162773913509,0.03563231807324843,-0.042582689778033686,1.2602754547570416,0.003536819511469389,0.021239929929920146,0.011026474020005696,0.009749183266764307,0.12936947815940658,8.854403711702304,0.12830028678699018,1.269042047175901e-19,823,2018Q3
01/09/2019,BRAZIL,-0.0023128373368641424,0.0714791620061506,-0.008006022106515758,0.04311069520180217,0.014957895438449964,0.010212630352809452,0.03768372645967827,0.021494124239106654,1.2973577126848077,-0.002312836641111769,0.014876984787296245,0.012078489896167475,0.01142846566139749,1.031922050583197,5.548346316279853,0.7181270059574483,7.088690217511528e-19,891,2019Q3
01/09/2020,BRAZIL,-0.05797140312282273,0.8128761790471858,-0.07343341616806641,0.03669230929007369,-0.018819155911658954,0.017157994025822854,0.07842678098776992,0.23225193217944556,1.5509771603480467,-0.0579201890248532,-0.018649886252373064,0.06770803439444135,0.014775558306725087,-0.02647309514211904,2.100000000001839,-0.026463823514814577,6.256122980547817e-08,959,2020Q3
01/09/2021,BRAZIL,-0.014024041077843214,0.07933276750737255,-0.027067611087175085,0.08224016424007778,0.03360185241196314,0.01372397491773649,0.07828834704918626,-0.1512913601145738,1.751993837078824,-0.013191532264368859,0.029977960266741162,0.07660907877922234,0.0171475783969863,-1.138918093088642,2.1,-0.7514486133731992,1.3489733342930177e-05,1027,2021Q3
01/09/2022,BRAZIL,-0.031176277608433126,0.12291523868937512,-0.05478127104452652,0.0810402095506549,0.03048611083570236,0.017824062779877616,0.10132653183902753,-0.15959112649994348,2.0130840154727,-0.030096228283416963,0.026512075475002506,0.10127903580092973,0.022736750470231205,-1.301146097212266,2.100000000000004,-0.7928835458353772,2.2751178144254715e-05,1095,2022Q3
01/09/2023,BRAZIL,-0.004312362861023572,0.07487717788875375,-0.01549724243320299,0.07695567282742706,0.022492600012925447,0.01189885304508781,0.056060250632881434,0.07513228930296872,1.546259771616673,-0.004206760283851063,0.02280723279270286,0.04913922604337839,0.010763408772394708,0.30539222895301,2.1,0.2920756661449145,2.901064604500054e-07,1163,2023Q3
01/09/2024,BRAZIL,-0.0007466434290682201,0.05547670445425323,-0.010870456550649003,0.0728675911811219,0.025777002453629287,0.011176243855679476,0.05434688434172828,0.067576826821502,1.6392345682849752,-0.0005872332985294162,0.025948014797053366,0.04693954762536457,0.010255089387150182,0.16579188100667575,2.1,0.1635592468385328,6.931972092884457e-07,1231,2024Q3
01/09/2025,BRAZIL,0.0004942486963429617,0.04876750692063808,-0.009531136123644042,0.063407741482218,0.021695033148875532,0.010873609415640124,0.04843331761754413,0.1497650449411249,1.5225158877311304,0.0004917255482367847,0.02298798365141073,0.04475279187424338,0.009894515691920352,0.6461160331002012,2.1,0.5426929799397572,2.0766361975701508e-10,1299,2025Q3
01/12/2002,BRAZIL,,,,,,,,,,,,,,,,,,40,2002Q4
01/12/2003,BRAZIL,,,,,,,,,,,,,,,,,,62,2003Q4
01/12/2004,BRAZIL,,,,,,,,,,,,,,,,,,91,2004Q4
01/12/2005,BRAZIL,,,,,,,,,,,,,,,,,,121,2005Q4
01/12/2006,BRAZIL,,,,,,,,,,,,,,,,,,154,2006Q4
01/12/2007,BRAZIL,0.045564118077144077,0.0,0.04415880629823475,0.08022541377238751,0.06282873049100476,0.008691367779764444,0.03402162452330731,-0.14173119505110446,1.2421254100467294,0.04556411818424432,0.06211831513793408,0.011550279607335763,0.008006757454591076,0.24827720405792653,3.7525159127319547,0.24096162769679702,2.256623268570275e-19,194,2007Q4
01/12/2008,BRAZIL,-0.016454971064131865,0.1084061687571756,-0.022321264710693504,0.04590070154067571,0.017930246643489266,0.009888408606579592,0.053063890305971195,0.5731611693552763,1.6935262556038555,-0.015852936500616744,0.016504525797113298,0.060737650170192684,0.013831095959740946,-3.683140749640795,2.100000000000011,-0.9650620380186655,5.720596731496804e-06,239,2008Q4
01/12/2009,BRAZIL,0.029862474547377,0.0,0.02439558148447655,0.07522706856025325,0.05202494193583251,0.013357546769072711,0.03927245022453571,-0.10067018950586727,1.1097044510566731,0.030932849742984974,0.050905908692288636,0.012141680157608775,0.012141996889248453,0.009023058893973862,45546879436304.97,0.009022691607560973,9.482685599194026e-06,288,2009Q4
01/12/2010,BRAZIL,0.04035521154794539,0.0,0.037058256654517736,0.08040724829817394,0.059514223867200344,0.010333370137530478,0.036842074429161355,-0.15582646180273857,1.2691489188863965,0.04035521169358663,0.059080486104505905,0.011465260865796915,0.010066781349902505,-0.2825082916660002,7.625502620260539,-0.2718675280518482,1.8733944054548887e-19,343,2010Q4
01/12/2011,BRAZIL,0.008989260956549477,0.0,0.004285762770200445,0.061171512949144864,0.03332292416902467,0.013666476226617638,0.04735369178794137,0.020507236052716968,1.3384648611390693,0.008989261004465626,0.033535958393350794,0.014576767531899107,0.015076212190528083,-0.7649276846217572,11.819207191282867,-0.6075612666164967,8.451650698302564e-20,399,2011Q4
01/12/2012,BRAZIL,0.014957907691011317,0.0,0.006319518262991738,0.060746541633963966,0.03310042043700395,0.013430525606655143,0.04048472088582916,0.10035624870026616,1.1150114110350844,0.01363908743754327,0.0340953451080665,0.012469216034292734,0.012474067672536511,0.040194673217914055,119608823868813.7,0.04016224301531861,5.416485805430082e-06,460,2012Q4
01/12/2013,BRAZIL,0.011445359723493262,0.0,0.008806969161176724,0.055038430889775364,0.0305035016758977,0.011988369485193651,0.040404999842149895,-0.06221437199914461,1.1293898091555064,0.011445359673752412,0.030341443679671412,0.012347527545629094,0.01595551956927107,1.4874195798814802,38.24632547157534,0.8298842758039808,8.510115037274667e-21,520,2013Q4
