quarter,net_income,net_rev,prof_margin_system
2010Q1,18020.326,108986.5992,0.16534441970183067
2010Q2,17296.75,100948.6857,0.17134200292020246
2010Q3,15894.896,104190.085,0.1525567044119409
2010Q4,18091.597999999998,104389.227,0.17330905228371887
2011Q1,20680.829999999998,115688.924,0.17876240252696965
2011Q2,21207.428,116824.999,0.1815315915388966
2011Q3,20824.761,122870.789,0.1694850433490746
2011Q4,22005.202,121496.041,0.1811186752990577
2012Q1,24578.108,134238.124,0.18309335133437948
2012Q2,25808.637,129181.785,0.19978541866409416
2012Q3,25578.821,135071.481,0.18937247752543707
2012Q4,24680.446,138620.328,0.178043482915435
2013Q1,20183.835,136505.161,0.14786133251035102
2013Q2,23261.311999999998,133889.733,0.17373484492645896
2013Q3,22015.774,139518.637,0.15779808686061061
2013Q4,20528.648,134180.298,0.15299301243167607
2014Q1,22951.904,142773.522,0.1607574267166989
2014Q2,24872.07,147149.357,0.1690260189176362
2014Q3,31061.763,164913.613,0.18835172206190157
2014Q4,29134.048,163073.641,0.17865577674812572
2015Q1,32428.786,173641.75,0.18675684851137472
2015Q2,35059.152,178540.832,0.1963648965184614
2015Q3,25166.796000000002,177027.411,0.14216327210479288
2015Q4,34608.628,169097.684,0.20466648141674132
2016Q1,34166.459,215993.374,0.15818290333295132
2016Q2,34009.816,167678.411,0.2028276377213522
2016Q3,30380.074,174201.333,0.17439633484320122
2016Q4,32959.815,159908.351,0.2061169088035934
2017Q1,32195.665,167156.133,0.19260833821753942
2017Q2,33140.406,166208.012,0.19939114607784375
2017Q3,29179.400999999998,174942.527,0.1667942123643841
2017Q4,9169.862000000001,177647.00400000002,0.05161844440675172
2018Q1,29510.712,187059.919,0.15776074403196977
2018Q2,24243.796,176125.453,0.1376507233170892
2018Q3,25398.745,185056.936,0.13724827368805026
2018Q4,18331.276,194661.125,0.09417019448541665
2019Q1,23761.327,218728.276,0.10863399755411596
2019Q2,22601.424,232782.64,0.09709239486243475
2019Q3,24620.857,259398.557,0.0949151656229144
2019Q4,27533.381999999998,318575.924,0.08642643692057532
2020Q1,27670.086,328629.263,0.08419848478313996
2020Q2,26499.946,318383.895,0.0832326836129698
2020Q3,42337.304,318331.649,0.1329974701949915
2020Q4,42838.616,275071.712,0.15573617399087553
2021Q1,29264.038,259126.22699999998,0.11293352409287387
2021Q2,38284.541,258449.555,0.14813158026137827
2021Q3,42093.083,283413.026,0.14852204781864894
2021Q4,39371.346000000005,297508.93,0.13233668649878846
2022Q1,37393.350000000006,308475.176,0.12121996487652546
2022Q2,46444.388,372836.948,0.12457023974995096
2022Q3,16559.639,455374.512,0.036364878937273505
2022Q4,45607.24,579494.192,0.0787018069026652
2023Q1,61836.216,626936.258,0.09863238122048446
2023Q2,71061.853,699084.304,0.10164990487327549
2023Q3,73958.627,849890.672,0.0870213421991764
2023Q4,83544.958,983587.446,0.08493902432341537
2024Q1,81089.638,1067083.837,0.07599181543970851
2024Q2,80275.571,1121270.723,0.0715933889589303
2024Q3,61416.883,1195745.1230000001,0.051362854690898865
2024Q4,79515.0,1226551.208,0.06482811274521201
2025Q1,85945.269,1069890.518,0.0803309007361443
2025Q2,104799.718,952042.424,0.11007883194919472
2025Q3,99252.957,1093580.154,0.090759654550205
2025Q4,105556.279,989851.494,0.10663850046176725
2026Q1,94685.459,867809.587,0.10910856531019171
2026Q2,113091.624,1033441.617,0.10943203964273872
2026Q3,104861.79,1082650.2,0.09685657472746044
