DATES,Ryr
12/11/2025,3.301
11/11/2025,3.221
10/11/2025,3.178
07/11/2025,3.222
06/11/2025,3.157
05/11/2025,3.114
04/11/2025,3.080
03/11/2025,3.057
31/10/2025,3.058
30/10/2025,3.042
29/10/2025,2.968
28/10/2025,2.938
27/10/2025,2.936
24/10/2025,2.910
23/10/2025,2.912
22/10/2025,2.880
21/10/2025,2.903
20/10/2025,2.896
17/10/2025,2.886
16/10/2025,2.885
15/10/2025,2.861
14/10/2025,2.865
13/10/2025,2.926
10/10/2025,2.958
02/10/2025,2.957
01/10/2025,2.960
30/09/2025,2.935
29/09/2025,2.938
26/09/2025,2.943
25/09/2025,2.860
24/09/2025,2.849
23/09/2025,2.811
22/09/2025,2.830
19/09/2025,2.790
18/09/2025,2.728
17/09/2025,2.790
16/09/2025,2.792
15/09/2025,2.821
12/09/2025,2.812
11/09/2025,2.825
10/09/2025,2.815
09/09/2025,2.824
08/09/2025,2.851
05/09/2025,2.854
04/09/2025,2.894
03/09/2025,2.912
02/09/2025,2.850
01/09/2025,2.847
29/08/2025,2.827
28/08/2025,2.819
27/08/2025,2.825
26/08/2025,2.852
25/08/2025,2.854
22/08/2025,2.855
21/08/2025,2.852
20/08/2025,2.854
19/08/2025,2.844
18/08/2025,2.827
14/08/2025,2.786
13/08/2025,2.803
12/08/2025,2.807
11/08/2025,2.780
08/08/2025,2.777
07/08/2025,2.767
06/08/2025,2.780
05/08/2025,2.766
04/08/2025,2.780
01/08/2025,2.838
31/07/2025,2.790
30/07/2025,2.795
29/07/2025,2.832
28/07/2025,2.861
25/07/2025,2.855
24/07/2025,2.830
23/07/2025,2.830
22/07/2025,2.841
21/07/2025,2.872
18/07/2025,2.893
17/07/2025,2.904
16/07/2025,2.879
15/07/2025,2.875
14/07/2025,2.887
11/07/2025,2.830
10/07/2025,3.146
09/07/2025,2.861
08/07/2025,2.847
07/07/2025,2.840
04/07/2025,2.827
03/07/2025,2.828
02/07/2025,2.834
01/07/2025,2.787
30/06/2025,2.797
27/06/2025,2.789
26/06/2025,2.801
25/06/2025,2.803
24/06/2025,2.830
23/06/2025,2.881
20/06/2025,2.864
19/06/2025,2.885
18/06/2025,2.876
17/06/2025,2.858
16/06/2025,2.876
13/06/2025,2.820
12/06/2025,2.832
11/06/2025,2.833
10/06/2025,2.831
09/06/2025,2.868
05/06/2025,2.893
04/06/2025,2.896
02/06/2025,2.801
30/05/2025,2.791
29/05/2025,2.713
28/05/2025,2.717
27/05/2025,2.723
26/05/2025,2.772
23/05/2025,2.755
22/05/2025,2.744
21/05/2025,2.764
20/05/2025,2.722
19/05/2025,2.749
16/05/2025,2.690
15/05/2025,2.730
14/05/2025,2.717
13/05/2025,2.716
12/05/2025,2.685
09/05/2025,2.670
08/05/2025,2.626
07/05/2025,2.603
02/05/2025,2.593
30/04/2025,2.592
29/04/2025,2.611
28/04/2025,2.588
25/04/2025,2.582
24/04/2025,2.624
23/04/2025,2.611
22/04/2025,2.619
21/04/2025,2.601
18/04/2025,2.623
17/04/2025,2.629
16/04/2025,2.634
15/04/2025,2.662
14/04/2025,2.708
11/04/2025,2.693
10/04/2025,2.711
09/04/2025,2.728
08/04/2025,2.703
07/04/2025,2.651
04/04/2025,2.740
03/04/2025,2.749
02/04/2025,2.774
01/04/2025,2.803
31/03/2025,2.772
28/03/2025,2.843
27/03/2025,2.851
26/03/2025,2.850
25/03/2025,2.839
24/03/2025,2.818
21/03/2025,2.803
20/03/2025,2.830
19/03/2025,2.800
18/03/2025,2.788
17/03/2025,2.806
14/03/2025,2.813
13/03/2025,2.783
12/03/2025,2.761
11/03/2025,2.743
10/03/2025,2.797
07/03/2025,2.792
06/03/2025,2.806
05/03/2025,2.757
04/03/2025,2.701
28/02/2025,2.724
27/02/2025,2.730
26/02/2025,2.746
25/02/2025,2.798
24/02/2025,2.815
21/02/2025,2.878
20/02/2025,2.871
19/02/2025,2.869
18/02/2025,2.857
17/02/2025,2.838
14/02/2025,2.846
13/02/2025,2.904
12/02/2025,2.882
11/02/2025,2.838
10/02/2025,2.854
07/02/2025,2.816
06/02/2025,2.766
05/02/2025,2.810
04/02/2025,2.832
03/02/2025,2.832
31/01/2025,2.855
24/01/2025,2.861
23/01/2025,2.836
22/01/2025,2.830
21/01/2025,2.819
20/01/2025,2.864
17/01/2025,2.794
16/01/2025,2.803
15/01/2025,2.847
14/01/2025,2.834
13/01/2025,2.855
10/01/2025,2.682
09/01/2025,2.783
08/01/2025,2.800
07/01/2025,2.809
06/01/2025,2.828
03/01/2025,2.733
02/01/2025,2.767
31/12/2024,2.871
30/12/2024,2.855
27/12/2024,2.911
26/12/2024,2.903
24/12/2024,2.874
23/12/2024,2.846
20/12/2024,2.813
19/12/2024,2.807
18/12/2024,2.776
17/12/2024,2.780
16/12/2024,2.727
13/12/2024,2.676
12/12/2024,2.700
11/12/2024,2.690
10/12/2024,2.637
09/12/2024,2.700
06/12/2024,2.758
05/12/2024,2.744
04/12/2024,2.766
03/12/2024,2.706
02/12/2024,2.718
29/11/2024,2.763
28/11/2024,2.791
27/11/2024,2.889
26/11/2024,2.907
25/11/2024,2.939
22/11/2024,2.986
21/11/2024,3.002
20/11/2024,3.028
19/11/2024,3.032
18/11/2024,3.070
15/11/2024,3.085
14/11/2024,3.091
13/11/2024,3.074
12/11/2024,3.007
11/11/2024,3.045
08/11/2024,3.061
07/11/2024,3.116
06/11/2024,3.153
05/11/2024,3.073
04/11/2024,3.097
01/11/2024,3.079
31/10/2024,3.139
30/10/2024,3.105
29/10/2024,3.120
28/10/2024,3.109
25/10/2024,3.050
24/10/2024,3.068
23/10/2024,3.125
22/10/2024,3.131
21/10/2024,3.054
18/10/2024,3.068
17/10/2024,3.015
16/10/2024,3.017
15/10/2024,3.066
14/10/2024,3.078
11/10/2024,3.085
10/10/2024,3.079
08/10/2024,3.084
07/10/2024,3.109
04/10/2024,2.995
02/10/2024,2.941
30/09/2024,2.990
27/09/2024,2.999
26/09/2024,2.999
25/09/2024,3.002
24/09/2024,3.016
23/09/2024,3.014
20/09/2024,2.989
19/09/2024,2.974
13/09/2024,2.940
12/09/2024,2.971
11/09/2024,2.947
10/09/2024,3.010
09/09/2024,3.034
06/09/2024,3.019
05/09/2024,3.026
04/09/2024,3.048
03/09/2024,3.127
02/09/2024,3.115
30/08/2024,3.091
29/08/2024,3.082
28/08/2024,3.065
27/08/2024,3.074
26/08/2024,2.974
23/08/2024,3.010
22/08/2024,2.986
21/08/2024,2.978
20/08/2024,2.997
19/08/2024,2.992
16/08/2024,2.972
14/08/2024,2.950
13/08/2024,2.974
12/08/2024,2.996
09/08/2024,3.016
08/08/2024,2.997
07/08/2024,2.975
06/08/2024,2.995
05/08/2024,2.863
02/08/2024,2.984
01/08/2024,3.008
31/07/2024,3.066
30/07/2024,3.052
29/07/2024,3.046
26/07/2024,3.108
25/07/2024,3.147
24/07/2024,3.130
23/07/2024,3.167
22/07/2024,3.168
19/07/2024,3.157
18/07/2024,3.151
17/07/2024,3.133
16/07/2024,3.160
15/07/2024,3.176
12/07/2024,3.178
11/07/2024,3.230
10/07/2024,3.198
09/07/2024,3.185
08/07/2024,3.210
05/07/2024,3.221
04/07/2024,3.245
03/07/2024,3.279
02/07/2024,3.284
01/07/2024,3.311
28/06/2024,3.282
27/06/2024,3.311
26/06/2024,3.293
25/06/2024,3.271
24/06/2024,3.265
21/06/2024,3.255
20/06/2024,3.274
19/06/2024,3.256
18/06/2024,3.274
17/06/2024,3.299
14/06/2024,3.311
13/06/2024,3.338
12/06/2024,3.370
11/06/2024,3.430
10/06/2024,3.432
07/06/2024,3.387
05/06/2024,3.469
04/06/2024,3.475
03/06/2024,3.544
31/05/2024,3.578
30/05/2024,3.567
29/05/2024,3.535
28/05/2024,3.488
27/05/2024,3.498
24/05/2024,3.516
23/05/2024,3.473
22/05/2024,3.473
21/05/2024,3.491
20/05/2024,3.499
17/05/2024,3.458
16/05/2024,3.454
14/05/2024,3.546
13/05/2024,3.553
10/05/2024,3.538
09/05/2024,3.555
08/05/2024,3.527
07/05/2024,3.534
03/05/2024,3.611
02/05/2024,3.636
30/04/2024,3.656
29/04/2024,3.706
26/04/2024,3.711
25/04/2024,3.702
24/04/2024,3.645
23/04/2024,3.624
22/04/2024,3.649
19/04/2024,3.584
18/04/2024,3.559
17/04/2024,3.642
16/04/2024,3.614
15/04/2024,3.561
12/04/2024,3.541
11/04/2024,3.584
09/04/2024,3.501
08/04/2024,3.489
05/04/2024,3.431
04/04/2024,3.456
03/04/2024,3.453
02/04/2024,3.425
01/04/2024,3.376
29/03/2024,3.414
28/03/2024,3.375
27/03/2024,3.375
26/03/2024,3.394
25/03/2024,3.369
22/03/2024,3.361
21/03/2024,3.411
20/03/2024,3.459
19/03/2024,3.469
18/03/2024,3.435
17/03/2024,3.410
16/03/2024,3.410
15/03/2024,3.410
14/03/2024,3.354
13/03/2024,3.335
12/03/2024,3.335
11/03/2024,3.340
10/03/2024,3.321
09/03/2024,3.321
08/03/2024,3.334
07/03/2024,3.399
06/03/2024,3.381
05/03/2024,3.407
04/03/2024,3.434
03/03/2024,3.480
02/03/2024,3.480
01/03/2024,3.480
29/02/2024,3.474
28/02/2024,3.441
27/02/2024,3.429
26/02/2024,3.401
25/02/2024,3.480
24/02/2024,3.480
23/02/2024,3.467
22/02/2024,3.422
21/02/2024,3.474
20/02/2024,3.489
19/02/2024,3.464
18/02/2024,3.480
17/02/2024,3.480
16/02/2024,3.482
15/02/2024,3.473
14/02/2024,3.506
13/02/2024,3.457
12/02/2024,3.405
11/02/2024,3.405
10/02/2024,3.405
09/02/2024,3.405
08/02/2024,3.400
07/02/2024,3.378
06/02/2024,3.377
05/02/2024,3.374
04/02/2024,3.290
03/02/2024,3.290
02/02/2024,3.286
01/02/2024,3.339
31/01/2024,3.346
30/01/2024,3.348
29/01/2024,3.435
26/01/2024,3.384
25/01/2024,3.422
24/01/2024,3.400
23/01/2024,3.371
22/01/2024,3.367
21/01/2024,3.415
20/01/2024,3.415
19/01/2024,3.423
18/01/2024,3.381
17/01/2024,3.374
16/01/2024,3.322
15/01/2024,3.290
14/01/2024,3.306
13/01/2024,3.306
12/01/2024,3.310
11/01/2024,3.303
10/01/2024,3.346
09/01/2024,3.324
08/01/2024,3.342
07/01/2024,3.337
06/01/2024,3.337
05/01/2024,3.347
04/01/2024,3.285
03/01/2024,3.338
02/01/2024,3.307
01/01/2024,3.175
31/12/2023,3.175
30/12/2023,3.175
29/12/2023,3.175
28/12/2023,3.198
27/12/2023,3.263
26/12/2023,3.261
25/12/2023,3.291
24/12/2023,3.291
23/12/2023,3.291
22/12/2023,3.308
21/12/2023,3.302
20/12/2023,3.277
19/12/2023,3.322
18/12/2023,3.332
17/12/2023,3.347
16/12/2023,3.347
15/12/2023,3.362
14/12/2023,3.342
13/12/2023,3.524
12/12/2023,3.526
11/12/2023,3.566
10/12/2023,3.509
08/12/2023,3.561
07/12/2023,3.578
06/12/2023,3.524
05/12/2023,3.587
04/12/2023,3.621
03/12/2023,3.700
02/12/2023,3.700
01/12/2023,3.689
30/11/2023,3.701
29/11/2023,3.641
28/11/2023,3.721
27/11/2023,3.768
26/11/2023,3.775
25/11/2023,3.775
24/11/2023,3.779
23/11/2023,3.712
22/11/2023,3.762
21/11/2023,3.728
20/11/2023,3.759
19/11/2023,3.805
18/11/2023,3.805
17/11/2023,3.789
16/11/2023,3.809
15/11/2023,3.813
14/11/2023,3.984
13/11/2023,4.001
12/11/2023,3.960
11/11/2023,3.960
10/11/2023,3.971
09/11/2023,3.953
08/11/2023,4.012
07/11/2023,4.056
06/11/2023,4.059
05/11/2023,4.100
04/11/2023,4.100
03/11/2023,4.106
02/11/2023,4.170
01/11/2023,4.288
31/10/2023,4.325
30/10/2023,4.318
29/10/2023,4.290
28/10/2023,4.290
27/10/2023,4.280
26/10/2023,4.387
25/10/2023,4.259
24/10/2023,4.273
23/10/2023,4.366
22/10/2023,4.317
21/10/2023,4.317
20/10/2023,4.332
19/10/2023,4.378
18/10/2023,4.291
17/10/2023,4.227
16/10/2023,4.182
15/10/2023,4.165
14/10/2023,4.165
13/10/2023,4.175
12/10/2023,4.093
11/10/2023,4.152
10/10/2023,4.216
09/10/2023,4.244
08/10/2023,4.244
07/10/2023,4.244
06/10/2023,4.241
05/10/2023,4.327
04/10/2023,4.350
03/10/2023,4.012
02/10/2023,4.012
01/10/2023,4.012
30/09/2023,4.012
29/09/2023,4.012
28/09/2023,4.012
27/09/2023,4.031
26/09/2023,4.042
25/09/2023,4.007
24/09/2023,3.995
23/09/2023,3.995
22/09/2023,4.015
21/09/2023,4.031
20/09/2023,3.978
19/09/2023,3.951
18/09/2023,3.983
17/09/2023,3.947
16/09/2023,3.947
15/09/2023,3.928
14/09/2023,3.917
13/09/2023,3.953
12/09/2023,3.962
11/09/2023,3.970
10/09/2023,3.886
09/09/2023,3.886
08/09/2023,3.896
07/09/2023,3.977
06/09/2023,3.883
05/09/2023,3.888
04/09/2023,3.856
03/09/2023,3.780
02/09/2023,3.780
01/09/2023,3.776
31/08/2023,3.822
30/08/2023,3.846
29/08/2023,3.833
28/08/2023,3.871
27/08/2023,3.933
26/08/2023,3.933
25/08/2023,3.934
24/08/2023,3.880
23/08/2023,3.913
22/08/2023,3.986
21/08/2023,3.977
20/08/2023,3.905
19/08/2023,3.905
18/08/2023,3.918
17/08/2023,3.986
16/08/2023,3.876
15/08/2023,3.900
14/08/2023,3.879
13/08/2023,3.820
12/08/2023,3.820
11/08/2023,3.826
10/08/2023,3.786
09/08/2023,3.768
08/08/2023,3.740
07/08/2023,3.812
06/08/2023,3.874
05/08/2023,3.874
04/08/2023,3.880
03/08/2023,3.832
02/08/2023,3.799
01/08/2023,3.723
31/07/2023,3.758
30/07/2023,3.731
29/07/2023,3.731
28/07/2023,3.727
27/07/2023,3.637
26/07/2023,3.660
25/07/2023,3.683
24/07/2023,3.635
23/07/2023,3.635
22/07/2023,3.635
21/07/2023,3.637
20/07/2023,3.602
19/07/2023,3.570
18/07/2023,3.651
17/07/2023,3.664
16/07/2023,3.690
15/07/2023,3.690
14/07/2023,3.685
13/07/2023,3.654
12/07/2023,3.751
11/07/2023,3.757
10/07/2023,3.854
09/07/2023,3.758
08/07/2023,3.758
07/07/2023,3.762
06/07/2023,3.709
05/07/2023,3.652
04/07/2023,3.621
03/07/2023,3.620
02/07/2023,3.661
01/07/2023,3.661
30/06/2023,3.697
29/06/2023,3.625
28/06/2023,3.609
27/06/2023,3.603
26/06/2023,3.611
25/06/2023,3.670
24/06/2023,3.670
23/06/2023,3.660
22/06/2023,3.647
21/06/2023,3.621
20/06/2023,3.641
19/06/2023,3.633
18/06/2023,3.658
17/06/2023,3.658
16/06/2023,3.657
15/06/2023,3.683
14/06/2023,3.637
13/06/2023,3.578
12/06/2023,3.574
11/06/2023,3.591
10/06/2023,3.591
09/06/2023,3.591
08/06/2023,3.632
07/06/2023,3.519
06/06/2023,3.550
05/06/2023,3.561
04/06/2023,3.492
02/06/2023,3.495
01/06/2023,3.549
31/05/2023,3.532
30/05/2023,3.652
29/05/2023,3.645
28/05/2023,3.645
27/05/2023,3.645
26/05/2023,3.635
25/05/2023,3.598
24/05/2023,3.500
23/05/2023,3.468
22/05/2023,3.399
21/05/2023,3.415
20/05/2023,3.415
19/05/2023,3.420
18/05/2023,3.368
17/05/2023,3.318
16/05/2023,3.305
15/05/2023,3.332
14/05/2023,3.282
13/05/2023,3.282
12/05/2023,3.271
11/05/2023,3.289
10/05/2023,3.344
09/05/2023,3.309
08/05/2023,3.308
07/05/2023,3.277
06/05/2023,3.277
05/05/2023,3.277
04/05/2023,3.280
03/05/2023,3.329
02/05/2023,3.372
01/05/2023,3.367
30/04/2023,3.367
29/04/2023,3.367
28/04/2023,3.355
27/04/2023,3.341
26/04/2023,3.309
25/04/2023,3.322
24/04/2023,3.306
23/04/2023,3.318
22/04/2023,3.318
21/04/2023,3.345
20/04/2023,3.417
19/04/2023,3.370
18/04/2023,3.352
17/04/2023,3.348
16/04/2023,3.290
15/04/2023,3.290
14/04/2023,3.284
13/04/2023,3.267
12/04/2023,3.258
11/04/2023,3.263
10/04/2023,3.244
09/04/2023,3.292
08/04/2023,3.292
07/04/2023,3.288
06/04/2023,3.278
05/04/2023,3.327
04/04/2023,3.316
03/04/2023,3.392
02/04/2023,3.360
01/04/2023,3.360
31/03/2023,3.333
30/03/2023,3.303
29/03/2023,3.287
28/03/2023,3.281
27/03/2023,3.257
26/03/2023,3.222
25/03/2023,3.222
24/03/2023,3.208
23/03/2023,3.262
22/03/2023,3.295
21/03/2023,3.304
20/03/2023,3.305
19/03/2023,3.405
18/03/2023,3.405
17/03/2023,3.407
16/03/2023,3.392
15/03/2023,3.418
14/03/2023,3.303
13/03/2023,3.398
12/03/2023,3.582
11/03/2023,3.582
10/03/2023,3.583
09/03/2023,3.742
08/03/2023,3.723
07/03/2023,3.662
06/03/2023,3.741
05/03/2023,3.772
04/03/2023,3.772
03/03/2023,3.777
02/03/2023,3.840
01/03/2023,3.760
28/02/2023,3.751
27/02/2023,3.608
26/02/2023,3.520
25/02/2023,3.520
24/02/2023,3.534
23/02/2023,3.588
22/02/2023,3.646
21/02/2023,3.600
20/02/2023,3.621
19/02/2023,3.619
18/02/2023,3.619
17/02/2023,3.627
16/02/2023,3.476
15/02/2023,3.462
14/02/2023,3.398
13/02/2023,3.433
12/02/2023,3.355
11/02/2023,3.355
10/02/2023,3.368
09/02/2023,3.362
08/02/2023,3.322
07/02/2023,3.303
06/02/2023,3.281
05/02/2023,3.155
04/02/2023,3.155
03/02/2023,3.148
02/02/2023,3.207
01/02/2023,3.239
31/01/2023,3.318
30/01/2023,3.239
29/01/2023,3.287
28/01/2023,3.287
27/01/2023,3.283
26/01/2023,3.231
25/01/2023,3.230
24/01/2023,3.272
23/01/2023,3.272
22/01/2023,3.272
21/01/2023,3.272
20/01/2023,3.280
19/01/2023,3.213
18/01/2023,3.343
17/01/2023,3.444
16/01/2023,3.385
15/01/2023,3.295
14/01/2023,3.295
13/01/2023,3.301
12/01/2023,3.413
11/01/2023,3.427
10/01/2023,3.462
09/01/2023,3.478
08/01/2023,3.575
07/01/2023,3.575
06/01/2023,3.573
05/01/2023,3.570
04/01/2023,3.598
03/01/2023,3.661
02/01/2023,3.813
01/01/2023,3.735
31/12/2022,3.735
30/12/2022,3.735
29/12/2022,3.723
28/12/2022,3.675
27/12/2022,3.612
26/12/2022,3.640
25/12/2022,3.551
24/12/2022,3.551
23/12/2022,3.552
22/12/2022,3.499
21/12/2022,3.567
20/12/2022,3.584
19/12/2022,3.390
18/12/2022,3.350
17/12/2022,3.350
16/12/2022,3.362
15/12/2022,3.399
14/12/2022,3.407
13/12/2022,3.469
12/12/2022,3.449
11/12/2022,3.445
10/12/2022,3.445
09/12/2022,3.445
08/12/2022,3.527
07/12/2022,3.510
06/12/2022,3.503
05/12/2022,3.564
04/12/2022,3.575
03/12/2022,3.575
02/12/2022,3.585
01/12/2022,3.666
30/11/2022,3.654
29/11/2022,3.672
28/11/2022,3.610
27/11/2022,3.613
26/11/2022,3.613
25/11/2022,3.623
24/11/2022,3.623
23/11/2022,3.783
22/11/2022,3.770
21/11/2022,3.763
20/11/2022,3.796
19/11/2022,3.796
18/11/2022,3.811
17/11/2022,3.854
16/11/2022,3.891
15/11/2022,3.872
14/11/2022,3.927
13/11/2022,3.900
12/11/2022,3.900
11/11/2022,3.891
10/11/2022,4.089
09/11/2022,4.168
08/11/2022,4.242
07/11/2022,4.268
06/11/2022,4.190
05/11/2022,4.190
04/11/2022,4.178
03/11/2022,4.203
02/11/2022,4.150
01/11/2022,4.171
31/10/2022,4.255
30/10/2022,4.175
29/10/2022,4.175
28/10/2022,4.163
27/10/2022,4.270
26/10/2022,4.255
25/10/2022,4.385
24/10/2022,4.485
23/10/2022,4.620
22/10/2022,4.620
21/10/2022,4.655
20/10/2022,4.415
19/10/2022,4.378
18/10/2022,4.274
17/10/2022,4.200
16/10/2022,4.180
15/10/2022,4.180
14/10/2022,4.200
13/10/2022,4.246
12/10/2022,4.117
11/10/2022,4.304
10/10/2022,4.210
09/10/2022,4.210
08/10/2022,4.210
07/10/2022,4.216
06/10/2022,4.102
05/10/2022,4.068
04/10/2022,4.007
03/10/2022,4.082
02/10/2022,4.082
01/10/2022,4.082
30/09/2022,4.109
29/09/2022,4.227
28/09/2022,4.231
27/09/2022,4.206
26/09/2022,4.302
25/09/2022,4.127
24/09/2022,4.127
23/09/2022,4.107
22/09/2022,3.987
21/09/2022,3.903
20/09/2022,3.820
19/09/2022,3.799
18/09/2022,3.770
17/09/2022,3.770
16/09/2022,3.772
15/09/2022,3.791
14/09/2022,3.658
13/09/2022,3.645
12/09/2022,3.620
11/09/2022,3.620
10/09/2022,3.620
09/09/2022,3.620
08/09/2022,3.622
07/09/2022,3.736
06/09/2022,3.710
05/09/2022,3.671
04/09/2022,3.730
03/09/2022,3.730
02/09/2022,3.745
01/09/2022,3.799
31/08/2022,3.747
30/08/2022,3.695
29/08/2022,3.715
28/08/2022,3.621
27/08/2022,3.621
26/08/2022,3.614
25/08/2022,3.595
24/08/2022,3.433
23/08/2022,3.371
22/08/2022,3.350
21/08/2022,3.302
20/08/2022,3.302
19/08/2022,3.312
18/08/2022,3.221
17/08/2022,3.190
16/08/2022,3.161
15/08/2022,3.277
14/08/2022,3.277
13/08/2022,3.277
12/08/2022,3.303
11/08/2022,3.239
10/08/2022,3.212
09/08/2022,3.168
08/08/2022,3.178
07/08/2022,3.115
06/08/2022,3.115
05/08/2022,3.125
04/08/2022,3.144
03/08/2022,3.139
02/08/2022,3.099
01/08/2022,3.186
31/07/2022,3.125
30/07/2022,3.125
29/07/2022,3.127
28/07/2022,3.197
27/07/2022,3.132
26/07/2022,3.184
25/07/2022,3.213
23/07/2022,3.301
22/07/2022,3.303
21/07/2022,3.374
20/07/2022,3.363
19/07/2022,3.268
18/07/2022,3.264
17/07/2022,3.222
15/07/2022,3.257
14/07/2022,3.305
13/07/2022,3.303
12/07/2022,3.355
11/07/2022,3.385
10/07/2022,3.360
08/07/2022,3.365
07/07/2022,3.291
06/07/2022,3.282
05/07/2022,3.388
04/07/2022,3.499
03/07/2022,3.495
02/07/2022,3.495
01/07/2022,3.489
30/06/2022,3.637
29/06/2022,3.667
28/06/2022,3.664
27/06/2022,3.724
26/06/2022,3.625
25/06/2022,3.625
24/06/2022,3.642
23/06/2022,3.695
22/06/2022,3.703
21/06/2022,3.776
20/06/2022,3.777
19/06/2022,3.795
17/06/2022,3.795
16/06/2022,3.760
15/06/2022,3.803
14/06/2022,3.697
13/06/2022,3.644
12/06/2022,3.490
10/06/2022,3.495
09/06/2022,3.465
08/06/2022,3.474
07/06/2022,3.538
06/06/2022,3.407
05/06/2022,3.407
04/06/2022,3.407
03/06/2022,3.403
02/06/2022,3.422
01/06/2022,3.330
31/05/2022,3.324
30/05/2022,3.205
29/05/2022,3.217
28/05/2022,3.217
27/05/2022,3.211
26/05/2022,3.239
25/05/2022,3.173
24/05/2022,3.216
23/05/2022,3.257
22/05/2022,3.240
21/05/2022,3.240
20/05/2022,3.247
19/05/2022,3.307
18/05/2022,3.320
17/05/2022,3.289
16/05/2022,3.291
15/05/2022,3.230
14/05/2022,3.230
13/05/2022,3.216
12/05/2022,3.167
11/05/2022,3.273
10/05/2022,3.403
09/05/2022,3.413
08/05/2022,3.420
07/05/2022,3.420
06/05/2022,3.437
05/05/2022,3.428
04/05/2022,3.462
03/05/2022,3.408
02/05/2022,3.372
01/05/2022,3.235
30/04/2022,3.235
29/04/2022,3.245
28/04/2022,3.168
27/04/2022,3.163
26/04/2022,3.195
25/04/2022,3.210
24/04/2022,3.305
23/04/2022,3.305
22/04/2022,3.347
21/04/2022,3.290
20/04/2022,3.315
19/04/2022,3.363
18/04/2022,3.352
17/04/2022,3.320
16/04/2022,3.320
15/04/2022,3.290
14/04/2022,3.223
13/04/2022,3.284
12/04/2022,3.314
11/04/2022,3.298
10/04/2022,3.181
09/04/2022,3.181
08/04/2022,3.167
07/04/2022,3.132
06/04/2022,3.134
05/04/2022,3.080
04/04/2022,3.072
03/04/2022,3.005
02/04/2022,3.005
