DATES,FCI
29/05/2026,0.4761445411299505
30/04/2026,0.32163593857698464
31/03/2026,1.1914665221390885
27/02/2026,0.4069358620299732
30/01/2026,0.25333180724365106
31/12/2025,0.2693293555144966
28/11/2025,0.6531078379370869
31/10/2025,0.21213682626924435
30/09/2025,0.16599208389758704
29/08/2025,0.12301609864866819
31/07/2025,0.1980949774583032
30/06/2025,0.14537894915076122
30/05/2025,0.27074741857102647
30/04/2025,0.34465742793858156
31/03/2025,0.5092941941063875
28/02/2025,0.32810082892399006
31/01/2025,0.2964802647129247
31/12/2024,0.5363923586920049
29/11/2024,0.46147459998951984
31/10/2024,0.3919736941345371
30/09/2024,0.3325698870467929
30/08/2024,0.4274987691684857
31/07/2024,0.18244037986179668
28/06/2024,0.18736708130904506
31/05/2024,0.1926357644455704
30/04/2024,0.3479816341396693
29/03/2024,0.15474325232932495
29/02/2024,0.17266787045386445
31/01/2024,0.269949074477032
29/12/2023,0.21922466325658851
30/11/2023,0.4832992095477958
31/10/2023,0.5257237838156641
29/09/2023,0.2886820602206556
31/08/2023,0.3822796228771155
31/07/2023,0.343469245126721
30/06/2023,0.5578831936584162
31/05/2023,0.3750794614360718
28/04/2023,0.5003842893300523
31/03/2023,0.5635881829891809
28/02/2023,0.6444464162374683
31/01/2023,0.5827625884320041
30/12/2022,0.52739112098668
30/11/2022,0.716496006912237
31/10/2022,0.9898479633525088
30/09/2022,1.167270628537747
31/08/2022,0.6459364341944738
29/07/2022,0.5837522888191351
30/06/2022,0.8179625306450865
31/05/2022,0.5667641461774445
29/04/2022,0.5671488104362452
31/03/2022,0.6265934903413026
28/02/2022,0.5802124929160749
31/01/2022,0.6796170075150065
31/12/2021,0.33101689364113634
30/11/2021,0.5185523508190648
29/10/2021,0.5825789582307125
30/09/2021,0.33966756751490423
31/08/2021,0.2366015239632661
30/07/2021,0.2829528479484613
30/06/2021,0.16991064915826226
31/05/2021,0.20755260257141894
30/04/2021,0.1833441683738799
31/03/2021,0.13729452121561642
26/02/2021,0.2561678985594362
29/01/2021,0.2917985829384528
31/12/2020,0.17770184072982156
30/11/2020,0.32932286522333476
30/10/2020,0.3429330463589735
30/09/2020,0.17195630735402176
31/08/2020,0.14391363166221519
31/07/2020,0.14608159368036386
30/06/2020,0.2209639805094899
29/05/2020,0.23054531913596302
30/04/2020,0.33734349826980253
31/03/2020,1.086734044554589
28/02/2020,0.5695689503871801
31/01/2020,0.3238741705927931
31/12/2019,0.24239648890060325
29/11/2019,0.30897345892495454
31/10/2019,0.35218387671446594
30/09/2019,0.4340577241409771
30/08/2019,0.6937366763970678
31/07/2019,0.4051861017202225
28/06/2019,0.28155393093779013
31/05/2019,0.546169198047599
30/04/2019,0.2365662089105194
29/03/2019,0.27636754777112443
28/02/2019,0.16741187902600838
31/01/2019,0.19111126141059376
31/12/2018,0.17076377021124636
30/11/2018,0.10464078458506368
31/10/2018,0.26251068661803145
28/09/2018,0.102671806421301
31/08/2018,0.16650475902293305
31/07/2018,0.19038532202755482
29/06/2018,0.15515303962859903
31/05/2018,0.1280528118872458
30/04/2018,0.10549243122886925
30/03/2018,0.17187064353875836
28/02/2018,0.20591593898200106
31/01/2018,0.11869130261307187
