DATES,CPI
31/01/1960,1.28082080763094
29/02/1960,1.30910078783217
31/03/1960,1.32391981700542
30/04/1960,1.36297787817317
31/05/1960,1.35893692996645
30/06/1960,1.35758550906701
31/07/1960,1.36836359003353
31/08/1960,1.37914167100005
30/09/1960,1.37779025010061
31/10/1960,1.36297787817317
30/11/1960,1.3266160015585
31/12/1960,1.32930552886577
31/01/1961,1.41415212671528
28/02/1961,1.44783113326849
31/03/1961,1.4653330325032
30/04/1961,1.47476634981609
31/05/1961,1.50035680271005
30/06/1961,1.43301210409525
31/07/1961,1.46667779615684
31/08/1961,1.48823395808989
30/09/1961,1.48284158898372
31/10/1961,1.48688253719044
30/11/1961,1.41415212671528
31/12/1961,1.38587214651405
31/01/1962,1.40742165120129
28/02/1962,1.46129874154229
31/03/1962,1.50303967277151
30/04/1962,1.53132631021855
31/05/1962,1.56095771131923
30/06/1962,1.55287581490579
31/07/1962,1.56769484407904
31/08/1962,1.61348338076079
30/09/1962,1.593285296973
31/10/1962,1.60271195704008
30/11/1962,1.60136053614063
31/12/1962,1.62022051352059
31/01/1963,1.66197475924144
28/02/1963,1.69833663585611
31/03/1963,1.70776329592319
30/04/1963,1.7656746772251
31/05/1963,1.7454699361915
30/06/1963,1.7926098937727
31/07/1963,2.01483541615908
31/08/1963,2.04850776546648
30/09/1963,2.02022112801944
31/10/1963,1.94344976933756
30/11/1963,1.98654877871204
31/12/1963,2.08217345752807
31/01/1964,2.19665145647826
29/02/1964,2.34884275294257
31/03/1964,2.39867223783104
30/04/1964,2.44716361631169
31/05/1964,2.56164161526187
30/06/1964,2.4444674317586
31/07/1964,2.3798255749427
31/08/1964,2.35961417666328
30/09/1964,2.4444674317586
31/10/1964,2.49564833754652
30/11/1964,2.49429691664707
31/12/1964,2.51585307858012
31/01/1965,2.62828064582081
28/02/1965,2.68553295978752
31/03/1965,2.6915244810166
30/04/1965,2.73279940503911
31/05/1965,2.78738882068179
30/06/1965,2.76275701118449
31/07/1965,2.79870613855893
31/08/1965,2.82600084638028
30/09/1965,2.81268635476011
31/10/1965,2.7960432402349
30/11/1965,2.74877679498331
31/12/1965,2.75743121453642
31/01/1966,2.82333794805624
28/02/1966,2.90322489777724
31/03/1966,2.94982561844782
30/04/1966,2.9804489491742
31/05/1966,3.06299879721923
30/06/1966,3.0683245938673
31/07/1966,3.05434437766612
31/08/1966,3.11758821286191
30/09/1966,3.17550625140964
31/10/1966,3.25805609945467
30/11/1966,3.17550625140964
31/12/1966,3.17816914973367
31/01/1967,3.19481226425888
28/02/1967,3.24141298492946
31/03/1967,3.28601653185702
30/04/1967,3.37389217655011
31/05/1967,3.40651268101952
30/06/1967,3.36856637990205
31/07/1967,3.37389217655011
31/08/1967,3.41516710057263
30/09/1967,3.46975651621531
31/10/1967,3.525011656439
30/11/1967,3.54698056761227
31/12/1967,3.54431766928824
31/01/1968,3.6128873011321
29/02/1968,3.67080533967982
31/03/1968,3.70675446705427
30/04/1968,3.70409156873023
