DATES,rEER
199401,71.77
199402,71.31
199403,70.85
199404,70.93
199405,70.41
199406,69.97
199407,68.93
199408,68.84
199409,68.38
199410,67.91
199411,68.25
199412,69.08
199501,68.33
199502,67.9
199503,66.1
199504,64.62
199505,65.03
199506,64.8
199507,65.05
199508,66.63
199509,67.55
199510,67.09
199511,67.36
199512,67.87
199601,68.56
199602,68.54
199603,68.45
199604,68.62
199605,68.93
199606,69.17
199607,69.18
199608,68.88
199609,69.19
199610,69.58
199611,69.16
199612,69.9
199701,70.94
199702,72.41
199703,73.05
199704,73.15
199705,72.64
199706,72.52
199707,73.79
199708,75.46
199709,75.57
199710,75.87
199711,76.56
199712,80.83
199801,84.07
199802,82.2
199803,81.71
199804,80.85
199805,81.35
199806,83.14
199807,83.24
199808,83.63
199809,81.15
199810,78.24
199811,78.51
199812,78.09
199901,78.43
199902,79.9
199903,81.34
199904,81.56
199905,81.76
199906,82.36
199907,82.53
199908,81.42
199909,81.22
199910,80.16
199911,80.9
199912,81.17
200001,81.04
200002,82.22
200003,82.45
200004,82.81
200005,85
200006,83.52
200007,84.24
200008,85.45
200009,86.5
200010,87.54
200011,88.11
200012,87.19
200101,86.58
200102,87.33
200103,88.78
200104,90.03
200105,90.33
200106,91.47
200107,91.81
200108,89.68
200109,89.23
200110,90.18
200111,91.1
200112,91.37
200201,92.22
200202,92.86
200203,92.37
200204,91.6
200205,89.99
200206,88.49
200207,86.93
200208,87.64
200209,87.59
200210,88.01
200211,86.96
200212,86.39
200301,84.62
200302,84.16
200303,84.07
200304,83.96
200305,81.53
200306,81.4
200307,82.49
200308,83.35
200309,82.6
200310,80.93
200311,81.22
200312,79.69
200401,78.62
200402,78.45
200403,79.56
200404,79.95
200405,81.02
200406,80.75
200407,80.67
200408,81.31
200409,81.37
200410,80.56
200411,78.78
200412,77.59
200501,78.5
200502,78.62
200503,78.25
200504,79.11
200505,79.91
200506,81.72
200507,82.8
200508,82.26
200509,82.63
200510,84.21
200511,85.98
200512,86.21
200601,85.26
200602,86.11
200603,86.39
200604,85.65
200605,84.32
200606,85.98
200607,86.51
200608,86.49
200609,87.32
200610,88.26
200611,87.73
200612,86.99
200701,88.4
200702,88.5
200703,88.23
200704,87.2
200705,87.4
200706,88.24
200707,87.74
200708,89.01
200709,88.8
200710,88.04
200711,87.2
200712,88.43
200801,88.82
200802,88.54
200803,86.72
200804,87.01
200805,88.65
200806,88.96
200807,88.92
200808,91.43
200809,94.79
200810,99.77
200811,103
200812,101.48
200901,102.23
200902,103.98
200903,103.66
200904,101.29
200905,98.15
200906,96.59
200907,96.7
200908,96.05
200909,95.4
200910,93.6
200911,93.12
200912,93.13
201001,92.94
201002,94.02
201003,93.5
201004,92.67
201005,95.35
201006,96.6
201007,94.85
201008,94.12
201009,93.56
201010,90.67
201011,91.18
201012,91.5
201101,90.33
201102,88.98
201103,87.4
201104,85.59
201105,85.63
201106,85.78
201107,85.33
201108,84.94
201109,87.19
201110,88.21
201111,88.82
201112,89.85
201201,89.68
201202,87.46
201203,87.49
201204,87.52
201205,89.32
201206,90.59
201207,90.62
201208,90.04
201209,88.6
201210,87.7
201211,88.42
201212,87.72
201301,87.89
201302,87.56
201303,88.61
201304,88.34
201305,88.93
201306,89.42
201307,89.99
201308,90.3
201309,90.22
201310,88.55
201311,89.19
201312,89.06
201401,89.73
201402,89.44
201403,89.06
201404,88.78
201405,88.59
201406,89.16
201407,89.05
201408,89.97
201409,91.87
201410,92.86
201411,94.09
201412,95.82
201501,98.44
201502,98.9
201503,101.13
201504,100.76
201505,100.02
201506,100.49
201507,101.63
201508,103.44
201509,104.1
201510,102.81
201511,104.3
201512,104.91
201601,105.79
201602,104.19
201603,103.08
201604,101.88
201605,102.53
201606,102.96
201607,103.96
201608,103.51
201609,103.18
201610,104.23
201611,106.42
201612,107.65
201701,108
201702,106.94
201703,107.04
201704,105.69
201705,104.81
201706,104.55
201707,103.19
201708,101.71
201709,100.87
201710,102.7
201711,102.55
201712,102.42
201801,102.96
201802,101.45
201803,100.99
201804,101
201805,102.89
201806,104.13
201807,105.35
201808,106.55
201809,105.93
201810,106
201811,105.82
201812,105.23
201901,104.57
201902,103.69
201903,102.72
201904,102.81
201905,104.53
201906,103.96
201907,102.83
201908,104.44
201909,103.72
201910,102.77
201911,102.39
201912,101.55
202001,100.83
202002,101.37
202003,102.11
202004,103.67
202005,103.8
202006,102.46
202007,100.37
202008,98.91
202009,97.77
202010,97.36
202011,96.43
202012,94.92
202101,94.53
202102,93.69
202103,95.16
202104,95.21
202105,93.75
202106,93.78
202107,94.78
202108,94.85
202109,94.62
202110,94.82
202111,95.64
202112,96.07
202201,95.34
202202,95.24
202203,96.95
202204,98.6
202205,100.21
202206,101.33
202207,104.25
202208,103.24
202209,103.96
202210,105.02
202211,103.62
202212,101.61
202301,98.54
202302,99.57
202303,100.16
202304,99.37
202305,100
202306,100.8
202307,100.29
202308,101.71
202309,103.39
202310,103.93
202311,102.41
202312,101.24
202401,101.32
202402,101.32
202403,101.55
202404,102.75
202405,102.44
202406,102.37
202407,101.66
202408,100.4
202409,99.24
202410,99.66
202411,101.87
202412,102.71
202501,103.27
202502,102.89
202503,101.25
202504,100.07
202505,99.03
202506,98.01
202507,97.96
202508,98.21
202509,98.15
202510,98.95
202511,99.17
202512,98.88
202601,98.44
202602,97.56
202603,98.26
202604,97.42
202605,97.11
