quarter,net_income,net_rev,prof_margin_system
2010Q1,6393.847,34867.9551,0.1833731568617283
2010Q2,6926.4596,34830.313500000004,0.1988629703261212
2010Q3,5847.9397,33688.044,0.173590954108229
2010Q4,8795.8842,47357.8206,0.18573245323709006
2011Q1,7462.7165,35479.9532,0.2103361427207294
2011Q2,7620.2506,45307.5882,0.16818927916361703
2011Q3,6819.8803,46801.634300000005,0.14571884939496652
2011Q4,6248.931500000001,45648.311499999996,0.13689293852632428
2012Q1,13506.170900000001,51415.0649,0.26268897892609683
2012Q2,10269.7129,57628.6565,0.17820496821750478
2012Q3,9162.8992,55057.56,0.16642399699514474
2012Q4,9239.149000000001,58273.3434,0.158548462486194
2013Q1,9654.7691,57088.2132,0.16912018363888817
2013Q2,9858.407,61147.8677,0.16122241659131475
2013Q3,11134.6852,63906.225399999996,0.1742347499059145
2013Q4,21863.6906,62294.062399999995,0.35097551448177833
2014Q1,11514.857,63876.437699999995,0.18026767638609253
2014Q2,9826.5269,60033.379100000006,0.16368438770757116
2014Q3,12393.7901,63147.5171,0.19626725909703266
2014Q4,13779.229599999999,66481.0131,0.20726563807433915
2015Q1,12251.048200000001,64247.1446,0.1906862674796601
2015Q2,11528.8012,62183.038400000005,0.18540105946318633
2015Q3,12473.9838,64172.4436,0.19438224727350106
2015Q4,8458.4561,59052.5633,0.14323605322649896
2016Q1,11043.9742,57304.0273,0.19272596919204665
2016Q2,12107.883399999999,73137.3367,0.16554996321051432
2016Q3,12805.725900000001,71110.53409999999,0.18008198169334244
2016Q4,13472.9843,75048.7925,0.1795229989876253
2017Q1,17779.050300000003,77852.413,0.22836864799553486
2017Q2,17102.36,98365.8529,0.17386480669655233
2017Q3,14754.678,95586.25959999999,0.15435982181690056
2017Q4,16613.5189,97758.0416,0.1699452917436513
2018Q1,20662.716800000002,109551.3524,0.18861215628406977
2018Q2,17183.3591,109446.7288,0.15700203458250825
2018Q3,18485.756699999998,104562.73139999999,0.1767910655402026
2018Q4,18679.8056,113442.212,0.16466362274388655
2019Q1,21595.698,122469.46979999999,0.17633535962282743
2019Q2,21005.0749,127112.226,0.16524826573330562
2019Q3,18925.2375,113315.3313,0.1670139184422964
2019Q4,19432.273,118434.96530000001,0.16407547341089143
2020Q1,20705.3404,123993.4773,0.16698733555075482
2020Q2,19334.309800000003,114077.6577,0.16948375509992614
2020Q3,15650.3678,116326.932,0.13453778528260335
2020Q4,17967.914,108429.5123,0.16571054889822648
2021Q1,16760.2903,107996.9508,0.15519225474280704
2021Q2,18250.8456,129528.8967,0.1409017297682271
2021Q3,19109.0105,96813.1009,0.19738041982291263
2021Q4,20336.7924,98644.53450000001,0.20616238398894768
2022Q1,24692.326,123182.5924,0.20045304713038334
2022Q2,24261.883,146945.2434,0.16510832496943553
2022Q3,26033.9594,151082.88890000002,0.17231573733827377
2022Q4,27277.3768,170152.7561,0.16031110764946344
2023Q1,31832.440899999998,195815.5837,0.1625633685456261
2023Q2,31982.5626,207784.9095,0.15392148870175773
2023Q3,30964.6717,220192.3635,0.1406255476248612
2023Q4,31880.9483,230359.93420000002,0.13839623809026075
2024Q1,34285.8176,239690.7929,0.14304186316536652
2024Q2,31557.064,235872.59470000002,0.13378859905338547
2024Q3,35676.7677,239450.8836,0.14899409500445876
2024Q4,35879.879199999996,249934.3567,0.14355721107629535
2025Q1,33359.289000000004,260656.165,0.12798196812264157
2025Q2,34658.4469,260991.1113,0.13279550681770672
2025Q3,35422.451700000005,249222.5003,0.14213183664139656
2025Q4,32530.7209,239008.3052,0.1361070732365496
2026Q1,35104.380300000004,240366.0833,0.14604548120121574
2026Q2,36272.3094,237087.9448,0.1529909478552281
2026Q3,35071.3326,230929.6515,0.15187020104258894
