countryname,bankname,date,lt_borrow,st_borrow,tot_asset,cash_and_st_investments,net_income,net_rev,prof_margin,equity_book,bonds,total_liab,DP
brazil,banco_do_nordeste,2024-03-01,35569896.61,55480305348.700005,66851314047.87,,,,,11335438802.56,35569896.61,55515875245.310005,55498090297.005005
brazil,banco_do_nordeste,2024-06-01,10220744.44,56674492190.7,68248580845.48,,,,,11563867910.34,10220744.44,56684712935.14,56679602562.92
brazil,banco_do_nordeste,2024-09-01,120878416.83,56879169550.05,70676383358.02,,,,,13676335391.14,120878416.83,57000047966.880005,56939608758.465004
brazil,banco_do_nordeste,2024-12-01,146456886.92,55865449979.45001,70063331042.85,,,,,14051424176.48,146456886.92,56011906866.37001,55938678422.91001
brazil,banco_do_nordeste,2025-03-01,221057008.42,56588163873.33001,71027840228.88,,,,,14218619347.13,221057008.42,56809220881.75001,56698692377.54001
brazil,banco_do_nordeste,2025-06-01,305857210.95,59223842250.090004,74463319609.92,,,,,14933620148.88,305857210.95,59529699461.04,59376770855.565
brazil,banco_do_nordeste,2025-09-01,420359822.64,55242322081.45,71287940406.92,,,,,15625258502.83,420359822.64,55662681904.09,55452501992.77
brazil,banco_do_nordeste,2025-12-01,534072640.3,56687656014.04,73391468620.63,,,,,16169739966.29,534072640.3,57221728654.340004,56954692334.19
brazil,banco_do_nordeste,2026-03-01,671520748.679999,58373553325.03,75747871327.39,,,,,16702797253.68,671520748.679999,59045074073.71,58709313699.369995
brazil,banco_inter,2014-03-01,409475812.5,811286233.4300001,1511880325.98,,,,,291118280.05,409475812.5,1220762045.93,1016024139.6800001
brazil,banco_inter,2014-06-01,422001711.98,966544317.0699999,1686364079.72,,,,,297818050.67,422001711.98,1388546029.05,1177545173.06
brazil,banco_inter,2014-09-01,446065878.38,1018788195.9600002,1765391673.45,,,,,300537599.11,446065878.38,1464854074.3400002,1241821135.15
brazil,banco_inter,2014-12-01,513459245.41,1031514636.8999999,1850151103.7,,,,,305177221.39,513459245.41,1544973882.31,1288244259.6049998
brazil,banco_inter,2015-03-01,578713041.64,1127823844.71,2019619878.96,,,,,313082992.61,578713041.64,1706536886.35,1417180365.53
brazil,banco_inter,2015-06-01,681277230.68,1189209061.54,2190372764.71,,,,,319886472.49,681277230.68,1870486292.22,1529847676.8799999
brazil,banco_inter,2015-09-01,799143188.09,1207233790.9099998,2333473906.9,,,,,327096927.9,799143188.09,2006376979.0,1606805384.955
brazil,banco_inter,2015-12-01,908883031.2,1286205977.6200001,2523520510.25,,,,,328431501.43,908883031.2,2195089008.82,1740647493.2200003
brazil,banco_inter,2016-03-01,975445956.83,1379354898.1000004,2691836289.11,,,,,337035434.18,975445956.83,2354800854.9300003,1867077876.5150003
brazil,banco_inter,2016-06-01,1057140002.83,1461209941.7200003,2856951453.03,,,,,338601508.48,1057140002.83,2518349944.55,1989779943.1350002
brazil,banco_inter,2016-09-01,1107161449.92,1621293272.0,3075750769.04,,,,,347296047.12,1107161449.92,2728454721.92,2174873996.96
brazil,banco_inter,2016-12-01,1193608000.94,1646561625.0300002,3185767104.17,,,,,345597478.2,1193608000.94,2840169625.9700003,2243365625.5
brazil,banco_inter,2017-03-01,1306017401.85,1737790886.1599998,3394527538.81,,,,,350719250.8,1306017401.85,3043808288.0099998,2390799587.085
brazil,banco_inter,2017-06-01,1324572768.12,1869789533.8200002,3560440554.87,,,,,366078252.93,1324572768.12,3194362301.94,2532075917.88
brazil,banco_inter,2017-09-01,1394719161.19,1742115713.1600003,3507333643.26,,,,,370498768.91,1394719161.19,3136834874.3500004,2439475293.755
brazil,banco_inter,2017-12-01,1401029965.72,1797061236.74,3581261500.69,,,,,383170298.23,1401029965.72,3198091202.46,2497576219.6
brazil,banco_inter,2018-03-01,1424737544.82,1991059988.8300002,3803357894.28,,,,,387560360.63,1424737544.82,3415797533.65,2703428761.2400002
brazil,banco_inter,2018-06-01,1511161819.67,2208675899.0699997,4638191768.74,,,,,918354050.0,1511161819.67,3719837718.74,2964256808.9049997
brazil,banco_inter,2018-09-01,1554315000.4,2516130677.73,5006782319.83,,,,,936336641.7,1554315000.4,4070445678.13,3293288177.9300003
brazil,banco_inter,2018-12-01,1763936049.3,2930474334.5599995,5643444268.19,,,,,949033884.33,1763936049.3,4694410383.86,3812442359.2099996
brazil,banco_inter,2019-03-01,1786902938.46,3227155686.45,5962404594.74,,,,,948345969.83,1786902938.46,5014058624.91,4120607155.68
brazil,banco_inter,2019-06-01,1835286984.69,3952559761.9499993,6760944890.9,,,,,973098144.26,1835286984.69,5787846746.639999,4870203254.294999
brazil,banco_inter,2019-09-01,1974116369.9,5090467947.26,9253264839.77,,,,,2188680522.61,1974116369.9,7064584317.16,6077526132.21
brazil,banco_inter,2019-12-01,1757919324.2,6074836778.400001,10034301159.0,,,,,2201545056.4,1757919324.2,7832756102.6,6953796440.500001
brazil,banco_inter,2020-03-01,1687311402.36,6649972838.280001,10485774042.51,,,,,2148489801.87,1687311402.36,8337284240.64,7493628539.460001
brazil,banco_inter,2020-06-01,1782897997.88,8492525879.03,12423603669.97,,,,,2148179793.06,1782897997.88,10275423876.91,9383974877.97
brazil,banco_inter,2020-09-01,1766778378.42,11397684084.31,16464050787.11,,,,,3299588324.38,1766778378.42,13164462462.73,12281073273.52
brazil,banco_inter,2020-12-01,1728297999.68,14730536037.2,19794821385.18,,,,,3335987348.3,1728297999.68,16458834036.880001,15594685037.04
brazil,banco_inter,2021-03-01,1704747692.52,16275924242.219997,21214163130.8,,,,,3233491196.06,1704747692.52,17980671934.739998,17128298088.479998
brazil,banco_inter,2021-06-01,2112224654.42,19274115577.42,30025318708.14,,,,,8638978476.3,2112224654.42,21386340231.84,20330227904.629997
brazil,banco_inter,2021-09-01,3093320012.55,21881740678.43,33378030891.82,,,,,8402970200.84,3093320012.55,24975060690.98,23428400684.705
brazil,banco_inter,2021-12-01,3595756829.24,24370648888.949997,36495619814.59,,,,,8529214096.4,3595756829.24,27966405718.189995,26168527303.569996
brazil,banco_inter,2022-03-01,4323105992.93,25483387121.95,38290563441.26,,,,,8484070326.38,4323105992.93,29806493114.88,27644940118.415
brazil,banco_inter,2022-06-01,4992625092.7,27209934141.71,40596646250.29,,,,,8394087015.88,4992625092.7,32202559234.41,29706246688.059998
brazil,banco_inter,2022-09-01,5738780063.3,29462122806.06,43644350330.05,,,,,8443447460.69,5738780063.3,35200902869.36,32331512837.710003
brazil,banco_inter,2022-12-01,6202162672.14,32573297686.53,45945931590.69,,,,,7170471232.02,6202162672.14,38775460358.67,35674379022.6
brazil,banco_inter,2023-03-01,6640816998.47,33231469001.049995,47023824955.07,,,,,7151538955.55,6640816998.47,39872285999.52,36551877500.284996
brazil,banco_inter,2023-06-01,7006190792.21,35483193196.79,49805022617.39,,,,,7315638628.39,7006190792.21,42489383989.0,38986288592.895004
brazil,banco_inter,2023-09-01,7462564537.27,40038230895.399994,54764770332.83,,,,,7263974900.16,7462564537.27,47500795432.67,43769513164.034996
brazil,banco_inter,2023-12-01,8095041728.92,44515981401.75,60052459165.7,,,,,7441436035.03,8095041728.92,52611023130.67,48563502266.21
brazil,banco_inter,2024-03-01,8249539080.0,45996421373.490005,61598763463.8,,,,,7352803010.31,8249539080.0,54245960453.490005,50121190913.490005
brazil,banco_inter,2024-06-01,8543541937.33,49601537174.479996,65492383436.83,,,,,7347304325.02,8543541937.33,58145079111.81,53873308143.145
brazil,banco_inter,2024-09-01,9048056306.47,52244097024.22,68590354629.17,,,,,7298201298.48,9048056306.47,61292153330.69,56768125177.455
brazil,banco_inter,2024-12-01,9890219359.2,57671664272.39,74900858307.72,,,,,7338974676.13,9890219359.2,67561883631.590004,62616773951.99
brazil,banco_inter,2025-03-01,10690559477.95,61152339374.399994,79093993067.62,,,,,7251094215.27,10690559477.95,71842898852.34999,66497619113.37499
brazil,banco_inter,2025-06-01,10865605571.52,64586727745.979996,82765269298.17,,,,,7312935980.67,10865605571.52,75452333317.5,70019530531.73999
brazil,banco_inter,2025-09-01,11708503846.59,70682673405.72,89763788786.64,,,,,7372611534.33,11708503846.59,82391177252.31,76536925329.015
brazil,banco_inter,2025-12-01,13119081030.92,75935165590.18001,96452502598.19,,,,,7398255977.09,13119081030.92,89054246621.1,82494706105.64001
brazil,banco_inter,2026-03-01,13900085453.79,76117694086.9,97475795577.0,,,,,7458016036.31,13900085453.79,90017779540.69,83067736813.795
brazil,banco_pan,2014-03-01,5413965279.03,14731261570.54,22386242110.64,,,,,2241015261.07,5413965279.03,20145226849.57,17438244210.055
brazil,banco_pan,2014-06-01,4865116265.33,15737435288.729998,22774205901.12,,,,,2171654347.06,4865116265.33,20602551554.059998,18169993421.394997
brazil,banco_pan,2014-09-01,5015786952.99,17157245759.860003,25595776069.58,,,,,3422743356.73,5015786952.99,22173032712.850002,19665139236.355003
brazil,banco_pan,2014-12-01,5168050606.88,16847400656.259998,25649957494.35,,,,,3634506231.21,5168050606.88,22015451263.14,19431425959.699997
brazil,banco_pan,2015-03-01,5583191952.7,17025060755.630001,26166906626.5,,,,,3558653918.17,5583191952.7,22608252708.33,19816656731.98
brazil,banco_pan,2015-06-01,5213410743.08,17397791709.85,26172125837.77,,,,,3560923384.84,5213410743.08,22611202452.93,20004497081.39
brazil,banco_pan,2015-09-01,4569335252.93,18281741619.11,26453119302.56,,,,,3602042430.52,4569335252.93,22851076872.04,20566409245.575
brazil,banco_pan,2015-12-01,4004143108.5,18514625320.93,26162584075.3,,,,,3643815645.87,4004143108.5,22518768429.43,20516696875.18
brazil,banco_pan,2016-03-01,3741192486.67,20214203879.03,27505456465.23,,,,,3550060099.53,3741192486.67,23955396365.7,22084800122.364998
brazil,banco_pan,2016-06-01,3773059079.03,20305912777.73,27500893870.16,,,,,3421922013.4,3773059079.03,24078971856.76,22192442317.245
brazil,banco_pan,2016-09-01,3513598546.82,21014372653.38,27939548979.97,,,,,3411577779.77,3513598546.82,24527971200.2,22771171926.79
brazil,banco_pan,2016-12-01,3155707670.75,21008243517.100002,27576113500.2,,,,,3412162312.35,3155707670.75,24163951187.850002,22586097352.475002
brazil,banco_pan,2017-03-01,2775111442.65,21476156541.56,27669163337.49,,,,,3417895353.28,2775111442.65,24251267984.210003,22863712262.885002
brazil,banco_pan,2017-06-01,2494997671.43,21347805068.129997,27303013131.48,,,,,3460210391.92,2494997671.43,23842802739.559998,22595303903.844997
brazil,banco_pan,2017-09-01,2354097374.07,21373059669.61,27249569560.24,,,,,3522412516.56,2354097374.07,23727157043.68,22550108356.645
brazil,banco_pan,2017-12-01,2249555651.19,20102284900.86,25907664769.64,,,,,3555824217.59,2249555651.19,22351840552.05,21227062726.455
brazil,banco_pan,2018-03-01,1710598473.35,20832350422.11,26533158754.87,,,,,3990209859.41,1710598473.35,22542948895.46,21687649658.785
brazil,banco_pan,2018-06-01,1455558406.96,21319109669.2,26791045982.02,,,,,4016377905.86,1455558406.96,22774668076.16,22046888872.68
brazil,banco_pan,2018-09-01,1384254774.84,22440008157.33,27871444651.38,,,,,4047181719.21,1384254774.84,23824262932.170002,23132135544.75
brazil,banco_pan,2018-12-01,1249960794.41,21986136497.99,27332016123.16,,,,,4095918830.76,1249960794.41,23236097292.4,22611116895.195004
brazil,banco_pan,2019-03-01,1191567273.56,23282559084.95,28628208227.09,,,,,4154081868.58,1191567273.56,24474126358.510002,23878342721.73
brazil,banco_pan,2019-06-01,1875991375.56,24222499597.45,30325047495.7,,,,,4226556522.69,1875991375.56,26098490973.010002,25160495285.23
brazil,banco_pan,2019-09-01,1871633083.42,24959968181.690002,31662417804.52,,,,,4830816539.41,1871633083.42,26831601265.11,25895784723.4
brazil,banco_pan,2019-12-01,1868324009.93,26114456985.84,32908949522.81,,,,,4926168527.04,1868324009.93,27982780995.77,27048618990.805
brazil,banco_pan,2020-03-01,1880605406.48,26520292415.54,33422797680.31,,,,,5021899858.29,1880605406.48,28400897822.02,27460595118.780003
brazil,banco_pan,2020-06-01,4213619333.08,24143002025.739998,33469363550.49,,,,,5112742191.67,4213619333.08,28356621358.82,26249811692.28
brazil,banco_pan,2020-09-01,4584295123.76,25266718468.21,35072431374.29,,,,,5221417782.32,4584295123.76,29851013591.97,27558866030.09
brazil,banco_pan,2020-12-01,5346049316.99,27987915631.18,38651432758.7,,,,,5317467810.53,5346049316.99,33333964948.17,30660940289.675
brazil,banco_pan,2021-03-01,5699987216.06,27706108456.76,38840241992.85,,,,,5434146320.03,5699987216.06,33406095672.82,30556102064.789997
brazil,banrisul,2014-03-01,2732889911.5,49610414574.48,57504454478.01,,,,,5161149992.03,2732889911.5,52343304485.98,50976859530.23
brazil,banrisul,2014-06-01,2729855798.09,49267994946.619995,57271309534.06,,,,,5273458789.35,2729855798.09,51997850744.71,50632922845.66499
brazil,banrisul,2014-09-01,2794600358.21,50934429244.13,59149575821.61,,,,,5420546219.27,2794600358.21,53729029602.34,52331729423.235
brazil,banrisul,2014-12-01,2837792281.82,51109052222.83,59618018637.1,,,,,5671174132.45,2837792281.82,53946844504.65,52527948363.740005
brazil,banrisul,2015-03-01,2817670188.71,52854734816.93,61414382531.49,,,,,5741977525.85,2817670188.71,55672405005.64,54263569911.285
brazil,banrisul,2015-06-01,2883762577.05,55090037200.759995,63824901459.9,,,,,5851101682.09,2883762577.05,57973799777.81,56531918489.284996
brazil,banrisul,2015-09-01,2079914875.18,57069912886.76,65264763393.91,,,,,6114935631.97,2079914875.18,59149827761.94,58109870324.35
brazil,banrisul,2015-12-01,2348769466.4,58351827536.229996,66908909961.24,,,,,6208312958.61,2348769466.4,60700597002.63,59526212269.42999
brazil,banrisul,2016-03-01,2671037612.55,56867942913.04,65861633483.29,,,,,6322652957.7,2671037612.55,59538980525.590004,58203461719.315
brazil,banrisul,2016-06-01,2733563438.38,58734842648.79001,67913787561.41,,,,,6445381474.24,2733563438.38,61468406087.170006,60101624367.98001
brazil,banrisul,2016-09-01,1862196628.71,59606123681.759995,67940221088.84,,,,,6471900778.37,1862196628.71,61468320310.46999,60537221996.115
brazil,banrisul,2016-12-01,1978938153.16,60666900233.61,69089077895.99,,,,,6443239509.22,1978938153.16,62645838386.770004,61656369310.19
brazil,banrisul,2017-03-01,1859031804.09,60595786708.270004,68939583503.0,,,,,6484764990.64,1859031804.09,62454818512.36,61525302610.315
brazil,banrisul,2017-06-01,1967011779.69,61986479877.65,70556334487.46,,,,,6602842830.12,1967011779.69,63953491657.340004,62969985767.495
brazil,banrisul,2017-09-01,2091890418.32,62553930157.89,71376721786.89,,,,,6730901210.68,2091890418.32,64645820576.21,63599875367.05
brazil,banrisul,2017-12-01,2037847923.87,64267579153.0,73340306059.55,,,,,7034878982.68,2037847923.87,66305427076.87,65286503114.935
brazil,banrisul,2018-03-01,1989851350.9,62651802606.74,71839739364.31,,,,,7198085406.67,1989851350.9,64641653957.64,63646728282.189995
brazil,banrisul,2018-06-01,2185084602.04,66169004351.939995,75388848392.4,,,,,7034759438.42,2185084602.04,68354088953.979996,67261546652.95999
brazil,banrisul,2018-09-01,2625820037.86,66019190444.34,75896672278.23,,,,,7251661796.03,2625820037.86,68645010482.2,67332100463.27
brazil,banrisul,2018-12-01,2840000592.28,67358827496.68001,77477513213.86,,,,,7278685124.9,2840000592.28,70198828088.96,68778827792.82
brazil,banrisul,2019-03-01,3197120781.46,67357576628.079994,77923438042.34,,,,,7368740632.8,3197120781.46,70554697409.54,68956137018.81
brazil,banrisul,2019-06-01,3299225994.26,68707711591.49,79529181837.16,,,,,7522244251.41,3299225994.26,72006937585.75,70357324588.62
brazil,banrisul,2019-09-01,3497542073.76,69470232852.94,80702433937.64,,,,,7734659010.94,3497542073.76,72967774926.7,71219003889.82
brazil,banrisul,2019-12-01,3560165648.54,70249974693.00002,81604245137.46,,,,,7794104795.92,3560165648.54,73810140341.54001,72030057517.27002
brazil,banrisul,2020-03-01,3351221990.28,71902646616.65001,83322657642.05,,,,,8068789035.12,3351221990.28,75253868606.93001,73578257611.79001
brazil,banrisul,2020-06-01,3083447587.18,75335897897.87001,86638205314.86,,,,,8218859829.81,3083447587.18,78419345485.05,76877621691.46
brazil,banrisul,2020-09-01,2663940482.69,79200167321.97,90218745705.35,,,,,8354637900.69,2663940482.69,81864107804.66,80532137563.315
brazil,banrisul,2020-12-01,2440535530.71,81088641580.21999,91875097980.7,,,,,8345920869.77,2440535530.71,83529177110.93,82308909345.57498
brazil,banrisul,2021-03-01,1919839060.21,84989776225.25,95490543897.25,,,,,8580928611.79,1919839060.21,86909615285.46,85949695755.355
brazil,banrisul,2021-06-01,1742544964.73,87705990908.6,98102636702.75,,,,,8654100829.42,1742544964.73,89448535873.33,88577263390.96501
brazil,banrisul,2021-09-01,1606917130.21,91312500282.34999,101668567027.87,,,,,8749149615.31,1606917130.21,92919417412.56,92115958847.45499
brazil,banrisul,2021-12-01,1738001264.66,93817847205.7,104604113206.89,,,,,9048264736.53,1738001264.66,95555848470.36,94686847838.03
brazil,banrisul,2022-03-01,1835551040.0,93283472522.29001,104115641058.24,,,,,8996617495.95,1835551040.0,95119023562.29001,94201248042.29001
brazil,banrisul,2022-06-01,2193751818.08,98495244921.99,109659052855.85,,,,,8970056115.78,2193751818.08,100688996740.07,99592120831.03
brazil,banrisul,2022-09-01,2653647517.03,101652901510.48,113315874005.28,,,,,9009324977.77,2653647517.03,104306549027.51,102979725268.995
brazil,banrisul,2022-12-01,3060453046.29,99794010850.29001,112274241293.7,,,,,9419777397.12,3060453046.29,102854463896.58,101324237373.43501
brazil,banrisul,2023-03-01,3513875073.98,99562404109.84001,112553971001.66,,,,,9477691817.84,3513875073.98,103076279183.82,101319341646.83002
brazil,banrisul,2023-06-01,4005320544.64,102598934088.39,116032287192.27,,,,,9428032559.24,4005320544.64,106604254633.03,104601594360.71
brazil,banrisul,2023-09-01,4936302188.25,108522146057.95999,122943140867.01,,,,,9484692620.8,4936302188.25,113458448246.20999,110990297152.08499
brazil,banrisul,2023-12-01,6463988180.76,108315412078.59001,124447910357.16,,,,,9668510097.81,6463988180.76,114779400259.35,111547406168.97002
brazil,banrisul,2024-03-01,6833136075.23,111822749027.77,128457718960.14,,,,,9801833857.14,6833136075.23,118655885103.0,115239317065.38501
brazil,banrisul,2024-06-01,6697036457.48,119484584613.34,136280731715.84,,,,,10099110645.02,6697036457.48,126181621070.81999,122833102842.08
brazil,banrisul,2024-09-01,6742498144.94,123891257297.93,140890845744.0,,,,,10257090301.13,6742498144.94,130633755442.87,127262506370.4
brazil,banrisul,2024-12-01,7215522782.03,128291389880.44002,145920230408.98,,,,,10413317746.51,7215522782.03,135506912662.47002,131899151271.45502
brazil,banrisul,2025-03-01,8194887064.51,132908515970.76,151516168606.78,,,,,10412765571.51,8194887064.51,141103403035.27,137005959503.015
brazil,banrisul,2025-06-01,9604755056.01,136026011931.7,156279630803.8,,,,,10648863816.09,9604755056.01,145630766987.71,140828389459.705
brazil,banrisul,2025-09-01,8850572709.23,138977948550.83,158706131309.93,,,,,10877610049.87,8850572709.23,147828521260.06,143403234905.44498
brazil,banrisul,2025-12-01,8099303562.59,144448432635.40002,163726144976.64,,,,,11178408778.65,8099303562.59,152547736197.99002,148498084416.69504
brazil,banrisul,2026-03-01,8072132405.12,144433875027.72998,163832836863.36,,,,,11326829430.51,8072132405.12,152506007432.84998,148469941230.28998
brazil,bradesco,2014-03-01,70135768890.63,640776531124.59,784373108871.62,,,,,73460808856.4,70135768890.63,710912300015.22,675844415569.905
brazil,bradesco,2014-06-01,75645921721.73,626402250052.71,778950374328.5,,,,,76902202554.06,75645921721.73,702048171774.44,664225210913.575
brazil,bradesco,2014-09-01,81489533921.94,658053461657.8899,818890063807.96,,,,,79347068228.13,81489533921.94,739542995579.83,698798228618.8599
brazil,bradesco,2014-12-01,89701516224.46,691533321399.15,862756007440.51,,,,,81521169816.9,89701516224.46,781234837623.61,736384079511.38
brazil,bradesco,2015-03-01,93267603650.48,688026790031.14,866329574127.24,,,,,85035180445.62,93267603650.48,781294393681.62,734660591856.38
brazil,bradesco,2015-06-01,99537185086.83,658246651023.79,844769113767.75,,,,,86985277657.13,99537185086.83,757783836110.62,708015243567.2051
brazil,bradesco,2015-09-01,115300210500.08,673783107482.2001,875330129653.09,,,,,86246811670.81,115300210500.08,789083317982.28,731433212732.2401
brazil,bradesco,2015-12-01,117335709585.84,677725719329.6001,883981368480.66,,,,,88919939565.22,117335709585.84,795061428915.4401,736393574122.5201
brazil,bradesco,2016-03-01,120692410870.26,661098830000.4199,875135677395.44,,,,,93344436524.76,120692410870.26,781791240870.6799,721445035435.5499
brazil,bradesco,2016-06-01,121171215735.59,699330661856.9,916875028609.46,,,,,96373151016.97,121171215735.59,820501877592.49,759916269724.6951
brazil,bradesco,2016-09-01,162631212984.09,741869258895.09,1003067016818.19,,,,,98566544939.01,162631212984.09,904500471879.1799,823184865387.135
brazil,bradesco,2016-12-01,162213586200.9,735451474933.61,998124137821.43,,,,,100459076686.92,162213586200.9,897665061134.51,816558268034.0599
brazil,bradesco,2017-03-01,154565752092.39,739711382602.29,998852463537.26,,,,,104575328842.58,154565752092.39,894277134694.68,816994258648.4851
brazil,bradesco,2017-06-01,143634241981.79,748832748090.62,999292203881.15,,,,,106825213808.74,143634241981.79,892466990072.41,820649869081.515
brazil,bradesco,2017-09-01,148362166483.76,760229234605.15,1018910065092.92,,,,,110318664004.01,148362166483.76,908591401088.91,834410317847.03
brazil,bradesco,2017-12-01,147364554519.79,732472163424.58,990312322580.52,,,,,110475604636.15,147364554519.79,879836717944.37,806154440684.475
brazil,bradesco,2018-03-01,156814827224.87,759214879293.29,1029894946965.78,,,,,113865240447.62,156814827224.87,916029706518.16,837622292905.7251
brazil,bradesco,2018-06-01,167506562777.81,750362431834.19,1030977854834.04,,,,,113108860222.04,167506562777.81,917868994612.0,834115713223.095
brazil,bradesco,2018-09-01,163763202645.36,783121290975.31,1062626610975.91,,,,,115742117355.24,163763202645.36,946884493620.67,865002892297.99
brazil,bradesco,2018-12-01,162622958899.01,779896747916.73,1063713836053.84,,,,,121194129238.1,162622958899.01,942519706815.74,861208227366.235
brazil,bradesco,2019-03-01,172640485876.06,796818624519.47,1096209379605.54,,,,,126750269210.01,172640485876.06,969459110395.53,883138867457.5
brazil,bradesco,2019-06-01,178561229269.36,811019756246.9199,1123293884528.41,,,,,133712899012.13,178561229269.36,989580985516.2799,900300370881.5999
brazil,bradesco,2019-09-01,178716154716.42,810027552680.82,1127121643397.99,,,,,138377936000.75,178716154716.42,988743707397.24,899385630039.0299
brazil,bradesco,2019-12-01,186297850100.38,812398510039.41,1132482047449.28,,,,,133785687309.49,186297850100.38,998696360139.79,905547435089.6001
brazil,bradesco,2020-03-01,179864965500.75,915153844269.7499,1224626506383.38,,,,,129607696612.88,179864965500.75,1095018809770.4999,1005086327020.1249
brazil,bradesco,2020-06-01,170645102585.31,985143189670.2898,1290983146057.19,,,,,135194853801.59,170645102585.31,1155788292255.5999,1070465740962.9448
brazil,bradesco,2020-09-01,162933487143.4,1072209921108.32,1372611832713.19,,,,,137468424461.47,162933487143.4,1235143408251.72,1153676664680.02
brazil,bradesco,2020-12-01,153764739195.44,1049272490241.6699,1346747227925.17,,,,,143709998488.06,153764739195.44,1203037229437.1099,1126154859839.39
brazil,bradesco,2021-03-01,151472978268.81,1080940288947.6001,1376666827175.32,,,,,144253559958.91,151472978268.81,1232413267216.4102,1156676778082.0051
brazil,bradesco,2021-06-01,143653201086.44,1097346687169.98,1387506720479.79,,,,,146506832223.37,143653201086.44,1240999888256.42,1169173287713.2
brazil,bradesco,2021-09-01,157848929412.21,1143341499241.88,1448810801633.13,,,,,147620372979.04,157848929412.21,1301190428654.0898,1222265963947.9849
brazil,bradesco,2021-12-01,175473879677.44,1080450131767.4502,1403055696476.29,,,,,147131685031.4,175473879677.44,1255924011444.8901,1168187071606.1702
brazil,bradesco,2022-03-01,193355447852.85,1085321862113.1,1431036747272.2,,,,,152359437306.25,193355447852.85,1278677309965.95,1181999586039.525
brazil,bradesco,2022-06-01,206268289728.95,1101075260328.5,1461693737407.05,,,,,154350187349.6,206268289728.95,1307343550057.45,1204209405192.975
brazil,bradesco,2022-09-01,225328351068.79,1260354570166.27,1644250388154.17,,,,,158567466919.11,225328351068.79,1485682921235.06,1373018745700.665
brazil,bradesco,2022-12-01,232842221019.46,1119884863039.06,1508457402264.87,,,,,155730318206.35,232842221019.46,1352727084058.52,1236305973548.79
brazil,bradesco,2023-03-01,239417724429.49,1137747186964.93,1533402962632.21,,,,,156238051237.79,239417724429.49,1377164911394.42,1257456049179.6748
brazil,bradesco,2023-06-01,237109371223.19,1154532929239.47,1552012193321.97,,,,,160369892859.31,237109371223.19,1391642300462.66,1273087614851.065
brazil,bradesco,2023-09-01,237912128391.82,1192964346379.3499,1592736216665.16,,,,,161859741893.99,237912128391.82,1430876474771.17,1311920410575.2598
brazil,bradesco,2023-12-01,252754156423.08,1188043226550.3398,1603371174769.39,,,,,162573791795.97,252754156423.08,1440797382973.42,1314420304761.88
brazil,bradesco,2024-03-01,261056334892.83,1213006948881.39,1636052544420.16,,,,,161989260645.94,261056334892.83,1474063283774.22,1343535116327.805
brazil,bradesco,2024-06-01,261463104286.32,1259824437103.5198,1682417432548.73,,,,,161129891158.89,261463104286.32,1521287541389.8398,1390555989246.6797
brazil,bradesco,2024-09-01,264240529426.92,1258122234280.3801,1686086260333.45,,,,,163723496626.15,264240529426.92,1522362763707.3,1390242498993.84
brazil,bradesco,2024-12-01,263433887870.45,1293801559117.09,1718892235093.62,,,,,161656788106.08,263433887870.45,1557235446987.54,1425518503052.3152
brazil,bradesco,2025-03-01,270747970199.44,1236239600645.62,1674151468953.35,,,,,167163898108.29,270747970199.44,1506987570845.06,1371613585745.34
brazil,bradesco,2025-06-01,288654869118.85,1279854723199.44,1739141349393.46,,,,,170631757075.17,288654869118.85,1568509592318.29,1424182157758.865
brazil,bradesco,2025-09-01,304271546513.94,1317035402296.7402,1794848789306.04,,,,,173541840495.36,304271546513.94,1621306948810.6802,1469171175553.7102
brazil,bradesco,2025-12-01,313869498468.01,1420959798823.23,1911249346329.81,,,,,176420049038.57,313869498468.01,1734829297291.24,1577894548057.2349
brazil,bradesco,2026-03-01,328922675779.52,1484478555071.77,1990625784341.53,,,,,177224553490.24,328922675779.52,1813401230851.29,1648939892961.53
brazil,btg_pactual,2014-03-01,15706089101.59,98184144651.93001,126897572450.75,,,,,13007338697.23,15706089101.59,113890233753.52,106037189202.725
brazil,btg_pactual,2014-06-01,17509506378.26,85705499247.73001,116640123272.85,,,,,13425117646.86,17509506378.26,103215005625.99,94460252436.86002
brazil,btg_pactual,2014-09-01,18756896271.87,101070658377.82,134048382612.49,,,,,14220827962.8,18756896271.87,119827554649.69,110449106513.755
brazil,btg_pactual,2014-12-01,20165981820.42,115447685065.27,150292533439.73,,,,,14678866554.04,20165981820.42,135613666885.69,125530675975.48001
brazil,btg_pactual,2015-03-01,21604419485.79,116505782434.59998,153578020067.24,,,,,15467818146.85,21604419485.79,138110201920.38998,127307992177.49498
brazil,btg_pactual,2015-06-01,22356851487.21,140694489615.85,179348321628.3,,,,,16296980525.24,22356851487.21,163051341103.06,151872915359.45502
brazil,btg_pactual,2015-09-01,24095400623.98,245420963793.59,288390572694.4,,,,,18874208276.83,24095400623.98,269516364417.57,257468664105.58
brazil,btg_pactual,2015-12-01,18786579301.25,215840644490.53998,254295455080.74,,,,,19668231288.95,18786579301.25,234627223791.78998,225233934141.16498
brazil,btg_pactual,2016-03-01,16342246341.5,186778956542.19,223474441129.73,,,,,20353238246.04,16342246341.5,203121202883.69,194950079712.94
brazil,btg_pactual,2016-06-01,13411115869.85,169060017626.87,203305592109.68,,,,,20834458612.96,13411115869.85,182471133496.72,175765575561.79498
