country,time,quarter,EMBI,JLoss,D,HHI,HHI_anual,debt,growth_q,gfac,JLoss_bbg,n_banks,JLoss_bbg_dbm
brazil,0,2007Q4,197.0483870967742,4.860112167475402,-0.0488095763567575,0.64919185,0.4800673,,,0.8467880873651796,4.006896067552684,6,4.006896067552684
brazil,1,2008Q1,257.88524590163934,5.724853446479616,-0.0410131769566399,0.64919185,0.5131218,,,0.1458595506905725,3.1621962703317688,6,3.1621962703317688
brazil,2,2008Q2,214.3125,4.4451942076872095,-0.0437127563004621,0.64919185,0.5131218,,,0.2791754101888553,3.5087568481088494,8,3.5087568481088494
brazil,3,2008Q3,252.5,8.83659952320885,-0.0432067386922647,0.64919185,0.5131218,,,0.3437221070395368,5.687607298328175,8,5.687607298328175
brazil,4,2008Q4,481.56451612903226,23.632048872232712,0.0193461852360913,0.64919185,0.5131218,,,-1.8472104481735712,15.543826980351565,8,15.543826980351565
brazil,5,2009Q1,429.88524590163934,12.613062624724868,0.0427039533200318,0.64919185,0.6640308,,,-1.8787802868140628,14.243341436550084,8,14.243341436550084
brazil,6,2009Q2,324.06349206349205,5.42865989146263,0.0365463037191302,0.64919185,0.6640308,,,-0.741476591187151,4.568854336795474,8,4.568854336795474
brazil,7,2009Q3,253.703125,2.7653110671846104,0.0185427848331629,0.64919185,0.6640308,,,-0.4857941418952642,3.2572233549031218,8,3.2572233549031218
brazil,8,2009Q4,215.8709677419355,4.709937416576495,-0.0307921596207882,0.64919185,0.6640308,,,-0.1996806426200117,3.0134035465157645,8,3.0134035465157645
brazil,9,2010Q1,203.39344262295083,6.386116338900138,-0.0618091814650133,0.64919185,0.6185835000000001,,,0.1498838706288212,2.346797620236976,8,2.346797620236976
brazil,10,2010Q2,212.23809523809524,6.625570470660924,-0.0439463001327915,0.64919185,0.6185835000000001,,,0.2191369421364122,2.7475229378154054,8,2.7475229378154054
brazil,11,2010Q3,211.203125,2.468044386947785,-0.0458589347208076,0.64919185,0.6185835000000001,,,0.0070389915303639,2.6186036627954308,8,2.6186036627954308
brazil,12,2010Q4,179.327868852459,2.4713791639716227,-0.0397165202892523,0.64919185,0.6185835000000001,,,0.088715073627108,2.279907281960753,8,2.279907281960753
brazil,13,2011Q1,173.32258064516128,3.567475817755501,-0.0314481207103018,0.64919185,0.6203946,,,0.3564989263736373,2.449755708542065,8,2.449755708542065
brazil,14,2011Q2,172.57142857142858,3.0209797701458587,-0.0277957013139861,0.64919185,0.6203946,,,0.2542859598151738,2.479053365633338,8,2.479053365633338
brazil,15,2011Q3,204.671875,18.655215000678545,0.0070761237497742,0.64919185,0.6203946,,,-0.0358395208496375,4.987601139017956,8,4.987601139017956
brazil,16,2011Q4,230.35,14.965791228148268,-0.0059520285891694,0.64919185,0.6203946,,,-0.1080768006624656,3.770610527032251,8,3.770610527032251
brazil,17,2012Q1,201.1935483870968,7.051399505076144,-0.0064204220210507,0.64919185,0.493904,,,-0.0425850404141188,2.9868176193362297,8,2.9868176193362297
brazil,18,2012Q2,205.7619047619048,12.05760373845852,0.0039370926637595,0.64919185,0.493904,,,-0.0916325216852709,5.333851128603483,8,5.333851128603483
brazil,19,2012Q3,177.65079365079364,7.750347718050947,-0.0132768799532237,0.64919185,0.493904,,,-0.2040866206567154,3.9214760484118423,8,3.9214760484118423
brazil,20,2012Q4,147.86666666666667,7.854454244444137,-0.0174949970397108,0.64919185,0.493904,,,-0.1166924995304412,3.503443517951216,8,3.503443517951216
brazil,21,2013Q1,161.18333333333334,14.781000120564933,-0.0169345407626054,0.64919185,0.610966,,,-0.0104063238731664,3.087297230089036,8,3.087297230089036
brazil,22,2013Q2,195.390625,19.0414425354021,-0.0061849223877106,0.64919185,0.610966,,,0.0017093918823749,4.373728976324583,8,4.373728976324583
brazil,23,2013Q3,236.71875,23.81507493661195,-0.0041943015717722,0.64919185,0.610966,,,0.2252379480711123,4.269344916462583,8,4.269344916462583
brazil,24,2013Q4,238.9672131147541,27.57530023490861,-0.0085968648514943,0.64919185,0.610966,,,0.2165922778964533,3.6019221145592577,8,3.6019221145592577
brazil,25,2014Q1,250.70491803278688,34.358074608893034,-0.0163382956854568,0.64919185,0.6343529,,,0.2761338892592706,6.709074332637787,8,6.709074332637787
brazil,26,2014Q2,216.0,34.640556401110445,0.0076599568263358,0.64919185,0.6343529,,,0.2809219903340386,5.887945144662147,8,5.887945144662147
brazil,27,2014Q3,216.421875,33.54064304434996,0.0129781223148449,0.64919185,0.6343529,,,0.2449377305395911,5.96129075318143,8,5.96129075318143
brazil,28,2014Q4,256.40983606557376,31.678081708409763,0.0199834236992436,0.64919185,0.6343529,,,0.1269823881524198,9.930189615000838,8,9.930189615000838
brazil,29,2015Q1,318.8196721311475,41.36382906429272,0.0243322100312943,0.64919185,0.738635,,,-0.0636669747134399,6.203900571211738,8,6.203900571211738
brazil,30,2015Q2,293.28125,43.18688285895041,0.0249806350554031,0.64919185,0.738635,,,0.0248328942033551,5.379473578660424,8,5.379473578660424
brazil,31,2015Q3,370.4375,45.00993665361602,0.0597545415843373,0.64919185,0.738635,,,0.1165384724186558,11.175741333700715,8,11.175741333700715
brazil,32,2015Q4,462.3709677419355,46.83299044827171,0.0487908812181095,0.64919185,0.738635,,,0.0689786197537783,13.923590488395346,8,13.923590488395346
brazil,33,2016Q1,515.7049180327868,41.6890950218485,0.0475582101900482,0.64919185,0.7525742,,,-0.1139318650468922,10.832793377708615,8,10.832793377708615
brazil,34,2016Q2,405.71875,42.95274906938388,0.0329474372310089,0.64919185,0.7525742,,,-0.1651613186913788,9.535983704016486,8,9.535983704016486
brazil,35,2016Q3,328.625,40.87254982350523,0.0237680044991491,0.64919185,0.7525742,,,-0.2706652895575301,5.974216428184856,9,5.974216428184856
brazil,36,2016Q4,327.57377049180326,36.41643267681334,0.0243137667966734,0.64919185,0.7525742,,,0.0689865600337581,5.800804532591896,8,5.800804532591896
brazil,37,2017Q1,282.758064516129,18.546882798813822,0.0071327804282111,0.64919185,0.7496375999999999,,,0.2769277545741408,3.745885702674746,9,3.745885702674746
brazil,38,2017Q2,272.3333333333333,20.95357797823539,0.0040274212372397,0.64919185,0.7496375999999999,,,0.207962377691933,6.30179072049879,9,6.30179072049879
brazil,39,2017Q3,262.8253968253968,4.704309137256169,-0.0048954823547192,0.64919185,0.7496375999999999,,,0.2289478392413341,2.565900210078903,9,2.565900210078903
brazil,40,2017Q4,236.1290322580645,7.615028785641041,-0.0096369719366893,0.64919185,0.7496375999999999,,,0.3613087662251286,3.353747416491789,9,3.353747416491789
brazil,41,2018Q1,226.21666666666667,5.623224951033442,-0.000624868873496,0.64919185,0.7384729,,,0.6100704569391451,2.6583929303326594,9,2.6583929303326594
brazil,42,2018Q2,270.796875,13.524662469265897,0.0026430137858478,0.64919185,0.7384729,,,0.7424858121710523,5.137768372110746,10,5.137768372110746
brazil,43,2018Q3,299.6825396825397,11.707772698650777,-0.0040378996168841,0.64919185,0.7384729,,,0.7578145069854852,4.34016585269872,9,4.34016585269872
brazil,44,2018Q4,262.27868852459017,8.193307975496902,-0.0023142939646692,0.64919185,0.7384729,,,0.8221907201055463,3.651094415815392,9,3.651094415815392
brazil,45,2019Q1,242.39344262295083,7.001459335284599,0.0017474025788534,0.64919185,0.7317778,,,0.6166678739783068,2.859279057558576,9,2.859279057558576
brazil,46,2019Q2,246.0952380952381,3.595638907570019,-0.001635991596336,0.64919185,0.7317778,,,0.3766934366747251,2.3933677302575878,9,2.3933677302575878
brazil,47,2019Q3,224.34375,3.799004344672023,-0.0018254983082679,0.64919185,0.7317778,,,0.0091247478119913,2.778829179454926,10,2.778829179454926
brazil,48,2019Q4,228.79032258064515,2.91359366684868,-0.0068882412300337,0.64919185,0.7317778,,,-0.0201682751039825,2.395739486853901,11,2.395739486853901
brazil,49,2020Q1,262.4193548387097,19.94328215835313,0.0741974248327464,0.64919185,0.7045802000000001,,,-0.4257248451580214,13.222566306392336,11,13.222566306392336
brazil,50,2020Q2,399.5873015873016,12.51465523599608,0.1375376421771681,0.64919185,0.7045802000000001,,,-1.1525764458353265,9.172354953792071,11,9.172354953792071
brazil,51,2020Q3,328.84375,3.426920198579731,0.060609541883813,0.64919185,0.7045802000000001,,,-1.1013316428503028,4.454152356177935,11,4.454152356177935
brazil,52,2020Q4,278.80645161290323,4.280203454450442,0.0266312851119731,0.64919185,0.7045802000000001,,,-0.8467015971034151,4.192995613119392,11,4.192995613119392
brazil,53,2021Q1,269.7704918032787,4.621398803209881,0.0113739017455289,0.64919185,0.7039432999999999,,,-0.496238850633484,5.389147461255601,11,5.389147461255601
brazil,54,2021Q2,254.53968253968253,3.1656130040091184,-0.0658141968038237,0.64919185,0.7039432999999999,,,-0.3812486392834333,3.024927350478835,11,3.024927350478835
brazil,55,2021Q3,283.828125,7.044263820847258,0.0126971568427637,0.64919185,0.7039432999999999,,,-0.5042854463597604,4.840437859192328,11,4.840437859192328
brazil,56,2021Q4,318.7741935483871,18.76227620955332,0.0170166188395254,0.64919185,0.7039432999999999,,,-0.3479798670804366,8.572047796169198,11,8.572047796169198
brazil,57,2022Q1,308.9516129032258,20.099042789977897,0.0294557741333019,0.64919185,,,,-0.0403456226744008,4.127531347681025,11,4.127531347681025
brazil,58,2022Q2,300.30645161290323,23.989245086402192,0.041882363504296,0.64919185,,,,0.5787435172991738,5.008891123256095,11,5.008891123256095
bulgaria,9,2010Q1,157.0,2.162227919369369,,0.53345475,0.4927563,,,0.1498838706288212,2.164836963349018,1,
bulgaria,10,2010Q2,334.0,2.2470577278618293,,0.53345475,0.4927563,,,0.2191369421364122,2.533412320975467,1,
bulgaria,11,2010Q3,256.0,2.331887536354316,,0.53345475,0.4927563,,,0.0070389915303639,2.6337560603180257,1,
bulgaria,12,2010Q4,195.0,2.416717344846574,,0.53345475,0.4927563,,,0.088715073627108,5.650983902389962,1,
bulgaria,13,2011Q1,185.0,3.010526004293979,,0.53345475,0.4646139,,,0.3564989263736373,4.335525570575264,1,
bulgaria,14,2011Q2,198.0,3.095355812786586,,0.53345475,0.4646139,,,0.2542859598151738,2.16324442232409,1,
bulgaria,15,2011Q3,351.0,3.889879414698953,,0.53345475,0.4646139,,,-0.0358395208496375,15.055975484907156,1,
bulgaria,16,2011Q4,340.0,4.684403016613649,,0.53345475,0.4646139,,,-0.1080768006624656,24.77195064273192,1,
bulgaria,17,2012Q1,248.0,2.9411554010703185,0.0006943159327245,0.53345475,0.4419016,,,-0.0425850404141188,27.482294512349863,1,
bulgaria,18,2012Q2,292.0,2.6921200274209696,0.0155055733395933,0.53345475,0.4419016,,,-0.0916325216852709,38.33589900525224,1,
bulgaria,19,2012Q3,124.0,2.44308465377253,-0.001350998654861,0.53345475,0.4419016,,,-0.2040866206567154,38.34940113739513,1,
bulgaria,20,2012Q4,94.0,2.19404928012285,0.0019419044732837,0.53345475,0.4419016,,,-0.1166924995304412,45.90227787606493,1,
bulgaria,21,2013Q1,99.0,5.833819180777781,0.0112609307283128,0.53345475,0.4396353,,,-0.0104063238731664,33.080581719314246,1,
bulgaria,22,2013Q2,114.0,2.1894697765092968,0.0112661061196611,0.53345475,0.4396353,,,0.0017093918823749,34.63717841555148,1,
bulgaria,23,2013Q3,65.0,2.226007720137212,0.0120235949469313,0.53345475,0.4396353,,,0.2252379480711123,25.46362161051668,1,
bulgaria,24,2013Q4,68.0,2.933223776088198,0.0043782143302976,0.53345475,0.4396353,,,0.2165922778964533,22.57036037151051,1,
chile,0,2007Q4,133.9193548387097,2.2229849551079788,-0.0266512459664423,0.52736925,0.5329204,,,0.8467880873651796,2.1638258072583123,4,2.1638258072583123
chile,1,2008Q1,167.60655737704917,3.285791709257601,-0.0324446743889544,0.52736925,,,,0.1458595506905725,2.63092730621741,4,2.63092730621741
chile,2,2008Q2,165.6875,2.330828177025238,-0.0279248105427236,0.52736925,,,,0.2791754101888553,2.1697348729714165,4,2.1697348729714165
chile,3,2008Q3,180.703125,4.310753083362351,-0.0152550536209738,0.52736925,,,,0.3437221070395368,2.7702217401812086,4,2.7702217401812086
chile,4,2008Q4,336.01612903225805,13.250496926217073,0.0147769605272953,0.52736925,,,,-1.8472104481735712,6.722505631133253,4,6.722505631133253
chile,5,2009Q1,355.9508196721312,3.5721975843837206,0.0485008676613297,0.52736925,,,,-1.8787802868140628,2.7576799757167727,4,2.7576799757167727
chile,6,2009Q2,240.12698412698413,2.2082035330950225,0.0311169274222469,0.52736925,,,,-0.741476591187151,2.316519617576777,4,2.316519617576777
chile,7,2009Q3,146.875,2.16229138951526,0.0139581844964943,0.52736925,,,,-0.4857941418952642,2.164574129877037,4,2.164574129877037
chile,8,2009Q4,126.16129032258064,2.1702746578183523,0.0021987879427769,0.52736925,,,,-0.1996806426200117,2.1693689425799967,4,2.1693689425799967
chile,9,2010Q1,123.0327868852459,2.3169176725892995,-0.010179137189629,0.52736925,0.9714853,,,0.1498838706288212,2.1827775763218584,4,2.1827775763218584
chile,10,2010Q2,135.44444444444446,2.169136984661016,-0.0163505589525328,0.52736925,0.9714853,,,0.2191369421364122,2.163799041374096,4,2.163799041374096
chile,11,2010Q3,134.671875,2.285920980976908,-0.0323667619529441,0.52736925,0.9714853,,,0.0070389915303639,2.199384859598076,4,2.199384859598076
chile,12,2010Q4,123.88524590163937,2.1661098080724583,-0.0380844331215329,0.52736925,0.9714853,,,0.088715073627108,2.167348403232028,4,2.167348403232028
chile,13,2011Q1,114.85483870967742,2.264334099701384,-0.04956299309793,0.52736925,0.9251259,,,0.3564989263736373,2.193695539723489,4,2.193695539723489
chile,14,2011Q2,128.03174603174602,2.18545575773892,-0.0401139239013516,0.52736925,0.9251259,,,0.2542859598151738,2.1633072096626065,4,2.1633072096626065
chile,15,2011Q3,149.890625,3.730659926186796,0.0111892402330401,0.52736925,0.9251259,,,-0.0358395208496375,2.4246864624784794,4,2.4246864624784794
chile,16,2011Q4,162.26666666666668,3.234992530117794,-0.0270758917861035,0.52736925,0.9251259,,,-0.1080768006624656,2.4025051678197995,4,2.4025051678197995
chile,17,2012Q1,157.24193548387098,2.18086135935126,-0.0346229434600109,0.52736925,0.9285911,,,-0.0425850404141188,2.160310774971094,4,2.160310774971094
chile,18,2012Q2,167.88888888888889,2.193231241728929,-0.039409959456036,0.52736925,0.9285911,,,-0.0916325216852709,2.2206242062317023,4,2.2206242062317023
chile,19,2012Q3,149.22222222222223,2.355032474641536,-0.0447256866695611,0.52736925,0.9285911,,,-0.2040866206567154,2.1636942261486163,4,2.1636942261486163
chile,20,2012Q4,128.41666666666666,2.187071766164481,-0.0352485723659916,0.52736925,0.9285911,,,-0.1166924995304412,2.117188109195192,4,2.117188109195192
chile,21,2013Q1,130.58333333333334,2.1827216675739423,-0.0335571759942064,0.52736925,0.9422449,,,-0.0104063238731664,2.2669463754656856,4,2.2669463754656856
chile,22,2013Q2,152.125,2.2160434851742847,-0.008462350249388,0.52736925,0.9422449,,,0.0017093918823749,2.174827263812547,4,2.174827263812547
chile,23,2013Q3,171.09375,2.270644182677536,-0.016509008632967,0.52736925,0.9422449,,,0.2252379480711123,2.211933735376629,4,2.211933735376629
