country,quarter,EMBI_bps,JLoss,GaR,GaR_st,prob_neg,ES,skew,std,g_GDP,VIX,JLoss_x_GaR,t
chile,2014Q4,157.95706451612904,2.230517534742554,-0.0185877549965473,-0.0178971708804476,0.095450771166008,-0.0194474941893844,-0.1276467802490996,0.0120228523568896,-0.66541813314692,-0.0643524752907675,-0.041460313451297276,2014Q4
chile,2015Q1,169.7721475409836,2.190495349610646,-0.0013326365569947,-0.0009782718124539,0.0526722379004296,-0.0052573050178702,-0.0268356209795967,0.0115347383433526,-0.482947737071,-0.572219383284511,-0.002919134180818033,2015Q1
chile,2015Q2,149.066828125,2.220226193595428,-0.0077005057063339,-0.0072305130564826,0.0660673758787297,-0.0086879808862056,0.0232961816013786,0.012623489740627,-0.588502028080477,-0.190345033028346,-0.017096864473133588,2015Q2
chile,2015Q3,192.277625,2.2170877077098274,-0.0118658141757895,-0.0117433931465312,0.1023311460787299,-0.0181605351585507,-0.0691315404908889,0.014715960148849,-0.536122342583512,0.624060469048578,-0.026307550751111918,2015Q3
chile,2015Q4,231.2528387096774,2.1747549727524995,-0.0079591488443033,-0.0077511585710139,0.0829274263172222,-0.0106183216019691,-0.1228138568498922,0.0118183617559463,-0.640701862204169,-0.192942817723966,-0.017309198528025913,2015Q4
chile,2016Q1,254.51727868852458,2.3180959494711715,0.0078017365953751,0.0080131273073238,0.0,0.0034223384983602,-0.1775880609086162,0.0097812722361427,-0.373354024481481,-0.746270957891063,0.018085174000580028,2016Q1
chile,2016Q2,202.65892187499998,2.2306943562390473,-0.0060115668223911,-0.0059867046140981,0.1049215785601783,-0.0127888298661383,-0.1348813733069117,0.0116683614130969,-0.775297303879369,-0.528057043458968,-0.01340996818286173,2016Q2
chile,2016Q3,172.19125,2.1892514278336193,0.0030687104671363,0.0033486583425854,0.0318095615210349,-0.0011487668502533,0.0535788354095252,0.0089725903219468,-0.601269059103241,-0.831997852846529,0.006718178771786117,2016Q3
chile,2016Q4,170.97796721311477,2.1879438565711147,-0.0037343910315668,-0.0037343913600781,0.1342706159568575,-0.0069314007226237,-0.0126527525361184,0.0116902753754377,-0.86655962721713,-0.734580926760772,-0.008170637915550848,2016Q4
chile,2017Q1,137.90303225806454,2.1622033805475196,-0.0121950618186505,-0.0140366787012614,0.3785956092429745,-0.0133769677029811,-0.0127167575545355,0.011611687245255,-1.16374421609154,-0.951495948845057,-0.026368203890272092,2017Q1
chile,2017Q2,133.51255555555554,2.1611664786793754,-0.0020891395977426,-0.0020894770589915,0.1213483373698987,-0.0026018781046278,-0.157702778049917,0.0104341462884586,-0.914692263293774,-1.10606413823446,-0.004514978467923022,2017Q2
chile,2017Q3,127.36012698412698,2.160302271070221,0.0096206680790025,0.0096206681235349,0.0,0.0090351060236103,-0.2125281538542876,0.0088157862550589,-0.634255738850032,-1.32297916031874,0.02078355110028188,2017Q3
chile,2017Q4,121.70482258064517,2.5172646982966045,0.0160665230623689,0.0160665231941035,0.0,0.0153675628447703,-0.0829486878972529,0.0101233203886217,-0.314731422991026,-1.1242486311038,0.04044369132926949,2017Q4
chile,2018Q1,116.79345901639344,2.179750597325117,0.012021535825521,0.0123439409826361,0.0,0.0062818061936161,-0.0342002447586488,0.0116771685202867,-0.00194810418845872,0.0356622354906092,0.02620394989644469,2018Q1
chile,2018Q2,133.8769375,2.161952957855014,0.0295240280684024,0.0295240281434965,0.0,0.0191513449929379,0.1373495424783933,0.0113634499655548,0.234765702143985,-0.468307995459704,0.06382955981027702,2018Q2
chile,2018Q3,136.72073015873016,2.1705827482143225,0.0105299086000373,0.0094555933844325,0.0,0.0096480543300762,-0.0906622331276317,0.0107786500642834,-0.498485823376785,-0.983968257540309,0.022856037947514594,2018Q3
chile,2018Q4,144.28145901639346,2.1603027905496854,-0.00367478661421,-0.0033087280415921,0.0679345319409625,-0.0082936786434968,-0.0775727487254457,0.014082630262484,-0.240537339488146,0.743558565047107,-0.007938651777352493,2018Q4
chile,2019Q1,138.82468333333333,2.1638365043509125,-0.0012566491478255,-0.0012566490261017,0.0839087213432036,-0.0013602157511423,-0.257098161518078,0.0104502291767313,-0.790304673966311,-0.777444374238505,-0.002719183299226283,2019Q1
chile,2019Q2,132.24395238095238,2.166560541794892,-0.0038935875941741,-0.0033339802222176,0.0880917747894573,-0.0041235239851555,-0.2466742852432005,0.0107756260292822,-0.791175557602551,-0.599496122588523,-0.008435693247559708,2019Q2
chile,2019Q3,132.219921875,2.164255680298851,0.0090687058952506,0.0099712148489671,0.0,0.0064200250807038,0.0112473001091416,0.0114432228232887,-0.319038764214989,-0.448824610242553,0.019626998246755786,2019Q3
chile,2019Q4,141.40004838709677,4.895139152852462,-0.0322989281262839,-0.032885553157939,0.9649322485265224,-0.0351657318684186,-0.2269629444454596,0.0127476917073293,-1.72444640719537,-0.768352127803834,-0.15810774766613991,2019Q4
chile,2020Q1,194.80684126984127,8.400269608230213,-0.0481976375478429,-0.0520655571056709,0.5840368533937865,-0.0643399946766931,0.0604592710557334,0.0355495643038645,-1.13112222026181,4.39604384708907,-0.40487314988164,2020Q1
