countryname,quarter,JLoss,n_banks,below_min_banks
brazil,2015Q3,18.015741333665012,8,False
brazil,2015Q4,20.763590488363114,8,False
brazil,2016Q1,17.672793377664327,8,False
brazil,2016Q2,16.37598370399242,8,False
brazil,2016Q3,12.814216428161934,9,False
brazil,2016Q4,12.640804532594366,8,False
brazil,2017Q1,10.585885702743978,9,False
brazil,2017Q2,13.141790720407204,9,False
brazil,2017Q3,9.405900210053328,9,False
brazil,2017Q4,10.193747416513961,9,False
brazil,2018Q1,9.498392930243957,9,False
brazil,2018Q2,11.977768372066325,10,False
brazil,2018Q3,11.180165852697124,9,False
brazil,2018Q4,10.491094415790442,9,False
brazil,2019Q1,9.699279057557503,9,False
brazil,2019Q2,8.712562142209302,9,False
brazil,2019Q3,9.618829179375087,10,False
brazil,2019Q4,7.941734054517485,11,False
brazil,2020Q1,20.062566306396995,11,False
brazil,2020Q2,16.012354953808927,11,False
brazil,2020Q3,11.294152356160836,11,False
brazil,2020Q4,11.032995613091297,11,False
brazil,2021Q1,12.229147461255277,11,False
brazil,2021Q2,9.8649273504885,11,False
brazil,2021Q3,11.680437859184067,11,False
brazil,2021Q4,15.41204779605361,11,False
brazil,2022Q1,10.967531347726462,11,False
brazil,2022Q2,11.848891123205634,11,False
brazil,2022Q3,10.517127785771585,11,False
brazil,2022Q4,13.865747291928935,11,False
brazil,2023Q1,11.788797090802783,11,False
brazil,2023Q2,9.598961533754572,11,False
brazil,2023Q3,8.9886312809746,11,False
brazil,2023Q4,9.080072263021846,11,False
brazil,2024Q1,9.926472530900801,11,False
brazil,2024Q2,7.066262235460593,11,False
brazil,2024Q3,9.13800969579794,11,False
brazil,2024Q4,10.139257376040948,11,False
brazil,2025Q1,10.101229635756997,11,False
brazil,2025Q2,11.552338182967596,11,False
brazil,2025Q3,10.978471723211054,11,False
brazil,2025Q4,10.409893325232003,11,False
brazil,2026Q1,10.97816182381285,11,False
brazil,2026Q2,11.500144558342365,10,False
brazil,2026Q3,11.360164515677939,10,False
chile,2004Q1,8.310436884266649,4,False
chile,2004Q2,5.117799003228686,4,False
chile,2004Q3,1.9325442702800195,4,False
chile,2004Q4,2.0661658420212996,4,False
chile,2005Q1,3.930441438167734,4,False
chile,2005Q2,3.122112532706119,4,False
chile,2005Q3,3.66364300292324,4,False
chile,2005Q4,5.866687632686546,4,False
chile,2006Q1,3.6147943246577983,4,False
chile,2006Q2,7.091425183852675,4,False
chile,2006Q3,2.937619870622439,4,False
chile,2006Q4,3.537303543891657,4,False
chile,2007Q1,5.294617175432407,4,False
chile,2007Q2,9.120916671312532,4,False
chile,2007Q3,3.059804480066915,4,False
chile,2007Q4,4.281396646529626,4,False
chile,2008Q1,9.470927306180249,4,False
chile,2008Q2,6.164233242211748,4,False
chile,2008Q3,9.610221740091635,4,False
chile,2008Q4,13.56250563095311,4,False
chile,2009Q1,9.59767997569988,4,False
chile,2009Q2,8.874081872837998,4,False
chile,2009Q3,5.239699251690081,4,False
chile,2009Q4,6.115150471567602,4,False
chile,2010Q1,6.429178740732716,4,False
chile,2010Q2,4.603264093969373,4,False
chile,2010Q3,7.034429686092983,4,False
chile,2010Q4,2.663769570709072,4,False
chile,2011Q1,5.356055493559777,4,False
chile,2011Q2,3.0485443815356925,4,False
chile,2011Q3,9.264686462477615,4,False
chile,2011Q4,9.2425051678929,4,False
chile,2012Q1,3.0288166728658203,4,False
chile,2012Q2,4.075259824586996,4,False
chile,2012Q3,2.8427961200123617,4,False
chile,2012Q4,2.1172375802356487,4,False
chile,2013Q1,5.913344932165426,4,False
chile,2013Q2,4.437989775123496,4,False
chile,2013Q3,7.235570360117277,4,False
chile,2013Q4,7.818608777893371,4,False
chile,2014Q1,6.9749117711112945,4,False
chile,2014Q2,2.377686573306353,4,False
chile,2014Q3,1.4336230326752135,4,False
chile,2014Q4,2.519011205753771,4,False
chile,2015Q1,5.140091307153569,4,False
chile,2015Q2,5.792103320503885,4,False
chile,2015Q3,4.000118370177942,4,False
chile,2015Q4,3.906672540625453,4,False
chile,2016Q1,7.57728271356632,4,False
chile,2016Q2,11.815883336747227,4,False
chile,2016Q3,2.002487400827139,4,False
chile,2016Q4,3.3754943761692235,4,False
chile,2017Q1,2.5226667201921797,4,False
chile,2017Q2,3.208733466713665,4,False
chile,2017Q3,2.5560473973999653,4,False
chile,2017Q4,8.473665579692563,4,False
chile,2018Q1,4.172629760585677,4,False
chile,2018Q2,1.8613460444059764,4,False
chile,2018Q3,3.1202786018902113,4,False
chile,2018Q4,6.215277287258241,4,False
chile,2019Q1,3.8208143976960907,4,False
chile,2019Q2,3.331706508665433,4,False
chile,2019Q3,2.7424425456624744,4,False
chile,2019Q4,11.02745664883196,4,False
chile,2020Q1,18.472987722724437,4,False
chile,2020Q2,16.276048114373026,4,False
chile,2020Q3,15.969371243645535,4,False
chile,2020Q4,14.618770866171747,4,False
chile,2021Q1,12.042493229546977,4,False
chile,2021Q2,14.98036187339785,4,False
chile,2021Q3,14.457639282160121,4,False
chile,2021Q4,17.61677116061379,4,False
chile,2022Q1,11.69659707292998,4,False
chile,2022Q2,11.40823051284636,4,False
chile,2022Q3,11.933090020327398,4,False
chile,2022Q4,11.079646367672758,4,False
chile,2023Q1,10.717843297128208,4,False
chile,2023Q2,9.948591738882714,4,False
chile,2023Q3,12.290534242235129,4,False
chile,2023Q4,10.032010351290156,4,False
chile,2024Q1,9.324351981559873,4,False
chile,2024Q2,11.078752468153205,4,False
chile,2024Q3,8.552741298779166,4,False
chile,2024Q4,7.174486092475881,4,False
chile,2025Q1,5.155977012500121,4,False
chile,2025Q2,9.183035970821477,4,False
chile,2025Q3,6.494010004443738,4,False
chile,2025Q4,5.513314423452795,4,False
chile,2026Q1,9.424922640216638,4,False
chile,2026Q2,9.429745990853657,4,False
chile,2026Q3,3.044094521707241,4,False
china,2006Q3,4.803009500260178,1,True
china,2006Q4,9.421383718714958,2,True
china,2007Q1,9.534646906610417,3,False
china,2007Q2,9.15571337339689,3,False
china,2007Q3,9.636470397748688,3,False
china,2007Q4,9.88476892527071,6,False
china,2008Q1,11.384084268216775,6,False
china,2008Q2,9.67962073055469,6,False
china,2008Q3,12.063875501051855,6,False
china,2008Q4,15.543215491335014,6,False
china,2009Q1,10.763967833944124,6,False
china,2009Q2,9.553936315335616,6,False
china,2009Q3,9.627322830636997,6,False
china,2009Q4,7.058428285554539,7,False
china,2010Q1,5.603086243144479,7,False
china,2010Q2,6.9310801371428985,7,False
china,2010Q3,2.118410207499302,8,False
china,2010Q4,6.668108426958456,8,False
china,2011Q1,2.1435347636781272,8,False
china,2011Q2,3.1008541041506117,8,False
china,2011Q3,9.732119691809109,8,False
china,2011Q4,8.882642096705725,8,False
china,2012Q1,3.3883264904032586,8,False
china,2012Q2,5.624901055971619,8,False
china,2012Q3,6.315741756917037,8,False
china,2012Q4,3.278325790998359,8,False
china,2013Q1,11.89930912143001,8,False
china,2013Q2,9.00478010813989,8,False
china,2013Q3,9.363042305411419,8,False
china,2013Q4,6.109279587581048,9,False
china,2014Q1,6.530295638275151,9,False
china,2014Q2,5.576583547528868,9,False
china,2014Q3,6.649676255465297,9,False
china,2014Q4,11.725827162601448,9,False
china,2015Q1,10.358570101790248,9,False
china,2015Q2,10.935540202903734,9,False
china,2015Q3,14.442814362668505,9,False
china,2015Q4,8.272375132266026,9,False
china,2016Q1,10.472782368858063,9,False
china,2016Q2,6.97814207915024,9,False
china,2016Q3,6.540861251350645,9,False
china,2016Q4,8.472277996114912,10,False
china,2017Q1,5.29109302059795,10,False
china,2017Q2,6.759888703635926,10,False
china,2017Q3,8.238628743754393,10,False
china,2017Q4,8.894297350883031,10,False
china,2018Q1,11.359445842999548,10,False
china,2018Q2,10.363484246554867,10,False
china,2018Q3,11.364037126980113,10,False
china,2018Q4,11.675636466753362,10,False
china,2019Q1,11.26015806764175,10,False
china,2019Q2,10.954406417574523,10,False
china,2019Q3,11.508618398200126,10,False
china,2019Q4,8.086369932343093,10,False
china,2020Q1,13.951405495551823,10,False
china,2020Q2,13.26709680701364,10,False
china,2020Q3,20.580669109026577,10,False
china,2020Q4,15.286615187083845,10,False
china,2021Q1,13.28324598757572,10,False
china,2021Q2,15.427417231864217,10,False
china,2021Q3,18.264878615526897,10,False
china,2021Q4,15.693516092351404,10,False
china,2022Q1,16.084175537089425,10,False
china,2022Q2,19.69720393062555,10,False
china,2022Q3,34.917631423048675,10,False
china,2022Q4,31.184518515640967,10,False
china,2023Q1,27.2565260481406,10,False
china,2023Q2,29.84113110763639,10,False
china,2023Q3,35.484083488873715,10,False
china,2023Q4,32.776509996851644,10,False
china,2024Q1,30.262973640983244,10,False
china,2024Q2,23.799625908683282,10,False
china,2024Q3,24.06938283949341,10,False
china,2024Q4,19.778498935974444,10,False
china,2025Q1,18.83193913336237,10,False
china,2025Q2,15.782738072917125,10,False
china,2025Q3,16.091077279892144,10,False
china,2025Q4,14.21710849832668,10,False
china,2026Q1,14.82950334446242,10,False
china,2026Q2,17.74972621662587,10,False
china,2026Q3,15.239441201651182,10,False
colombia,2005Q1,9.196224321700914,1,True
colombia,2005Q2,7.631161175350402,1,True
colombia,2005Q3,9.542120555344873,1,True
colombia,2005Q4,11.246293262913504,1,True
colombia,2006Q1,9.09305878789041,1,True
colombia,2006Q2,16.68797272368874,1,True
colombia,2006Q3,9.166486373630732,1,True
colombia,2006Q4,18.25512135966756,1,True
colombia,2007Q1,9.014813564562894,1,True
colombia,2007Q2,13.439544458871936,1,True
colombia,2007Q3,9.006163404666433,1,True
colombia,2007Q4,9.000390575964014,1,True
colombia,2008Q1,9.454587487040962,1,True
colombia,2008Q2,9.060162497769209,1,True
colombia,2008Q3,9.410224746618598,1,True
colombia,2008Q4,14.993810755850966,1,True
colombia,2009Q1,9.132650570310314,1,True
colombia,2009Q2,9.044484500660191,1,True
colombia,2009Q3,9.008248795308349,1,True
colombia,2009Q4,9.001003932916271,1,True
colombia,2010Q1,9.000592532081763,1,True
colombia,2010Q2,9.001463056046083,1,True
colombia,2010Q3,9.008139968529273,2,True
colombia,2010Q4,14.026136436432852,3,False
colombia,2011Q1,7.263703436535338,3,False
colombia,2011Q2,9.20134209614445,3,False
colombia,2011Q3,9.069116343003577,3,False
colombia,2011Q4,9.084552313760131,3,False
colombia,2012Q1,9.014769073581117,3,False
colombia,2012Q2,5.735111330968437,3,False
colombia,2012Q3,7.886801776769432,3,False
colombia,2012Q4,4.086318345905678,3,False
colombia,2013Q1,2.9973488866688665,3,False
colombia,2013Q2,5.176981962563082,3,False
colombia,2013Q3,4.819300474345001,3,False
colombia,2013Q4,9.052690376905375,3,False
colombia,2014Q1,9.053737218926553,3,False
colombia,2014Q2,4.132889341061954,3,False
colombia,2014Q3,4.145140666620184,3,False
colombia,2014Q4,9.191519824970129,3,False
colombia,2015Q1,9.40095491435122,3,False
colombia,2015Q2,9.086452066142707,3,False
colombia,2015Q3,9.344123009516162,3,False
colombia,2015Q4,11.048800774775513,3,False
colombia,2016Q1,9.531142196411782,3,False
colombia,2016Q2,9.27295873936937,3,False
colombia,2016Q3,9.027775042203864,3,False
colombia,2016Q4,7.5454171492093085,3,False
colombia,2017Q1,8.071277034410107,3,False
colombia,2017Q2,8.030389017645552,3,False
colombia,2017Q3,9.09251531148227,3,False
colombia,2017Q4,9.04632814368083,3,False
colombia,2018Q1,9.09246621155383,3,False
colombia,2018Q2,9.046502781625307,3,False
colombia,2018Q3,9.066330520517731,3,False
colombia,2018Q4,9.778522084401814,3,False
colombia,2019Q1,9.100207450669844,3,False
colombia,2019Q2,9.204662277278526,3,False
colombia,2019Q3,9.075771086135783,3,False
colombia,2019Q4,9.062827482405924,3,False
colombia,2020Q1,19.732388512659348,3,False
colombia,2020Q2,16.92576906704649,3,False
colombia,2020Q3,12.122008750799202,3,False
colombia,2020Q4,10.860287164647966,3,False
colombia,2021Q1,10.615512300534082,3,False
colombia,2021Q2,10.455499167176585,3,False
colombia,2021Q3,9.511780660157173,3,False
colombia,2021Q4,10.683597586933521,3,False
colombia,2022Q1,12.96691953357606,3,False
colombia,2022Q2,13.89979923466472,3,False
colombia,2022Q3,14.61752952425458,3,False
colombia,2022Q4,12.12835029450444,3,False
colombia,2023Q1,14.185122497718382,3,False
colombia,2023Q2,16.610670362866124,3,False
colombia,2023Q3,17.37779012428616,3,False
colombia,2023Q4,14.32751212086914,3,False
colombia,2024Q1,15.416081540324296,3,False
colombia,2024Q2,12.035217665244353,3,False
colombia,2024Q3,10.847246544228389,3,False
colombia,2024Q4,11.067360259954185,3,False
colombia,2025Q1,11.385719224369314,3,False
colombia,2025Q2,23.55966732483222,3,False
colombia,2025Q3,9.32525032275215,3,False
colombia,2025Q4,9.792533366340708,3,False
colombia,2026Q1,12.812553238908665,3,False
colombia,2026Q2,12.287285067767492,3,False
colombia,2026Q3,9.488068586903651,3,False
indonesia,2004Q1,12.34085799559605,3,False
indonesia,2004Q2,12.961097898184365,4,False
indonesia,2004Q3,9.566487430225033,4,False
indonesia,2004Q4,9.708747950275233,4,False
indonesia,2005Q1,9.203348237164203,4,False
indonesia,2005Q2,9.906404566012943,4,False
indonesia,2005Q3,10.330077342828632,4,False
indonesia,2005Q4,9.70521090625528,4,False
indonesia,2006Q1,9.731623472569794,4,False
indonesia,2006Q2,12.16430571579987,4,False
indonesia,2006Q3,10.467760720276816,4,False
indonesia,2006Q4,9.963908382600605,4,False
indonesia,2007Q1,9.39380252905171,4,False
indonesia,2007Q2,9.65486307449711,4,False
indonesia,2007Q3,10.25291027157683,4,False
indonesia,2007Q4,9.579208199108198,4,False
indonesia,2008Q1,10.875409807330902,4,False
indonesia,2008Q2,10.527064263358783,4,False
indonesia,2008Q3,12.077032618893027,4,False
indonesia,2008Q4,24.315850488671323,4,False
indonesia,2009Q1,12.879998046556562,4,False
indonesia,2009Q2,13.417593974828735,4,False
indonesia,2009Q3,9.626123677973979,4,False
indonesia,2009Q4,7.780400252224859,4,False
indonesia,2010Q1,8.434353887751527,4,False
indonesia,2010Q2,9.6850915667247,4,False
indonesia,2010Q3,9.27419093679066,4,False
indonesia,2010Q4,10.287460567027338,4,False
indonesia,2011Q1,9.577637436219067,4,False
indonesia,2011Q2,5.317011969563772,4,False
indonesia,2011Q3,10.330574032626968,4,False
indonesia,2011Q4,9.674052698281956,4,False
indonesia,2012Q1,4.7591414987596785,4,False
indonesia,2012Q2,7.452260148205319,4,False
indonesia,2012Q3,6.297543537747881,4,False
indonesia,2012Q4,5.334408362694829,4,False
indonesia,2013Q1,6.041921077441559,4,False
indonesia,2013Q2,9.317291759094484,4,False
indonesia,2013Q3,11.40459342595922,4,False
indonesia,2013Q4,9.151596053746301,4,False
indonesia,2014Q1,9.36906654619029,4,False
indonesia,2014Q2,5.4957202841269,4,False
indonesia,2014Q3,3.69553314629422,4,False
indonesia,2014Q4,4.88353562550117,4,False
indonesia,2015Q1,2.9610623885152134,4,False
indonesia,2015Q2,8.299257767677178,4,False
indonesia,2015Q3,9.823481472999603,4,False
indonesia,2015Q4,9.578622309623249,4,False
indonesia,2016Q1,8.289126620096663,4,False
indonesia,2016Q2,8.257541577297575,4,False
indonesia,2016Q3,8.544628202641332,4,False
indonesia,2016Q4,7.267043348194252,4,False
indonesia,2017Q1,2.828940457425057,4,False
indonesia,2017Q2,3.837262166728265,4,False
indonesia,2017Q3,2.578834283322557,4,False
indonesia,2017Q4,3.6681533793110326,4,False
indonesia,2018Q1,5.559853780633559,4,False
indonesia,2018Q2,9.730389656649857,5,False
indonesia,2018Q3,9.441332559551874,5,False
indonesia,2018Q4,7.429341205523129,5,False
indonesia,2019Q1,5.74744511537093,5,False
indonesia,2019Q2,4.130588711708906,5,False
indonesia,2019Q3,3.9442776473689904,5,False
indonesia,2019Q4,5.137081059604204,5,False
indonesia,2020Q1,14.362100813087576,5,False
indonesia,2020Q2,13.052683200774117,5,False
indonesia,2020Q3,10.054806072230589,5,False
indonesia,2020Q4,9.49136239284952,5,False
indonesia,2021Q1,10.531308228320071,5,False
indonesia,2021Q2,8.207481898292912,5,False
indonesia,2021Q3,9.301081024800087,5,False
indonesia,2021Q4,6.826396402037654,5,False
indonesia,2022Q1,4.080470160635476,5,False
indonesia,2022Q2,9.195017631497626,5,False
indonesia,2022Q3,6.196062969133607,5,False
indonesia,2022Q4,5.517578908104135,5,False
indonesia,2023Q1,8.291441686686168,5,False
indonesia,2023Q2,2.072010717027307,5,False
indonesia,2023Q3,2.6587206929403875,5,False
indonesia,2023Q4,3.7106272827317275,5,False
indonesia,2024Q1,3.657674279443349,5,False
indonesia,2024Q2,9.375123839515684,5,False
indonesia,2024Q3,5.395116169937607,5,False
indonesia,2024Q4,8.577000850609743,5,False
indonesia,2025Q1,10.497730919886623,5,False
indonesia,2025Q2,9.54296348569909,5,False
indonesia,2025Q3,8.725556309439654,5,False
indonesia,2025Q4,7.355683064850365,5,False
indonesia,2026Q1,9.196058689333347,5,False
indonesia,2026Q2,10.978252464186106,5,False
indonesia,2026Q3,5.237495238370569,5,False
malaysia,2004Q1,9.727950631009861,6,False
malaysia,2004Q2,10.82727177338708,6,False
malaysia,2004Q3,10.206205904845744,6,False
malaysia,2004Q4,7.356174129593988,6,False
malaysia,2005Q1,8.144618332918688,6,False
malaysia,2005Q2,9.920675645337191,6,False
malaysia,2005Q3,8.9183930047872,6,False
malaysia,2005Q4,9.833441305841639,6,False
malaysia,2006Q1,9.431761073470366,6,False
malaysia,2006Q2,9.37451183266069,6,False
malaysia,2006Q3,6.725819079210541,6,False
malaysia,2006Q4,8.514572184758343,6,False
malaysia,2007Q1,9.975619132157378,6,False
malaysia,2007Q2,6.904383302211194,6,False
malaysia,2007Q3,10.004327994687785,6,False
malaysia,2007Q4,5.7442383385870155,6,False
malaysia,2008Q1,10.406757428279239,6,False
malaysia,2008Q2,5.563614609042542,6,False
malaysia,2008Q3,9.945345088423156,6,False
malaysia,2008Q4,12.789376026059802,6,False
malaysia,2009Q1,13.898909882917545,6,False
malaysia,2009Q2,9.713828591721358,6,False
malaysia,2009Q3,4.593908394402056,6,False
malaysia,2009Q4,2.4160371416974122,6,False
malaysia,2010Q1,2.0328117648675703,6,False
malaysia,2010Q2,1.9413633190716908,6,False
malaysia,2010Q3,1.8899486196634372,6,False
malaysia,2010Q4,1.5079720796904883,6,False
malaysia,2011Q1,1.5048592242454046,6,False
malaysia,2011Q2,2.196977293696477,6,False
malaysia,2011Q3,4.8473640775317595,6,False
malaysia,2011Q4,4.4072088702399475,6,False
malaysia,2012Q1,1.5032025642615297,6,False
malaysia,2012Q2,1.535037866852091,6,False
malaysia,2012Q3,1.5763725681616338,6,False
malaysia,2012Q4,2.5528319011663165,6,False
malaysia,2013Q1,1.536636941666785,6,False
malaysia,2013Q2,3.969613950354258,6,False
malaysia,2013Q3,3.133834237687173,6,False
malaysia,2013Q4,1.549967442672638,6,False
malaysia,2014Q1,1.6039686352850615,6,False
malaysia,2014Q2,2.273060518925592,6,False
malaysia,2014Q3,1.6252193285850411,6,False
malaysia,2014Q4,5.710361252436331,6,False
malaysia,2015Q1,8.80516375160523,6,False
malaysia,2015Q2,3.7569950274803583,6,False
malaysia,2015Q3,9.656579175343625,6,False
malaysia,2015Q4,8.173696824698917,6,False
malaysia,2016Q1,8.098844526498082,6,False
malaysia,2016Q2,10.498847507068064,6,False
malaysia,2016Q3,4.382693656202799,6,False
malaysia,2016Q4,4.2657435158733135,6,False
malaysia,2017Q1,3.582978483042579,6,False
malaysia,2017Q2,2.5891903901818654,6,False
malaysia,2017Q3,3.9360807450268473,6,False
malaysia,2017Q4,2.4372869280863303,6,False
malaysia,2018Q1,2.7565611655143707,6,False
malaysia,2018Q2,9.194931821344975,6,False
malaysia,2018Q3,4.108426042262538,6,False
malaysia,2018Q4,5.133509962281114,6,False
malaysia,2019Q1,2.517455841262342,6,False
malaysia,2019Q2,1.6882271836390619,6,False
malaysia,2019Q3,2.398569382411211,6,False
malaysia,2019Q4,3.146451626716194,6,False
malaysia,2020Q1,12.702610215945677,6,False
malaysia,2020Q2,10.520930785033809,6,False
malaysia,2020Q3,9.824427957065007,6,False
malaysia,2020Q4,10.91864969961148,6,False
malaysia,2021Q1,9.835879493036142,6,False
malaysia,2021Q2,7.139012275252032,6,False
malaysia,2021Q3,4.33535428546239,6,False
malaysia,2021Q4,4.928569257576,6,False
malaysia,2022Q1,9.346157215410162,6,False
malaysia,2022Q2,3.337166464886534,6,False
malaysia,2022Q3,2.7168442088034426,6,False
malaysia,2022Q4,4.9640061308687145,6,False
malaysia,2023Q1,3.241163642306133,6,False
malaysia,2023Q2,2.660375117443405,6,False
malaysia,2023Q3,2.8244128698409026,6,False
malaysia,2023Q4,1.6100015577922453,6,False
malaysia,2024Q1,1.9807325749280196,6,False
malaysia,2024Q2,1.627455700112498,6,False
malaysia,2024Q3,6.228623196829838,6,False
malaysia,2024Q4,1.7241180859110958,6,False
malaysia,2025Q1,6.712498754270881,6,False
malaysia,2025Q2,9.295569888201378,6,False
malaysia,2025Q3,3.280277982279719,6,False
malaysia,2025Q4,2.947224136041347,6,False
malaysia,2026Q1,5.738124441980658,6,False
malaysia,2026Q2,4.668641549067443,6,False
malaysia,2026Q3,1.5391557848291941,6,False
mexico,2004Q1,9.254703255533975,2,True
mexico,2004Q2,10.002627254691332,2,True
mexico,2004Q3,9.049944046988672,2,True
mexico,2004Q4,9.027050704438977,2,True
mexico,2005Q1,8.725024258134107,2,True
mexico,2005Q2,9.026968957653141,2,True
mexico,2005Q3,9.407391581557915,2,True
mexico,2005Q4,9.028557275555718,2,True
mexico,2006Q1,9.481333860085138,2,True
mexico,2006Q2,9.425840719077339,3,False
mexico,2006Q3,9.171024480804467,3,False
mexico,2006Q4,9.907620710697232,3,False
mexico,2007Q1,9.18118643079046,2,True
mexico,2007Q2,12.101485653801234,3,False
mexico,2007Q3,10.363501055599553,3,False
mexico,2007Q4,9.279295354635527,3,False
mexico,2008Q1,9.47200645520207,2,True
mexico,2008Q2,5.8971397711791695,3,False
mexico,2008Q3,9.945448042843445,3,False
mexico,2008Q4,16.153824665629664,3,False
mexico,2009Q1,20.76460274128073,2,True
mexico,2009Q2,12.594542346310284,3,False
mexico,2009Q3,10.058762030012419,3,False
mexico,2009Q4,9.98345855875682,3,False
mexico,2010Q1,9.061928393503875,3,False
mexico,2010Q2,9.265959976073537,3,False
mexico,2010Q3,5.022503903811246,3,False
mexico,2010Q4,9.003127264269647,2,True
mexico,2011Q1,8.44974374133953,3,False
mexico,2011Q2,9.397919963818206,3,False
mexico,2011Q3,11.228254135432913,4,False
mexico,2011Q4,10.09521600167139,4,False
mexico,2012Q1,9.026321134587592,3,False
mexico,2012Q2,9.232396698762814,4,False
mexico,2012Q3,20.359246380783777,4,False
mexico,2012Q4,5.9061423661608865,4,False
mexico,2013Q1,9.086968891522444,4,False
mexico,2013Q2,9.677567806887065,4,False
mexico,2013Q3,11.202513911117261,4,False
mexico,2013Q4,6.702527746191304,4,False
mexico,2014Q1,9.17489401379209,4,False
mexico,2014Q2,5.3095959214756,4,False
mexico,2014Q3,4.719736271141912,4,False
mexico,2014Q4,9.06846206670114,4,False
mexico,2015Q1,8.840667059449506,4,False
mexico,2015Q2,5.122843679504983,4,False
mexico,2015Q3,7.571794059755105,4,False
mexico,2015Q4,8.691054225565123,4,False
mexico,2016Q1,9.061990545935368,4,False
mexico,2016Q2,8.05624376074865,4,False
mexico,2016Q3,7.1197394998054255,4,False
mexico,2016Q4,9.322731791121885,4,False
mexico,2017Q1,6.591526386682676,4,False
mexico,2017Q2,4.863384289979387,5,False
mexico,2017Q3,3.4999583699281147,5,False
mexico,2017Q4,9.107222804340992,5,False
mexico,2018Q1,9.306292878802557,5,False
mexico,2018Q2,9.071635779512922,5,False
mexico,2018Q3,9.081472787434537,5,False
mexico,2018Q4,11.26972565188781,5,False
mexico,2019Q1,9.1089580475458,5,False
mexico,2019Q2,9.109937296869042,5,False
mexico,2019Q3,9.122092196249966,5,False
mexico,2019Q4,9.21851241617019,5,False
mexico,2020Q1,15.984841131866304,5,False
mexico,2020Q2,16.104000224145874,5,False
mexico,2020Q3,13.758282009101114,5,False
mexico,2020Q4,12.509062645380771,5,False
mexico,2021Q1,11.514472025876952,5,False
mexico,2021Q2,9.217607771443681,5,False
mexico,2021Q3,7.978335273919888,5,False
mexico,2021Q4,9.357170497412676,5,False
mexico,2022Q1,9.441413292768248,5,False
mexico,2022Q2,9.675249357739942,5,False
mexico,2022Q3,9.895484297249832,5,False
mexico,2022Q4,9.388623877653767,5,False
mexico,2023Q1,9.276158462529414,5,False
mexico,2023Q2,9.567000698284268,5,False
mexico,2023Q3,9.012773570850994,4,False
mexico,2023Q4,9.083923574205047,4,False
mexico,2024Q1,9.024273573874082,4,False
mexico,2024Q2,9.969149561691603,4,False
mexico,2024Q3,9.124004536995512,4,False
mexico,2024Q4,9.307918142712852,4,False
mexico,2025Q1,9.086643467499643,4,False
mexico,2025Q2,9.875676764496465,4,False
mexico,2025Q3,9.028068950301403,4,False
mexico,2025Q4,9.039658237430265,4,False
mexico,2026Q1,9.217998282846784,4,False
mexico,2026Q2,9.065297889273863,4,False
mexico,2026Q3,6.177944245988335,4,False
peru,2004Q1,4.803009499867744,1,True
peru,2004Q2,9.001457284534071,1,True
peru,2004Q3,4.803009823202134,1,True
peru,2004Q4,4.80300949979724,1,True
peru,2005Q1,4.8030094997987565,1,True
peru,2005Q2,9.275880450981504,3,False
peru,2005Q3,9.63760169719581,3,False
peru,2005Q4,9.606873666229912,3,False
peru,2006Q1,9.02716401561225,3,False
peru,2006Q2,8.010706712917449,3,False
peru,2006Q3,9.126705947692946,3,False
peru,2006Q4,6.43186000969932,3,False
