DATES,rEER
199401,93.74
199402,94.35
199403,95.79
199404,96.42
199405,96.12
199406,96.09
199407,95.55
199408,94.68
199409,92.9
199410,93.04
199411,95.81
199412,99.8
199501,97.76
199502,96.74
199503,94.61
199504,92.92
199505,93.51
199506,94.09
199507,95.22
199508,97.54
199509,98.32
199510,97.82
199511,97.12
199512,97.19
199601,97.35
199602,98.19
199603,99.15
199604,99.35
199605,98.16
199606,97.49
199607,98.25
199608,97.62
199609,96.98
199610,95.4
199611,94.27
199612,95.86
199701,95.36
199702,96.05
199703,97.72
199704,96.97
199705,96.91
199706,98.04
199707,99.71
199708,100.84
199709,101.23
199710,100.49
199711,99.34
199712,102.77
199801,104.03
199802,102.32
199803,102.99
199804,102.55
199805,102.23
199806,101.42
199807,101.53
199808,101.03
199809,96.88
199810,94.34
199811,93.18
199812,91.83
199901,89.65
199902,87.92
199903,89.3
199904,89.64
199905,90.74
199906,91.51
199907,92.49
199908,90.85
199909,89.42
199910,87.61
199911,87.79
199912,87.74
200001,86.98
200002,88.82
200003,89.13
200004,88.93
200005,89.87
200006,89.39
200007,90.16
200008,91.24
200009,91.98
200010,92.39
200011,91.96
200012,91.82
200101,91.42
200102,91.6
200103,93.26
200104,92.4
200105,91.41
200106,93.79
200107,95.36
200108,94.26
200109,94.29
200110,95.8
200111,95.79
200112,95.52
200201,94.53
200202,95.7
200203,96.18
200204,96.6
200205,96.13
200206,95.13
200207,93.46
200208,93.5
200209,93.3
200210,95.27
200211,93.94
200212,95.41
200301,94.39
200302,94.86
200303,95.23
200304,94.23
200305,91.52
200306,90.94
200307,91.44
200308,91.88
200309,91.18
200310,89.82
200311,89.84
200312,89.32
200401,88.32
200402,88.71
200403,89.77
200404,89.56
200405,90.39
200406,90.72
200407,91.18
200408,92.29
200409,92.47
200410,92.41
200411,91.23
200412,90.6
200501,91.05
200502,90.24
200503,90.52
200504,90.34
200505,90.25
200506,91.29
200507,91.29
200508,89.77
200509,87.56
200510,86.07
200511,86.65
200512,85.64
200601,85.74
200602,88.46
200603,87.25
200604,86.96
200605,86.93
200606,88.39
200607,88.25
200608,87.77
200609,87.59
200610,87.98
200611,87.29
200612,86.75
200701,87.4
200702,86.92
200703,86.54
200704,85.57
200705,85.29
200706,85.16
200707,84.83
200708,85.55
200709,85.62
200710,87.36
200711,86.59
200712,87.54
200801,87.42
200802,88.04
200803,89.89
200804,91.17
200805,89.55
200806,86.76
200807,87.78
200808,88.47
200809,89.17
200810,91.7
200811,93.9
200812,93.43
200901,92.21
200902,91.13
200903,93.13
200904,93.98
200905,94.42
200906,92.77
200907,91.92
200908,92.52
200909,92.85
200910,92.87
200911,91.75
200912,92.51
201001,93.4
201002,94.5
201003,94.45
201004,94.04
201005,95.95
201006,96.99
201007,96.35
201008,96.28
201009,95.45
201010,92.93
201011,92.63
201012,92.66
201101,92.87
201102,92.62
201103,91.97
201104,89.66
201105,90.69
201106,90.9
201107,91.89
201108,92.17
201109,94.2
201110,95.68
201111,97.25
201112,98.48
201201,97.55
201202,96.36
201203,97.73
201204,98.95
201205,100.19
201206,101.37
201207,102.59
201208,102.96
201209,102.52
201210,102.39
201211,102.31
201212,103.09
201301,103.24
201302,101.57
201303,102.48
201304,102.45
201305,101.23
201306,98.5
201307,98.48
201308,98.07
201309,98.27
201310,97.55
201311,97.19
201312,97.77
201401,97.6
201402,98.05
201403,98.54
201404,98.7
201405,98.79
201406,98.75
201407,99.24
201408,98.67
201409,97.95
201410,97.82
201411,98.39
201412,99.25
201501,99.34
201502,97.7
201503,99.53
201504,98.1
201505,97.0
201506,97.53
201507,98.5
201508,99.06
201509,100.56
201510,98.96
201511,97.65
201512,97.63
201601,98.06
201602,95.13
201603,96.66
201604,98.16
201605,97.87
201606,98.49
201607,99.1
201608,97.62
201609,96.46
201610,97.07
201611,98.83
201612,100.27
201701,101.18
201702,102.48
201703,103.6
201704,103.06
201705,101.64
201706,101.02
201707,101.08
201708,100.4
201709,98.95
201710,99.26
201711,99.5
201712,98.9
201801,97.82
201802,95.61
201803,96.27
201804,96.83
201805,97.81
201806,99.48
201807,100.89
201808,101.64
201809,101.64
201810,100.7
201811,100.28
201812,100.7
201901,100.12
201902,99.87
201903,101.23
201904,101.41
201905,101.96
201906,101.58
201907,102.22
201908,101.77
201909,102.61
201910,101.87
201911,101.33
201912,101.46
202001,101.27
202002,100.36
202003,101.2
202004,106.59
202005,106.43
202006,102.49
202007,100.61
202008,98.35
202009,97.76
202010,96.42
202011,95.22
202012,93.31
202101,92.74
202102,91.59
202103,91.9
202104,91.74
202105,89.01
202106,85.96
202107,86.74
202108,84.53
202109,83.97
202110,86.36
202111,86.58
202112,87.14
202201,89.66
202202,90.8
202203,93.19
202204,93.66
202205,95.7
202206,96.71
202207,95.42
202208,96.46
202209,98.06
202210,97.69
202211,99.61
202212,99.45
202301,97.27
202302,97.22
202303,100.38
202304,100.36
202305,103.39
202306,104.98
202307,106.12
202308,104.8
202309,104.36
202310,101.79
202311,102.18
202312,102.68
202401,102.85
202402,100.72
202403,104.78
202404,105.19
202405,104.17
202406,103.69
202407,104.09
202408,103.82
202409,102.09
202410,103.06
202411,104.6
202412,106.82
202501,106.55
202502,106.54
202503,107.7
202504,106.28
202505,106.08
202506,106.76
202507,107.82
202508,108.03
202509,108.51
202510,111.15
202511,112.67
202512,112.25
202601,111.7
202602,110.36
202603,110.82
202604,109.98
202605,109.64
