DATES,FCI
29/05/2026,0.9098824400657066
30/04/2026,0.3843647353137458
31/03/2026,0.3007227401627522
27/02/2026,0.22061653610757284
30/01/2026,0.21491165106420987
31/12/2025,0.24436744522157444
28/11/2025,0.4430200282927082
31/10/2025,0.6057304148156009
30/09/2025,0.5078788674736192
29/08/2025,0.40451338134035597
31/07/2025,0.5891422103859192
30/06/2025,0.6972417587421456
30/05/2025,0.37575634125314683
30/04/2025,0.5226846909379729
31/03/2025,0.3605236927372029
28/02/2025,0.563611543046648
31/01/2025,0.5981971805105075
31/12/2024,0.49710118713388507
29/11/2024,0.38188535438641913
31/10/2024,0.5180734750584177
30/09/2024,0.27743895662477164
30/08/2024,0.2590220572238565
31/07/2024,0.28107808415248703
28/06/2024,0.4382130269952791
31/05/2024,0.6030203875615341
30/04/2024,0.3891663507420944
29/03/2024,0.3402972157175459
29/02/2024,0.3891100381845427
31/01/2024,0.4042644644555723
29/12/2023,0.5769979917063145
30/11/2023,0.6131468643219797
31/10/2023,0.5622704799812273
29/09/2023,0.44301774745459255
31/08/2023,0.37135753263750687
31/07/2023,0.4955785207487406
30/06/2023,0.39554894001969565
31/05/2023,0.20976304960544673
28/04/2023,0.48441384080236255
31/03/2023,0.46968441331824407
28/02/2023,0.39231870008926095
31/01/2023,0.2445346482551537
30/12/2022,0.22623809631528907
30/11/2022,0.3974525185036041
31/10/2022,0.4857663156243405
30/09/2022,0.43053022466635127
31/08/2022,0.34886447305302387
29/07/2022,0.7364132418808252
30/06/2022,0.6756340907845515
31/05/2022,0.8377891997119657
29/04/2022,0.7577639171467259
31/03/2022,0.4744346708596958
28/02/2022,0.6191664195062618
31/01/2022,0.6076129513326097
31/12/2021,0.6731028924810043
30/11/2021,1.042552449185532
29/10/2021,0.973360774625877
30/09/2021,0.7103352710708501
31/08/2021,0.5862575007386527
30/07/2021,1.5963475698507334
30/06/2021,0.5242442680042556
31/05/2021,0.482917571448345
30/04/2021,0.3772726430008885
31/03/2021,0.3805619889925613
26/02/2021,0.30702728971078125
29/01/2021,0.1905002174051595
31/12/2020,0.10147403079973011
30/11/2020,0.19126297477117696
30/10/2020,0.2238516946258651
30/09/2020,0.3734251969821207
31/08/2020,0.44328278374440044
31/07/2020,0.6896062283480194
30/06/2020,0.46098783790131903
29/05/2020,0.45043528679393485
30/04/2020,1.4798547516955551
31/03/2020,2.316640642064305
28/02/2020,0.8906780532111858
31/01/2020,0.5600287735557572
31/12/2019,0.5066381300121149
29/11/2019,0.8780513069702082
31/10/2019,0.7666014012255442
30/09/2019,0.6023084298906832
30/08/2019,0.8076942717313383
31/07/2019,0.6899125191811576
28/06/2019,0.40230008896769637
31/05/2019,0.3476206374567161
30/04/2019,0.5064348403392867
29/03/2019,0.3286515752279967
28/02/2019,0.2929883634622458
31/01/2019,0.30494670512998323
31/12/2018,0.6336790543966522
30/11/2018,0.8801318007004234
31/10/2018,0.7264697108960781
28/09/2018,0.6888684555676859
31/08/2018,0.6277684923629269
31/07/2018,0.3235831726423227
29/06/2018,0.44587343747881647
31/05/2018,0.49097940551302
30/04/2018,0.5275942105314604
30/03/2018,0.32865412849178094
28/02/2018,0.8527085188519125
31/01/2018,0.4348726803310993
29/12/2017,0.1734023638849608
30/11/2017,0.4099616403291815
31/10/2017,0.13841170682276985
29/09/2017,0.16142745736098638
31/08/2017,0.5278829644765392
31/07/2017,0.5142831430752072
30/06/2017,0.24036703569513448
31/05/2017,0.18467662628884052
28/04/2017,0.12955511646731205
31/03/2017,0.3465856472020629
28/02/2017,0.7362371196787609
31/01/2017,0.4600488983730807
30/12/2016,0.8433222758500696
30/11/2016,0.9580621186111964
31/10/2016,0.5708485066387623
30/09/2016,0.7016773272141179
31/08/2016,0.1261355399603852
29/07/2016,0.4334936278977359
30/06/2016,0.5013041684492052
31/05/2016,0.5433481185894531
29/04/2016,0.6544750946136615
31/03/2016,0.6991401856981143
29/02/2016,0.881005481006139
29/01/2016,0.6224088117633914
31/12/2015,0.362891186598915
30/11/2015,0.41676110142619116
30/10/2015,0.4310120734339462
30/09/2015,0.7949948486524827
31/08/2015,0.6714140226601979
31/07/2015,0.3174000164795236
30/06/2015,0.2904902896669246
29/05/2015,0.5042823595721821
30/04/2015,0.4641812933648214
31/03/2015,0.3183878816431128
27/02/2015,0.5866605654140582
30/01/2015,0.6942562995264137
31/12/2014,0.8375861038667183
28/11/2014,0.5163169486062182
31/10/2014,0.25600665921282895
30/09/2014,0.22347214155677925
29/08/2014,0.20740351740183863
31/07/2014,0.28423720820060616
30/06/2014,0.18896404728228894
30/05/2014,0.37033460587057265
30/04/2014,0.1479917339110388
31/03/2014,0.22109135595848214
28/02/2014,0.10376439820984681
31/01/2014,0.3685850916366733
31/12/2013,0.1208497736140908
29/11/2013,0.2669122272028281
31/10/2013,0.1989935833412082
30/09/2013,0.4236734260535471
30/08/2013,0.7558212830316908
31/07/2013,0.18950614053392567
28/06/2013,1.2012041080428477
31/05/2013,0.2808724534117145
30/04/2013,0.2620431399391231
29/03/2013,0.3541844962965651
28/02/2013,0.24081349913821504
31/01/2013,0.2646171356203137
31/12/2012,0.13564993383342522
30/11/2012,0.46182977151833227
31/10/2012,0.23804405398714668
28/09/2012,0.20022663549371228
31/08/2012,0.2767333482904464
31/07/2012,0.8104821000703006
29/06/2012,0.8885745451403341
31/05/2012,0.41530086489330437
30/04/2012,0.3615949878306834
30/03/2012,0.3599864172527708
29/02/2012,0.5116881448428029
31/01/2012,0.2101985341658955
30/12/2011,0.2164029506128246
30/11/2011,0.3485416892569623
31/10/2011,0.2674362663346767
30/09/2011,0.5654322940264233
31/08/2011,0.2500299359336664
29/07/2011,0.24188035306549846
30/06/2011,0.18025537469790398
31/05/2011,0.3776110124085429
29/04/2011,0.24890995496841725
31/03/2011,0.30581134524383147
28/02/2011,0.7259947644595195
31/01/2011,0.7881168340196438
31/12/2010,0.18416383179940823
30/11/2010,0.32794510370498176
29/10/2010,0.3281147581038847
30/09/2010,0.34934416002584373
31/08/2010,0.4464766548342866
30/07/2010,0.4157926789078234
30/06/2010,0.4136495513465908
31/05/2010,0.6962269987718441
30/04/2010,1.0559465275314568
31/03/2010,0.6442741621168648
26/02/2010,0.5149432489546585
29/01/2010,0.5599042678454729
31/12/2009,0.7361927554273132
30/11/2009,0.533544979718491
30/10/2009,0.588819912524742
30/09/2009,0.4896521033192999
31/08/2009,0.4937591447241866
31/07/2009,0.2603595646879159
30/06/2009,0.27789351134058377
29/05/2009,0.2322723692223475
30/04/2009,0.2505201085623986
31/03/2009,0.3497786386754223
27/02/2009,0.31101299285904355
30/01/2009,0.4419977274788065
31/12/2008,0.30291659103017216
28/11/2008,0.504616643167469
31/10/2008,1.0204410807398065
30/09/2008,0.9579535702194859
29/08/2008,0.8079902425747715
31/07/2008,1.0485227729636521
30/06/2008,1.0917854101745723
30/05/2008,0.45229773678025464
30/04/2008,0.5739606190374791
31/03/2008,1.1667245792822687
29/02/2008,0.8522437712477029
31/01/2008,1.098958562241199
31/12/2007,1.341322368699851
30/11/2007,0.7743396064048542
31/10/2007,0.8986517632674644
