DATES,STX
26/06/2026,6072.240234375
25/06/2026,6071.06005859375
24/06/2026,5991.3701171875
23/06/2026,6126.22021484375
22/06/2026,6035.02001953125
19/06/2026,6135.35009765625
18/06/2026,6153.66015625
17/06/2026,6114.81005859375
16/06/2026,6245.75
15/06/2026,6272.8798828125
11/06/2026,5910.06005859375
10/06/2026,5941.35986328125
09/06/2026,5945.7099609375
08/06/2026,5879.41015625
05/06/2026,5938.3798828125
04/06/2026,5911.93017578125
03/06/2026,5953.169921875
02/06/2026,5912.68994140625
01/06/2026,5799.31982421875
29/05/2026,5768.759765625
28/05/2026,5859.93994140625
26/05/2026,5963.240234375
25/05/2026,6009.3798828125
22/05/2026,5961.39990234375
21/05/2026,5920.7001953125
20/05/2026,5893.39990234375
19/05/2026,5896.7998046875
18/05/2026,5941.52001953125
15/05/2026,5976.77001953125
14/05/2026,6015.02978515625
13/05/2026,5946.77978515625
12/05/2026,5971.97998046875
11/05/2026,5986.85009765625
08/05/2026,5960.97021484375
07/05/2026,6034.27001953125
06/05/2026,5967.2099609375
05/05/2026,5898.080078125
04/05/2026,5942.16015625
30/04/2026,5833.64013671875
29/04/2026,5907.89013671875
28/04/2026,5866.7900390625
27/04/2026,5901.14990234375
24/04/2026,5943.490234375
23/04/2026,5983.81005859375
22/04/2026,5989.56005859375
21/04/2026,6018.7001953125
20/04/2026,6016.02978515625
17/04/2026,5999.1298828125
16/04/2026,6063.68994140625
15/04/2026,6063.35009765625
14/04/2026,6013.10009765625
13/04/2026,6054.0498046875
10/04/2026,6098.2099609375
08/04/2026,6089.91015625
07/04/2026,5957.8701171875
06/04/2026,5948.330078125
01/04/2026,5998.68017578125
31/03/2026,5948.93994140625
30/03/2026,5869.490234375
27/03/2026,5972.830078125
26/03/2026,5984.2001953125
25/03/2026,6044.169921875
24/03/2026,5936.2001953125
23/03/2026,5899.18017578125
19/03/2026,6018.6201171875
18/03/2026,6055.4501953125
17/03/2026,6026.009765625
16/03/2026,6006.5498046875
13/03/2026,6058.93994140625
12/03/2026,6113.580078125
11/03/2026,6158.330078125
10/03/2026,6126.66015625
09/03/2026,6006.22021484375
06/03/2026,6320.41015625
05/03/2026,6380.52978515625
04/03/2026,6307.83984375
03/03/2026,6445.3798828125
02/03/2026,6426.830078125
27/02/2026,6611.240234375
26/02/2026,6625.4599609375
25/02/2026,6619.8701171875
24/02/2026,6547.97998046875
23/02/2026,6488.509765625
20/02/2026,6465.1201171875
19/02/2026,6407.14990234375
18/02/2026,6394.77001953125
16/02/2026,6368.5498046875
13/02/2026,6384.580078125
12/02/2026,6471.25
11/02/2026,6498.81982421875
10/02/2026,6474.60009765625
09/02/2026,6349.16015625
06/02/2026,6390.91015625
05/02/2026,6382.0400390625
04/02/2026,6372.9501953125
03/02/2026,6401.9599609375
02/02/2026,6297.080078125
30/01/2026,6328.97021484375
29/01/2026,6223.35986328125
