DATES,rEER
199401,74.47
199402,73.42
199403,73.29
199404,73.95
199405,73.43
199406,73.67
199407,72.92
199408,72.9
199409,74.48
199410,75.11
199411,75.39
199412,75.9
199501,77.41
199502,77.42
199503,77.22
199504,77.54
199505,79.52
199506,81.05
199507,78.93
199508,78.55
199509,80.71
199510,80.88
199511,80.66
199512,81.52
199601,85.0
199602,84.91
199603,85.09
199604,86.1
199605,86.23
199606,85.48
199607,84.55
199608,83.87
199609,84.41
199610,84.79
199611,84.86
199612,85.92
199701,85.8
199702,88.72
199703,89.03
199704,88.9
199705,87.49
199706,87.57
199707,84.92
199708,84.98
199709,85.18
199710,85.77
199711,84.17
199712,86.91
199801,91.46
199802,92.15
199803,94.66
199804,95.55
199805,94.79
199806,94.21
199807,94.64
199808,91.24
199809,88.63
199810,88.97
199811,92.16
199812,91.15
199901,91.89
199902,88.64
199903,87.87
199904,88.25
199905,90.62
199906,92.03
199907,93.3
199908,90.04
199909,88.76
199910,87.72
199911,87.74
199912,91.46
200001,94.25
200002,96.08
200003,99.35
200004,97.67
200005,95.98
200006,95.14
200007,98.31
200008,99.64
200009,100.14
200010,99.17
200011,101.32
200012,103.17
200101,106.03
200102,108.09
200103,110.37
200104,113.61
200105,117.06
200106,119.51
200107,112.18
200108,106.83
200109,106.59
200110,109.74
200111,112.55
200112,114.03
200201,114.11
200202,111.97
200203,112.41
200204,113.34
200205,110.18
200206,106.89
200207,100.94
200208,100.43
200209,100.74
200210,101.62
200211,103.98
200212,103.33
200301,102.43
200302,100.17
200303,96.32
200304,97.33
200305,97.76
200306,95.59
200307,94.85
200308,95.41
200309,93.42
200310,91.73
200311,91.51
200312,91.57
200401,91.2
200402,88.28
200403,89.17
200404,88.98
200405,90.65
200406,94.07
200407,96.94
200408,97.08
200409,98.54
200410,100.42
200411,102.61
200412,105.8
200501,106.96
200502,108.4
200503,107.52
200504,103.44
200505,102.64
200506,104.13
200507,102.95
200508,104.2
200509,107.31
200510,107.09
200511,105.31
200512,108.11
200601,109.44
200602,109.36
200603,106.7
200604,106.24
200605,107.78
200606,104.14
200607,105.05
200608,107.66
200609,106.03
200610,107.49
200611,109.68
200612,109.73
200701,108.09
200702,107.68
200703,108.22
200704,110.51
200705,111.66
200706,110.56
200707,111.64
200708,109.67
200709,111.1
200710,113.95
200711,116.35
200712,117.93
200801,118.57
200802,119.16
200803,121.84
200804,125.68
200805,127.07
200806,127.67
200807,132.07
200808,128.94
200809,125.28
200810,117.43
200811,113.07
200812,108.04
200901,103.08
200902,94.15
200903,95.82
200904,99.84
200905,100.91
200906,99.26
200907,104.58
200908,108.09
200909,107.72
200910,106.59
200911,108.04
200912,107.81
201001,109.54
201002,109.55
201003,112.16
201004,111.74
201005,105.52
201006,103.88
201007,105.41
201008,107.04
201009,108.42
201010,110.31
201011,109.57
201012,107.24
201101,111.51
201102,110.59
201103,108.94
201104,110.9
201105,111.88
201106,110.71
201107,109.53
201108,106.23
201109,99.96
201110,100.29
201111,98.79
201112,97.16
201201,99.35
201202,104.08
201203,104.97
201204,104.07
201205,100.99
201206,101.01
201207,102.55
201208,104.03
201209,103.53
201210,104.68
201211,103.98
201212,105.39
201301,105.35
201302,104.59
201303,103.79
201304,104.87
201305,103.56
201306,101.79
201307,102.53
201308,103.78
201309,103.23
201310,104.98
201311,104.94
201312,105.94
201401,106.4
201402,106.49
201403,106.04
201404,106.02
201405,105.56
201406,106.23
201407,105.92
201408,103.88
201409,102.8
201410,102.08
201411,101.97
201412,101.83
201501,99.68
201502,100.48
201503,99.65
201504,101.76
201505,101.01
201506,99.67
201507,99.54
201508,99.42
201509,99.1
201510,98.01
201511,96.8
201512,96.66
201601,95.09
201602,95.29
201603,96.66
201604,96.55
201605,94.54
201606,94.5
201607,94.42
201608,96.56
201609,95.86
201610,96.3
201611,94.57
201612,93.51
201701,95.74
201702,96.66
201703,96.83
201704,97.68
201705,99.54
201706,99.44
201707,99.59
201708,99.15
201709,99.09
201710,99.51
201711,100.99
201712,101.61
201801,103.44
201802,102.96
201803,101.4
201804,102.04
201805,99.08
201806,98.63
201807,98.77
201808,99.84
201809,99.74
201810,99.23
201811,99.22
201812,99.56
201901,99.43
201902,98.41
201903,98.43
201904,99.2
201905,99.46
201906,100.59
201907,100.43
201908,98.7
201909,97.97
201910,99.09
201911,99.32
201912,100.18
202001,101.17
202002,100.58
202003,99.26
202004,97.05
202005,97.39
202006,100.37
202007,100.42
202008,102.67
202009,100.99
202010,99.29
202011,100.01
202012,100.8
202101,100.01
202102,100.34
202103,98.76
202104,100.32
202105,101.41
202106,101.43
202107,99.84
202108,99.36
202109,99.7
202110,99.09
202111,98.07
202112,99.32
202201,101.44
202202,100.34
202203,97.48
202204,99.8
202205,101.08
202206,102.07
202207,98.22
202208,99.44
202209,100.11
202210,100.49
202211,104.4
202212,105.65
202301,107.21
202302,106.79
202303,109.07
202304,111.73
202305,114.17
202306,116.82
202307,118.09
202308,116.98
202309,112.05
202310,114.11
202311,118.63
202312,120.23
202401,119.93
202402,120.35
202403,121.49
202404,122.36
202405,123.02
202406,121.67
202407,124.74
202408,124.35
202409,124.78
202410,123.18
202411,123.05
202412,124.13
202501,125.37
202502,127.21
202503,128.73
202504,128.58
202505,127.96
202506,128.36
202507,129.57
202508,129.11
202509,129.27
202510,129.05
202511,129.52
202512,130.21
202601,131.18
202602,130.34
202603,128.74
202604,129.5
202605,128.84
