"Fecha","Último","Apertura","Máximo","Mínimo","Vol.","% var."
"23.05.2014","2.465,52","2.469,05","2.482,55","2.458,67","22,15M","0,04%"
"22.05.2014","2.464,43","2.435,27","2.467,66","2.429,34","23,92M","2,04%"
"21.05.2014","2.415,23","2.407,53","2.416,86","2.404,75","15,01M","0,21%"
"20.05.2014","2.410,16","2.403,22","2.415,79","2.400,99","12,11M","0,42%"
"19.05.2014","2.400,11","2.396,05","2.403,23","2.388,33","14,96M","0,30%"
"16.05.2014","2.392,89","2.398,46","2.398,54","2.376,64","17,40M","-0,11%"
"15.05.2014","2.395,56","2.413,33","2.428,91","2.385,72","21,05M","-1,07%"
"14.05.2014","2.421,49","2.416,10","2.423,04","2.407,89","20,45M","0,34%"
"13.05.2014","2.413,23","2.422,76","2.431,16","2.411,86","22,16M","0,02%"
"12.05.2014","2.412,71","2.389,34","2.412,71","2.381,22","11,59M","1,04%"
"09.05.2014","2.387,81","2.412,44","2.416,72","2.386,65","18,56M","-0,67%"
"08.05.2014","2.403,89","2.406,54","2.413,31","2.384,50","17,44M","0,61%"
"07.05.2014","2.389,43","2.382,41","2.399,41","2.371,56","26,53M","0,01%"
"06.05.2014","2.389,30","2.415,04","2.417,28","2.386,92","16,22M","-0,69%"
"05.05.2014","2.405,87","2.430,16","2.433,34","2.402,20","10,85M","-1,08%"
"02.05.2014","2.432,06","2.435,20","2.441,00","2.427,16","10,21M","-0,29%"
"30.04.2014","2.439,09","2.453,30","2.457,10","2.439,09","21,33M","-0,50%"
"29.04.2014","2.451,35","2.448,98","2.457,08","2.442,40","19,62M","0,54%"
"28.04.2014","2.438,23","2.431,39","2.448,46","2.430,87","17,97M","0,35%"
"25.04.2014","2.429,80","2.439,38","2.448,87","2.427,58","16,30M","-0,72%"
"24.04.2014","2.447,34","2.454,01","2.475,20","2.434,41","32,05M","-0,25%"
"23.04.2014","2.453,48","2.459,60","2.464,48","2.444,80","17,45M","-0,24%"
"22.04.2014","2.459,30","2.431,46","2.461,82","2.430,25","12,33M","1,04%"
"17.04.2014","2.433,91","2.403,29","2.433,91","2.399,22","12,97M","1,60%"
"16.04.2014","2.395,55","2.421,68","2.428,60","2.395,09","17,74M","-0,49%"
"15.04.2014","2.407,32","2.435,88","2.441,96","2.407,32","17,48M","-1,37%"
"14.04.2014","2.440,65","2.449,44","2.452,17","2.426,56","14,68M","-0,95%"
"11.04.2014","2.464,12","2.447,10","2.464,12","2.444,10","20,77M","-0,27%"
"10.04.2014","2.470,81","2.472,48","2.485,33","2.467,52","28,73M","0,37%"
"09.04.2014","2.461,76","2.472,83","2.477,40","2.455,29","36,07M","-0,15%"
"08.04.2014","2.465,54","2.456,24","2.466,85","2.439,84","19,82M","0,50%"
"07.04.2014","2.453,35","2.448,80","2.463,84","2.435,63","19,99M","-0,73%"
"04.04.2014","2.471,50","2.448,68","2.471,94","2.440,44","15,63M","0,90%"
"03.04.2014","2.449,49","2.473,72","2.475,67","2.439,48","16,99M","-0,97%"
"02.04.2014","2.473,45","2.472,40","2.477,41","2.458,35","24,27M","0,43%"
"01.04.2014","2.462,77","2.459,70","2.467,41","2.451,15","18,68M","0,01%"
"31.03.2014","2.462,47","2.447,54","2.462,47","2.442,57","20,59M","1,18%"
"28.03.2014","2.433,74","2.435,44","2.445,94","2.427,64","17,88M","0,49%"
"27.03.2014","2.421,79","2.425,24","2.442,80","2.416,79","21,58M","-0,12%"
"26.03.2014","2.424,59","2.413,20","2.436,45","2.413,11","20,67M","0,96%"
"25.03.2014","2.401,61","2.367,52","2.411,28","2.367,52","19,41M","1,69%"
"24.03.2014","2.361,78","2.377,01","2.381,22","2.351,09","12,56M","-0,18%"
"21.03.2014","2.365,96","2.389,97","2.399,26","2.365,96","50,01M","-0,35%"
"20.03.2014","2.374,37","2.351,44","2.389,32","2.348,66","37,22M","0,58%"
"19.03.2014","2.360,77","2.385,24","2.389,63","2.350,74","20,46M","-0,79%"
"18.03.2014","2.379,45","2.393,01","2.403,40","2.369,78","30,49M","-0,64%"
"17.03.2014","2.394,84","2.348,91","2.394,84","2.344,78","17,41M","2,26%"
"14.03.2014","2.341,98","2.307,82","2.341,98","2.299,01","28,07M","0,11%"
"13.03.2014","2.339,37","2.378,18","2.378,18","2.339,37","31,29M","-1,27%"
"12.03.2014","2.369,49","2.389,90","2.404,87","2.350,69","27,45M","-1,31%"
"11.03.2014","2.401,03","2.411,29","2.417,59","2.384,42","23,00M","0,17%"
"10.03.2014","2.396,97","2.420,29","2.429,53","2.396,97","21,93M","-1,57%"
"07.03.2014","2.435,15","2.459,32","2.462,99","2.428,02","26,51M","-1,01%"
"06.03.2014","2.460,03","2.456,54","2.467,11","2.446,47","23,63M","0,60%"
"05.03.2014","2.445,41","2.439,58","2.464,00","2.437,23","40,69M","0,10%"
"04.03.2014","2.442,92","2.426,74","2.456,86","2.423,43","26,56M","2,22%"
"03.03.2014","2.389,89","2.427,93","2.459,73","2.389,89","39,49M","-5,11%"
"28.02.2014","2.518,53","2.474,95","2.522,76","2.474,90","21,51M","2,05%"
"27.02.2014","2.467,90","2.476,41","2.484,09","2.454,13","14,74M","-0,42%"
"26.02.2014","2.478,38","2.515,48","2.517,19","2.467,89","27,00M","-1,14%"
"25.02.2014","2.507,06","2.526,12","2.526,19","2.504,33","16,93M","-0,79%"
"24.02.2014","2.526,90","2.486,16","2.526,90","2.481,13","17,52M","1,57%"
"21.02.2014","2.487,72","2.482,45","2.495,14","2.474,99","16,42M","1,01%"
"20.02.2014","2.462,84","2.459,28","2.473,08","2.450,51","20,86M","-0,94%"
"19.02.2014","2.486,13","2.461,82","2.493,94","2.454,16","17,83M","0,62%"
"18.02.2014","2.470,87","2.495,61","2.496,39","2.470,40","17,30M","-0,42%"
"17.02.2014","2.481,23","2.487,13","2.494,07","2.474,01","10,96M","-0,06%"
"14.02.2014","2.482,75","2.488,06","2.498,11","2.468,65","19,92M","-0,28%"
"13.02.2014","2.489,67","2.474,61","2.489,67","2.466,16","19,47M","0,29%"
"12.02.2014","2.482,58","2.460,45","2.486,50","2.449,72","45,86M","1,59%"
"11.02.2014","2.443,71","2.412,45","2.443,71","2.407,32","24,26M","1,34%"
"10.02.2014","2.411,36","2.419,07","2.423,82","2.405,17","15,79M","-0,40%"
"07.02.2014","2.420,94","2.417,92","2.423,75","2.405,18","24,46M","0,06%"
"06.02.2014","2.419,47","2.374,28","2.419,47","2.367,84","27,53M","2,56%"
"05.02.2014","2.359,00","2.355,60","2.372,57","2.348,95","36,57M","0,22%"
"04.02.2014","2.353,80","2.337,03","2.372,35","2.334,50","20,49M","-0,67%"
"03.02.2014","2.369,57","2.360,19","2.388,22","2.360,19","19,52M","0,58%"
"31.01.2014","2.355,89","2.336,95","2.355,89","2.320,23","31,17M","0,86%"
"30.01.2014","2.335,89","2.298,52","2.339,52","2.279,64","26,16M","0,97%"
"29.01.2014","2.313,34","2.355,02","2.367,60","2.300,60","28,36M","-0,88%"
"28.01.2014","2.333,83","2.335,75","2.342,72","2.320,05","30,83M","0,68%"
"27.01.2014","2.318,06","2.326,74","2.356,88","2.313,30","30,63M","-1,25%"
"24.01.2014","2.347,44","2.403,38","2.412,53","2.347,44","29,49M","-2,45%"
"23.01.2014","2.406,37","2.430,86","2.440,93","2.406,37","30,18M","-1,09%"
"22.01.2014","2.432,78","2.423,73","2.443,84","2.407,73","25,18M","0,89%"
"21.01.2014","2.411,26","2.384,65","2.421,26","2.384,60","17,64M","1,35%"
"20.01.2014","2.379,22","2.370,21","2.382,16","2.360,96","10,68M","0,12%"
"17.01.2014","2.376,28","2.398,39","2.402,18","2.373,06","17,12M","-1,07%"
"16.01.2014","2.401,87","2.401,24","2.418,02","2.385,58","12,99M","0,22%"
"15.01.2014","2.396,68","2.400,92","2.406,15","2.387,02","20,17M","0,80%"
"14.01.2014","2.377,55","2.353,62","2.391,59","2.346,53","18,56M","0,58%"
"13.01.2014","2.363,88","2.338,79","2.375,04","2.337,12","22,16M","1,55%"
"10.01.2014","2.327,89","2.322,14","2.327,89","2.304,10","37,03M","0,10%"
"09.01.2014","2.325,54","2.361,12","2.371,63","2.325,54","22,53M","-1,60%"
