date,countryname,bankname,price,mktcap
2021-03-05,peru,interbank,23.90228843688965,2654890254.824518
2021-03-08,peru,interbank,24.022476196289062,2668239826.436508
2021-03-09,peru,interbank,23.248767852783203,2582301998.906994
2021-03-10,peru,interbank,23.376468658447266,2596486064.3945274
2021-03-11,peru,interbank,23.15111541748047,2571455485.2131424
2021-03-12,peru,interbank,23.368953704833984,2595651358.6647377
2021-03-15,peru,interbank,23.098533630371094,2565615087.355568
2021-03-16,peru,interbank,23.008392333984375,2555602855.683014
2021-03-17,peru,interbank,22.948299407958984,2548928175.804142
2021-03-18,peru,interbank,22.324827194213867,2479677471.6802998
2021-03-19,peru,interbank,22.1144962310791,2456315456.5415096
2021-03-22,peru,interbank,21.228116989135742,2357862974.984041
2021-03-23,peru,interbank,21.325767517089844,2368709276.8236465
2021-03-24,peru,interbank,21.318256378173828,2367874994.802349
2021-03-25,peru,interbank,21.318256378173828,2367874994.802349
2021-03-26,peru,interbank,21.213092803955078,2356194199.0872
2021-03-29,peru,interbank,22.084449768066406,2452978116.6020737
2021-03-30,peru,interbank,22.242198944091797,2470499733.8832893
2021-03-31,peru,interbank,22.460039138793945,2494695819.189131
2021-04-01,peru,interbank,23.62435531616211,2624019489.639805
2021-04-05,peru,interbank,22.760507583618164,2528069642.2919827
2021-04-06,peru,interbank,23.053464889526367,2560609183.373537
2021-04-07,peru,interbank,23.286327362060547,2586473832.7219734
2021-04-08,peru,interbank,24.060033798217773,2672411448.3972416
2021-04-09,peru,interbank,23.76707649230957,2639871907.315687
2021-04-12,peru,interbank,23.76707649230957,2639871907.315687
2021-04-13,peru,interbank,23.737030029296875,2636534567.376251
2021-04-14,peru,interbank,23.752052307128906,2638203131.418846
2021-04-15,peru,interbank,23.691959381103516,2631528451.539974
2021-04-16,peru,interbank,23.21120834350586,2578130165.0920143
2021-04-19,peru,interbank,22.046894073486328,2448806706.4955864
2021-04-20,peru,interbank,20.657224655151367,2294452456.8635273
2021-04-21,peru,interbank,20.754878997802734,2305299182.411625
2021-04-22,peru,interbank,19.8159122467041,2201005667.4338436
2021-04-23,peru,interbank,20.244083404541016,2248563767.878475
2021-04-26,peru,interbank,20.837507247924805,2314476920.2086353
2021-04-27,peru,interbank,20.51300811767578,2278433945.4586716
2021-04-28,peru,interbank,20.010807037353516,2222653146.1586266
2021-04-29,peru,interbank,19.87946319580078,2208064439.0609665
2021-04-30,peru,interbank,19.825374603271484,2202056676.348942
2021-05-03,peru,interbank,19.933542251586914,2214071142.5017605
2021-05-04,peru,interbank,19.122295379638672,2123963811.5539742
2021-05-05,peru,interbank,19.26136589050293,2139410740.2027454
2021-05-06,peru,interbank,19.29999542236328,2143701424.2498093
2021-05-07,peru,interbank,19.122295379638672,2123963811.5539742
2021-05-10,peru,interbank,21.285625457763672,2364250592.359394
2021-05-11,peru,interbank,20.992029190063477,2331640080.105383
2021-05-12,peru,interbank,22.73814582824707,2525585863.110243
2021-05-13,peru,interbank,22.908123016357422,2544465677.963459
2021-05-14,peru,interbank,23.093551635742188,2565061724.0646515
2021-05-17,peru,interbank,21.749195098876953,2415740495.758129
2021-05-18,peru,interbank,21.162006378173828,2350519894.958599
2021-05-19,peru,interbank,21.579221725463867,2396861104.613405
2021-05-20,peru,interbank,22.228219985961914,2468947054.1133327
