countryname,bankname,bankname_sbs,pd_source,date,year,month,tot_asset,total_liab,equity,st_borrow,lt_borrow,net_income,net_rev,prof_margin
peru,alfin_peru,Banco Azteca Perú,book,2011-10-31,2011,10,440787.4,373815.491,66971.907,373815.491,0.0,1564.4015099999997,18443.499439999985,0.08482129517173673
peru,alfin_peru,Banco Azteca Perú,book,2011-11-30,2011,11,455433.902,386779.591,68654.311,386779.591,0.0,1682.40467,18370.683290000045,0.09158095229456192
peru,alfin_peru,Banco Azteca Perú,book,2011-12-31,2011,12,467257.986,396986.309,70271.676,396986.309,0.0,1617.36434,19009.009099999996,0.08508409520409985
peru,alfin_peru,Banco Azteca Perú,book,2012-01-31,2012,1,481584.868,409933.751,71651.118,409933.751,0.0,1379.44135,19600.52618,0.07037777135838096
peru,alfin_peru,Banco Azteca Perú,book,2012-02-29,2012,2,492463.912,419977.714,72486.199,419977.714,0.0,835.0818599999998,17811.329149999998,0.04688487046459415
peru,alfin_peru,Banco Azteca Perú,book,2012-03-31,2012,3,508789.558,435675.661,73113.896,435675.661,0.0,627.6970499999998,20764.69584,0.03022905102182319
peru,alfin_peru,Banco Azteca Perú,book,2012-04-30,2012,4,517624.946,444119.5,73505.446,444119.5,0.0,391.5501800000002,22334.85253000001,0.017530905094361955
peru,alfin_peru,Banco Azteca Perú,book,2012-05-31,2012,5,541687.066,467273.283,74413.783,467273.283,0.0,908.3366900000005,26549.815159999984,0.03421254289440413
peru,alfin_peru,Banco Azteca Perú,book,2012-06-30,2012,6,573891.088,496147.845,77743.242,496147.845,0.0,3329.4591199999995,27399.920320000005,0.12151345993403236
peru,alfin_peru,Banco Azteca Perú,book,2012-07-31,2012,7,602121.559,520525.119,81596.439,520525.119,0.0,3853.1978900000013,30035.83785000001,0.1282866790413173
peru,alfin_peru,Banco Azteca Perú,book,2012-08-31,2012,8,635579.332,554210.468,81368.863,554210.468,0.0,-227.57714000000124,28722.211810000008,-0.007923384922632153
peru,alfin_peru,Banco Azteca Perú,book,2012-09-30,2012,9,672292.332,592779.23,79513.101,592779.23,0.0,-1855.7619600000016,29855.093799999973,-0.06215897268425274
peru,alfin_peru,Banco Azteca Perú,book,2012-10-31,2012,10,716946.914,636142.896,80804.016,636142.896,0.0,1290.9152600000016,30821.22457000002,0.04188397047846437
peru,alfin_peru,Banco Azteca Perú,book,2012-11-30,2012,11,756851.794,679758.672,77093.122,679758.672,0.0,-3710.8937100000003,30141.00211999996,-0.12311779466475169
peru,alfin_peru,Banco Azteca Perú,book,2012-12-31,2012,12,808754.792,723507.668,85247.124,723507.668,0.0,8154.001029999999,26394.531160000013,0.3089276706819139
peru,alfin_peru,Banco Azteca Perú,book,2013-01-31,2013,1,849790.503,764066.189,85724.314,764066.189,0.0,477.19067,28763.930940000002,0.016589897639352348
peru,alfin_peru,Banco Azteca Perú,book,2013-02-28,2013,2,902739.877,817131.098,85608.779,817131.098,0.0,-115.53500000000003,28577.84915,-0.004042816497266032
peru,alfin_peru,Banco Azteca Perú,book,2013-03-31,2013,3,959618.708,873125.876,86492.831,873125.876,0.0,884.05176,31083.008060000007,0.028441641114447525
peru,alfin_peru,Banco Azteca Perú,book,2013-04-30,2013,4,1007069.686,920882.582,86187.104,920882.582,0.0,-305.7273799999999,29082.29122,-0.010512492901169701
peru,alfin_peru,Banco Azteca Perú,book,2013-05-31,2013,5,1034720.743,949168.065,85552.678,949168.065,0.0,-634.42625,35453.74719000001,-0.017894476614842694
peru,alfin_peru,Banco Azteca Perú,book,2013-06-30,2013,6,1054807.928,966756.889,88051.039,966756.889,0.0,2498.3614799999996,24776.226949999982,0.10083704371298557
peru,alfin_peru,Banco Azteca Perú,book,2013-07-31,2013,7,1063047.398,972601.259,90446.139,972601.259,0.0,2395.099960000001,28328.613559999998,0.08454702362779526
peru,alfin_peru,Banco Azteca Perú,book,2013-08-31,2013,8,1084864.724,990379.852,94484.871,990379.852,0.0,4038.73099,29149.725620000012,0.1385512523393693
peru,alfin_peru,Banco Azteca Perú,book,2013-09-30,2013,9,1098263.435,1003624.177,94639.258,1003624.177,0.0,154.38724000000002,26954.26616,0.005727747848283473
peru,alfin_peru,Banco Azteca Perú,book,2013-10-31,2013,10,1118748.305,1024530.539,94217.765,1024530.539,0.0,-421.4929200000006,32367.47154999996,-0.013022114481475496
peru,alfin_peru,Banco Azteca Perú,book,2013-11-30,2013,11,1131554.946,1036831.549,94723.396,1036831.549,0.0,505.6309300000012,34104.63399,0.014825871761246869
peru,alfin_peru,Banco Azteca Perú,book,2013-12-31,2013,12,1140875.188,1044839.514,96035.674,1044839.514,0.0,1312.277369999998,31731.49397000007,0.041355675570796176
peru,alfin_peru,Banco Azteca Perú,book,2014-01-31,2014,1,1158362.864,1061813.386,96549.478,1061813.386,0.0,513.80456,32306.1813,0.01590421830512045
peru,alfin_peru,Banco Azteca Perú,book,2014-02-28,2014,2,1168684.117,1069558.793,99125.323,1069558.793,0.0,2575.84482,35721.063120000006,0.07210997084120377
peru,alfin_peru,Banco Azteca Perú,book,2014-03-31,2014,3,1182207.742,1080283.625,101924.116,1080283.625,0.0,2798.7931500000004,39972.2579,0.07001839017955502
peru,alfin_peru,Banco Azteca Perú,book,2014-04-30,2014,4,1180834.309,1076545.617,104288.691,1076545.617,0.0,2364.5748999999996,37877.13980999999,0.06242749351881435
peru,alfin_peru,Banco Azteca Perú,book,2014-05-31,2014,5,1205192.643,1099321.364,105871.278,1099321.364,0.0,1582.5871799999986,41176.84055000002,0.0384339147652259
peru,alfin_peru,Banco Azteca Perú,book,2014-06-30,2014,6,1206218.99,1098649.325,107569.664,1098649.325,0.0,1698.3858500000024,39320.33075999998,0.043193579941289466
peru,alfin_peru,Banco Azteca Perú,book,2014-07-31,2014,7,1212476.746,1104219.805,108256.94,1104219.805,0.0,687.2759399999995,39468.90583,0.017413098375724582
peru,alfin_peru,Banco Azteca Perú,book,2014-08-31,2014,8,1222756.166,1112937.12,109819.045,1112937.12,0.0,1562.10534,41544.23159000004,0.03760101656028725
peru,alfin_peru,Banco Azteca Perú,book,2014-09-30,2014,9,1214859.144,1103138.381,111720.762,1103138.381,0.0,1901.7166400000006,40149.909869999974,0.047365402466842496
peru,alfin_peru,Banco Azteca Perú,book,2014-10-31,2014,10,1199502.824,1086452.332,113050.492,1086452.332,0.0,1329.7290699999976,41476.08539999998,0.032060139166364
peru,alfin_peru,Banco Azteca Perú,book,2014-11-30,2014,11,1197646.376,1082989.611,114656.765,1082989.611,0.0,1606.2728500000012,40385.534389999986,0.03977347023536567
peru,alfin_peru,Banco Azteca Perú,book,2014-12-31,2014,12,1169423.552,1056798.807,112624.744,1056798.807,0.0,-2032.0210499999994,30539.229950000066,-0.06653805787922282
peru,alfin_peru,Banco Azteca Perú,book,2015-01-31,2015,1,1162064.943,1047811.923,114253.019,1047811.923,0.0,1628.2749099999999,33912.75586,0.04801364173179879
peru,alfin_peru,Banco Azteca Perú,book,2015-02-28,2015,2,1147264.487,1031421.326,115843.16,1031421.326,0.0,1590.1412400000002,31411.998450000006,0.05062209723877023
peru,alfin_peru,Banco Azteca Perú,book,2015-03-31,2015,3,1130926.605,1015813.956,115112.648,1015813.956,0.0,-730.5116799999996,32425.63708,-0.022528830449736213
peru,alfin_peru,Banco Azteca Perú,book,2015-04-30,2015,4,1112325.204,998725.456,113599.748,998725.456,0.0,-1512.9007900000004,31187.384179999994,-0.04851002512003559
peru,alfin_peru,Banco Azteca Perú,book,2015-05-31,2015,5,1094161.55,981224.808,112936.741,981224.808,0.0,-663.0062700000001,33002.03759999998,-0.02008985863345603
peru,alfin_peru,Banco Azteca Perú,book,2015-06-30,2015,6,1079230.185,964750.341,114479.844,964750.341,0.0,1543.10222,30778.01157000003,0.05013651439081574
peru,alfin_peru,Banco Azteca Perú,book,2015-07-31,2015,7,1094867.537,979275.951,115591.586,979275.951,0.0,1111.74227,23790.698940000002,0.0467301222550799
peru,alfin_peru,Banco Azteca Perú,book,2015-08-31,2015,8,1054675.044,935337.564,119337.48,935337.564,0.0,3745.8937,28399.225329999987,0.1319012633785811
peru,alfin_peru,Banco Azteca Perú,book,2015-09-30,2015,9,1013417.231,892026.765,121390.466,892026.765,0.0,2052.9860599999993,25040.071619999973,0.0819880266780164
peru,alfin_peru,Banco Azteca Perú,book,2015-10-31,2015,10,989752.852,867059.415,122693.437,867059.415,0.0,1302.9709600000006,25277.13864000002,0.05154740726618887
peru,alfin_peru,Banco Azteca Perú,book,2015-11-30,2015,11,951995.797,828973.544,123022.252,828973.544,0.0,328.81545000000006,23848.431110000005,0.013787718298254127
peru,alfin_peru,Banco Azteca Perú,book,2015-12-31,2015,12,934433.858,811513.11,122920.747,811513.11,0.0,-101.50464000000102,23774.409050000017,-0.0042694916111911075
peru,alfin_peru,Banco Azteca Perú,book,2016-01-31,2016,1,905690.186,781853.293,123836.893,781853.293,0.0,916.1451500000001,23953.15454,0.038247369400556626
peru,alfin_peru,Banco Azteca Perú,book,2016-02-29,2016,2,863360.392,738915.275,124445.117,738915.275,0.0,608.2242999999999,22251.714039999995,0.027333817921021603
peru,alfin_peru,Banco Azteca Perú,book,2016-03-31,2016,3,832792.98,709504.781,123288.198,709504.781,0.0,-1156.9185699999998,22812.86832000001,-0.05071341988967389
peru,alfin_peru,Banco Azteca Perú,book,2016-04-30,2016,4,788817.525,664015.14,124802.385,664015.14,0.0,1514.1869500000003,21633.26191,0.06999346452233658
peru,alfin_peru,Banco Azteca Perú,book,2016-05-31,2016,5,763410.86,637158.224,126252.635,637158.224,0.0,1450.2497599999997,21344.283989999996,0.06794558021620475
peru,alfin_peru,Banco Azteca Perú,book,2016-06-30,2016,6,738888.44,610192.151,128696.289,610192.151,0.0,2413.17708,18910.312380000003,0.12761169839543388
peru,alfin_peru,Banco Azteca Perú,book,2016-07-31,2016,7,730313.22,598630.097,131683.122,598630.097,0.0,3053.877990000001,20270.84654,0.15065369785982313
peru,alfin_peru,Banco Azteca Perú,book,2016-08-31,2016,8,718099.182,584087.338,134011.843,584087.338,0.0,2241.6601999999984,18793.641770000017,0.11927758480415031
peru,alfin_peru,Banco Azteca Perú,book,2016-09-30,2016,9,700457.22,565490.442,134966.778,565490.442,0.0,982.1858700000012,17925.37573999996,0.0547930422349966
peru,alfin_peru,Banco Azteca Perú,book,2016-10-31,2016,10,682636.518,546928.463,135708.055,546928.463,0.0,695.5216999999993,18275.481690000015,0.0380576398366876
peru,alfin_peru,Banco Azteca Perú,book,2016-11-30,2016,11,662475.178,526564.195,135910.982,526564.195,0.0,212.04434000000037,18184.526299999998,0.011660701879267562
peru,alfin_peru,Banco Azteca Perú,book,2016-12-31,2016,12,647122.738,510242.78,136879.957,510242.78,0.0,989.037409999999,17961.93550000002,0.05506296412210131
peru,alfin_peru,Banco Azteca Perú,book,2017-01-31,2017,1,626735.202,489276.134,137459.068,489276.134,0.0,600.87081,20231.5547,0.029699685412708298
peru,alfin_peru,Banco Azteca Perú,book,2017-02-28,2017,2,611964.826,474354.229,137610.597,474354.229,0.0,155.0695199999999,19344.663570000004,0.008016139409138345
peru,alfin_peru,Banco Azteca Perú,book,2017-03-31,2017,3,586288.53,448477.44,137811.09,448477.44,0.0,189.5195900000001,21731.105149999996,0.008721120655936826
peru,alfin_peru,Banco Azteca Perú,book,2017-04-30,2017,4,578221.136,440366.133,137855.003,440366.133,0.0,53.57479000000001,21157.415179999996,0.0025321992097902396
peru,alfin_peru,Banco Azteca Perú,book,2017-05-31,2017,5,569561.476,431563.097,137998.378,431563.097,0.0,158.08134000000007,21488.021949999995,0.007356719030157176
peru,alfin_peru,Banco Azteca Perú,book,2017-06-30,2017,6,563287.54,425091.698,138195.842,425091.698,0.0,198.58402,20248.85560000001,0.009807172510035576
peru,alfin_peru,Banco Azteca Perú,book,2017-07-31,2017,7,558361.484,419127.925,139233.558,419127.925,0.0,1037.7164500000001,20851.712000000014,0.049766486799740925
peru,alfin_peru,Banco Azteca Perú,book,2017-08-31,2017,8,548730.386,409125.669,139604.716,409125.669,0.0,374.3721099999998,21031.583139999973,0.017800472152188173
peru,alfin_peru,Banco Azteca Perú,book,2017-09-30,2017,9,545967.382,406088.389,139878.993,406088.389,0.0,272.77133000000003,20068.024610000022,0.013592335832799228
peru,alfin_peru,Banco Azteca Perú,book,2017-10-31,2017,10,538277.425,399340.755,138936.67,399340.755,0.0,-942.14435,20769.02325,-0.04536295899230601
peru,alfin_peru,Banco Azteca Perú,book,2017-11-30,2017,11,534523.217,395332.084,139191.133,395332.084,0.0,253.80053999999973,20134.40818,0.012605314133449725
peru,alfin_peru,Banco Azteca Perú,book,2017-12-31,2017,12,534375.713,394834.989,139540.723,394834.989,0.0,348.3656600000004,22109.34487999999,0.015756489479483868
peru,alfin_peru,Banco Azteca Perú,book,2018-01-31,2018,1,523075.606,383400.67,139674.936,383400.67,0.0,134.2123,22162.083300000002,0.006055942403212607
peru,alfin_peru,Banco Azteca Perú,book,2018-02-28,2018,2,524819.396,384602.973,140216.422,384602.973,0.0,541.48663,20317.953470000004,0.026650648196410102
peru,alfin_peru,Banco Azteca Perú,book,2018-03-31,2018,3,526400.611,386057.774,140342.836,386057.774,0.0,126.41354999999999,22388.00522,0.00564648564076045
peru,alfin_peru,Banco Azteca Perú,book,2018-04-30,2018,4,520661.313,379191.594,141469.718,379191.594,0.0,1126.8821799999998,20542.762710000003,0.05485543477808101
peru,alfin_peru,Banco Azteca Perú,book,2018-05-31,2018,5,517286.877,375783.488,141503.389,375783.488,0.0,33.670440000000326,21622.990649999992,0.001557159254471598
peru,alfin_peru,Banco Azteca Perú,book,2018-06-30,2018,6,517669.629,376092.128,141577.5,376092.128,0.0,74.11134999999967,20484.373529999997,0.0036179456448331856
peru,alfin_peru,Banco Azteca Perú,book,2018-07-31,2018,7,515732.296,373972.408,141759.888,373972.408,0.0,182.38819000000012,19349.122480000005,0.009426173728990735
peru,alfin_peru,Banco Azteca Perú,book,2018-08-31,2018,8,513879.186,371946.288,141932.898,371946.288,0.0,173.0096599999997,19178.039480000007,0.009021238077042464
peru,alfin_peru,Banco Azteca Perú,book,2018-09-30,2018,9,511028.345,369023.725,142004.62,369023.725,0.0,71.72180000000026,19792.283349999983,0.0036237254050832048
peru,alfin_peru,Banco Azteca Perú,book,2018-10-31,2018,10,508094.879,366719.686,141375.193,366719.686,0.0,-629.4269400000001,20640.42061000003,-0.030494869842674157
peru,alfin_peru,Banco Azteca Perú,book,2018-11-30,2018,11,505774.712,364389.15,141385.561,364389.15,0.0,10.368080000000191,20420.910109999968,0.0005077188011773784
peru,alfin_peru,Banco Azteca Perú,book,2018-12-31,2018,12,497942.348,356364.235,141578.112,356364.235,0.0,192.55131000000006,21843.185339999996,0.008815166240767707
peru,alfin_peru,Banco Azteca Perú,book,2019-01-31,2019,1,492877.319,351293.395,141583.924,351293.395,0.0,5.81158,21107.97622,0.0002753262529495118
peru,alfin_peru,Banco Azteca Perú,book,2019-02-28,2019,2,494967.832,353800.037,141167.795,353800.037,0.0,-416.12848,19921.568149999996,-0.020888339555739245
peru,alfin_peru,Banco Azteca Perú,book,2019-03-31,2019,3,499743.557,358998.776,140744.78,358998.776,0.0,-423.01478,22302.162430000004,-0.01896743337457613
peru,alfin_peru,Banco Azteca Perú,book,2019-04-30,2019,4,506491.547,366341.911,140149.636,366341.911,0.0,-595.14463,21309.117540000007,-0.027929107288597734
peru,alfin_peru,Banco Azteca Perú,book,2019-05-31,2019,5,512852.811,373743.562,139109.249,373743.562,0.0,-1040.3866400000002,22207.685639999996,-0.04684804427013676
peru,alfin_peru,Banco Azteca Perú,book,2019-06-30,2019,6,531790.337,390106.432,141683.905,390106.432,0.0,2574.6555700000004,22293.87075999999,0.1154871488095054
peru,alfin_peru,Banco Azteca Perú,book,2019-07-31,2019,7,548047.115,406164.021,141883.094,406164.021,0.0,199.18928,22780.647599999997,0.008743793569766648
peru,alfin_peru,Banco Azteca Perú,book,2019-08-31,2019,8,559386.903,417061.691,142325.212,417061.691,0.0,442.11796000000004,24062.27847000002,0.018373902560857518
peru,alfin_peru,Banco Azteca Perú,book,2019-09-30,2019,9,566234.205,423887.385,142346.82,423887.385,0.0,21.607959999999935,23638.13214999999,0.0009141145274458559
peru,alfin_peru,Banco Azteca Perú,book,2019-10-31,2019,10,614025.811,472274.861,141750.95,472274.861,0.0,-595.87028,26201.793150000012,-0.022741584004909974
peru,alfin_peru,Banco Azteca Perú,book,2019-11-30,2019,11,698449.625,558606.717,139842.908,558606.717,0.0,-1918.11704,25479.743859999988,-0.07528007544107239
peru,alfin_peru,Banco Azteca Perú,book,2019-12-31,2019,12,648721.219,516553.041,132168.177,516553.041,0.0,-7689.21616,26182.953049999982,-0.29367261001142136
peru,alfin_peru,Banco Azteca Perú,book,2020-01-31,2020,1,641318.266,511860.964,129457.301,511860.964,0.0,-2710.15083,25831.42632,-0.10491680933242405
peru,alfin_peru,Banco Azteca Perú,book,2020-02-29,2020,2,637637.151,512438.951,125198.2,512438.951,0.0,-4249.529339999999,23222.197089999994,-0.18299428445682872
peru,alfin_peru,Banco Azteca Perú,book,2020-03-31,2020,3,641852.851,518575.714,123277.136,518575.714,0.0,-2024.7424200000005,24939.49516,-0.08118618308070036
peru,alfin_peru,Banco Azteca Perú,book,2020-04-30,2020,4,636989.194,514278.538,122710.655,514278.538,0.0,-585.2386200000001,26398.494850000017,-0.02216939349479615
peru,alfin_peru,Banco Azteca Perú,book,2020-05-31,2020,5,668720.045,547785.755,120934.29,547785.755,0.0,-1803.2876599999981,18539.718779999996,-0.09726618194151479
peru,alfin_peru,Banco Azteca Perú,book,2020-06-30,2020,6,655813.792,534635.519,121178.273,534635.519,0.0,252.60081999999784,26686.37473000001,0.009465535223712185
peru,alfin_peru,Banco Azteca Perú,book,2020-07-31,2020,7,627191.03,509012.568,118178.462,509012.568,0.0,-2988.78637,18040.691699999967,-0.1656691672193481
peru,alfin_peru,Banco Azteca Perú,book,2020-08-31,2020,8,608098.76,495486.533,112612.226,495486.533,0.0,-5540.450930000001,15944.02119,-0.34749395174380104
peru,alfin_peru,Banco Azteca Perú,book,2020-09-30,2020,9,590343.153,483484.455,106858.697,483484.455,0.0,-5763.8817899999995,16372.59083000003,-0.3520445755865743
peru,alfin_peru,Banco Azteca Perú,book,2020-10-31,2020,10,562603.282,461184.833,101418.448,461184.833,0.0,-5394.438849999999,14099.280969999993,-0.3826038264985368
peru,alfin_peru,Banco Azteca Perú,book,2020-11-30,2020,11,534783.881,444022.561,90761.32,444022.561,0.0,-10638.808419999994,6255.365609999979,-1.7007492580437724
peru,alfin_peru,Banco Azteca Perú,book,2020-12-31,2020,12,531861.487,428919.363,102942.123,428919.363,0.0,-11406.480270000007,-2744.8080199999677,4.155656857196206
peru,alfin_peru,Banco Azteca Perú,book,2021-01-31,2021,1,507156.408,418171.485,88984.923,418171.485,0.0,-13944.49282,664.6515400000001,-20.980155736944504
peru,alfin_peru,Banco Azteca Perú,book,2021-02-28,2021,2,495748.509,419174.995,76573.514,419174.995,0.0,-12399.810840000002,-40.46684000000016,306.419054218218
peru,alfin_peru,Banco Azteca Perú,book,2021-03-31,2021,3,483994.968,414181.227,69813.74,414181.227,0.0,-6746.649329999997,6698.64835,-1.0071657709872166
peru,alfin_peru,Banco Azteca Perú,book,2021-04-30,2021,4,487714.414,424110.777,63603.637,424110.777,0.0,-9356.073320000003,3717.0903099999987,-2.5170422399556944
peru,alfin_peru,Banco Azteca Perú,book,2021-05-31,2021,5,472430.721,418771.321,53659.4,418771.321,0.0,-9942.995719999999,4806.286680000001,-2.068747950756861
peru,alfin_peru,Banco Azteca Perú,book,2021-06-30,2021,6,510629.969,461912.246,48717.723,461912.246,0.0,-4941.677000000003,1983.9038899999996,-2.490885281746186
peru,alfin_peru,Banco Azteca Perú,book,2021-07-31,2021,7,539683.611,500312.514,39371.096,500312.514,0.0,-9346.62646,3011.433069999999,-3.1037138275166787
peru,alfin_peru,Banco Azteca Perú,book,2021-08-31,2021,8,584481.818,557363.294,27118.524,557363.294,0.0,-12252.572209999998,2926.2346400000024,-4.187146185242339
peru,alfin_peru,Banco Azteca Perú,book,2021-09-30,2021,9,580626.356,562140.79,18485.565,562140.79,0.0,-12632.960090000008,1842.9787399999987,-6.854642332987529
peru,alfin_peru,Banco Azteca Perú,book,2021-10-31,2021,10,561626.169,552810.724,8815.445,552810.724,0.0,-14080.500149999993,2831.2078199999996,-4.973319178667709
peru,alfin_peru,Alfin Banco* 2/,book,2021-11-30,2021,11,585568.631,585459.788,108.842,585459.788,0.0,,,
peru,alfin_peru,Alfin Banco,book,2021-12-31,2021,12,662747.345,648732.099,14015.245,648732.099,0.0,,,
peru,alfin_peru,Alfin Banco,book,2022-01-31,2022,1,712615.358,706620.61,5994.747,706620.61,0.0,-8020.49804,8246.84448,-0.9725535699686192
peru,alfin_peru,Alfin Banco,book,2022-02-28,2022,2,757482.888,752166.294,5316.594,752166.294,0.0,-5528.153770000001,9088.710610000002,-0.6082440081123894
peru,alfin_peru,Alfin Banco,book,2022-03-31,2022,3,815931.912,785267.592,30664.319,785267.592,0.0,10300.225740000002,10694.965469999996,0.9630910701762188
peru,alfin_peru,Alfin Banco,book,2022-04-30,2022,4,817439.298,787955.502,29483.795,787955.502,0.0,-1783.0245099999997,10261.041340000003,-0.1737664288564302
peru,alfin_peru,Alfin Banco,book,2022-05-31,2022,5,817538.657,790027.99,27510.667,790027.99,0.0,-1967.56023,11265.54924,-0.17465284542132098
peru,alfin_peru,Alfin Banco,book,2022-06-30,2022,6,826467.468,800578.897,25888.571,800578.897,0.0,-1617.881400000002,11747.636530000003,-0.1377197358692882
peru,alfin_peru,Alfin Banco,book,2022-07-31,2022,7,853569.178,826179.815,27389.363,826179.815,0.0,1494.6407100000015,10510.548299999988,0.14220387627161213
peru,alfin_peru,Alfin Banco,book,2022-08-31,2022,8,909315.606,879812.311,29503.294,879812.311,0.0,2005.4880700000003,10677.258200000011,0.1878280015744115
peru,alfin_peru,Alfin Banco,book,2022-09-30,2022,9,964471.118,925877.211,38593.907,925877.211,0.0,-1803.81279,11389.394629999995,-0.158376529095647
peru,alfin_peru,Alfin Banco,book,2022-10-31,2022,10,1006704.506,925053.023,81651.482,925053.023,0.0,2040.10862,12855.34851000001,0.1586972627317747
peru,alfin_peru,Alfin Banco,book,2022-11-30,2022,11,1020242.47,919140.781,101101.688,919140.781,0.0,-684.3196300000009,13522.91895999998,-0.05060443178164264
peru,alfin_peru,Alfin Banco,book,2022-12-31,2022,12,1032370.61,927673.808,104696.802,927673.808,0.0,4026.7104600000007,16370.339519999994,0.24597598938497778
peru,alfin_peru,Alfin Banco,book,2023-01-31,2023,1,993599.442,888857.248,104742.194,888857.248,0.0,77.94936,17594.58327,0.0044303044183438625
peru,alfin_peru,Alfin Banco,book,2023-02-28,2023,2,1088107.15,983287.376,104819.773,983287.376,0.0,27.482479999999995,15096.948010000004,0.0018203997246195715
peru,alfin_peru,Alfin Banco,book,2023-03-31,2023,3,1086126.748,981208.179,104918.568,981208.179,0.0,53.77857,17403.933259999998,0.003090023915662844
peru,alfin_peru,Alfin Banco,book,2023-04-30,2023,4,1079124.83,974167.424,104957.406,974167.424,0.0,20.666809999999998,17831.679520000005,0.001158994023912336
peru,alfin_peru,Alfin Banco,book,2023-05-31,2023,5,1096456.592,991326.017,105130.574,991326.017,0.0,143.73727,16287.894009999989,0.008824791585195248
peru,alfin_peru,Alfin Banco,book,2023-06-30,2023,6,1199493.819,1094289.421,105204.398,1094289.421,0.0,96.66265000000004,17324.202560000005,0.005579630558187148
peru,alfin_peru,Alfin Banco,book,2023-07-31,2023,7,1233459.589,1128162.196,105297.393,1128162.196,0.0,7.11224999999996,19057.88427000001,0.00037319200280776796
peru,alfin_peru,Alfin Banco,book,2023-08-31,2023,8,1185733.711,1080408.806,105324.904,1075446.3260000001,4962.48,152.27981000000005,19202.803949999987,0.007930082002425492
peru,alfin_peru,Alfin Banco,book,2023-09-30,2023,9,1150032.727,1047933.176,102099.55,1037324.382,10608.794,-3260.7446500000005,18480.79329,-0.17643964730477218
