date,country,GaR,prob_neg,ES,ER,mean,std,iqr_05_95,skew,kurt,n_train,quarter
01/03/2003,BRAZIL,,,,,,,,,,45,2003Q1
01/03/2004,BRAZIL,,,,,,,,,,70,2004Q1
01/03/2005,BRAZIL,,,,,,,,,,98,2005Q1
01/03/2006,BRAZIL,,,,,,,,,,129,2006Q1
01/03/2007,BRAZIL,,,,,,,,,,163,2007Q1
01/03/2008,BRAZIL,0.0422068864988195,0.0,0.0353838376079043,0.075776246009623,0.0565732469255479,0.010814860951082,0.0335265536270989,0.1396294487235311,0.9273530553116902,205,2008Q1
01/03/2009,BRAZIL,-0.0589199333014301,0.655643519083312,-0.0594000346740564,0.0397528470004136,-0.0077420432143238,0.0210930863945454,0.0835223419069079,-0.2778034674569155,1.5899777945603308,251,2009Q1
01/03/2010,BRAZIL,0.0642274274089133,0.0,0.0600126893597546,0.0924529043397237,0.078157600358586,0.0096103544465458,0.0269432976517454,-0.253573184845922,0.9032821153178744,301,2010Q1
01/03/2011,BRAZIL,0.0358598988651239,0.0,0.0310057137016683,0.0801142482218093,0.0556806909270736,0.0108654060095511,0.0380690758768135,-0.0368645271206171,1.3165769804292915,357,2011Q1
01/03/2012,BRAZIL,0.0098587198374738,0.0,0.0048262507915424,0.0577739084198687,0.0302135364656261,0.0145559040349799,0.0432567405438187,-0.0547581612503426,1.1766210316542205,415,2012Q1
01/03/2013,BRAZIL,0.0167282883732748,0.0,0.0132734144346514,0.0659722306175738,0.0345820013401588,0.0137157848994666,0.0390139194557851,0.0188534267846331,1.0309393972287062,475,2013Q1
01/03/2014,BRAZIL,0.0183478630602384,0.0,0.0163521794226101,0.0602931744819418,0.036968928616066,0.0118410057520515,0.0390646740907352,-0.0544806641779086,1.1517490795913847,535,2014Q1
01/03/2015,BRAZIL,-0.0232776227020421,0.5719091487189746,-0.0300625545799239,0.0270955156080349,-0.002354552927647,0.0123590048373916,0.0477619678600527,0.1320514501489252,1.2449767692107878,595,2015Q1
01/03/2016,BRAZIL,-0.0475838086611358,0.946102091208282,-0.0502928238212832,0.0053032930794853,-0.0245244114048529,0.0121894384110516,0.0485287053577722,-0.0256417454795591,1.2904372013935648,655,2016Q1
01/03/2017,BRAZIL,-0.0076081596258852,0.1630772589123281,-0.0109216378015569,0.0363912118299382,0.0105847352065028,0.0107251254534545,0.037226537837989,0.0344716885996037,1.2374797554169452,721,2017Q1
01/03/2018,BRAZIL,-0.0018205665404766,0.0625997916559134,-0.0089127142390913,0.0506562583915491,0.019500218519373,0.011881700288906,0.045015886513618,-0.0641971254807102,1.3266717628897302,789,2018Q1
01/03/2019,BRAZIL,-0.0030925627572746,0.0884064384803494,-0.0083512733959203,0.040187751856581,0.0140350670200884,0.0098719522959345,0.0355425207708972,0.0294042743316792,1.2843283445593343,857,2019Q1
01/03/2020,BRAZIL,-0.0592875248403832,0.4980502626257621,-0.068941242702062,0.0517440298698611,-0.0039926580739133,0.0231004048844035,0.0925425534559299,-0.1259959728440996,1.5507649241813954,925,2020Q1
01/03/2021,BRAZIL,-0.0099921143172379,0.0925036209472415,-0.0191511110303263,0.0550217795396249,0.0188085105357439,0.0119920265180838,0.0539830558852049,0.099115001408899,1.507841815196892,993,2021Q1
01/03/2022,BRAZIL,-0.0318617468662747,0.2145111371843425,-0.0434065530592705,0.0618652410335999,0.0117157918103658,0.0144211208807366,0.0759379252844351,-0.0687355216389875,1.7518010690962889,1061,2022Q1
01/03/2023,BRAZIL,0.0031640617777475,0.0436902738643056,-0.0093723847720018,0.08572102628964,0.0371276479750947,0.0115857831213149,0.0618586506923705,-0.0909112830982549,1.7999663923832507,1129,2023Q1
01/03/2024,BRAZIL,0.0154597217323525,0.0,0.0075005757842928,0.0786360528535941,0.0346306370628001,0.0090819212201346,0.0423866371500194,0.0800312603477227,1.5036351617574684,1197,2024Q1
01/03/2025,BRAZIL,-0.0011225979720061,0.0548198972881485,-0.0168693754400575,0.0819275760997871,0.0350392594274009,0.0126921825773444,0.0667580957793931,-0.0439961573814586,1.7746915396112857,1265,2025Q1
01/03/2026,BRAZIL,-0.0331111415643783,0.1967663600839486,-0.0545483432119826,0.0792779363055988,0.0156985043232112,0.016821766288767,0.0906879358230428,-0.0128940667891212,1.7654282532473802,1332,2026Q1
01/06/2003,BRAZIL,,,,,,,,,,50,2003Q2
01/06/2004,BRAZIL,,,,,,,,,,77,2004Q2
01/06/2005,BRAZIL,,,,,,,,,,105,2005Q2
01/06/2006,BRAZIL,,,,,,,,,,137,2006Q2
01/06/2007,BRAZIL,,,,,,,,,,172,2007Q2
01/06/2008,BRAZIL,0.0453026680701201,0.0,0.0390356970653897,0.074692397847997,0.0580023821543696,0.0085400583391265,0.0288667347571231,-0.0865552086966897,1.2117379160638435,216,2008Q2
01/06/2009,BRAZIL,-0.0316614433281703,0.3769504942700843,-0.0401184712762376,0.0257193629166011,0.0008782542203082,0.010371935446739,0.0572601402407169,-0.5978027485329,1.8992153383113344,263,2009Q2
01/06/2010,BRAZIL,0.0409862128423152,0.0,0.0286637697912773,0.0873240726289035,0.0622456691626503,0.0197679701214139,0.0425426824426407,-0.2627872650492298,1.1195355804878535,314,2010Q2
01/06/2011,BRAZIL,0.0307117014881231,0.0,0.0289289894799235,0.0782806691306718,0.0517829543022179,0.0100272522748292,0.0391691947817876,-0.0597845753983389,1.4656540583522468,371,2011Q2
01/06/2012,BRAZIL,-0.0022692164334935,0.0678216511630863,-0.0055880345762513,0.0517558462959666,0.0216749508168708,0.0164468844066574,0.0482766336979532,-0.061955356854661,1.0662809604862102,430,2012Q2
01/06/2013,BRAZIL,0.014448806503541,0.0,0.0127059963328564,0.0734722069859462,0.0388072501168528,0.014157733386119,0.0440866509896122,-0.0322476930327607,1.322107384588998,490,2013Q2
01/06/2014,BRAZIL,-0.0082695200062219,0.1500611125436979,-0.0123536449888821,0.0378903268771831,0.011063538877956,0.0127718106356194,0.0435372999288869,-0.0814563489650418,1.1372572372735508,550,2014Q2
01/06/2015,BRAZIL,-0.0281439747265025,0.7260079423354695,-0.0416746706209816,0.0238185964296615,-0.0080580049054842,0.014564603226596,0.0478417555159773,0.1145577578615707,1.18316710048144,610,2015Q2
01/06/2016,BRAZIL,-0.0341490429058082,0.8277271868972765,-0.0382426222677508,0.0183217478707211,-0.011769238138339,0.0121755161814662,0.0448857701538739,-0.0301064501693952,1.249016449262053,671,2016Q2
01/06/2017,BRAZIL,-0.0045444109091699,0.1020050719215628,-0.0066211419095067,0.0386881432845415,0.0135741327586873,0.0102051888918793,0.0355359107302975,0.0572930026895555,1.265954039844802,738,2017Q2
01/06/2018,BRAZIL,-0.0031303064589557,0.0798229802118426,-0.0068461929156676,0.0442398789051525,0.017374048776024,0.0112238188616974,0.0406141132527764,-0.0389734866174856,1.294206637589308,806,2018Q2
01/06/2019,BRAZIL,-0.0005262005332926,0.055697085174791,-0.0053206030592328,0.0414056703364045,0.0158092094711656,0.0099713621161844,0.0358681583897603,0.009321454065919,1.3075659552506504,874,2019Q2
01/06/2020,BRAZIL,-0.1355840971786949,1.0,-0.1559076057829717,-0.0403513142974441,-0.0860856816676072,0.0203888049264975,0.091963829828065,0.3576221723187882,1.4696893395116348,942,2020Q2
01/06/2021,BRAZIL,0.0708653907555535,0.0,0.0440106042070223,0.1047001123003074,0.0960970614108994,0.0032758947469426,0.0338265502098103,-0.0414198329844689,2.947425595914442,1010,2021Q2
01/06/2022,BRAZIL,-0.040518956012526,0.1498163283605017,-0.0585190980561271,0.0713765497288239,0.0227003943747507,0.0176917303952482,0.1008303547545962,-0.2235536484062184,1.9628381834809976,1078,2022Q2
01/06/2023,BRAZIL,0.0084983048917554,0.0,0.0018351696707962,0.0810194250418042,0.0337178115588619,0.0099158979503154,0.0493445070980448,-0.0064361268839436,1.5911693557684568,1146,2023Q2
01/06/2024,BRAZIL,-0.0044208764712495,0.0732138881387656,-0.0127409117578055,0.0734996529314539,0.0290162467511098,0.0116775917005249,0.0607399968857431,-0.0548050623737524,1.7570954792527942,1214,2024Q2
01/06/2025,BRAZIL,0.0038495299394216,0.0409729130618371,-0.0068115226398644,0.0730938991675236,0.0276802804411503,0.0106384223108576,0.0502448525199309,0.0895347636900481,1.5768306083913113,1282,2025Q2
01/09/2003,BRAZIL,,,,,,,,,,55,2003Q3
01/09/2004,BRAZIL,,,,,,,,,,84,2004Q3
01/09/2005,BRAZIL,,,,,,,,,,113,2005Q3
01/09/2006,BRAZIL,,,,,,,,,,145,2006Q3
01/09/2007,BRAZIL,0.0372863060732412,0.0,0.0366995373055875,0.0747858949774093,0.05573123676951,0.0084033547017232,0.0362917355290308,0.1537344263688373,1.3111430659723833,183,2007Q3
