spec,theta,se,t,p,N,paises,b1,b2,R2w
"M1 base [0.01,0.048]",-0.5430097664439181,0.2465941195518961,-2.202038586445857,0.02797330383683727,838,14,7.6166219988924535,-7.368377598571577,0.15354475975099746
"M2 base [0.01,0.048]",-0.35351822194070126,0.1846197157730194,-1.9148454457341602,0.05596549633660408,738,13,3.207443866790794,-3.3145336513444823,0.17862720512515373
"M1 wide [0.01,0.20]",-0.5723014611449428,0.22301710118208962,-2.5661774729896996,0.0104801974134896,838,14,6.300408622649615,-6.92240143886251,0.1484237967878851
"M2 wide [0.01,0.20]",-0.32981681320287043,0.1537320051449545,-2.145401101689169,0.03230297204547106,738,13,2.663323836853999,-2.9380828668112153,0.17296872382995587
