panel,modelo,fe,N,paises,periodos,obs_avg,obs_min,obs_max,rsquared,rsquared_within,rsquared_between,f_stat,f_pval,JLoss_c_b,JLoss_c_se,JLoss_c_t,JLoss_c_p,JLoss_cr_b,JLoss_cr_se,JLoss_cr_t,JLoss_cr_p,JLoss_sum_cr_b,JLoss_sum_cr_se,JLoss_sum_cr_t,JLoss_sum_cr_p,D_c_b,D_c_se,D_c_t,D_c_p,D_cr_b,D_cr_se,D_cr_t,D_cr_p,D_sum_cr_b,D_sum_cr_se,D_sum_cr_t,D_sum_cr_p,JxD_b,JxD_se,JxD_t,JxD_p,JxD_cr_b,JxD_cr_se,JxD_cr_t,JxD_cr_p,JxD_sum_cr_b,JxD_sum_cr_se,JxD_sum_cr_t,JxD_sum_cr_p,JLoss_bk_b,JLoss_bk_se,JLoss_bk_t,JLoss_bk_p,JLoss_sum_bk_b,JLoss_sum_bk_se,JLoss_sum_bk_t,JLoss_sum_bk_p,JLoss_em_b,JLoss_em_se,JLoss_em_t,JLoss_em_p,JLoss_sum_em_b,JLoss_sum_em_se,JLoss_sum_em_t,JLoss_sum_em_p,D_bk_b,D_bk_se,D_bk_t,D_bk_p,D_sum_bk_b,D_sum_bk_se,D_sum_bk_t,D_sum_bk_p,D_em_b,D_em_se,D_em_t,D_em_p,D_sum_em_b,D_sum_em_se,D_sum_em_t,D_sum_em_p,JxD_bk_b,JxD_bk_se,JxD_bk_t,JxD_bk_p,JxD_sum_bk_b,JxD_sum_bk_se,JxD_sum_bk_t,JxD_sum_bk_p,JxD_em_b,JxD_em_se,JxD_em_t,JxD_em_p,JxD_sum_em_b,JxD_sum_em_se,JxD_sum_em_t,JxD_sum_em_p
A_vector_unico,CM1,T,614,13,88,47.23076923076923,7,85,0.3802911966513999,0.03025721965430217,0.2388669577729573,39.73455734390571,1.1102230246251565e-16,2.090572234238003,2.05664461223939,1.0164965895404119,0.30986750504435956,3.663196359048104,1.9264230380717156,1.9015534421322327,0.05778412267718913,5.753768593286107,0.9027057053134533,6.373914066808942,1.8426393744164216e-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM1,P,614,13,88,47.23076923076923,7,85,0.40373373109821653,0.40373373109821653,-4.412413882543184,50.190266292901455,1.1102230246251565e-16,4.355629188194342,1.130277048814634,3.8535942959845655,0.00012909467883370773,1.5197703205935502,1.1919582740187578,1.2750197332575701,0.2028015761473445,5.8753995087878925,1.2070049766192925,4.867750856541067,1.128755050983088e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM1,PT,614,13,88,47.23076923076923,7,85,0.39293398897878273,0.3761856847463865,-7.737131794534877,40.93965788184999,1.1102230246251565e-16,2.2353367897695016,1.170468859163899,1.9097789507755634,0.056726819996952615,2.119884547516929,1.0248175685170695,2.0685482105702406,0.03909589359733312,4.35522133728643,1.2040504763505937,3.617141824889975,0.000297874107135776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM2,T,614,13,88,47.23076923076923,7,85,0.364948203188893,0.02064277610002352,0.0014116568771517235,37.2101870668505,1.1102230246251565e-16,,,,,,,,,,,,,2.7482184145619644,2.2899078219244764,1.2001436862433685,0.23063212427463653,1.9972146665050132,4.806384558805279,0.41553368068439783,0.6779233388094301,4.745433081066977,5.1221040564905636,0.9264616705811978,0.354206107523638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM2,P,614,13,88,47.23076923076923,7,85,0.44359124621817303,0.44359124621817303,-6.717383245688221,59.095405854838695,1.1102230246251565e-16,,,,,,,,,,,,,10.0577225659645,1.682507802452173,5.977816299755556,3.906255319208185e-09,-3.036560075550741,2.0657192905328445,-1.469977111346756,0.14209830220861175,7.02116249041376,1.6304690832929665,4.306222400877123,1.6606609921865356e-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM2,PT,614,13,88,47.23076923076923,7,85,0.38229721365243596,0.41803602738616463,-9.279314243081387,39.14552321593544,1.1102230246251565e-16,,,,,,,,,,,,,5.999336825416024,1.9835342523014041,3.0245693102880717,0.002616383382516574,-1.1954508670340829,3.214761937105859,-0.3718629529719724,0.7101505629602736,4.803885958381941,3.018051622595957,1.591717624183615,0.11144816648715583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM3,T,614,13,88,47.23076923076923,7,85,0.3956728619639509,0.13971038140080916,0.3044312862219598,33.784217838851994,1.1102230246251565e-16,2.8679332578821994,2.287850728010881,1.2535491161067391,0.21057360053751295,3.6247595469831544,1.9674787961035052,1.8423372867660948,0.06599937585508742,6.492692804865354,1.0207491642010187,6.360713319758086,2.0081891705103772e-10,4.078893412985185,2.600730849328881,1.568364298073268,0.11740913788968643,2.1969563003912063,4.443188589778521,0.49445488436958684,0.6211954007565521,6.275849713376391,4.501885508463612,1.394049160419051,0.16330275991093712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM3,P,614,13,88,47.23076923076923,7,85,0.4745346240860344,0.4745346240860344,-5.655252103224826,53.37173022048256,1.1102230246251565e-16,3.300509315380722,1.077940755004345,3.0618652278041183,0.002299580254536693,0.9582799145987795,1.0482076700107676,0.9142080734716772,0.3609803422715303,4.258789229979501,1.02368833480487,4.160240070325007,3.179132466368806e-05,8.879221399121555,1.5314531800749813,5.797905880927304,1.0938172589902706e-08,-2.996450101969353,1.7443819813619528,-1.7177717575538294,0.08636207010002561,5.8827712971522015,1.241596646571962,4.738069576294753,2.1576373800957782e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM3,PT,614,13,88,47.23076923076923,7,85,0.40878152676389323,0.4481014294305129,-7.963615960357748,34.84767455950661,1.1102230246251565e-16,2.04023395251279,1.1071901186408497,1.842713295723154,0.06595798763928706,1.9046092327702568,1.0159925980843885,1.8746290439136248,0.06142190416867899,3.9448431852830472,1.253986068548201,3.1458429118356785,0.0016560892906181124,4.9068557296970505,1.9381274382545688,2.53175081929393,0.011652196097168721,-0.49319549060185386,2.7638184069810263,-0.17844714014354549,0.8584435355889812,4.413660239095197,2.840519350468581,1.5538215708219365,0.12022698370281737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM4,T,614,13,88,47.23076923076923,7,85,0.39878819423049827,0.13824579398925263,0.32151872112337965,28.41166372475036,1.1102230246251565e-16,2.891974312990717,2.753847180293512,1.0501578786526866,0.29413902523949,,,,,,,,,4.11837486825112,2.974780332011246,1.3844299103143158,0.1668275724495052,,,,,,,,,0.025200676139576644,0.9346107103103926,0.0269638212590216,0.9784990552501123,-0.42864378380110635,0.9541565674294717,-0.44923841477702803,0.6534490361877197,-0.4034431076615297,0.23843377957459938,-1.6920551625752485,0.09063545639643222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM4,P,614,13,88,47.23076923076923,7,85,0.47998104968627175,0.47998104968627175,-5.95841690383875,45.304252549298994,1.1102230246251565e-16,3.6044950890275063,1.3380144373718277,2.6939134499232873,0.007263147088560462,,,,,,,,,9.191458454586586,1.4389275868216918,6.387714391443916,3.4206615318055356e-10,,,,,,,,,0.6413042772582159,0.3638676532293529,1.7624657524970744,0.0785092481003069,-0.62678955639458,0.37554606988419664,-1.6690084297456682,0.09564710885204719,0.014514720863635922,0.1050953582257697,0.13811000893545525,0.8901534755979739,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A_vector_unico,CM4,PT,614,13,88,47.23076923076923,7,85,0.41974755392970886,0.4548111288390577,-8.54048958780856,30.261723941557822,1.1102230246251565e-16,2.5091699959336284,1.5861583847755192,1.5819164214730916,0.11429845261997018,,,,,,,,,5.571187031481949,1.8629046164266219,2.990591671928144,0.0029211260103034764,,,,,,,,,0.8113776705652332,0.41499887557812076,1.9551322143582455,0.05112195724994839,-0.8392478510156335,0.42769901497574897,-1.9622393824386521,0.05028661897558373,-0.02787018045040024,0.0934969514460821,-0.29808651532849645,0.7656371332154737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_backstop_emstress,CM1,T,614,13,88,47.23076923076923,7,85,0.3805806034897833,0.027099970473410506,0.22472425602101498,35.29473157762408,1.1102230246251565e-16,2.1169937550392874,2.0643355696366097,1.0255085394919332,0.3056028720771107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.436135027726867,1.9616798340399795,1.7516288683308339,0.08043057333739978,5.553128782766155,0.8686458377913221,6.392857182031652,1.6281442860588413e-10,5.643899544802454,2.5582586158477922,2.206148944379534,0.027812585055206895,7.760893299841742,2.0292502836675936,3.824512610546484,0.00013103103963785223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_backstop_emstress,CM1,P,614,13,88,47.23076923076923,7,85,0.40373391089692545,0.40373391089692545,-4.412664860017912,44.5383696266858,1.1102230246251565e-16,4.355465276930939,1.1286925305773856,3.858858953113555,0.00012643433128900483,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.5227723959146315,1.2054111928538092,1.263280451469403,0.20698569499127895,5.878237672845571,1.2591717269212306,4.668336770249999,3.0364788188297354e-06,1.4825714153661214,1.6289789839535465,0.9101231077689581,0.3631279902842657,5.83803669229706,1.196919768425055,4.877550564628851,1.0741131868385878e-06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_backstop_emstress,CM1,PT,614,13,88,47.23076923076923,7,85,0.3930094447841196,0.3758747387515986,-7.739323027432359,36.330378511663675,1.1102230246251565e-16,2.236950370724783,1.1701987498734747,1.9115986672919012,0.05649337091610507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0533189336527777,1.0237091402753316,2.005763993765385,0.04541434398520128,4.290269304377561,1.233118583343226,3.479202537639,0.0005029083414176405,2.729550778245493,1.8318699940807162,1.490035202861248,0.13683926305025707,4.966501148970276,1.6189526485355008,3.0677247746948972,0.0021569517559696383,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
B_backstop_emstress,CM2,T,614,13,88,47.23076923076923,7,85,0.38072561539542105,-0.03939753837646465,-0.06595590931547912,35.31644777480027,1.1102230246251565e-16,,,,,,,,,,,,,2.7138244707683437,2.274253741624471,1.1932813041476598,0.23330652044558753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2.408688933265479,3.166375538045963,-0.7607085465143315,0.44717796413899924,0.3051355375028648,2.7130638728346717,0.11246898407299648,0.9104515608072141,16.940600001993555,2.5866378477915664,6.549273999240826,1.397779669787269e-10,19.6544244727619,1.7188669607113167,11.434523393612926,0.0,,,,,,,,,,,,,,,,
B_backstop_emstress,CM2,P,614,13,88,47.23076923076923,7,85,0.4497115944868427,0.4497115944868427,-6.630421157118525,53.75550171488826,1.1102230246251565e-16,,,,,,,,,,,,,10.506449292709103,1.7640677823620345,5.955808159843653,4.439905998410154e-09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.9060559858189356,2.2369644590959936,-1.746141280848717,0.08130510326959373,6.600393306890167,1.7383866243624275,3.796850030016156,0.00014654638473499126,4.433029522972465,1.557217251668169,2.846763685814283,0.00456972903605446,14.939478815681568,2.15838115737029,6.921612878553574,4.46531700504238e-12,,,,,,,,,,,,,,,,
B_backstop_emstress,CM2,PT,614,13,88,47.23076923076923,7,85,0.3956594720650086,0.4121570634980438,-9.08519879796832,36.73573353596335,1.1102230246251565e-16,,,,,,,,,,,,,6.346542220395209,2.0954372914627295,3.0287435688256634,0.002581398502344623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3.728107372877532,2.799871413180251,-1.3315280677989918,0.18361602890254436,2.618434847517677,2.215332011274022,1.1819604619949646,0.23722138942746973,7.064951203100075,1.9946305122985335,3.5419849237935823,0.00043392988270096744,13.411493423495283,2.8001278369619476,4.789600405546605,1.6711376382705367e-06,,,,,,,,,,,,,,,,
B_backstop_emstress,CM3,T,614,13,88,47.23076923076923,7,85,0.406881109197459,0.11651262941529594,0.24765816455354595,29.38377861091134,1.1102230246251565e-16,2.8286027915129184,2.2787094849203355,1.241317864445457,0.21505453508238626,,,,,,,,,4.022151031804801,2.595924132958145,1.5494100851173263,0.12189863842753934,,,,,,,,,,,,,,,,,,,,,3.2368894436316533,2.046225900213852,1.5818827448588957,0.11429144339964137,6.065492235144571,1.021716685422514,5.9365696202135405,2.9104736398721798e-09,1.7464829262069503,2.31120362913741,0.7556594772476948,0.45019953187396267,4.575085717719869,1.3737457003356415,3.330373093507814,0.0008672968829868122,-1.574231557664281,3.3761381816973968,-0.46628173165377246,0.6412113984115224,2.4479194741405195,2.6891643342366427,0.9102900268961792,0.3626695767191883,15.022559310168674,2.9016749047389667,5.177202754737991,3.2373780545214004e-07,19.044710341973474,1.9350592815884928,9.84192604494248,0.0,,,,,,,,,,,,,,,,
B_backstop_emstress,CM3,P,614,13,88,47.23076923076923,7,85,0.47904633232819505,0.47904633232819505,-5.6148150660630645,45.13489830460051,1.1102230246251565e-16,3.1939232471845522,1.060284123778658,3.0123277106159017,0.0027037894064632084,,,,,,,,,9.296950678088765,1.618940424163881,5.742614452838976,1.4945314541492394e-08,,,,,,,,,,,,,,,,,,,,,1.027993065532342,1.0273310086277794,1.000644443610679,0.3174096416068979,4.221916312716894,1.0882240830970618,3.8796387419596647,0.00010461171800213442,0.1652138668318596,1.2627710134780938,0.13083438332719194,0.8959509960378753,3.359137114016412,0.9447135120587378,3.555720407445127,0.0003769447812866922,-3.7561803027372798,1.9123582884643318,-1.9641613840853955,0.04998121069668393,5.540770375351485,1.348568265402467,4.108631737450752,3.980101473577413e-05,3.5400924029465823,1.6896468256667712,2.095167078214458,0.03658259025332811,12.837043081035347,2.116107439561964,6.0663475025127385,1.3085184047412213e-09,,,,,,,,,,,,,,,,
