country,time,quarter,EMBI,JLoss,D,HHI,HHI_anual,debt,growth_q,gfac
brazil,0,2007Q3,100.24990769230769,2.9021770667423983,-0.0372863060732412,0.64919185,0.4800673,,,21.589206349206346
brazil,1,2007Q4,95.35775757575757,4.006896067552684,-0.045564118077144,0.64919185,0.4800673,,,22.02984375
brazil,2,2008Q1,148.21876923076923,3.1621962703317688,-0.0422068864988195,0.64919185,0.5131218,,,26.120163934426227
brazil,3,2008Q2,110.65329230769231,3.5087568481088494,-0.0453026680701201,0.64919185,0.5131218,,,20.67296875
brazil,4,2008Q3,138.8319090909091,5.687607298328175,-0.0467696963903762,0.64919185,0.5131218,,,25.07328125
brazil,5,2008Q4,352.14948484848486,15.543826980351565,0.0164549710641318,0.64919185,0.5131218,,,58.6046875
brazil,6,2009Q1,356.728890625,14.243341436550084,0.0589199333014301,0.64919185,0.6640308,,,45.0
brazil,7,2009Q2,229.36923076923077,4.568854336795474,0.0316614433281703,0.64919185,0.6640308,,,33.01571428571428
brazil,8,2009Q3,140.09906060606062,3.2572233549031218,0.0236447831846207,0.64919185,0.6640308,,,25.48625
brazil,9,2009Q4,124.1807878787879,3.0134035465157645,-0.029862474547377,0.64919185,0.6640308,,,23.071875
brazil,10,2010Q1,128.97975,2.346797620236976,-0.0642274274089133,0.64919185,0.6185835000000001,,,20.149672131147543
brazil,11,2010Q2,131.09924615384614,2.7475229378154054,-0.0409862128423152,0.64919185,0.6185835000000001,,,26.391428571428573
brazil,12,2010Q3,121.85742424242424,2.6186036627954308,-0.0422394537431596,0.64919185,0.6185835000000001,,,24.28359375
brazil,13,2010Q4,106.33751515151515,2.279907281960753,-0.0403552115479453,0.64919185,0.6185835000000001,,,19.318437499999998
brazil,14,2011Q1,114.07721875,2.449755708542065,-0.0358598988651239,0.64919185,0.6203946,,,18.614838709677418
brazil,15,2011Q2,108.15438461538461,2.479053365633338,-0.0307117014881231,0.64919185,0.6203946,,,17.482380952380954
brazil,16,2011Q3,145.01303030303032,4.987601139017956,0.0078233658406393,0.64919185,0.6203946,,,30.58359375
brazil,17,2011Q4,163.5385076923077,3.770610527032251,-0.0089892609565494,0.64919185,0.6203946,,,29.93952380952381
brazil,18,2012Q1,139.64392307692307,2.9868176193362297,-0.0098587198374738,0.64919185,0.493904,,,18.20403225806452
brazil,19,2012Q2,143.53612307692308,5.333851128603483,0.0022692164334935,0.64919185,0.493904,,,20.035714285714285
brazil,20,2012Q3,129.56143076923078,3.9214760484118423,-0.0139505227289751,0.64919185,0.493904,,,16.192698412698412
brazil,21,2012Q4,108.18704545454545,3.503443517951216,-0.0149579076910113,0.64919185,0.493904,,,16.752903225806453
brazil,22,2013Q1,120.27989062500001,3.087297230089036,-0.0167282883732748,0.64919185,0.610966,,,13.527
brazil,23,2013Q2,138.13193846153848,4.373728976324583,-0.014448806503541,0.64919185,0.610966,,,14.837031249999999
brazil,24,2013Q3,186.1971212121212,4.269344916462583,-0.007766582789039,0.64919185,0.610966,,,14.2796875
brazil,25,2013Q4,181.51309230769232,3.6019221145592577,-0.0114453597234932,0.64919185,0.610966,,,14.2328125
brazil,26,2014Q1,185.855140625,6.709074332637787,-0.0183478630602384,0.64919185,0.6343529,,,14.828852459016392
brazil,27,2014Q2,148.9964923076923,5.887945144662147,0.0082695200062219,0.64919185,0.6343529,,,12.738253968253968
brazil,28,2014Q3,145.76321212121212,5.96129075318143,0.0142182966509172,0.64919185,0.6343529,,,13.07265625
brazil,29,2014Q4,173.18930303030305,9.930189615000838,0.0144884444379278,0.64919185,0.6343529,,,16.07234375
brazil,30,2015Q1,242.2035,6.203900571211738,0.0232776227020421,0.64919185,0.738635,,,16.564754098360655
brazil,31,2015Q2,239.52623076923078,5.379473578660424,0.0281439747265025,0.64919185,0.738635,,,13.740158730158731
brazil,32,2015Q3,334.9581969696969,11.175741333700715,0.0563444475459266,0.64919185,0.738635,,,19.30734375
brazil,33,2015Q4,444.6129393939394,13.923590488395346,0.051880561272283,0.64919185,0.738635,,,17.03328125
brazil,34,2016Q1,451.86407692307694,10.832793377708615,0.0475838086611358,0.64919185,0.7525742,,,20.486229508196722
brazil,35,2016Q2,346.36024615384616,9.535983704016486,0.0341490429058082,0.64919185,0.7525742,,,15.6759375
brazil,36,2016Q3,275.8466666666667,5.974216428184856,0.0251552115906281,0.64919185,0.7525742,,,13.23390625
brazil,37,2016Q4,286.2388,5.800804532591896,0.0251654334769452,0.64919185,0.7525742,,,14.097936507936508
brazil,38,2017Q1,238.40998461538462,3.745885702674746,0.0076081596258852,0.64919185,0.7496375999999999,,,11.691935483870967
brazil,39,2017Q2,228.73935384615382,6.30179072049879,0.0045444109091699,0.64919185,0.7496375999999999,,,11.426349206349206
brazil,40,2017Q3,205.5510153846154,2.565900210078903,-0.0042020610994743,0.64919185,0.7496375999999999,,,10.944285714285714
brazil,41,2017Q4,173.0745692307692,3.353747416491789,-0.0088223053401274,0.64919185,0.7496375999999999,,,10.307936507936507
brazil,42,2018Q1,153.64995384615384,2.6583929303326594,0.0018205665404766,0.64919185,0.7384729,,,17.354754098360658
brazil,43,2018Q2,207.0025076923077,5.137768372110746,0.0031303064589557,0.64919185,0.7384729,,,15.3375
brazil,44,2018Q3,256.1724461538461,4.34016585269872,-0.0035368193545139,0.64919185,0.7384729,,,12.856825396825396
brazil,45,2018Q4,213.4657878787879,3.651094415815392,0.0041165532001101,0.64919185,0.7384729,,,21.053650793650796
brazil,46,2019Q1,170.945015625,2.859279057558576,0.0030925627572746,0.64919185,0.7317778,,,16.47
brazil,47,2019Q2,170.82144615384615,2.3933677302575878,0.0005262005332926,0.64919185,0.7317778,,,15.183015873015872
brazil,48,2019Q3,132.80345454545454,2.778829179454926,0.0023128373368641,0.64919185,0.7317778,,,15.96015625
brazil,49,2019Q4,120.253,2.395739486853901,-0.0034601717818078,0.64919185,0.7317778,,,13.98578125
brazil,50,2020Q1,149.4264,13.222566306392336,0.0592875248403832,0.64919185,0.7045802000000001,,,31.22451612903226
brazil,51,2020Q2,292.7713692307692,9.172354953792071,0.1355840971786949,0.64919185,0.7045802000000001,,,34.493650793650794
brazil,52,2020Q3,222.9117272727273,4.454152356177935,0.0579714031228227,0.64919185,0.7045802000000001,,,25.80890625
brazil,53,2020Q4,183.85778787878786,4.192995613119392,0.0267537384141431,0.64919185,0.7045802000000001,,,25.62171875
brazil,54,2021Q1,178.283046875,5.389147461255601,0.0099921143172379,0.64919185,0.7039432999999999,,,23.20245901639344
brazil,55,2021Q2,183.6085230769231,3.024927350478835,-0.0708653907555535,0.64919185,0.7039432999999999,,,18.0
brazil,56,2021Q3,180.91698484848484,4.840437859192328,0.0140240410778432,0.64919185,0.7039432999999999,,,18.28734375
brazil,57,2021Q4,227.1576818181818,8.572047796169198,0.0168291487996775,0.64919185,0.7039432999999999,,,19.27515625
brazil,58,2022Q1,220.311921875,4.127531347681025,0.0318617468662747,0.64919185,0.7039432999999999,,,25.372903225806454
