q,Ryr,spread_raw,iRyr,FCI,iRyr_noCDIFF,FCI_noCDIFF,country,cdiff_contrib,EMBI_bps,GaR,D
2017Q3,6.711742424242424,4.466666666666667,0.3483984641953805,0.24135226580755645,0.004241807368143128,0.03306191575776664,colombia,0.3441566568272374,196.87301587301587,0.0064016976266453,-0.6401697626645301
2017Q4,6.554353846153846,4.182876923076923,0.3593826662747655,0.24213784934408056,0.004743112079670029,0.02693347200380193,colombia,0.35463955419509546,181.79032258064515,0.0033032671899687,-0.33032671899687
2018Q1,6.503809523809524,3.746269841269841,0.4164182794534957,0.42594859024248966,0.004951095508747015,0.07828144383034785,colombia,0.4114671839447487,170.4,-0.0036153338110496,0.36153338110495997
2018Q2,6.55228125,3.629015625,0.4639205146841188,0.4932138824839849,0.0026349125283799154,0.08342947552821921,colombia,0.4612856021557389,187.640625,0.0084241872023144,-0.8424187202314399
2018Q3,6.814177419354839,3.890532258064516,0.3032032760143857,0.3181425189528704,0.002976026634490409,0.09076264494124214,colombia,0.30022724937989526,179.95238095238096,0.0136263966033575,-1.36263966033575
2018Q4,8.120506493506493,5.08551948051948,0.19301128105371765,0.5069343973746553,0.005806373361151922,0.3177186797414522,colombia,0.18720490769256573,196.672131147541,0.0033395043420322,-0.33395043420322
2019Q1,6.676078125,4.019796875,0.11362301035641272,0.1304190459951827,0.0055997557921664805,0.07143269671733135,colombia,0.10802325456424623,193.2295081967213,0.02027836993353,-2.027836993353
2019Q2,6.362466666666666,4.022616666666667,0.03561163260149834,0.08571543665985402,0.004019718047465327,0.06993590506384992,colombia,0.03159191455403301,185.63492063492063,0.016929996809209,-1.6929996809209
2019Q3,5.832587301587301,4.038111111111111,0.023560543720724216,0.10419960952913844,0.0021018367438313443,0.09181024928191159,colombia,0.021458706976892873,178.53125,0.0164678959261189,-1.64678959261189
2019Q4,5.993733333333334,4.207716666666666,0.08347902740471244,0.06781344929237204,0.002179352370178652,0.033040688881306485,colombia,0.0812996750345338,177.29032258064515,0.017911955857359,-1.7911955857359
2020Q1,6.230492063492064,4.862857142857143,0.22366010557252802,3.2046199619883886,0.02996353894630784,2.6759609221289,colombia,0.19369656662622017,233.3709677419355,-0.0577802287923234,5.778022879232339
2020Q2,6.172732142857143,5.487232142857144,0.1553503369878226,0.6736829623322564,0.006376199482925448,0.5174166161223596,colombia,0.14897413750489716,337.5873015873016,-0.1722047649843328,17.22047649843328
2020Q3,5.193818181818181,4.544060606060606,0.18650237183741766,0.348398514631097,0.0041507326853391854,0.22031076228122884,colombia,0.18235163915207847,255.90625,-0.0877735068641348,8.777350686413481
2020Q4,5.0276000000000005,4.177566666666666,0.17206138342015248,0.4406477358252189,0.0015766710688363374,0.26964006180155925,colombia,0.17048471235131615,222.98387096774192,-0.0501551369203424,5.01551369203424
2021Q1,5.306338461538461,3.978923076923077,0.3604830424118776,0.46288830045582713,0.005656572116025522,0.14044901848383484,colombia,0.35482647029585207,218.4918032786885,-0.0137034661523609,1.37034661523609
2021Q2,6.753078125,5.1700625,0.5027158575628927,0.9430210522635658,0.005431715125785493,0.3014484297861082,colombia,0.4972841424371072,233.5555555555556,0.0765036663322119,-7.650366633221189
2021Q3,7.046796875,5.727890625,0.4325469277196476,0.7445280315341519,0.00313436352014143,0.2521372725310089,colombia,0.4294125641995062,275.890625,0.0161787945928695,-1.61787945928695
2021Q4,7.857619047619048,6.327365079365079,0.47968305487067975,0.677123327125575,0.004942445042302484,0.20770890006629,colombia,0.4747406098283773,319.2903225806452,0.0242174425938687,-2.42174425938687
2022Q1,9.176402985074626,7.238776119402985,0.42637545748278505,0.4834347268960529,0.007690633759762405,0.1233254706854571,colombia,0.4186848237230226,363.5483870967742,0.0110010793651312,-1.1001079365131199
2022Q2,10.745800000000001,7.820449999999999,0.3733692499455451,0.8638707890808269,0.01342907063965917,0.4072494995914213,colombia,0.35994017930588595,373.0806451612903,-0.0022284318055541,0.22284318055541
2022Q3,12.252890625000001,9.1480625,0.180417542314959,0.5372266835818909,0.007979158322242,0.39517698902859333,colombia,0.172438383992717,419.609375,-0.0191199171088909,1.91199171088909
2022Q4,13.378098360655738,9.560459016393443,0.006233176129598004,0.5757240196643594,0.012466352259196008,0.5867166389730704,colombia,-0.006233176129598004,423.0,-0.0163997502021122,1.63997502021122
2023Q1,12.25821875,8.517765625,0.014761314371200138,0.3753957335413379,0.010149359398275165,0.37745635638553593,colombia,0.004611954972924973,389.483870967742,-0.0018290519683312,0.18290519683312
2023Q2,11.06031746031746,7.348,0.0036448240456057037,0.8963795151116365,0.0072896480912114075,0.9020323246256509,colombia,-0.0036448240456057037,394.3174603174603,-0.0162297739518352,1.62297739518352
2023Q3,10.515986301369864,6.405260273972603,0.2688123398081507,0.8445617698696086,0.012844895522323228,0.7281059947474691,colombia,0.2559674442858275,330.3333333333333,-0.0262321085833831,2.62321085833831
2023Q4,10.910875,6.54684375,0.2774790983936159,0.44875398571828706,0.0065745761474168656,0.3571854420853572,colombia,0.27090452224619904,317.35483870967744,-0.000470529759516,0.0470529759516
2024Q1,9.7188,5.566661538461539,0.433840049000975,0.5179873034782592,0.0042643491413345384,0.268461630709733,colombia,0.42957569985964045,302.8032786885246,-0.0046843811565185,0.46843811565185
2024Q2,10.576578125,6.129671875,0.4576494208905732,0.448279231165172,0.004919781452409911,0.14873540662295975,colombia,0.4527296394381633,299.3709677419355,-0.0063161570790656,0.63161570790656
2024Q3,10.062439393939394,6.105287878787879,0.4743183558093366,0.5781087598504429,0.003687123453853327,0.2316765145416567,colombia,0.4706312323554833,318.296875,-0.0087300772929668,0.8730077292966799
2024Q4,10.539049180327869,6.262508196721311,0.5039164145428386,0.4509490049289564,0.00783282908567719,0.12671967741328008,colombia,0.49608358545716147,319.4032258064516,-0.0024760348217172,0.24760348217172
2025Q1,11.268559322033898,6.818525423728814,0.5031567599198579,0.37543530730394664,0.006313519839715792,0.07524903433613188,colombia,0.4968432400801421,328.1311475409836,-0.0091651078186265,0.91651078186265
2025Q2,12.155677966101694,7.792135593220339,0.4898134591646132,0.33048851876916546,0.005913460814828586,0.055799236666083926,colombia,0.48389999834978464,363.258064516129,0.0002227342706543,-0.02227342706543
2025Q3,11.6418125,7.386421875,0.30896383344676703,0.25694904126666135,0.0041243770162620996,0.06568985257552347,colombia,0.3048394564305049,290.984375,0.0102834763813121,-1.02834763813121
2025Q4,11.962881355932202,7.875271186440679,0.3625259381571264,0.3724575813915957,0.012772674604725974,0.09304803691062627,colombia,0.34975326355240044,263.8225806451613,0.0044079102673569,-0.44079102673569
2026Q1,12.810327868852458,8.620032786885245,0.25085715078982795,0.3788684839153089,0.007175150820489667,0.16109227302554985,colombia,0.2436819999693383,270.8524590163934,-0.0309210083609738,3.09210083609738
2012Q4,8.163766666666668,6.470249999999999,0.20076985338893605,0.23545722278265035,0.25284038877295545,0.3024403432564524,india,-0.0520705353840194,240.5,0.0479814931005784,-4.79814931005784
2013Q1,7.879083333333333,5.946716666666666,0.16752712342911888,0.19678247222131742,0.27579484893420647,0.3015861538510177,india,-0.10826772550508759,202.7,0.0493448156935054,-4.93448156935054
2013Q2,7.557738461538461,5.580153846153846,0.15830118308452915,0.6896578773288142,0.307750103913283,0.9443815939759829,india,-0.14944892082875386,220.84375,0.0418003548372095,-4.18003548372095
2013Q3,8.282333333333334,5.581739130434783,0.3280284765891952,0.9338309962945843,0.5452746316849247,1.1674168528760005,india,-0.21724615509572953,305.703125,0.0424322754280831,-4.24322754280831
2013Q4,8.814462686567163,6.080626865671642,0.2934795313512437,0.28916167484993793,0.392670819544609,0.35013218018926,india,-0.09919128819336526,297.08196721311475,0.0575892913479945,-5.75892913479945
2014Q1,8.76686440677966,6.005254237288136,0.288941435922871,0.4138572735881822,0.1361106328460685,0.24396388049891743,india,0.15283080307680252,254.62295081967213,0.0532701387801753,-5.32701387801753
2014Q2,8.762949152542372,6.151932203389831,0.3808852255882484,0.4452961286171909,0.2643078229286783,0.3018493820403633,india,0.11657740265957006,186.22222222222223,0.0584831054320815,-5.84831054320815
2014Q3,8.625938461538462,6.128569230769231,0.29974642996237433,0.4818995357505988,0.1530660340155254,0.30393268097505266,india,0.14668039594684892,159.984375,0.0571550187483411,-5.71550187483411
2014Q4,8.145637931034482,5.890465517241379,0.3115898026329753,0.3649838790336324,0.23865759195662772,0.28496945333171475,india,0.07293221067634759,160.8032786885246,0.0508125135947681,-5.08125135947681
2015Q1,7.7479672131147534,5.789229508196722,0.22070953224119905,0.39336528216466576,0.14512355237723865,0.3101061266665288,india,0.0755859798639604,157.0327868852459,0.0567068831539359,-5.67068831539359
2015Q2,7.8429166666666665,5.663383333333333,0.26365492235453647,0.4698933729525411,0.22496182316782837,0.42126990583200785,india,0.0386930991867081,151.015625,0.0530483055370594,-5.30483055370594
2015Q3,7.780253968253969,5.561047619047619,0.27973295810837373,0.37757997810035493,0.21736051528743544,0.305601984714988,india,0.06237244282093829,163.96875,0.0509592017788777,-5.09592017788777
2015Q4,7.671016666666666,5.4908166666666665,0.12637567239870545,0.23907633977895543,0.14035059849726053,0.2548723322658425,india,-0.01397492609855508,153.4516129032258,0.0604285266934515,-6.04285266934515
2016Q1,7.702525423728813,5.793559322033898,0.12677503196107925,0.18022502501409532,0.10995947618141834,0.1688433912438478,india,0.016815555779660915,171.21311475409837,0.0723908172103099,-7.23908172103099
2016Q2,7.4615833333333335,5.716333333333334,0.09609758977476987,0.143649819287834,0.06299322414856172,0.12106148291143554,india,0.03310436562620815,154.03125,0.0687809362206974,-6.87809362206974
2016Q3,7.149769230769231,5.588,0.2675703123499983,0.33604870729873215,0.26008172568517807,0.32904261241141036,india,0.007488586664820218,145.875,0.0726485889899766,-7.26485889899766
2016Q4,6.596533333333334,4.4521500000000005,0.2906285772383734,0.4360523028117218,0.2060594469378594,0.3343452037099062,india,0.08456913030051397,149.54098360655738,0.0647322774517172,-6.4732277451717195
2017Q1,6.658081967213115,4.215262295081967,0.2914651973829513,0.45243958746479485,0.20516732885830297,0.34887719598788347,india,0.08629786852464832,134.5483870967742,0.0467934495967896,-4.67934495967896
2017Q2,6.732081967213114,4.478754098360656,0.27287106860332466,0.20180937712246752,0.11140972191506239,0.08553818640758135,india,0.16146134668826229,133.20634920634922,0.0507256184675344,-5.07256184675344
2017Q3,6.520274193548387,4.277258064516129,0.2419376380644897,0.2546317058758846,0.18474196823259073,0.20063719367021482,india,0.05719566983189897,122.3968253968254,0.0458771426482464,-4.58771426482464
2017Q4,6.974114754098361,4.603131147540983,0.2199062634186622,0.11857434809858192,0.23401666554370107,0.12769971266686617,india,-0.014110402125038862,104.09677419354838,0.0517969939042935,-5.1796993904293505
2018Q1,7.532033898305085,4.784220338983051,0.2162567337889145,0.35491598693729215,0.26132221781123577,0.4120499654922076,india,-0.04506548402232127,112.16666666666669,0.0566010380941829,-5.66010380941829
2018Q2,7.730112903225806,4.805935483870968,0.24739918279747317,0.4571531053566238,0.36827618534341344,0.632262577517894,india,-0.12087700254594028,148.375,0.0515125819725588,-5.1512581972558795
