country,quarter,CTOT_shock,CTOT_shock_dlog
southafrica,1983Q4,1.4956332300473176,-0.007898585238936606
southafrica,1984Q1,1.4946395060357711,-0.0009937240115465151
southafrica,1984Q2,1.4867743869178334,-0.007865119117937747
southafrica,1984Q3,1.4471490798021078,-0.03962530711572554
southafrica,1984Q4,1.4356501137238178,-0.01149896607829004
southafrica,1985Q1,1.4349318979942034,-0.000718215729614391
southafrica,1985Q2,1.4341333142161548,-0.0007985837780486449
southafrica,1985Q3,1.4123150953074122,-0.02181821890874258
southafrica,1985Q4,1.4062370441489846,-0.006078051158427522
southafrica,1986Q1,1.3875659381743632,-0.018671105974621405
southafrica,1986Q2,1.3540093192656046,-0.033556618908758606
southafrica,1986Q3,1.3367841484412764,-0.017225170824328284
southafrica,1986Q4,1.3525935742339963,0.015809425792719933
southafrica,1987Q1,1.38352482469281,0.03093125045881373
southafrica,1987Q2,1.407228222657749,0.023703397964939033
southafrica,1987Q3,1.4346932184634753,0.027464995805726256
southafrica,1987Q4,1.462753669835279,0.028060451371803685
southafrica,1988Q1,1.4794068385038475,0.016653168668568474
southafrica,1988Q2,1.5233809606627846,0.043974122158937146
southafrica,1988Q3,1.500539435382156,-0.02284152528062866
southafrica,1988Q4,1.5054989800513539,0.004959544669197902
southafrica,1989Q1,1.525008411496721,0.01950943144536721
southafrica,1989Q2,1.5188188307419497,-0.006189580754771384
southafrica,1989Q3,1.4957530452472536,-0.023065785494696067
southafrica,1989Q4,1.496599066265111,0.0008460210178573568
southafrica,1990Q1,1.4860361235897657,-0.0105629426753453
southafrica,1990Q2,1.4755894138689973,-0.010446709720768332
southafrica,1990Q3,1.5267531512170551,0.05116373734805779
southafrica,1990Q4,1.5309499905664463,0.00419683934939119
southafrica,1991Q1,1.4846197273195043,-0.046330263246942005
southafrica,1991Q2,1.4630609283565152,-0.021558798962989068
southafrica,1991Q3,1.4613804535216661,-0.0016804748348491216
southafrica,1991Q4,1.4602561338229525,-0.0011243196987136272
