country,quarter,EMBI_bps,JLoss,n_banks,below_min_banks,GaR,ES,prob_neg,skew,std,GaR_st,n_train,VIX,UST10Y,US_HY_spread,UST10Y_log,US_HY_spread_log,OnOffRun_spread,OnOffRun_spread_log,debt_gdp,fisc_bal,res_gdp,ca_gdp,infl_yoy,reer,HHI_struct,GaR_pp,JLoss_x_GaR
brazil,2010Q1,128.97975,2.346797620236976,8,False,0.0642274274089133,0.0600126893597546,0.0,-0.253573184845922,0.0096103544465458,0.064012400005184,301,20.149672131147543,3.702528125,6.1932786885245905,1.3090158633497369,1.8234646215125536,-0.3202967168464035,-0.3860989243431428,61.3187804637225,-2.48178858446383,13.31478774301684,-3.3842985554707647,5.00105387550255,160.74,0.64919185,6.42274274089133,-7.9562540287048975
brazil,2010Q2,131.09924615384614,2.7475229378154054,8,False,0.0409862128423152,0.0286637697912773,0.0,-0.2627872650492298,0.0197679701214139,0.0393076013619862,314,26.391428571428573,3.4696907692307692,6.231538461538462,1.2440654744922905,1.8296232463808633,-0.2729812410473825,-0.3188029985454527,61.3187804637225,-2.48178858446383,13.064543862593611,-3.92594539867631,5.03872690108074,166.72,0.64919185,4.09862128423152,-3.4245935019534297
brazil,2010Q3,121.85742424242424,2.6186036627954308,8,False,0.0422394537431596,0.035668436106918,0.0,-0.1829671022312708,0.0142835104632676,0.041989851654251,329,24.28359375,2.7675515151515153,6.51390625,1.017962999754968,1.8739393146718748,-0.2286999976634975,-0.2596778730128791,60.824499923652674,-2.5405765683476926,13.17513197560025,-3.743113511952843,5.4381575813432805,168.74666666666667,0.64919185,4.22394537431596,-4.056397682144127
brazil,2010Q4,106.33751515151515,2.279907281960753,8,False,0.0403552115479453,0.0370582566545177,0.0,-0.1558264618027385,0.0103333701375304,0.0403552116935866,343,19.318437499999998,2.8557484848484846,5.708225806451614,1.0493339750700994,1.7419082584767693,-0.2197693669411442,-0.2481657195954341,60.33021938358284,-2.599364552231555,13.276384413283472,-3.560281625229375,5.83758826160582,170.96,0.64919185,4.03552115479453,-5.176819437112354
brazil,2011Q1,114.07721875,2.449755708542065,8,False,0.0358598988651239,0.0310057137016683,0.0,-0.0368645271206171,0.0108654060095511,0.0358598989389659,357,18.614838709677418,3.4379453125,4.736451612903227,1.2348740000569474,1.5552882504897,-0.2281564572549633,-0.2589734143346897,59.83593884351302,-2.6581525361154177,13.36943545330842,-3.3774497385059075,6.23701894186836,174.60333333333332,0.64919185,3.58598988651239,-3.9946036168125727
brazil,2011Q2,108.15438461538461,2.479053365633338,8,False,0.0307117014881231,0.0289289894799235,0.0,-0.0597845753983389,0.0100272522748292,0.0307117012620167,371,17.482380952380954,3.1856446153846156,4.881904761904762,1.158654659561406,1.5855354637724475,-0.2210984163435687,-0.2498705778622153,59.3416583034432,-2.71694051999928,13.455242773715469,-3.19461785178244,6.6364496221309,179.99666666666667,0.64919185,3.07117014881231,-3.307478113591211
brazil,2011Q3,145.01303030303032,4.987601139017956,8,False,-0.0078233658406393,-0.0282542676501594,0.1060475696005353,-0.0130606436164523,0.020459979193054,-0.0061427726198863,385,30.58359375,2.4010848484848486,6.55578125,0.8759206554255642,1.8803472939429728,-0.1741624995917081,-0.1913572555557563,59.46861622767448,-2.498551813353465,13.857218139283969,-3.3358172309024425,6.328212001690668,177.42999999999998,0.64919185,-0.78233658406393,-1.303988244297663
brazil,2011Q4,163.5385076923077,3.770610527032251,8,False,0.0089892609565494,0.0042857627702004,0.0,0.0205072360527169,0.0136664762266176,0.0089892610044656,399,29.93952380952381,2.030544615384615,7.26327868852459,0.7083040405128261,1.982831336881218,-0.1178901629369767,-0.1254386989113021,59.59557415190575,-2.28016310670765,14.271133057736574,-3.477016610022445,6.019974381250435,166.57,0.64919185,0.89892609565494,0.11012176958720984
brazil,2012Q1,139.64392307692307,2.9868176193362297,8,False,0.0098587198374738,0.0048262507915424,0.0,-0.0547581612503426,0.0145559040349799,0.0086250836609559,415,18.20403225806452,2.0187923076923076,6.133548387096774,0.7024994651400295,1.8137734384457382,-0.0935096782253632,-0.098174925320081,59.72253207613702,-2.061774400061835,14.697527494645705,-3.618215989142448,5.7117367608102025,170.81000000000003,0.64919185,0.98587198374738,-0.5156388331545757
brazil,2012Q2,143.53612307692308,5.333851128603483,8,False,-0.0022692164334935,-0.0055880345762513,0.0678216511630863,-0.061955356854661,0.0164468844066574,-0.002905875932358,430,20.035714285714285,1.8062815384615385,6.20671875,0.5912703334661203,1.8256323746601033,-0.0553359262645247,-0.0569258922141058,59.8494900003683,-1.84338569341602,15.136974473817377,-3.75941536826245,5.40349914036997,156.65333333333334,0.64919185,-0.22692164334935,-0.6817456089008191
brazil,2012Q3,129.56143076923078,3.9214760484118423,8,False,0.0139505227289751,0.0097354063523752,0.0,-0.0220570261050108,0.0141042337433884,0.0126382467830844,445,16.192698412698412,1.62226,5.735396825396825,0.48382023877815067,1.7466569418051467,-0.0438936584896512,-0.0448861362275025,59.19421984634143,-2.094977654473255,14.979973850741292,-3.7131167879532234,5.603702021877727,153.45333333333335,0.64919185,1.39505227289751,0.3698570727625291
brazil,2012Q4,108.18704545454545,3.503443517951216,8,False,0.0149579076910113,0.0063195182629917,0.0,0.1003562487002661,0.0134305256066551,0.0136390874375432,460,16.752903225806453,1.6914727272727272,5.352950819672131,0.5255995857109054,1.6776479639362225,-0.0307541029570534,-0.031236935565726,58.53894969231455,-2.34656961553049,14.823214578608294,-3.666818207643995,5.803904903385485,151.11666666666667,0.64919185,1.49579076910113,-0.153632817997527
brazil,2013Q1,120.27989062500001,3.087297230089036,8,False,0.0167282883732748,0.0132734144346514,0.0,0.0188534267846331,0.0137157848994666,0.0150502621294657,475,13.527,1.9262859375,4.682786885245902,0.655593764194572,1.5438934209971602,-0.0593216608365388,-0.0611540265652253,57.88367953828767,-2.598161576587725,14.666696101316704,-3.620519627334768,6.004107784893242,158.65,0.64919185,1.67282883732748,-0.7992554323574295
brazil,2013Q2,138.13193846153848,4.373728976324583,8,False,0.014448806503541,0.0127059963328564,0.0,-0.0322476930327607,0.014157733386119,0.0155458317863508,490,14.837031249999999,1.9698923076923078,4.5184375,0.6779788751096123,1.5081662482403084,-0.0640999861806634,-0.0662466310531004,57.2284093842608,-2.84975353764496,14.510417864471984,-3.57422104702554,6.204310666401,156.36333333333334,0.64919185,1.4448806503541,0.9611517339587957
brazil,2013Q3,186.1971212121212,4.269344916462583,8,False,0.007766582789039,0.0033875904426644,0.0,-0.0519916388223627,0.0129949237594377,0.0077665822423546,505,14.2796875,2.6922,4.5028125,0.9903587032278557,1.5047022015451161,-0.1459249895811078,-0.1577362548366065,57.53562481463908,-3.4800967415604025,14.583211538590056,-3.805373362532235,6.235493038591095,142.5,0.64919185,0.7766582789039,0.3938333024477387
brazil,2013Q4,181.51309230769232,3.6019221145592577,8,False,0.0114453597234932,0.0088069691611767,0.0,-0.0622143719991446,0.0119883694851936,0.0114453596737524,520,14.2328125,2.7323560606060604,4.14758064516129,1.0051642628672,1.4225251871758335,-0.1558548344335242,-0.1694308020593107,57.84284024501735,-4.110439945475845,14.656252969084694,-4.03652567803893,6.26667541078119,144.51666666666665,0.64919185,1.14453597234932,-0.017007342290587216
brazil,2014Q1,185.855140625,6.709074332637787,8,False,0.0183478630602384,0.0163521794226101,0.0,-0.0544806641779086,0.0118410057520515,0.0183220521678032,535,14.828852459016392,2.75745,3.7804918032786885,1.0143063396148533,1.329854107855839,-0.140121316284429,-0.1509639651322601,58.15005567539562,-4.740783149391287,14.72954342298619,-4.267677993545624,6.297857782971285,144.02666666666667,0.64919185,1.83478630602384,5.141439196243002
brazil,2014Q2,148.9964923076923,5.887945144662147,8,False,-0.0082695200062219,-0.0123536449888821,0.1500611125436979,-0.0814563489650418,0.0127718106356194,-0.0082695198637479,550,12.738253968253968,2.612510769230769,3.4382539682539686,0.960311739476029,1.2349637751613542,-0.1102555536845374,-0.1168209964596294,58.4572711057739,-5.37112635330673,14.803084175979084,-4.49883030905232,6.32904015516138,154.51666666666668,0.64919185,-0.82695200062219,-2.263281378096285
brazil,2014Q3,145.76321212121212,5.96129075318143,8,False,-0.0142182966509172,-0.0245631221314761,0.3037599076492401,-0.0158636093383471,0.0132246310169512,-0.014218296970344,565,13.07265625,2.4882969696969695,3.7484375,0.9115985285646773,1.321339086485977,-0.0975593779981132,-0.1026523837352352,60.72734183702907,-6.03589243167474,15.781041250304574,-4.253720749993264,7.004255372411375,153.67,0.64919185,-1.4218296650917202,-3.7296027376959504
brazil,2014Q4,173.18930303030305,9.930189615000838,8,False,-0.0144884444379278,-0.0250812244290412,0.2733569117349492,0.017393714452166,0.0133102787609165,-0.0144884445141016,580,16.07234375,2.266077272727273,4.527903225806452,0.8180502629631696,1.510258968279921,-0.089712910344524,-0.0939952460876965,62.99741256828425,-6.70065851004275,16.90915825788816,-4.00861119093421,7.67947058966137,143.63666666666668,0.64919185,-1.4488444437927799,-10.220763616858775
brazil,2015Q1,242.2035,6.203900571211738,8,False,-0.0232776227020421,-0.0300625545799239,0.5719091487189746,0.1320514501489252,0.0123590048373916,-0.0247731295171247,595,16.564754098360655,1.96335,4.724918032786886,0.6746521979237009,1.5528502132369044,-0.0831590210805177,-0.0868212362462733,65.26748329953942,-7.36542458841076,18.224895455553053,-3.763501631875154,8.354685806911364,137.67333333333332,0.64919185,-2.32776227020421,-6.457366681040197
brazil,2015Q2,239.52623076923078,5.379473578660424,8,False,-0.0281439747265025,-0.0416746706209816,0.7260079423354695,0.1145577578615707,0.014564603226596,-0.0301361028856853,610,13.740158730158731,2.158333846153846,4.42625,0.769336556517701,1.4875527244439763,-0.0997437552362687,-0.1050758397777041,67.5375540307946,-8.03019066677877,19.77930345791751,-3.5183920728161,9.02990102416136,130.72666666666666,0.64919185,-2.81439747265025,-5.25406911651047
brazil,2015Q3,334.9581969696969,11.175741333700715,8,False,-0.0563444475459266,-0.060899767503704,0.9296540097428624,-0.0479717470218317,0.0152957163205205,-0.0563444479319379,625,19.30734375,2.215380303030303,5.2834375,0.7954240831296475,1.6645769275491484,-0.0811499986052516,-0.0846323893227754,69.00786647358503,-7.787712452833047,19.915487440586016,-3.06382245513118,8.957211648944503,117.84333333333332,0.64919185,-5.634444754592661,-43.86589715931157
brazil,2015Q4,444.6129393939394,13.923590488395346,8,False,-0.051880561272283,-0.0599077717829601,0.9466410764477357,0.034888760852733,0.0134989228483472,-0.0518805622313586,640,17.03328125,2.1834560606060607,6.0972580645161285,0.7809089703638817,1.80783917250462,-0.0903612942849435,-0.0947077849939548,70.47817891637544,-7.545234238887325,20.05191816323756,-2.60925283744626,8.884522273727644,111.80333333333331,0.64919185,-5.1880561272283,-55.21793998808011
brazil,2016Q1,451.86407692307694,10.832793377708615,8,False,-0.0475838086611358,-0.0502928238212832,0.946102091208282,-0.0256417454795591,0.0121894384110516,-0.0475838083456924,655,20.486229508196722,1.910883076923077,7.178852459016394,0.6475654791492957,1.971139545637285,-0.0870114757193896,-0.0910319677097433,71.94849135916587,-7.302756024941603,20.188596297050434,-2.15468321976134,8.811832898510787,117.19,0.64919185,-4.75838086611358,-35.555622105466696
brazil,2016Q2,346.36024615384616,9.535983704016486,8,False,-0.0341490429058082,-0.0382426222677508,0.8277271868972765,-0.0301064501693952,0.0121755161814662,-0.0341490431455075,671,15.6759375,1.7456892307692309,5.94140625,0.5571494523252899,1.7819458477797303,-0.0611531360447401,-0.0631028972532469,73.4188038019563,-7.06027781099588,20.325522515639435,-1.70011360207642,8.73914352329393,128.45000000000002,0.64919185,-3.41490429058082,-21.21470463907852
brazil,2016Q3,275.8466666666667,5.974216428184856,9,False,-0.0251552115906281,-0.0296377517607383,0.7316984193922176,-0.0113687227575014,0.011073626093687,-0.0251552116574145,687,13.23390625,1.5580015151515152,5.1253125,0.44340391994584694,1.634191498775291,-0.0453093779087065,-0.0463679469118103,75.98140351375737,-7.224283747569935,19.715307799474303,-1.5811600587810224,7.41595098005212,141.04666666666665,0.64919185,-2.5155211590628097,-6.325644691917635
brazil,2016Q4,286.2388,5.800804532591896,8,False,-0.0251654334769452,-0.0294049410893613,0.71949502800105,0.0154678578416336,0.0112838804225968,-0.0251654335074032,704,14.097936507936508,2.1368,4.519016393442623,0.759309382813614,1.5082943580929815,-0.0779885157600777,-0.0811975997114431,78.54400322555844,-7.38828968414399,19.14744078144177,-1.462206515485625,6.09275843681031,142.28333333333333,0.64919185,-2.51654334769452,-5.862048018296153
brazil,2017Q1,238.40998461538462,3.745885702674746,9,False,-0.0076081596258852,-0.0109216378015569,0.1630772589123281,0.0344716885996037,0.0107251254534545,-0.0076081593989826,721,11.691935483870967,2.4412584615384616,3.8117741935483873,0.8925136692707271,1.3380947483471033,-0.0747129080372469,-0.0776512199349575,81.10660293735953,-7.552295620718045,18.61766102438185,-1.3432529721902275,4.769565893568499,149.8766666666667,0.64919185,-0.76081596258852,-0.1178385266257352
brazil,2017Q2,228.73935384615382,6.30179072049879,9,False,-0.0045444109091699,-0.0066211419095067,0.1020050719215628,0.0572930026895555,0.0102051888918793,-0.0045444106675676,738,11.426349206349206,2.2554861538461535,3.7152380952380955,0.8133655390073704,1.3124427663550875,-0.0570539756048292,-0.0587462361680017,83.6692026491606,-7.7163015572921,18.122261048837345,-1.22429942889483,3.44637335032669,144.01666666666668,0.64919185,-0.45444109091699003,-1.6769395613435845
brazil,2017Q3,205.5510153846154,2.565900210078903,9,False,0.0042020610994743,0.0027011603239735,0.0,-0.0057624902509483,0.0097628036001496,0.0042020610808076,755,10.944285714285714,2.2376784615384615,3.6596825396825396,0.8054389273330642,1.2973764058596793,-0.0446126921214755,-0.0456384627298356,84.40387301717877,-7.483991796147215,18.459208536649182,-1.6201046626007298,3.500992583686837,143.16,0.64919185,0.42020610994743,-0.26282830739327656
brazil,2017Q4,173.0745692307692,3.353747416491789,9,False,0.0088223053401274,0.0058726901763393,0.0,-0.0683971276406878,0.0101342935203595,0.0086274086699487,772,10.307936507936507,2.3705076923076924,3.458548387096774,0.8631041483696169,1.2408489597360477,-0.0263242024760093,-0.026676887500256,85.13854338519695,-7.25168203500233,18.80856419766077,-2.01590989630663,3.5556118170469846,139.64333333333332,0.64919185,0.8822305340127399,-0.18900471454424667
brazil,2018Q1,153.64995384615384,2.6583929303326594,9,False,-0.0018205665404766,-0.0089127142390913,0.0625997916559134,-0.0641971254807102,0.011881700288906,-0.0018205664648887,789,17.354754098360658,2.7500446153846156,3.355161290322581,1.0116171353230998,1.2104998438798955,-0.0195377104399634,-0.0197310945034736,85.87321375321513,-7.019372273857445,19.171026289622365,-2.4117151300125297,3.610231050407133,137.09333333333333,0.64919185,-0.18205665404766,0.3390179844429576
brazil,2018Q2,207.0025076923077,5.137768372110746,10,False,-0.0031303064589557,-0.0068461929156676,0.0798229802118426,-0.0389734866174856,0.0112238188616974,-0.0031303058029664,806,15.3375,2.9210292307692307,3.404375,1.0719360304658483,1.2250613691558019,-0.0031328064203259,-0.0031377239314521,86.6078841212333,-6.78706251271256,19.547346463526303,-2.80752036371843,3.66485028376728,127.24666666666668,0.64919185,-0.31303064589557,-0.7345208985383859
brazil,2018Q3,256.1724461538461,4.34016585269872,9,False,0.0035368193545139,0.0006401985293902,0.0,-0.0425826897780336,0.0101141627739135,0.0035368195114693,823,12.856825396825396,2.9194153846153847,3.36640625,1.071383385487187,1.2138457807021752,0.0021492102789496,0.0021469040303558,88.09722638970669,-6.417022969114358,19.425473025133503,-2.959213051531625,3.681881765867693,122.03333333333336,0.64919185,0.35368193545139,0.13187379230114987
brazil,2018Q4,213.4657878787879,3.651094415815392,9,False,-0.0041165532001101,-0.0081742176673386,0.0931533759462233,-0.0422985837213205,0.0125048066142717,-0.0041165529931678,840,21.053650793650796,3.038727272727273,3.9967213114754094,1.111438767468363,1.3854743528738598,0.0028426296984564,0.0028385970670328,89.5865686581801,-6.046983425516155,19.302196177289694,-3.11090573934482,3.698913247968105,128.97666666666666,0.64919185,-0.41165532001100996,-0.018465800780345126
brazil,2019Q1,170.945015625,2.859279057558576,9,False,-0.0030925627572746,-0.0083512733959203,0.0884064384803494,0.0294042743316792,0.0098719522959345,-0.0030925628094188,857,16.47,2.650646875,4.146721311475409,0.9748037139832372,1.4223179765646337,0.0063639207746165,0.0063437565346719,91.0759109266535,-5.6769438819179525,19.177491538589745,-3.262598427158015,3.715944730068517,129.68333333333334,0.64919185,-0.30925627572746,0.36483509022322413
brazil,2019Q2,170.82144615384615,2.3933677302575878,9,False,-0.0005262005332926,-0.0053206030592328,0.055697085174791,0.009321454065919,0.0099713621161844,-0.0005262003842962,874,15.183015873015872,2.3383769230769227,3.7955555555555556,0.8494570660854485,1.3338307915841496,-0.0126111113835892,-0.0126913063942683,92.5652531951269,-5.30690433831975,19.051334159568626,-3.41429111497121,3.73297621216893,126.37666666666668,0.64919185,-0.052620053329259994,0.27382144201151765
brazil,2019Q3,132.80345454545454,2.778829179454926,10,False,-0.0023128373368641,-0.0080060221065157,0.0714791620061506,0.0214941242391066,0.0102126303528094,-0.0023128366411117,891,15.96015625,1.7921757575757578,3.862769230769231,0.5834303887476368,1.3513843435536939,-0.0095765636116264,-0.0096227137732474,94.10141038314146,-7.089262959862888,20.09976164913399,-2.970977173893937,3.6026741686351373,126.37666666666668,0.64919185,-0.23128373368640998,0.3379088595577014
brazil,2019Q4,120.253,2.395739486853901,11,False,0.0034601717818078,-0.0017477476236126,0.0333898553700426,-0.0108463852637252,0.0093068795615925,0.0034601714850618,908,13.98578125,1.7908106060606062,3.693064516129032,0.5826683698937191,1.3064566055605142,-0.0190370932702098,-0.0192206318240188,95.637567571156,-8.871621581406025,21.272514661038176,-2.527663232816665,3.472372125101345,122.56666666666666,0.64919185,0.34601717818078,-0.21449964182382478
brazil,2020Q1,149.4264,13.222566306392336,11,False,-0.0592875248403832,-0.068941242702062,0.4980502626257621,-0.1259959728440996,0.0231004048844035,-0.0574126136325644,925,31.22451612903226,1.3842953846153847,5.094516129032258,0.3251912626132286,1.628164692396817,-0.0390290290309536,-0.0398110775762607,97.17372475917054,-10.653980202949162,22.59310133928119,-2.084349291739392,3.3420700815675524,114.90333333333332,0.64919185,-5.92875248403832,-58.57434711817596
brazil,2020Q2,292.7713692307692,9.172354953792071,11,False,-0.1355840971786949,-0.1559076057829717,1.0,0.3576221723187882,0.0203888049264975,-0.1355368873196718,942,34.493650793650794,0.6813153846153845,6.943650793650794,-0.3837299601931426,1.937827687160741,-0.0427428596723647,-0.043683229443741,98.7098819471851,-12.4363388244923,24.091355238663247,-1.64103535066212,3.21176803803376,96.86666666666667,0.64919185,-13.558409717869491,-76.23743064323241
brazil,2020Q3,222.9117272727273,4.454152356177935,11,False,-0.0579714031228227,-0.0734334161680664,0.8128761790471858,0.2322519321794455,0.0171579940258228,-0.0579201890248532,959,25.80890625,0.6453136363636364,5.119375,-0.43801882244332174,1.6330323612877293,-0.0054703110456466,-0.0054853279870465,95.28528737962584,-10.461394626299262,23.43105455631248,-1.8203317330607376,4.484240967489503,94.32,0.64919185,-5.79714031228227,-4.981765876859555
brazil,2020Q4,183.85778787878786,4.192995613119392,11,False,-0.0267537384141431,-0.0383964599439907,0.4291222160843498,0.1826567100253264,0.0137310265165315,-0.0267360181497999,976,25.62171875,0.8558590909090908,4.288870967741935,-0.15564952981463098,1.4560235206200693,-0.0070983886826422,-0.0071237021043871,91.86069281206656,-8.486450428106224,22.81157529736746,-1.999628115459355,5.756713896945245,93.91333333333334,0.64919185,-2.6753738414143102,-1.632545620997855
brazil,2021Q1,178.283046875,5.389147461255601,11,False,-0.0099921143172379,-0.0191511110303263,0.0925036209472415,0.099115001408899,0.0119920265180838,-0.0099846255100539,993,23.20245901639344,1.3122015625,3.3518032786885246,0.27170630867629275,1.2094984931555568,-0.0553934426229508,-0.0569867795824865,88.43609824450726,-6.511506229913188,22.22924544614702,-2.1789244978579725,7.029186826400988,92.69,0.64919185,-0.9992114317237901,-2.0705019346981692
brazil,2021Q2,183.6085230769231,3.024927350478835,11,False,0.0708653907555535,0.0440106042070223,0.0,-0.0414198329844689,0.0032758947469426,0.0728749413827679,1010,18.0,1.5799553846153847,2.9324615384615385,0.45739660905498775,1.0758421858453444,-0.0931515625,-0.0977799459173772,85.011503676948,-4.53656203172015,21.68082057841419,-2.35822088025659,8.30165975585673,96.66666666666669,0.64919185,7.08653907555535,-4.11117278918874
brazil,2021Q3,180.91698484848484,4.840437859192328,11,False,-0.0140240410778432,-0.027067611087175,0.0793327675073725,-0.1512913601145738,0.0137239749177364,-0.0131915322643688,1027,18.28734375,1.3177303030303031,2.8875,0.2759107892161594,1.060391075847912,-0.0546468749999999,-0.0561967440396722,83.53420822972045,-4.519015903860535,20.266094176338605,-2.3060849367410503,8.54627133928473,100.48333333333332,0.64919185,-1.40240410778432,-1.9208671537969506
brazil,2021Q4,227.1576818181818,8.572047796169198,11,False,-0.0168291487996775,-0.0263429089537659,0.1446821466083828,0.052569108232447,0.012476659534913,-0.0165983485272228,1044,19.27515625,1.5288454545454546,2.959354838709677,0.4245128456745233,1.0849712846838795,-0.0642145161290322,-0.0663690126697267,82.0569127824929,-4.501469776000921,18.961214916413788,-2.25394899322551,8.790882922712726,96.53666666666668,0.64919185,-1.68291487996775,-9.18043441380883
brazil,2022Q1,220.311921875,4.127531347681025,11,False,-0.0318617468662747,-0.0434065530592705,0.2145111371843425,-0.0687355216389875,0.0144211208807366,-0.0313360581607738,1061,25.372903225806454,1.945875,3.4130645161290323,0.6657117473738764,1.2276105728015885,-0.0702322580645161,-0.0728204638793443,80.57961733526535,-4.483923648141305,17.753867218543313,-2.20181304970997,9.035494506140722,104.68333333333334,0.64919185,-3.1861746866274703,-1.7057887287409577
brazil,2022Q2,241.3084,5.008891123256095,11,False,-0.040518956012526,-0.0585190980561271,0.1498163283605017,-0.2235536484062184,0.0176917303952482,-0.0393837946625379,1078,27.3984375,2.9246215384615386,4.2101612903225805,1.0731650837522402,1.4375009582009513,-0.0669145161290322,-0.0692584597477831,79.1023218880378,-4.46637752028169,16.63351020386791,-2.14967710619443,9.28010608956872,115.07333333333332,0.64919185,-4.051895601252601,-5.867345282945979
brazil,2022Q3,275.3128181818182,3.677127785772037,11,False,-0.0311762776084331,-0.0547812710445265,0.1229152386893751,-0.1595911264999434,0.0178240627798776,-0.0300962282834169,1095,24.792727272727273,3.0968575757575754,4.81140625,1.1303879121252554,1.57098940105627,-0.0465359374999999,-0.0476535447410977,80.08467887911583,-5.066955602219265,16.516188705686016,-1.9211532863033127,8.108470272884547,109.19,0.64919185,-3.1176277608433103,-0.1898725988466456
brazil,2022Q4,268.81550769230773,7.025747291981512,11,False,-0.015728069025501,-0.0287343090480167,0.1084604430575014,-0.0265683313139487,0.0135802525782118,-0.0152280745261582,1112,25.00265625,3.815849230769231,4.675409836065573,1.3391632430490183,1.5423168243668295,-0.0303196721311476,-0.0307888206992665,81.06703587019385,-5.66753368415684,16.405641011037314,-1.6926294664121952,6.936834456200375,110.16,0.64919185,-1.5728069025501001,-5.93908752164863
brazil,2023Q1,237.32186153846155,4.948797090792325,11,False,0.0031640617777475,-0.0093723847720018,0.0436902738643056,-0.0909112830982549,0.0115857831213149,0.0036052480576513,1129,20.6840625,3.647701538461538,4.345,1.294097253750336,1.4690257587173554,-0.0020709677419354,-0.0020731151609654,82.04939286127188,-6.268111766094416,16.301296930759417,-1.4641056465210776,5.765198639516203,109.5,0.64919185,0.31640617777475,0.1936742328245805
brazil,2023Q2,211.47515384615386,2.758961533673658,11,False,0.0084983048917554,0.0018351696707962,0.0,-0.0064361268839436,0.0099158979503154,0.0086963055586619,1146,16.44125,3.5947661538461535,4.466349206349206,1.279478941448464,1.4965713425575344,-0.022047619047619,-0.0222943003654668,83.0317498523499,-6.86868984803199,16.202648523805852,-1.23558182662996,4.59356282283203,116.52666666666666,0.64919185,0.84983048917554,-0.58432221234317
