country,quarter,GaR,ES,prob_neg,std,skew
brazil,2007Q2,0.01871090530771581,0.008462564154374103,0.0,0.008665683017955072,-0.20084245606995557
brazil,2007Q3,0.00988452730603373,-0.0011798071997800863,0.027665788889426994,0.009935048693819854,-0.21085371141428033
brazil,2007Q4,0.0008161105234986768,-0.013399020488785593,0.048564715086351615,0.01177979759098923,-0.28393421566563604
brazil,2008Q1,-0.012243731333432033,-0.027920587480540174,0.07696263799034427,0.013753809385153823,-0.26027851999163437
brazil,2008Q2,-0.011071602182519215,-0.024799804107076072,0.07551674337912838,0.013286470070345065,-0.2830889980941865
brazil,2008Q3,-0.054661674316451,-0.07798023791336674,0.1267300272411141,0.020901735152403997,-0.3230475652077502
brazil,2008Q4,-0.10245982134936717,-0.12066574054134821,0.4523209755440155,0.025932742663052323,-0.13760867187324272
brazil,2009Q1,-0.10569434853977107,-0.13082629561094827,0.7724342773013512,0.027169803286005906,0.0033006657200348828
brazil,2009Q2,-0.07431806647335171,-0.0837369701700354,0.7745092590421178,0.020284968337318,0.06057922471028012
brazil,2009Q3,-0.047026056523182216,-0.06054664248759854,0.6408886926231213,0.017361978634708595,0.11079577127444783
brazil,2009Q4,-0.0031237220896047357,-0.016416605047391297,0.058439170615116165,0.012023737853111107,-0.1858190100747952
brazil,2010Q1,0.02473029495003802,0.013408589026109752,0.0,0.008719242313132558,-0.45330717911297147
brazil,2010Q2,-0.01605182153308817,-0.040385492613645074,0.07374375245878194,0.01597152992925719,-0.3754895784474695
brazil,2010Q3,0.00036362015121801927,-0.015062415848608396,0.049410703839887785,0.012072493565744117,-0.2992243371663545
brazil,2010Q4,0.00890760827957543,-0.0017669944805087726,0.029138314371557082,0.009983853896070583,-0.19803266529456115
brazil,2011Q1,0.003897745902774072,-0.0060569001451242985,0.04021123934487614,0.010493999167746954,-0.17015660041146327
brazil,2011Q2,0.0008044955385189262,-0.0073268824967072516,0.04752657072689971,0.010558029682836189,-0.14341281487022353
brazil,2011Q3,-0.07278214799272775,-0.09916582706510824,0.22626398986193516,0.0235220572094659,-0.1757429750639385
brazil,2011Q4,-0.0259759079317912,-0.038542040820572596,0.14600157027462973,0.014726144857321473,-0.050820287257309374
