h,beta_sev,se_sev,beta_ben,se_ben
0,0.27443632977124843,0.16370791615852062,0.3862710951773143,0.18266619599919434
1,0.7277751043851519,0.8203757540936866,0.9318054039591628,0.45932047788774044
2,0.45189075903143383,1.0131039663598858,0.40613421885279477,0.23240426196495645
3,1.4201129549628086,1.1828140906432485,0.6448289736916282,0.2695009348252896
4,1.6087200817187755,1.0757716234970964,0.38057479338976474,0.400805403862769
5,-0.5395904155299949,0.8657701669694475,0.4830608402723304,0.44967584375627884
6,-1.2748297890986366,0.80983054732988,1.2240354176137496,0.1751762024576302
7,0.46551895041117014,0.678416776484448,1.2396924038536623,0.33728002501293897
8,0.5155402873156776,0.3205026261684761,2.0499239048471254,0.9393472007984589
