DATES,rEER
199001,89.11037448629364
199002,89.19847427993986
199003,90.45382572673277
199004,90.39148477005999
199005,89.22080689898425
199006,89.48612180517603
199007,87.68649982563531
199008,86.01675399525385
199009,85.05723586009273
199010,83.07331455617448
199011,82.70703924787884
199012,83.83789526042126
199101,84.30279655634564
199102,82.61097299383025
199103,85.82282337494539
199104,87.4148107304824
199105,87.74627576271143
199106,89.03493629745643
199107,88.56893729150627
199108,87.62020155943644
199109,86.29455059645866
199110,85.31833875701254
199111,83.88050779659604
199112,83.1858809291027
199201,82.95840426819468
199202,84.31667303628274
199203,86.18657486637693
199204,85.71099732878115
199205,84.68201712878069
199206,83.25829856061551
199207,81.61592629227982
199208,81.0743218845544
199209,81.23803998509584
199210,82.94921509288156
199211,85.9897796840936
199212,86.2600702979724
199301,87.27264168454569
199302,87.5298681933619
199303,86.90527816660551
199304,85.09394647188232
199305,84.93919392570041
199306,85.1765277041294
199307,86.3288580112595
199308,86.11794445780988
199309,85.36133073508881
199310,86.19553595360172
199311,87.15991066140793
199312,87.47720640164297
199401,88.66
199402,88.16
199403,88.26
199404,88.18
199405,87.42
199406,87.11
199407,85.93
199408,85.7
199409,84.73
199410,84.05
199411,84.24
199412,86.09
199501,88.0
199502,87.23
199503,86.0
199504,82.59
199505,82.15
199506,82.2
199507,82.17
199508,84.22
199509,85.2
199510,85.21
199511,86.16
199512,86.34
199601,86.78
199602,86.76
199603,86.81
199604,86.65
199605,86.76
199606,87.06
199607,87.12
199608,86.5
199609,86.81
199610,87.36
199611,86.95
199612,87.46
199701,88.2
199702,89.7
199703,90.55
199704,90.76
199705,89.46
199706,89.15
199707,90.1
199708,91.63
199709,91.78
199710,92.24
199711,93.77
199712,96.74
199801,99.13
199802,97.63
199803,97.23
199804,97.05
199805,97.75
199806,99.89
199807,100.33
199808,102.08
199809,100.34
199810,97.35
199811,97.04
199812,96.14
199901,96.19
199902,97.21
199903,98.42
199904,98.1
199905,97.86
199906,98.42
199907,98.74
199908,97.62
199909,96.98
199910,96.58
