quarter,fx_vol
2004Q1,0.013551100438800315
2004Q2,0.012269645426615225
2004Q3,0.005224266983540772
2004Q4,0.016751772040360293
2005Q1,0.0190932152874851
2005Q2,0.014412226130470959
2005Q3,0.01719052652388475
2005Q4,0.01951594375973589
2006Q1,0.019723940308630287
2006Q2,0.02210214141183578
2006Q3,0.012837210872765951
2006Q4,0.013782980789632892
2007Q1,0.013304458691191632
2007Q2,0.012051113208204059
2007Q3,0.017424291871675535
2007Q4,0.020882978996921497
2008Q1,0.027782681410650108
2008Q2,0.02666906093061545
2008Q3,0.044742066637100064
2008Q4,0.06065510490272402
2009Q1,0.10007214212203379
2009Q2,0.05174074826789031
2009Q3,0.06851536317043949
2009Q4,0.0584975326267239
2010Q1,0.03594496893240752
2010Q2,0.06371202014953699
2010Q3,0.035703152112706894
2010Q4,0.037778605078602645
2011Q1,0.032544518397123044
2011Q2,0.041242192940969355
2011Q3,0.06749453141154678
2011Q4,0.06858409507395878
2012Q1,0.05321814317524177
2012Q2,0.06555586351461973
2012Q3,0.06187731964308843
2012Q4,0.03507697899616713
2013Q1,0.023735370436521297
2013Q2,0.04734311796241743
2013Q3,0.0355836706911069
2013Q4,0.03146710872960573
2014Q1,0.05449349082707488
2014Q2,0.04597574600748618
2014Q3,0.04788542962408858
2014Q4,0.298231416236126
2015Q1,0.16773348003272362
2015Q2,0.13711929261247688
2015Q3,0.11278700621088354
2015Q4,0.0934609172023856
2016Q1,0.1410048881784546
2016Q2,0.0924680822407157
2016Q3,0.05979317354211512
2016Q4,0.06840838603252844
2017Q1,0.061290507132905486
2017Q2,0.061278280283709144
2017Q3,0.04519212946487641
2017Q4,0.040805302975952744
2018Q1,0.05060533811253139
2018Q2,0.08495586369305297
2018Q3,0.07121035791733121
2018Q4,0.057354373361722596
2019Q1,0.04388123514013795
2019Q2,0.03678298413395367
2019Q3,0.04311833490670055
2019Q4,0.029146216757030396
2020Q1,0.1169104357032965
2020Q2,0.08112655234548098
2020Q3,0.06416109096670351
2020Q4,0.07171746000328948
2021Q1,0.05469372142752877
2021Q2,0.044620062254639666
2021Q3,0.033944226405032814
2021Q4,0.054527176743734286
2022Q1,0.26091648409409096
